,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes_Attempted,Live_Ball_Passes,Dead_Ball_Passes,Free_Kick_Passes,Through_Balls,Switches,Crosses,Throw_Ins_Taken,Corner_Kicks,In_Corner_Kicks,Out_Corner_Kicks,Str_Corner_Kicks,Passes_Cmp,Passes_Off,Passes_Blocked,Matches
563,Rober Correa,es ESP,DF,Eibar,es La Liga,26,1992,10.3,523,383,139,8,0,0,33,131,0,0,0,0,369,1,14,Matches
564,Edmilson Correia,gw GNB,"FW,DF",Saint-Étienne,fr Ligue 1,19,2000,0.5,12,12,0,0,0,0,0,0,0,0,0,0,10,0,1,Matches
565,Thierry Correia,pt POR,DF,Valencia,es La Liga,20,1999,2.9,137,103,32,3,2,0,3,29,0,0,0,0,104,2,7,Matches
566,Antonio Cortés,es ESP,"FW,MF",Granada,es La Liga,19,2000,2.0,33,32,1,0,0,0,4,1,0,0,0,0,17,0,3,Matches
567,Danny da Costa,de GER,"DF,FW",Eint Frankfurt,de Bundesliga,26,1993,15.4,636,522,109,1,1,2,83,108,0,0,0,0,417,5,30,Matches
568,Diego Costa,es ESP,FW,Atlético Madrid,es La Liga,30,1988,15.0,369,354,14,0,1,2,4,3,0,0,0,0,253,1,15,Matches
569,Douglas Costa,br BRA,"FW,MF",Juventus,it Serie A,28,1990,8.9,486,449,35,4,2,10,38,15,15,7,4,0,384,2,12,Matches
570,Jaume Costa,es ESP,DF,Valencia,es La Liga,31,1988,15.4,835,707,123,10,1,3,29,113,0,0,0,0,671,5,16,Matches
571,Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,35,1983,1.0,26,20,6,2,0,0,0,0,0,0,0,0,24,0,0,Matches
572,Nuno da Costa,cv CPV,FW,Strasbourg,fr Ligue 1,28,1991,5.9,144,141,3,0,1,0,6,1,0,0,0,0,89,0,7,Matches
573,David Costas,es ESP,DF,Celta Vigo,es La Liga,24,1995,3.8,200,191,8,4,0,0,0,4,0,0,0,0,178,1,3,Matches
574,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,32,1987,28.0,883,567,316,69,0,4,0,1,0,0,0,0,622,0,0,Matches
575,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,27,1991,18.0,337,331,6,0,1,0,9,2,0,0,0,0,185,0,9,Matches
576,Senou Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,24,1994,7.4,401,390,10,8,0,4,1,2,0,0,0,0,326,1,3,Matches
577,Yoann Court,fr FRA,"FW,MF",Brest,fr Ligue 1,29,1990,16.3,554,502,48,15,1,8,70,5,28,18,6,0,371,4,20,Matches
578,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,27,1992,34.0,1086,798,284,67,0,1,0,0,0,0,0,0,861,4,1,Matches
579,Philippe Coutinho,br BRA,"MF,FW",Bayern Munich,de Bundesliga,27,1992,15.7,857,792,60,12,10,6,41,10,27,21,2,0,691,5,14,Matches
580,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,20,1999,6.2,248,240,7,7,0,1,0,0,0,0,0,0,202,1,3,Matches
581,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,25,1994,16.0,472,259,211,55,0,0,0,0,0,0,0,0,305,2,0,Matches
582,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,29,1989,30.3,1705,1314,384,45,0,5,127,320,19,10,4,2,1232,7,53,Matches
583,Domenico Criscito,it ITA,DF,Genoa,it Serie A,32,1986,22.8,1280,1049,224,57,1,15,76,147,20,8,10,0,970,7,20,Matches
584,Bryan Cristante,it ITA,MF,Roma,it Serie A,24,1995,18.0,1069,1044,23,21,5,17,7,1,1,0,0,0,903,2,12,Matches
585,Sebastián Cristóforo,uy URU,MF,Fiorentina,it Serie A,25,1993,1.0,51,42,9,3,0,0,5,0,6,1,4,0,43,0,0,Matches
586,Sebastián Cristóforo,uy URU,MF,Eibar,es La Liga,25,1993,9.7,299,288,11,1,0,7,18,0,9,2,7,0,216,0,8,Matches
587,Juan Cuadrado,co COL,"DF,FW",Juventus,it Serie A,31,1988,29.5,2318,2063,251,49,4,37,86,202,0,0,0,0,2032,4,20,Matches
588,Cucho,co COL,"FW,MF",Mallorca,es La Liga,20,1999,16.5,448,431,15,2,0,8,24,4,0,0,0,0,295,2,19,Matches
589,Marc Cucurella,es ESP,"MF,DF",Getafe,es La Liga,21,1998,36.0,1409,1212,183,25,1,7,127,142,16,1,0,0,916,14,59,Matches
590,Iván Cuéllar,es ESP,GK,Leganés,es La Liga,35,1984,27.0,825,474,348,131,0,1,0,0,0,0,0,0,421,3,1,Matches
591,Jaume Cuéllar,bo BOL,"MF,FW",SPAL,it Serie A,17,2001,0.8,16,15,1,0,0,0,0,0,0,0,0,0,14,0,0,Matches
592,Mickaël Cuisance,fr FRA,"MF,FW",Bayern Munich,de Bundesliga,19,1999,3.4,193,173,20,4,0,1,15,2,13,5,5,0,155,0,5,Matches
593,Matheus Cunha,br BRA,"FW,MF",Hertha BSC,de Bundesliga,20,1999,8.3,170,158,10,5,1,8,5,1,1,0,0,0,108,2,2,Matches
594,Matheus Cunha,br BRA,"FW,MF",RB Leipzig,de Bundesliga,20,1999,3.1,97,96,1,0,0,1,1,1,0,0,0,0,75,0,1,Matches
595,Felipe Curcio,br BRA,DF,Brescia,it Serie A,25,1993,0.1,12,11,1,0,0,0,2,1,0,0,0,0,8,0,0,Matches
596,Patrick Cutrone,it ITA,FW,Wolves,eng Premier League,21,1998,3.3,65,57,8,0,1,0,6,0,0,0,0,0,42,0,1,Matches
597,Patrick Cutrone,it ITA,FW,Fiorentina,it Serie A,21,1998,9.3,168,163,5,0,1,1,6,1,0,0,0,0,118,0,9,Matches
598,Wylan Cyprien,fr FRA,MF,Nice,fr Ligue 1,24,1995,19.7,1351,1201,148,67,1,11,97,1,80,35,30,3,1126,2,13,Matches
599,Rafael Czichos,de GER,DF,Köln,de Bundesliga,29,1990,24.5,1231,1155,73,65,3,6,5,8,0,0,0,0,1002,3,8,Matches
600,Lennart-Marten Czyborra,de GER,DF,Atalanta,it Serie A,20,1999,0.2,9,8,1,0,0,0,1,1,0,0,0,0,8,0,0,Matches
601,Marco D'Alessandro,it ITA,"MF,DF",SPAL,it Serie A,28,1991,8.7,255,250,5,0,0,0,28,4,1,0,0,0,181,0,18,Matches
602,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,30,1988,15.6,905,797,106,15,1,6,17,91,0,0,0,0,757,2,11,Matches
603,Felice D'Amico,it ITA,MF,Sampdoria,it Serie A,18,2000,0.0,5,3,2,0,0,0,0,0,2,0,0,0,4,0,0,Matches
604,Lucas Da Cunha,fr FRA,MF,Rennes,fr Ligue 1,18,2001,0.8,25,24,1,0,0,0,1,0,1,1,0,0,22,0,0,Matches
605,Jacopo Da Riva,it ITA,MF,Atalanta,it Serie A,18,2000,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
606,Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,31,1988,24.9,1264,1217,45,45,0,11,4,0,0,0,0,0,1071,2,8,Matches
607,Moanes Dabbur,il ISR,FW,Sevilla,es La Liga,27,1992,0.3,18,17,1,0,1,0,1,1,0,0,0,0,14,0,1,Matches
608,Moanes Dabbur,il ISR,FW,Hoffenheim,de Bundesliga,27,1992,8.5,253,241,12,0,2,0,4,3,0,0,0,0,180,0,15,Matches
609,Bryan Dabo,bf BFA,MF,SPAL,it Serie A,27,1992,12.5,568,556,11,5,0,3,4,5,0,0,0,0,489,1,6,Matches
610,Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,20,1998,7.4,408,352,56,3,0,0,25,53,0,0,0,0,362,0,6,Matches
611,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,23,1996,6.2,487,481,5,5,1,5,4,0,0,0,0,0,438,1,8,Matches
612,Leon Dajaku,de GER,"DF,MF",Bayern Munich,de Bundesliga,18,2001,0.1,6,5,1,0,0,0,0,1,0,0,0,0,5,0,0,Matches
613,Felipe dal Belo,br BRA,DF,SPAL,it Serie A,35,1984,11.1,466,422,40,19,0,4,4,21,0,0,0,0,391,4,8,Matches
614,Christian Dalle Mura,it ITA,FW,Fiorentina,it Serie A,17,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
615,Diogo Dalot,pt POR,"DF,MF",Manchester Utd,eng Premier League,20,1999,0.7,67,53,14,0,0,0,3,13,1,0,0,0,51,0,1,Matches
616,Charlie Daniels,eng ENG,DF,Bournemouth,eng Premier League,32,1986,1.4,50,38,10,4,0,1,5,6,0,0,0,0,36,2,0,Matches
617,Danilo,br BRA,DF,Juventus,it Serie A,28,1991,16.0,1231,1102,128,20,1,10,29,108,0,0,0,0,1057,1,15,Matches
618,Arnaut Danjuma,nl NED,MF,Bournemouth,eng Premier League,22,1997,7.0,233,225,7,3,0,1,9,2,2,2,0,0,183,1,9,Matches
619,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,32,1987,14.1,586,556,29,28,0,2,2,1,0,0,0,0,475,1,8,Matches
620,Kevin Danso,at AUT,DF,Southampton,eng Premier League,20,1998,3.1,167,134,33,1,0,1,4,32,0,0,0,0,116,0,1,Matches
621,Dante,br BRA,DF,Nice,fr Ligue 1,35,1983,21.0,1639,1589,48,42,5,20,1,6,0,0,0,0,1492,2,9,Matches
622,Andrea Danzi,it ITA,MF,Hellas Verona,it Serie A,20,1999,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
623,Sergi Darder,es ESP,MF,Espanyol,es La Liga,25,1993,29.5,1090,984,102,45,4,18,57,10,36,12,18,2,805,4,14,Matches
624,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,28,1990,25.1,1162,1045,110,45,2,18,99,12,49,11,31,1,835,7,38,Matches
625,Matteo Darmian,it ITA,DF,Parma,it Serie A,29,1989,29.8,1523,1216,302,26,0,9,45,276,0,0,0,0,1199,5,27,Matches
626,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,18,2000,24.8,1818,1543,271,32,0,5,64,239,0,0,0,0,1556,4,30,Matches
627,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,26,1993,15.9,978,813,163,12,1,0,29,151,0,0,0,0,733,2,23,Matches
628,Tom Davies,eng ENG,MF,Everton,eng Premier League,21,1998,22.5,893,867,23,13,2,3,8,3,0,0,0,0,687,3,19,Matches
629,Keinan Davis,eng ENG,FW,Aston Villa,eng Premier League,21,1998,6.1,139,136,3,0,0,0,2,1,0,0,0,0,101,0,3,Matches
630,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,24,1995,7.7,437,412,23,20,0,1,2,3,0,0,0,0,377,2,1,Matches
631,Craig Dawson,eng ENG,DF,Watford,eng Premier League,29,1990,26.2,962,928,29,13,1,22,4,16,0,0,0,0,741,5,10,Matches
632,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,28,1991,31.0,2261,1982,265,51,32,48,304,36,175,70,44,7,1665,14,48,Matches
633,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,32,1987,16.7,663,627,34,25,0,6,6,9,0,0,0,0,520,2,8,Matches
634,Rodrigo De Paul,ar ARG,MF,Udinese,it Serie A,25,1994,31.4,1837,1596,231,90,7,41,240,23,117,39,39,0,1357,10,44,Matches
635,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,26,1992,5.2,342,289,53,9,0,3,8,44,0,0,0,0,282,0,7,Matches
636,Lorenzo De Silvestri,it ITA,DF,Torino,it Serie A,31,1988,24.9,965,781,180,6,0,2,81,174,0,0,0,0,698,4,32,Matches
637,Lucas Deaux,fr FRA,MF,Nîmes,fr Ligue 1,30,1988,14.8,702,681,21,15,1,15,15,4,1,0,1,0,531,0,8,Matches
638,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,34,1985,19.7,1100,866,231,23,0,11,63,208,0,0,0,0,791,3,25,Matches
639,Troy Deeney,eng ENG,FW,Watford,eng Premier League,31,1988,24.7,727,714,6,0,1,3,10,1,1,0,0,0,386,7,19,Matches
640,Grégoire Defrel,mq MTQ,"FW,MF",Sassuolo,it Serie A,28,1991,10.9,343,321,20,1,0,0,4,2,1,0,1,0,299,2,6,Matches
641,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,23,1995,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
642,Alessandro Deiola,it ITA,MF,Lecce,it Serie A,23,1995,8.0,295,288,6,5,1,7,10,0,0,0,0,0,222,1,9,Matches
643,Romain Del Castillo,fr FRA,"FW,MF",Rennes,fr Ligue 1,23,1996,13.8,485,466,15,1,5,4,24,14,0,0,0,0,372,4,10,Matches
644,Thomas Delaine,fr FRA,DF,Metz,fr Ligue 1,27,1992,13.9,687,531,152,14,0,3,67,138,0,0,0,0,473,4,26,Matches
645,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,27,1991,9.2,585,570,12,11,2,6,1,1,0,0,0,0,490,3,11,Matches
646,Paul Delecroix,gw GNB,GK,Metz,fr Ligue 1,30,1988,1.5,44,30,14,3,0,0,0,0,0,0,0,0,27,0,0,Matches
647,Cristian Dell'Orco,it ITA,DF,Lecce,it Serie A,25,1994,11.2,559,493,66,13,0,10,27,53,0,0,0,0,442,0,18,Matches
648,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,27,1991,25.3,789,717,70,5,5,12,93,7,8,4,3,1,451,2,21,Matches
649,Fabian Delph,eng ENG,MF,Everton,eng Premier League,29,1989,13.2,793,772,18,15,1,9,8,1,0,0,0,0,682,3,5,Matches
650,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,23,1996,24.3,438,417,20,1,4,1,5,1,0,0,0,0,304,1,15,Matches
651,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,22,1997,4.0,260,235,25,2,1,4,20,4,19,9,4,0,192,0,11,Matches
652,Merih Demiral,tr TUR,DF,Juventus,it Serie A,21,1998,4.6,317,313,4,3,0,0,1,1,0,0,0,0,292,0,1,Matches
653,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,26,1993,17.5,1211,1050,154,50,3,15,122,9,95,62,27,0,939,7,21,Matches
654,Diego Demme,de GER,MF,Napoli,it Serie A,27,1991,10.0,781,767,12,11,0,5,3,1,0,0,0,0,717,2,7,Matches
655,Diego Demme,de GER,MF,RB Leipzig,de Bundesliga,27,1991,13.5,1104,1062,35,33,2,4,8,2,0,0,0,0,944,7,18,Matches
656,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,24,1995,23.7,1605,1560,45,43,1,8,1,2,0,0,0,0,1509,0,1,Matches
657,Leander Dendoncker,be BEL,"MF,DF",Wolves,eng Premier League,24,1995,31.1,1339,1317,17,14,0,11,8,3,0,0,0,0,1108,5,18,Matches
658,Kevin Denkey,tg TOG,FW,Nîmes,fr Ligue 1,18,2000,6.7,143,133,9,0,0,2,7,0,0,0,0,0,92,1,7,Matches
659,Stefano Denswil,nl NED,DF,Bologna,it Serie A,26,1993,24.9,1282,1145,128,52,0,8,7,76,0,0,0,0,1091,9,11,Matches
660,Fabio Depaoli,it ITA,"MF,DF",Sampdoria,it Serie A,22,1997,20.6,688,616,66,8,2,3,82,58,0,0,0,0,459,6,36,Matches
661,Kastriot Dermaku,al ALB,DF,Parma,it Serie A,27,1992,11.4,389,364,24,15,0,5,1,3,0,0,0,0,325,1,3,Matches
662,Daniele Dessena,it ITA,MF,Brescia,it Serie A,32,1987,20.8,690,668,20,7,2,10,19,9,0,0,0,0,545,2,12,Matches
663,Mattia Destro,it ITA,FW,Bologna,it Serie A,28,1991,2.1,22,21,1,0,1,0,0,0,0,0,0,0,15,0,1,Matches
664,Mattia Destro,it ITA,"FW,MF",Genoa,it Serie A,28,1991,1.7,24,19,5,0,0,0,1,0,0,0,0,0,18,0,2,Matches
665,Gerard Deulofeu,es ESP,FW,Watford,eng Premier League,25,1994,23.3,829,736,88,30,3,1,96,7,34,18,12,0,598,5,27,Matches
666,Deyverson,br BRA,FW,Getafe,es La Liga,28,1991,2.3,66,64,1,0,0,1,3,1,0,0,0,0,31,1,5,Matches
667,Samuel Di Carmine,it ITA,"FW,MF",Hellas Verona,it Serie A,30,1988,14.4,247,221,25,1,0,0,10,0,0,0,0,0,166,1,13,Matches
668,Federico Di Francesco,it ITA,FW,SPAL,it Serie A,25,1994,12.0,343,303,39,16,1,3,34,3,13,8,1,0,255,1,12,Matches
669,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,25,1993,33.0,2280,1987,291,70,0,14,60,221,0,0,0,0,1979,2,41,Matches
670,Ángel Di María,ar ARG,"FW,MF",Paris S-G,fr Ligue 1,31,1988,22.2,1292,1133,142,27,30,14,175,26,89,53,22,1,908,17,29,Matches
671,Boulaye Dia,sn SEN,FW,Reims,fr Ligue 1,22,1996,20.1,325,290,32,2,1,0,4,1,0,0,0,0,236,3,7,Matches
672,Fousseni Diabaté,ml MLI,"FW,MF",Amiens,fr Ligue 1,23,1995,13.2,469,460,8,3,2,1,32,5,0,0,0,0,350,1,17,Matches
673,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,20,1999,19.7,697,676,21,1,1,3,87,18,1,1,0,0,506,0,21,Matches
674,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,22,1996,16.0,813,782,26,24,0,6,1,2,0,0,0,0,718,5,2,Matches
675,Bafodé Diakité,fr FRA,DF,Toulouse,fr Ligue 1,18,2001,15.2,663,621,42,22,0,3,6,20,0,0,0,0,568,0,1,Matches
676,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,23,1996,13.3,1067,1013,53,24,1,6,4,29,0,0,0,0,985,1,6,Matches
677,Amad Diallo,ci CIV,FW,Atalanta,it Serie A,17,2002,0.3,19,18,1,0,0,0,1,0,1,1,0,0,13,0,1,Matches
678,Habib Diallo,sn SEN,FW,Metz,fr Ligue 1,24,1995,24.4,452,423,27,0,0,2,4,1,0,0,0,0,299,2,12,Matches
679,Ibrahima Diallo,fr FRA,MF,Brest,fr Ligue 1,20,1999,17.3,858,837,20,20,4,9,6,0,0,0,0,0,732,1,16,Matches
680,Moussa Diarra,ml MLI,DF,Toulouse,fr Ligue 1,18,2000,1.0,55,50,4,4,0,0,0,0,0,0,0,0,41,1,0,Matches
681,Lucas Dias,fr FRA,GK,Nîmes,fr Ligue 1,20,1999,3.5,99,46,52,14,0,0,0,0,0,0,0,0,50,1,0,Matches
682,Amadou Diawara,gn GUI,MF,Roma,it Serie A,22,1997,16.9,1005,972,30,29,5,11,2,1,0,0,0,0,890,3,4,Matches
683,Brahim Díaz,es ESP,FW,Real Madrid,es La Liga,19,1999,0.7,41,39,1,1,0,0,0,0,0,0,0,0,33,1,3,Matches
684,Víctor Díaz,es ESP,DF,Granada,es La Liga,31,1988,32.0,1556,1171,377,56,0,19,121,312,9,1,7,0,1027,8,37,Matches
685,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,29,1989,20.8,906,852,53,10,0,0,10,43,0,0,0,0,715,1,12,Matches
686,Eric Dier,eng ENG,"DF,MF",Tottenham,eng Premier League,25,1994,14.9,922,897,21,19,3,9,3,1,0,0,0,0,738,4,7,Matches
687,Lucas Digne,fr FRA,DF,Everton,eng Premier League,26,1993,33.7,2020,1472,541,64,2,13,270,369,108,56,44,0,1371,7,63,Matches
688,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,26,1993,11.2,545,439,106,12,0,1,28,94,0,0,0,0,424,0,16,Matches
689,Javairô Dilrosun,nl NED,"MF,FW",Hertha BSC,de Bundesliga,21,1998,14.5,399,385,13,4,0,6,34,6,3,0,2,0,280,1,12,Matches
690,Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,21,1997,5.8,425,361,64,13,0,3,57,27,24,9,15,0,308,0,8,Matches
691,Federico Dimarco,it ITA,DF,Inter,it Serie A,21,1997,0.3,13,11,2,0,0,0,0,2,0,0,0,0,11,0,0,Matches
692,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,28,1991,9.9,374,355,16,3,5,2,17,5,8,1,3,0,267,3,12,Matches
693,Lois Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,26,1992,7.4,107,98,8,0,0,0,7,2,0,0,0,0,65,1,3,Matches
694,Issa Diop,fr FRA,DF,West Ham,eng Premier League,22,1997,30.7,979,938,39,37,0,5,1,2,0,0,0,0,762,2,11,Matches
695,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,33,1986,25.0,789,767,17,17,2,10,8,0,0,0,0,0,564,5,8,Matches
696,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,21,1997,1.3,50,49,1,1,0,0,0,0,0,0,0,0,38,0,1,Matches
697,Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,21,1998,27.0,1507,1468,36,29,2,17,4,7,0,0,0,0,1270,3,8,Matches
698,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,19,2000,7.3,452,431,19,12,0,3,3,7,0,0,0,0,385,2,8,Matches
699,Djené,tg TOG,DF,Getafe,es La Liga,27,1991,34.0,1031,983,44,39,2,10,10,5,0,0,0,0,711,4,13,Matches
700,Moussa Djenepo,ml MLI,"MF,DF",Southampton,eng Premier League,21,1998,10.3,270,259,10,0,1,2,21,9,0,0,0,0,188,1,10,Matches
701,Koffi Djidji,ci CIV,DF,Torino,it Serie A,26,1992,9.5,394,377,15,11,0,3,0,4,0,0,0,0,338,2,0,Matches
702,Alexander Djiku,gh GHA,"DF,MF",Strasbourg,fr Ligue 1,24,1994,22.9,1233,1199,31,27,1,18,6,4,0,0,0,0,1056,3,6,Matches
703,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,26,1993,30.9,1876,1763,111,57,0,20,3,54,0,0,0,0,1615,2,17,Matches
704,Naïs Djouahra,fr FRA,FW,Real Sociedad,es La Liga,19,1999,0.3,23,23,0,0,0,0,5,0,0,0,0,0,14,0,1,Matches
705,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,27,1992,35.0,1065,647,412,168,0,4,0,0,0,0,0,0,485,6,1,Matches
706,Matt Doherty,ie IRL,"MF,DF",Wolves,eng Premier League,27,1992,31.5,1854,1518,333,3,1,11,45,330,0,0,0,0,1392,3,41,Matches
707,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,21,1997,21.0,290,242,47,1,0,1,3,1,0,0,0,0,221,1,11,Matches
708,Keagan Dolly,za RSA,MF,Montpellier,fr Ligue 1,26,1993,1.6,75,69,6,2,1,0,4,1,3,3,0,0,60,0,3,Matches
709,Jaume Doménech,es ESP,GK,Valencia,es La Liga,28,1990,14.7,461,277,184,52,0,0,0,0,0,0,0,0,304,0,0,Matches
710,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,21,1998,7.8,407,376,29,18,2,3,5,10,0,0,0,0,337,2,8,Matches
711,Giulio Donati,it ITA,DF,Lecce,it Serie A,29,1990,19.6,993,840,151,27,0,8,57,124,0,0,0,0,841,2,11,Matches
712,Ji Dong-won,kr KOR,"FW,MF",Mainz 05,de Bundesliga,28,1991,1.1,26,23,3,2,0,0,3,1,0,0,0,0,14,0,1,Matches
713,Anastasios Donis,gr GRE,FW,Reims,fr Ligue 1,22,1996,6.8,122,113,9,0,0,0,23,3,1,0,1,0,66,0,8,Matches
714,Alfredo Donnarumma,it ITA,FW,Brescia,it Serie A,28,1990,18.7,437,399,35,0,1,4,7,3,0,0,0,0,296,3,20,Matches
715,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,20,1999,35.6,1139,783,354,95,0,2,0,0,0,0,0,0,880,2,0,Matches
716,Gabriel Dos Santos,br BRA,DF,Lille,fr Ligue 1,21,1997,23.2,1510,1441,63,44,2,13,2,19,0,0,0,0,1236,6,6,Matches
717,Mathieu Dossevi,tg TOG,"MF,FW",Toulouse,fr Ligue 1,31,1988,19.5,737,627,106,17,0,4,199,11,75,18,55,0,460,4,41,Matches
718,Bas Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,30,1989,16.4,460,446,13,0,1,3,1,0,0,0,0,0,271,1,8,Matches
719,Abdoulaye Doucouré,ml MLI,MF,Watford,eng Premier League,26,1993,35.1,1712,1693,14,8,0,4,29,0,2,0,0,0,1320,5,47,Matches
720,Mamadou Doucouré,fr FRA,MF,M'Gladbach,de Bundesliga,21,1998,0.0,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,Matches
721,Moussa Doumbia,ml MLI,"FW,MF",Reims,fr Ligue 1,24,1994,19.1,689,646,41,14,6,6,46,8,18,4,7,1,532,2,16,Matches
722,Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,22,1996,5.0,298,233,64,2,0,2,16,62,0,0,0,0,226,1,5,Matches
723,Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,22,1996,1.0,47,37,10,0,0,0,3,10,0,0,0,0,38,0,1,Matches
724,Thomas Doyle,eng ENG,MF,Manchester City,eng Premier League,17,2001,0.2,20,19,1,1,0,0,0,0,0,0,0,0,20,0,0,Matches
725,Mohamed Dräger,tn TUN,DF,Paderborn 07,de Bundesliga,23,1996,16.2,821,646,172,11,1,8,42,161,0,0,0,0,621,3,28,Matches
726,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,28,1991,11.4,956,908,47,11,0,15,1,36,0,0,0,0,847,1,10,Matches
727,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,21,1997,31.0,900,594,304,83,0,3,0,0,0,0,0,0,645,2,1,Matches
728,Julian Draxler,de GER,MF,Paris S-G,fr Ligue 1,25,1993,7.6,485,466,17,4,3,0,11,4,9,6,1,1,429,2,3,Matches
729,Dominick Drexler,de GER,"MF,FW",Köln,de Bundesliga,29,1990,17.6,667,618,47,13,3,1,48,30,4,1,3,0,483,2,18,Matches
730,Danny Drinkwater,eng ENG,MF,Aston Villa,eng Premier League,29,1990,2.9,169,165,4,3,0,2,1,0,0,0,0,0,138,0,6,Matches
731,Danny Drinkwater,eng ENG,MF,Burnley,eng Premier League,29,1990,0.6,24,20,4,1,0,0,0,0,0,0,0,0,14,0,0,Matches
732,Josip Drmić,ch SUI,FW,Norwich City,eng Premier League,26,1992,7.2,165,152,13,0,0,0,3,2,0,0,0,0,125,0,3,Matches
733,Domingos Duarte,pt POR,DF,Granada,es La Liga,24,1995,34.3,1278,1171,100,83,1,17,1,17,0,0,0,0,988,7,3,Matches
734,Léo Duarte,br BRA,DF,Milan,it Serie A,23,1996,4.5,198,181,16,13,0,0,0,3,0,0,0,0,172,1,2,Matches
735,Óscar Duarte,cr CRC,DF,Levante,es La Liga,30,1989,5.4,239,225,12,12,0,3,0,0,0,0,0,0,196,2,1,Matches
736,Rubén Duarte,es ESP,DF,Alavés,es La Liga,23,1995,29.6,1356,1010,343,34,0,2,64,306,3,0,2,0,912,3,27,Matches
737,Edgaras Dubickas,lt LTU,DF,Lecce,it Serie A,21,1998,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
738,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,24,1994,15.0,964,794,167,11,0,4,59,155,1,0,0,0,758,3,15,Matches
739,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,30,1989,38.0,1097,596,493,152,0,4,0,1,0,0,0,0,609,8,2,Matches
740,Ondrej Duda,sk SVK,MF,Norwich City,eng Premier League,24,1994,8.0,382,344,38,10,3,2,43,1,27,10,16,0,295,0,9,Matches
741,Ondrej Duda,sk SVK,MF,Hertha BSC,de Bundesliga,24,1994,5.0,187,166,18,13,1,1,7,2,3,0,2,0,144,3,6,Matches
