,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKatt,Yellow,Red,xG,npxG,xAG,npxG+xAG,Prg_Carries,Prg_Passes,Prg_Passes_Received,Goals_per90,Assits_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,PK_Attempted
656,773,Haris Duljević,ba BIH,"MF,FW",Nîmes,fr Ligue 1,26,1993,20,8,773,8.6,0,2,2,0,0,0,1,0,1.2,1.2,1.4,2.6,27.0,47.0,52.0,0.0,0.23,0.23,0.0,0.23,0.14,0.17,0.3,0.14,0.3,
657,774,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,28,1991,15,14,"1,255",13.9,1,0,1,1,0,0,2,0,0.3,0.3,0.2,0.5,2.0,29.0,5.0,0.07,0.0,0.07,0.07,0.07,0.02,0.01,0.04,0.02,0.04,
658,777,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,28,1991,33,33,"2,931",32.6,5,0,5,5,0,0,5,2,2.2,2.2,1.2,3.4,27.0,82.0,7.0,0.15,0.0,0.15,0.15,0.15,0.07,0.04,0.1,0.07,0.1,
659,778,Jimmy Dunne,ie IRL,DF,Burnley,eng Premier League,22,1997,3,3,270,3.0,1,0,1,1,0,0,1,0,0.5,0.5,0.1,0.6,0.0,4.0,1.0,0.33,0.0,0.33,0.33,0.33,0.17,0.04,0.2,0.17,0.2,
660,779,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,28,1992,21,19,"1,480",16.4,1,2,3,1,0,0,1,0,1.4,1.4,1.9,3.3,25.0,47.0,90.0,0.06,0.12,0.18,0.06,0.18,0.09,0.11,0.2,0.09,0.2,
661,780,Hugo Duro,es ESP,FW,Real Madrid,es La Liga,20,1999,2,0,55,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.12,0.22,0.1,0.22,
662,781,Jean-Kevin Duverne,ht HAI,DF,Brest,fr Ligue 1,23,1997,27,22,"2,029",22.5,1,0,1,1,0,0,4,0,0.6,0.6,0.6,1.2,39.0,106.0,10.0,0.04,0.0,0.04,0.04,0.04,0.03,0.03,0.05,0.03,0.05,
663,782,Paulo Dybala,ar ARG,FW,Juventus,it Serie A,26,1993,20,14,"1,132",12.6,4,3,7,4,0,0,0,0,4.6,4.6,2.8,7.4,39.0,74.0,97.0,0.32,0.24,0.56,0.32,0.56,0.36,0.22,0.58,0.36,0.58,
664,783,Edin Džeko,ba BIH,FW,Roma,it Serie A,34,1986,27,20,"1,824",20.3,7,3,10,7,0,1,2,0,13.2,12.4,2.2,14.6,50.0,53.0,174.0,0.35,0.15,0.49,0.35,0.49,0.65,0.11,0.76,0.61,0.72,
665,784,Steeve-Mike Ebongue,fr FRA,MF,Genoa,it Serie A,19,2001,3,0,52,0.6,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,1.0,1.0,0.0,0.0,1.73,1.73,0.0,1.73,0.0,0.69,0.69,0.0,0.69,
666,785,Enzo Ebosse,cm CMR,DF,Angers,fr Ligue 1,21,1999,6,3,260,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.4,0.4,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,
667,786,Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,32,1988,38,38,"3,420",38.0,2,0,2,2,0,0,3,0,2.4,2.4,0.1,2.5,10.0,76.0,2.0,0.05,0.0,0.05,0.05,0.05,0.06,0.0,0.07,0.06,0.07,
668,787,Simone Edera,it ITA,"DF,MF",Torino,it Serie A,23,1997,2,0,52,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.25,0.52,0.77,0.25,0.77,
669,789,Kyle Edwards,eng ENG,"MF,FW",West Brom,eng Premier League,22,1998,5,1,118,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.11,0.09,0.11,
670,790,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,27,1992,31,30,"2,629",29.2,0,1,1,0,0,0,7,1,0.8,0.8,0.6,1.4,11.0,60.0,2.0,0.0,0.03,0.03,0.0,0.03,0.03,0.02,0.05,0.03,0.05,
671,791,Johannes Eggestein,de GER,"FW,MF",Werder Bremen,de Bundesliga,22,1998,2,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,
672,792,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,23,1996,33,33,"2,942",32.7,2,5,7,2,0,0,5,0,1.0,1.0,3.3,4.3,45.0,192.0,68.0,0.06,0.15,0.21,0.06,0.21,0.03,0.1,0.13,0.03,0.13,
673,793,Lilian Egloff,de GER,MF,Stuttgart,de Bundesliga,17,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
674,794,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,25,1995,21,15,"1,133",12.6,0,1,1,0,0,0,5,0,0.6,0.6,0.6,1.2,25.0,30.0,44.0,0.0,0.08,0.08,0.0,0.08,0.05,0.05,0.1,0.05,0.1,
675,795,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,31,1989,32,26,"2,299",25.5,2,1,3,2,0,0,9,0,0.9,0.9,0.9,1.8,22.0,95.0,18.0,0.08,0.04,0.12,0.08,0.12,0.04,0.04,0.07,0.04,0.07,
676,796,Hugo Ekitike,fr FRA,"FW,MF",Reims,fr Ligue 1,18,2002,2,0,88,1.0,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,3.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.18,0.11,0.29,0.18,0.29,
677,797,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,18,2002,2,2,155,1.7,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.5,2.0,3.0,13.0,0.58,0.0,0.58,0.58,0.58,0.26,0.02,0.28,0.26,0.28,
678,798,Niclas Eliasson,se SWE,"MF,FW",Nîmes,fr Ligue 1,24,1995,30,19,"1,799",20.0,4,3,7,4,0,0,1,0,3.6,3.6,4.4,8.0,27.0,27.0,141.0,0.2,0.15,0.35,0.2,0.35,0.18,0.22,0.4,0.18,0.4,
679,799,Elif Elmas,mk MKD,"MF,FW",Napoli,it Serie A,20,1999,33,3,740,8.2,2,1,3,2,0,0,3,0,1.4,1.4,0.7,2.1,27.0,18.0,35.0,0.24,0.12,0.36,0.24,0.36,0.17,0.08,0.26,0.17,0.26,
680,800,Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,32,1987,14,8,839,9.3,0,0,0,0,0,0,2,0,0.4,0.4,1.0,1.4,10.0,45.0,36.0,0.0,0.0,0.0,0.0,0.0,0.05,0.11,0.15,0.05,0.15,
681,801,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,28,1992,23,17,"1,544",17.2,1,0,1,1,0,0,3,0,0.4,0.4,0.2,0.6,17.0,99.0,12.0,0.06,0.0,0.06,0.06,0.06,0.02,0.01,0.03,0.02,0.03,
682,802,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,26,1994,23,22,"1,884",20.9,1,0,1,1,0,0,5,0,0.5,0.5,0.2,0.8,27.0,112.0,12.0,0.05,0.0,0.05,0.05,0.05,0.03,0.01,0.04,0.03,0.04,
683,803,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,23,1996,29,29,"2,536",28.2,3,1,4,3,0,0,1,0,1.7,1.7,0.1,1.8,10.0,69.0,3.0,0.11,0.04,0.14,0.11,0.14,0.06,0.0,0.06,0.06,0.06,
684,804,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,26,1993,8,6,468,5.2,1,0,1,1,0,0,1,0,0.6,0.6,0.3,0.9,1.0,3.0,0.0,0.19,0.0,0.19,0.19,0.19,0.11,0.05,0.16,0.11,0.16,
685,805,Breel Embolo,ch SUI,"FW,MF",M'Gladbach,de Bundesliga,23,1997,31,16,"1,440",16.0,5,2,7,5,0,0,4,0,7.7,7.7,1.3,9.0,37.0,31.0,124.0,0.31,0.12,0.44,0.31,0.44,0.48,0.08,0.56,0.48,0.56,
686,806,Emerson,br BRA,DF,Betis,es La Liga,21,1999,34,34,"2,991",33.2,1,4,5,1,0,0,9,1,1.5,1.5,2.7,4.3,91.0,132.0,186.0,0.03,0.12,0.15,0.03,0.15,0.05,0.08,0.13,0.05,0.13,
687,807,Renaud Emond,be BEL,"FW,MF",Nantes,fr Ligue 1,28,1991,22,3,354,3.9,2,0,2,2,0,0,1,0,1.5,1.5,0.1,1.7,2.0,5.0,27.0,0.51,0.0,0.51,0.51,0.51,0.39,0.03,0.42,0.39,0.42,
688,808,Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,26,1994,4,4,219,2.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,
689,809,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,23,1997,38,23,"2,311",25.7,18,0,18,18,0,0,2,0,15.6,15.6,2.6,18.2,29.0,13.0,114.0,0.7,0.0,0.7,0.7,0.7,0.61,0.1,0.71,0.61,0.71,
690,810,Keita Endo,jp JPN,"MF,FW",Union Berlin,de Bundesliga,22,1997,16,4,456,5.1,1,0,1,1,0,0,0,0,1.4,1.4,1.9,3.3,16.0,7.0,33.0,0.2,0.0,0.2,0.2,0.2,0.28,0.37,0.64,0.28,0.64,
691,811,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,27,1993,33,33,"2,955",32.8,3,3,6,3,0,0,5,0,2.6,2.6,1.8,4.4,35.0,187.0,39.0,0.09,0.09,0.18,0.09,0.18,0.08,0.06,0.13,0.08,0.13,
692,812,Sergi Enrich,es ESP,FW,Eibar,es La Liga,30,1990,27,13,"1,404",15.6,3,0,3,3,0,1,1,0,7.8,7.0,0.8,7.9,14.0,40.0,91.0,0.19,0.0,0.19,0.19,0.19,0.5,0.05,0.55,0.45,0.5,
693,813,Christian Eriksen,dk DEN,MF,Inter,it Serie A,28,1992,26,17,"1,385",15.4,3,0,3,3,0,0,1,0,1.4,1.4,2.8,4.2,28.0,86.0,49.0,0.19,0.0,0.19,0.19,0.19,0.09,0.18,0.27,0.09,0.27,
694,814,Martin Erlic,hr CRO,DF,Spezia,it Serie A,22,1998,27,19,"1,798",20.0,3,1,4,3,0,0,6,0,1.2,1.2,0.2,1.4,15.0,58.0,2.0,0.15,0.05,0.2,0.15,0.2,0.06,0.01,0.07,0.06,0.07,
695,815,Patrick Erras,de GER,"FW,MF",Werder Bremen,de Bundesliga,25,1995,4,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,
696,816,Gonzalo Escalante,ar ARG,MF,Lazio,it Serie A,27,1993,24,4,733,8.1,0,1,1,0,0,0,5,0,0.7,0.7,0.3,1.0,11.0,45.0,7.0,0.0,0.12,0.12,0.0,0.12,0.08,0.04,0.13,0.08,0.13,
697,818,Dani Escriche,es ESP,"FW,MF",Huesca,es La Liga,22,1998,23,7,857,9.5,1,1,2,1,0,0,5,1,2.1,2.1,1.3,3.4,28.0,27.0,48.0,0.11,0.11,0.21,0.11,0.21,0.23,0.13,0.36,0.23,0.36,
698,819,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,30,1989,9,7,565,6.3,1,0,1,1,0,0,3,0,0.2,0.2,0.4,0.6,8.0,22.0,32.0,0.16,0.0,0.16,0.16,0.16,0.04,0.06,0.1,0.04,0.1,
699,820,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,28,1992,32,31,"2,601",28.9,0,3,3,0,0,0,6,0,0.2,0.2,1.4,1.6,31.0,63.0,59.0,0.0,0.1,0.1,0.0,0.1,0.01,0.05,0.06,0.01,0.06,
700,821,Vicente Esquerdo,es ESP,MF,Valencia,es La Liga,21,1999,4,3,231,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,
701,822,Nahuel Estévez,ar ARG,MF,Spezia,it Serie A,24,1995,27,19,"1,768",19.6,0,3,3,0,0,0,7,0,1.9,1.9,2.8,4.7,32.0,101.0,80.0,0.0,0.15,0.15,0.0,0.15,0.09,0.14,0.24,0.09,0.24,
702,823,Pervis Estupiñán,ec ECU,DF,Villarreal,es La Liga,22,1998,25,12,"1,168",13.0,0,0,0,0,0,0,1,0,0.5,0.5,1.5,2.0,39.0,35.0,120.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.15,0.04,0.15,
703,824,Yoann Etienne,fr FRA,DF,Lorient,fr Ligue 1,23,1997,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,
704,825,Xabier Etxeita,es ESP,DF,Getafe,es La Liga,32,1987,11,9,883,9.8,0,0,0,0,0,0,3,0,0.4,0.4,0.3,0.7,2.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,
705,826,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,32,1988,28,28,"2,473",27.5,2,2,4,2,0,0,7,0,1.7,1.7,0.4,2.1,7.0,96.0,5.0,0.07,0.07,0.15,0.07,0.15,0.06,0.02,0.08,0.06,0.08,
706,827,Edu Expósito,es ESP,MF,Eibar,es La Liga,23,1996,31,27,"2,455",27.3,0,3,3,0,0,2,4,0,3.3,1.7,3.6,5.3,45.0,169.0,81.0,0.0,0.11,0.11,0.0,0.11,0.12,0.13,0.25,0.06,0.19,
707,828,Valentin Eysseric,fr FRA,"MF,FW",Fiorentina,it Serie A,28,1992,16,6,729,8.1,2,0,2,2,0,0,2,0,1.3,1.3,0.6,1.8,14.0,33.0,45.0,0.25,0.0,0.25,0.25,0.25,0.16,0.07,0.23,0.16,0.23,
708,829,Eberechi Eze,eng ENG,MF,Crystal Palace,eng Premier League,22,1998,34,29,"2,559",28.4,4,6,10,4,0,0,3,0,2.2,2.2,3.9,6.1,79.0,127.0,126.0,0.14,0.21,0.35,0.14,0.35,0.08,0.14,0.21,0.08,0.21,
709,832,Fabinho,br BRA,"DF,MF",Liverpool,eng Premier League,26,1993,30,28,"2,567",28.5,0,0,0,0,0,0,6,0,0.3,0.3,0.3,0.6,27.0,124.0,13.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,
710,833,Fábio,br BRA,DF,Nantes,fr Ligue 1,30,1990,22,19,"1,507",16.7,0,1,1,0,0,0,5,1,0.3,0.3,0.5,0.8,24.0,71.0,59.0,0.0,0.06,0.06,0.0,0.06,0.02,0.03,0.05,0.02,0.05,
711,834,Cesc Fàbregas,es ESP,"MF,FW",Monaco,fr Ligue 1,33,1987,21,7,877,9.7,2,3,5,0,2,2,2,0,3.2,1.6,3.3,4.9,10.0,115.0,48.0,0.21,0.31,0.51,0.0,0.31,0.33,0.34,0.67,0.16,0.51,
712,837,Wout Faes,be BEL,DF,Reims,fr Ligue 1,22,1998,33,33,"2,899",32.2,1,0,1,1,0,0,13,2,1.2,1.2,0.1,1.3,22.0,86.0,2.0,0.03,0.0,0.03,0.03,0.03,0.04,0.0,0.04,0.04,0.04,
713,838,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,19,2001,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
714,840,Romain Faivre,fr FRA,"MF,FW",Brest,fr Ligue 1,22,1998,36,33,"2,891",32.1,6,5,11,5,1,1,0,0,6.2,5.4,7.2,12.7,141.0,171.0,166.0,0.19,0.16,0.34,0.16,0.31,0.19,0.23,0.42,0.17,0.39,
715,841,Fali,es ESP,"DF,MF",Cádiz,es La Liga,26,1993,34,29,"2,637",29.3,0,0,0,0,0,0,11,0,0.7,0.7,0.6,1.3,10.0,68.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,
716,842,Iago Falque,es ESP,"MF,FW",Benevento,it Serie A,30,1990,11,4,358,4.0,1,1,2,1,0,0,0,0,0.4,0.4,1.2,1.7,16.0,26.0,31.0,0.25,0.25,0.5,0.25,0.5,0.11,0.31,0.42,0.11,0.42,
717,843,Andri Fannar Baldursson,is ISL,MF,Bologna,it Serie A,18,2002,8,1,217,2.4,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,1.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,
718,846,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,28,1991,34,33,"2,891",32.1,4,7,11,4,0,0,8,0,3.1,3.1,3.4,6.5,26.0,132.0,100.0,0.12,0.22,0.34,0.12,0.34,0.1,0.11,0.21,0.1,0.21,
719,847,Mohamed Fares,dz ALG,DF,Lazio,it Serie A,24,1996,21,12,"1,139",12.7,0,1,1,0,0,0,5,0,0.7,0.5,1.9,2.5,26.0,24.0,114.0,0.0,0.08,0.08,0.0,0.08,0.05,0.15,0.21,0.04,0.2,
720,848,Diego Farias,br BRA,FW,Spezia,it Serie A,30,1990,29,17,"1,514",16.8,4,2,6,4,0,0,5,0,3.2,3.2,3.6,6.7,47.0,67.0,131.0,0.24,0.12,0.36,0.24,0.36,0.19,0.21,0.4,0.19,0.4,
721,850,Noah Fatar,fr FRA,"FW,MF",Angers,fr Ligue 1,18,2002,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
722,851,Ansu Fati,es ESP,FW,Barcelona,es La Liga,17,2002,7,6,431,4.8,4,0,4,4,0,0,1,0,1.8,1.8,1.7,3.5,32.0,12.0,60.0,0.84,0.0,0.84,0.84,0.84,0.37,0.36,0.73,0.37,0.73,
723,852,Julien Faussurier,fr FRA,DF,Brest,fr Ligue 1,33,1987,17,9,955,10.6,0,3,3,0,0,0,2,0,0.4,0.4,2.2,2.6,28.0,56.0,63.0,0.0,0.28,0.28,0.0,0.28,0.04,0.21,0.24,0.04,0.24,
724,853,Andrea Favilli,it ITA,FW,Hellas Verona,it Serie A,23,1997,11,2,339,3.8,2,0,2,2,0,0,1,0,1.6,1.6,0.1,1.7,7.0,2.0,37.0,0.53,0.0,0.53,0.53,0.53,0.42,0.03,0.44,0.42,0.44,
725,854,Federico Fazio,ar ARG,DF,Roma,it Serie A,33,1987,6,5,406,4.5,1,0,1,1,0,0,2,0,0.2,0.2,0.1,0.2,4.0,20.0,2.0,0.22,0.0,0.22,0.22,0.22,0.04,0.02,0.05,0.04,0.05,
726,855,Nabil Fekir,fr FRA,"MF,FW",Betis,es La Liga,27,1993,33,33,"2,622",29.1,5,6,11,4,1,3,5,1,7.0,4.6,5.2,9.8,103.0,152.0,182.0,0.17,0.21,0.38,0.14,0.34,0.24,0.18,0.42,0.16,0.34,
727,856,Felipe,br BRA,DF,Atlético Madrid,es La Liga,31,1989,31,23,"2,057",22.9,0,0,0,0,0,0,8,0,1.5,1.5,0.3,1.8,5.0,36.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,
728,857,Luiz Felipe,it ITA,DF,Lazio,it Serie A,23,1997,14,10,909,10.1,0,0,0,0,0,0,5,0,0.3,0.3,0.3,0.5,9.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.05,0.03,0.05,
729,858,João Félix,pt POR,"FW,MF",Atlético Madrid,es La Liga,20,1999,31,14,"1,572",17.5,7,5,12,6,1,2,6,0,5.5,3.9,4.3,8.1,49.0,73.0,94.0,0.4,0.29,0.69,0.34,0.63,0.31,0.24,0.56,0.22,0.47,
730,859,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,22,1997,29,29,"2,610",29.0,1,0,1,1,0,0,5,0,1.7,1.7,0.3,2.0,21.0,94.0,13.0,0.03,0.0,0.03,0.03,0.03,0.06,0.01,0.07,0.06,0.07,
731,860,Zinedine Ferhat,dz ALG,"FW,MF",Nîmes,fr Ligue 1,27,1993,33,33,"2,957",32.9,6,10,16,5,1,1,2,0,5.9,5.1,6.5,11.6,92.0,121.0,266.0,0.18,0.3,0.49,0.15,0.46,0.18,0.2,0.38,0.15,0.35,
732,861,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,25,1994,37,35,"3,099",34.4,18,12,30,9,9,10,6,0,16.1,8.2,11.4,19.6,80.0,285.0,263.0,0.52,0.35,0.87,0.26,0.61,0.47,0.33,0.8,0.24,0.57,
733,862,Edimilson Fernandes,ch SUI,"MF,FW",Mainz 05,de Bundesliga,24,1996,14,9,841,9.3,0,1,1,0,0,0,1,0,0.5,0.5,1.3,1.8,6.0,23.0,19.0,0.0,0.11,0.11,0.0,0.11,0.05,0.14,0.2,0.05,0.2,
734,864,Álex Fernández,es ESP,MF,Cádiz,es La Liga,27,1992,25,21,"1,946",21.6,4,1,5,2,2,2,1,0,3.3,1.8,1.5,3.2,26.0,104.0,43.0,0.18,0.05,0.23,0.09,0.14,0.15,0.07,0.22,0.08,0.15,
735,867,Augusto Fernández,ar ARG,MF,Cádiz,es La Liga,34,1986,12,4,369,4.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
736,870,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,31,1989,24,24,"2,079",23.1,0,0,0,0,0,0,4,0,0.3,0.3,0.6,0.8,1.0,32.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,
737,871,Joaquín Fernández,es ESP,DF,Valladolid,es La Liga,24,1996,25,24,"2,073",23.0,1,0,1,1,0,0,8,0,1.4,1.4,0.5,1.9,0.0,42.0,2.0,0.04,0.0,0.04,0.04,0.04,0.06,0.02,0.08,0.06,0.08,
738,872,Fernandinho,br BRA,MF,Manchester City,eng Premier League,35,1985,21,12,"1,188",13.2,0,2,2,0,0,0,6,0,0.7,0.7,1.3,1.9,31.0,114.0,5.0,0.0,0.15,0.15,0.0,0.15,0.05,0.1,0.15,0.05,0.15,
739,873,Fernando,br BRA,MF,Sevilla,es La Liga,33,1987,31,28,"2,546",28.3,3,4,7,3,0,0,6,0,1.5,1.5,3.0,4.5,17.0,112.0,22.0,0.11,0.14,0.25,0.11,0.25,0.05,0.11,0.16,0.05,0.16,
740,874,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,26,1994,12,11,880,9.8,0,1,1,0,0,0,3,0,0.0,0.0,1.0,1.0,1.0,32.0,8.0,0.0,0.1,0.1,0.0,0.1,0.0,0.11,0.11,0.0,0.11,
741,875,David Ferreiro,es ESP,"MF,FW",Huesca,es La Liga,32,1988,37,29,"2,527",28.1,2,4,6,2,0,0,5,0,1.8,1.8,6.0,7.8,68.0,113.0,182.0,0.07,0.14,0.21,0.07,0.21,0.06,0.21,0.28,0.06,0.28,
742,876,Salvador Ferrer,es ESP,DF,Spezia,it Serie A,22,1998,18,14,"1,190",13.2,0,1,1,0,0,0,4,0,0.1,0.1,1.3,1.4,28.0,46.0,49.0,0.0,0.08,0.08,0.0,0.08,0.01,0.1,0.1,0.01,0.1,
743,877,Facundo Ferreyra,ar ARG,FW,Celta Vigo,es La Liga,29,1991,13,2,300,3.3,1,0,1,1,0,0,5,1,1.5,1.5,0.0,1.5,1.0,2.0,10.0,0.3,0.0,0.3,0.3,0.3,0.46,0.0,0.46,0.46,0.46,
744,878,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,28,1992,34,31,"2,577",28.6,0,3,3,0,0,0,6,0,0.1,0.1,1.7,1.9,36.0,192.0,41.0,0.0,0.1,0.1,0.0,0.1,0.0,0.06,0.06,0.0,0.06,
745,880,Fidel,es ESP,"MF,DF",Elche,es La Liga,30,1989,30,28,"2,396",26.6,6,3,9,4,2,3,8,0,4.3,1.9,5.0,7.0,82.0,97.0,123.0,0.23,0.11,0.34,0.15,0.26,0.16,0.19,0.35,0.07,0.26,
746,881,Sam Field,eng ENG,MF,West Brom,eng Premier League,22,1998,3,0,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
747,882,Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,31,1989,17,4,544,6.0,0,1,1,0,0,2,0,0,3.1,1.5,0.9,2.5,5.0,18.0,47.0,0.0,0.17,0.17,0.0,0.17,0.51,0.15,0.67,0.25,0.41,
748,883,Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,28,1991,36,33,"2,838",31.5,9,7,16,9,0,0,2,0,11.3,11.3,5.6,16.9,66.0,140.0,222.0,0.29,0.22,0.51,0.29,0.51,0.36,0.18,0.54,0.36,0.54,
749,884,Junior Firpo,es ESP,"DF,MF",Barcelona,es La Liga,23,1996,7,3,289,3.2,1,1,2,1,0,0,2,0,0.7,0.7,0.8,1.4,8.0,7.0,22.0,0.31,0.31,0.62,0.31,0.62,0.21,0.24,0.45,0.21,0.45,
750,885,John Fleck,sct SCO,MF,Sheffield Utd,eng Premier League,28,1991,31,29,"2,575",28.6,0,2,2,0,0,0,4,0,0.6,0.6,2.9,3.5,54.0,151.0,62.0,0.0,0.07,0.07,0.0,0.07,0.02,0.1,0.12,0.02,0.12,
751,887,Florian Flick,de GER,MF,Schalke 04,de Bundesliga,20,2000,4,4,360,4.0,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,1.0,6.0,1.0,0.25,0.0,0.25,0.25,0.25,0.12,0.0,0.12,0.12,0.12,
752,888,Alexis Flips,fr FRA,"MF,FW",Reims,fr Ligue 1,20,2000,2,0,43,0.5,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.09,0.0,2.09,2.09,2.09,0.1,0.0,0.1,0.1,0.1,
753,889,Alessandro Florenzi,it ITA,DF,Paris S-G,fr Ligue 1,29,1991,21,18,"1,538",17.1,2,1,3,2,0,0,1,0,2.2,2.2,2.4,4.6,27.0,63.0,148.0,0.12,0.06,0.18,0.12,0.18,0.13,0.14,0.27,0.13,0.27,
754,890,Kingsley Fobi,gh GHA,DF,Granada,es La Liga,21,1998,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
755,891,Phil Foden,eng ENG,"FW,MF",Manchester City,eng Premier League,20,2000,28,17,"1,616",18.0,9,5,14,9,0,0,0,0,5.0,5.0,3.6,8.6,81.0,69.0,213.0,0.5,0.28,0.78,0.5,0.78,0.28,0.2,0.48,0.28,0.48,
