,Unnamed: 0,Player,Nation,Position,Squad,Competition,Age,Born,90s,Goals,Shots_total,Shots_on_target,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net
364,419,Kerim Calhanoglu,de GER,DF,Schalke 04,de Bundesliga,17,2002,3.3,0,1,1,100.0,0.3,0.3,0.0,0.0,14.0,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
365,420,Fabrizio Caligara,it ITA,"MF,FW",Cagliari,it Serie A,20,2000,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
366,421,Daniel Caligiuri,it ITA,"MF,FW",Augsburg,de Bundesliga,32,1988,29.6,6,37,13,35.1,1.25,0.44,0.11,0.31,22.3,8.0,2,3,4.8,2.4,0.07,1.2,1.6
367,422,José Callejón,es ESP,"FW,MF",Fiorentina,it Serie A,33,1987,7.4,0,10,1,10.0,1.36,0.14,0.0,0.0,17.4,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4
368,423,Jonathan Calleri,ar ARG,FW,Osasuna,es La Liga,26,1993,17.2,5,47,16,34.0,2.74,0.93,0.11,0.31,14.4,0.0,0,0,5.7,5.5,0.12,-0.7,-0.5
369,424,Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,23,1997,31.9,16,83,46,55.4,2.6,1.44,0.19,0.35,12.2,0.0,0,0,16.3,16.3,0.2,-0.3,-0.3
370,425,Dani Calvo,es ESP,DF,Elche,es La Liga,26,1994,19.8,2,8,4,50.0,0.4,0.2,0.25,0.5,10.4,0.0,0,0,1.3,1.3,0.16,0.7,0.7
371,426,Drissa Camara,ci CIV,MF,Parma,it Serie A,18,2002,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
372,427,Mahdi Camara,fr FRA,"MF,DF",Saint-Étienne,fr Ligue 1,22,1998,36.6,3,23,9,39.1,0.63,0.25,0.13,0.33,18.7,0.0,0,0,3.2,3.2,0.14,-0.2,-0.2
373,428,Eduardo Camavinga,fr FRA,MF,Rennes,fr Ligue 1,17,2002,26.7,1,26,8,30.8,0.97,0.3,0.04,0.13,18.7,0.0,0,0,1.8,1.8,0.07,-0.8,-0.8
374,429,José Campaña,es ESP,MF,Levante,es La Liga,27,1993,8.3,1,12,4,33.3,1.44,0.48,0.0,0.0,23.5,1.0,1,1,1.5,0.7,0.06,-0.5,-0.7
375,430,Emre Can,de GER,"DF,MF",Dortmund,de Bundesliga,26,1994,23.7,1,17,4,23.5,0.72,0.17,0.06,0.25,18.8,0.0,0,0,1.0,1.0,0.06,0.0,0.0
376,431,Sergio Canales,es ESP,"MF,FW",Betis,es La Liga,29,1991,27.8,8,44,10,22.7,1.59,0.36,0.14,0.6,22.4,5.0,2,3,5.3,2.9,0.07,2.7,3.1
377,432,João Cancelo,pt POR,"DF,MF",Manchester City,eng Premier League,26,1994,25.5,2,35,11,31.4,1.37,0.43,0.06,0.18,22.5,0.0,0,0,1.6,1.6,0.05,0.4,0.4
378,433,Antonio Candreva,it ITA,MF,Sampdoria,it Serie A,33,1987,27.8,5,55,18,32.7,1.98,0.65,0.05,0.17,22.8,4.0,2,2,4.9,3.4,0.06,0.1,-0.4
379,434,Álex Cantero,es ESP,FW,Levante,es La Liga,20,2000,2.6,0,3,0,0.0,1.14,0.0,0.0,0.0,19.9,0.0,0,0,0.4,0.4,0.15,-0.4,-0.4
380,435,Ander Capa,es ESP,DF,Athletic Club,es La Liga,28,1992,23.7,2,12,6,50.0,0.51,0.25,0.17,0.33,14.2,0.0,0,0,1.1,1.1,0.1,0.9,0.9
381,436,Pierrick Capelle,fr FRA,"MF,DF",Angers,fr Ligue 1,33,1987,22.8,3,29,5,17.2,1.27,0.22,0.1,0.6,21.2,1.0,0,0,3.0,3.0,0.1,0.0,0.0
382,437,Étienne Capoue,fr FRA,MF,Villarreal,es La Liga,32,1988,13.2,1,8,3,37.5,0.61,0.23,0.13,0.33,20.9,0.0,0,0,0.3,0.3,0.04,0.7,0.7
383,438,Elio Capradossi,it ITA,DF,Spezia,it Serie A,24,1996,1.0,0,1,0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0,0,0.3,0.3,0.29,-0.3,-0.3
384,439,Gianluca Caprari,it ITA,"MF,FW",Benevento,it Serie A,27,1993,20.7,5,47,15,31.9,2.27,0.72,0.11,0.33,21.7,8.0,0,1,4.0,3.2,0.07,1.0,1.8
385,440,Francesco Caputo,it ITA,FW,Sassuolo,it Serie A,32,1987,18.9,11,40,16,40.0,2.12,0.85,0.2,0.5,14.2,0.0,3,3,9.9,7.6,0.19,1.1,0.4
386,441,Maxence Caqueret,fr FRA,MF,Lyon,fr Ligue 1,20,2000,19.6,0,10,1,10.0,0.51,0.05,0.0,0.0,21.6,0.0,0,0,0.7,0.7,0.07,-0.7,-0.7
387,442,Andrea Carboni,it ITA,DF,Cagliari,it Serie A,19,2001,12.1,0,5,0,0.0,0.41,0.0,0.0,0.0,11.4,0.0,0,0,0.4,0.4,0.08,-0.4,-0.4
388,443,Isaac Carcelen,es ESP,DF,Cádiz,es La Liga,27,1993,28.7,0,11,3,27.3,0.38,0.1,0.0,0.0,26.3,6.0,0,0,0.5,0.5,0.05,-0.5,-0.5
389,445,Irvin Cardona,fr FRA,FW,Brest,fr Ligue 1,22,1997,22.5,8,55,18,32.7,2.44,0.8,0.15,0.44,13.2,1.0,0,0,7.7,7.7,0.14,0.3,0.3
390,446,Marc Cardona,es ESP,"FW,DF",Osasuna,es La Liga,25,1995,0.6,0,1,1,100.0,1.7,1.7,0.0,0.0,8.5,0.0,0,0,0.2,0.2,0.23,-0.2,-0.2
391,447,Ian Carlo Poveda,eng ENG,MF,Leeds United,eng Premier League,20,2000,3.9,0,5,3,60.0,1.27,0.76,0.0,0.0,17.8,0.0,0,0,0.3,0.3,0.06,-0.3,-0.3
392,448,Diego Carlos,br BRA,DF,Sevilla,es La Liga,27,1993,31.0,1,15,5,33.3,0.48,0.16,0.07,0.2,11.3,0.0,0,0,1.3,1.3,0.09,-0.3,-0.3
393,449,Juan Carlos,es ESP,"MF,FW",Huesca,es La Liga,29,1991,3.2,0,5,1,20.0,1.55,0.31,0.0,0.0,16.5,0.0,0,0,0.6,0.6,0.11,-0.6,-0.6
394,450,Lionel Carole,fr FRA,DF,Strasbourg,fr Ligue 1,29,1991,14.9,0,3,1,33.3,0.2,0.07,0.0,0.0,23.4,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
395,451,Yannick Carrasco,be BEL,"DF,MF",Atlético Madrid,es La Liga,26,1993,24.2,6,43,24,55.8,1.78,0.99,0.14,0.25,17.2,1.0,0,0,5.2,5.2,0.12,0.8,0.8
396,452,Sergio Carreira,es ESP,DF,Celta Vigo,es La Liga,19,2000,2.9,1,2,1,50.0,0.69,0.35,0.5,1.0,6.0,0.0,0,0,0.8,0.8,0.39,0.2,0.2
397,453,Guido Carrillo,ar ARG,FW,Elche,es La Liga,29,1991,11.1,3,26,7,26.9,2.34,0.63,0.12,0.43,13.0,0.0,0,0,2.5,2.5,0.1,0.5,0.5
398,454,Andy Carroll,eng ENG,FW,Newcastle Utd,eng Premier League,31,1989,4.4,1,14,2,14.3,3.21,0.46,0.07,0.5,14.3,0.0,0,0,0.8,0.8,0.06,0.2,0.2
399,456,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,28,1992,10.6,0,9,2,22.2,0.85,0.19,0.0,0.0,26.1,0.0,0,0,0.5,0.5,0.05,-0.5,-0.5
400,457,Fabio Carvalho,pt POR,"MF,FW",Fulham,eng Premier League,17,2002,2.8,1,9,5,55.6,3.18,1.76,0.11,0.2,15.4,0.0,0,0,1.2,1.2,0.13,-0.2,-0.2
401,458,William Carvalho,pt POR,MF,Betis,es La Liga,28,1992,13.6,2,15,6,40.0,1.1,0.44,0.13,0.33,18.0,0.0,0,0,1.2,1.2,0.08,0.8,0.8
402,459,Casemiro,br BRA,MF,Real Madrid,es La Liga,28,1992,32.2,6,46,11,23.9,1.43,0.34,0.13,0.55,18.2,0.0,0,0,6.2,6.2,0.13,-0.2,-0.2
403,460,Matty Cash,pl POL,DF,Aston Villa,eng Premier League,22,1997,26.4,0,9,2,22.2,0.34,0.08,0.0,0.0,22.9,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3
404,462,Giuseppe Caso,it ITA,"DF,FW",Genoa,it Serie A,21,1998,0.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
405,463,Moreto Cassamã,gw GNB,MF,Reims,fr Ligue 1,22,1998,22.6,1,11,2,18.2,0.49,0.09,0.09,0.5,27.8,0.0,0,0,0.3,0.3,0.03,0.7,0.7
406,464,Francesco Cassata,it ITA,"DF,FW",Genoa,it Serie A,23,1997,2.5,0,1,1,100.0,0.4,0.4,0.0,0.0,28.7,0.0,0,0,0.0,0.0,0.03,0.0,0.0
407,465,Timothy Castagne,be BEL,DF,Leicester City,eng Premier League,24,1995,26.1,2,8,3,37.5,0.31,0.12,0.25,0.67,10.9,0.0,0,0,1.1,1.1,0.14,0.9,0.9
408,467,Jean-Charles Castelletto,cm CMR,DF,Nantes,fr Ligue 1,25,1995,21.6,1,8,4,50.0,0.37,0.18,0.13,0.25,6.7,0.0,0,0,2.0,2.0,0.26,-1.0,-1.0
409,468,Samu Castillejo,es ESP,FW,Milan,it Serie A,25,1995,13.1,1,25,7,28.0,1.91,0.53,0.04,0.14,17.8,1.0,0,0,2.5,2.5,0.1,-1.5,-1.5
410,469,Gonzalo Castro,de GER,MF,Stuttgart,de Bundesliga,33,1987,19.2,4,30,11,36.7,1.56,0.57,0.13,0.36,19.3,2.0,0,0,3.3,3.3,0.11,0.7,0.7
411,470,Jonny Castro,es ESP,"MF,DF",Wolves,eng Premier League,26,1994,5.5,0,1,0,0.0,0.18,0.0,0.0,0.0,15.2,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
412,471,Gaetano Castrovilli,it ITA,MF,Fiorentina,it Serie A,23,1997,25.9,5,32,13,40.6,1.23,0.5,0.16,0.38,17.3,0.0,0,0,3.0,3.0,0.09,2.0,2.0
413,472,Danilo Cataldi,it ITA,MF,Lazio,it Serie A,25,1994,6.3,0,6,2,33.3,0.95,0.32,0.0,0.0,20.9,0.0,0,0,0.3,0.3,0.06,-0.3,-0.3
414,473,Ivan Cavaleiro,pt POR,FW,Fulham,eng Premier League,26,1993,27.5,3,45,15,33.3,1.64,0.55,0.04,0.13,18.1,1.0,1,2,6.4,4.8,0.11,-3.4,-2.8
415,474,Edinson Cavani,uy URU,FW,Manchester Utd,eng Premier League,33,1987,15.3,10,34,15,44.1,2.23,0.98,0.29,0.67,11.4,0.0,0,0,8.0,8.0,0.24,2.0,2.0
416,475,Dani Ceballos,es ESP,MF,Arsenal,eng Premier League,23,1996,17.9,0,13,2,15.4,0.72,0.11,0.0,0.0,21.7,1.0,0,0,0.6,0.6,0.05,-0.6,-0.6
417,478,Zeki Çelik,tr TUR,DF,Lille,fr Ligue 1,23,1997,26.5,3,15,6,40.0,0.57,0.23,0.2,0.5,21.2,0.0,0,0,0.6,0.6,0.04,2.4,2.4
418,479,Bersant Celina,xk KVX,"MF,FW",Dijon,fr Ligue 1,23,1996,25.5,0,24,5,20.8,0.94,0.2,0.0,0.0,22.5,4.0,0,0,1.7,1.7,0.07,-1.7,-1.7
419,480,Fabien Centonze,fr FRA,DF,Metz,fr Ligue 1,24,1996,35.8,1,24,6,25.0,0.67,0.17,0.04,0.17,22.1,0.0,0,0,1.2,1.2,0.05,-0.2,-0.2
420,481,Luca Ceppitelli,it ITA,DF,Cagliari,it Serie A,30,1989,16.3,0,7,1,14.3,0.43,0.06,0.0,0.0,11.4,0.0,0,0,0.5,0.5,0.07,-0.5,-0.5
421,482,Alberto Cerri,it ITA,FW,Cagliari,it Serie A,24,1996,4.1,1,16,6,37.5,3.9,1.46,0.06,0.17,11.5,0.0,0,0,3.0,3.0,0.19,-2.0,-2.0
422,483,Sava Cestic,rs SRB,DF,Köln,de Bundesliga,19,2001,10.0,0,1,0,0.0,0.1,0.0,0.0,0.0,5.7,0.0,0,0,0.2,0.2,0.22,-0.2,-0.2
423,484,Julian Chabot,de GER,DF,Spezia,it Serie A,22,1998,18.4,1,9,3,33.3,0.49,0.16,0.11,0.33,11.1,0.0,0,0,0.7,0.7,0.08,0.3,0.3
424,485,Nassim Chadli,fr FRA,"FW,MF",Nîmes,fr Ligue 1,19,2001,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
425,486,Fouad Chafik,ma MAR,DF,Dijon,fr Ligue 1,33,1986,18.0,1,5,1,20.0,0.28,0.06,0.2,1.0,25.1,0.0,0,0,0.2,0.2,0.03,0.8,0.8
426,487,Mehdi Chahiri,ma MAR,"FW,MF",Strasbourg,fr Ligue 1,24,1996,8.9,2,21,7,33.3,2.36,0.79,0.1,0.29,19.9,0.0,0,0,1.6,1.6,0.08,0.4,0.4
427,490,Aníbal Chalá,ec ECU,DF,Dijon,fr Ligue 1,24,1996,8.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
428,491,Trevoh Chalobah,eng ENG,"DF,MF",Lorient,fr Ligue 1,21,1999,24.9,2,15,3,20.0,0.6,0.12,0.13,0.67,13.9,0.0,0,0,1.6,1.6,0.1,0.4,0.4
429,492,Calum Chambers,eng ENG,DF,Arsenal,eng Premier League,25,1995,8.4,0,8,0,0.0,0.96,0.0,0.0,0.0,16.6,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4
430,493,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,30,1990,4.8,1,6,2,33.3,1.25,0.42,0.17,0.5,14.3,0.0,0,0,0.8,0.8,0.13,0.2,0.2
431,494,Kwon Chang-hoon,kr KOR,"MF,FW",Freiburg,de Bundesliga,26,1994,2.4,0,2,0,0.0,0.83,0.0,0.0,0.0,14.0,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2
432,495,Gaëtan Charbonnier,fr FRA,"MF,FW",Brest,fr Ligue 1,31,1988,17.4,6,34,12,35.3,1.95,0.69,0.15,0.42,15.3,3.0,1,1,6.3,5.5,0.16,-0.3,-0.5
433,496,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,25,1994,30.2,3,21,9,42.9,0.7,0.3,0.14,0.33,13.5,0.0,0,0,2.3,2.3,0.11,0.7,0.7
434,497,Xavier Chavalerin,fr FRA,MF,Reims,fr Ligue 1,29,1991,28.3,0,22,6,27.3,0.78,0.21,0.0,0.0,21.4,0.0,0,0,1.2,1.2,0.06,-1.2,-1.2
435,498,Pape Cheikh Diop,sn SEN,MF,Dijon,fr Ligue 1,22,1997,12.1,0,6,0,0.0,0.5,0.0,0.0,0.0,21.0,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3
436,499,Chema,es ESP,"DF,MF",Getafe,es La Liga,28,1992,6.2,0,3,1,33.3,0.48,0.16,0.0,0.0,28.4,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
437,500,Rayan Cherki,fr FRA,"FW,MF",Lyon,fr Ligue 1,16,2003,7.8,1,18,5,27.8,2.32,0.64,0.06,0.2,18.0,0.0,0,0,1.0,1.0,0.06,0.0,0.0
438,501,Denis Cheryshev,ru RUS,MF,Valencia,es La Liga,29,1990,12.2,0,20,6,30.0,1.63,0.49,0.0,0.0,19.3,0.0,0,0,1.0,1.0,0.05,-1.0,-1.0
439,502,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,35,1984,15.4,0,6,0,0.0,0.39,0.0,0.0,0.0,11.1,0.0,0,0,0.5,0.5,0.08,-0.5,-0.5
440,505,Ben Chilwell,eng ENG,DF,Chelsea,eng Premier League,23,1996,25.4,3,27,10,37.0,1.06,0.39,0.11,0.3,14.4,0.0,0,0,2.4,2.4,0.09,0.6,0.6
441,506,Vlad Chiricheș,ro ROU,DF,Sassuolo,it Serie A,30,1989,20.4,2,12,3,25.0,0.59,0.15,0.17,0.67,13.7,0.0,0,0,1.3,1.3,0.11,0.7,0.7
442,507,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,23,1997,25.3,0,8,1,12.5,0.32,0.04,0.0,0.0,21.1,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4
443,508,Tahith Chong,nl NED,"MF,FW",Werder Bremen,de Bundesliga,20,1999,4.3,0,9,1,11.1,2.1,0.23,0.0,0.0,20.9,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3
444,509,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,18,2001,12.9,0,8,2,25.0,0.62,0.15,0.0,0.0,17.7,0.0,0,0,0.5,0.5,0.07,-0.5,-0.5
445,510,Hamza Choudhury,eng ENG,MF,Leicester City,eng Premier League,22,1997,3.5,0,4,1,25.0,1.14,0.28,0.0,0.0,22.2,0.0,0,0,0.4,0.4,0.1,-0.4,-0.4
446,511,Mounir Chouiar,fr FRA,"FW,MF",Dijon,fr Ligue 1,21,1999,14.3,0,23,5,21.7,1.61,0.35,0.0,0.0,21.3,4.0,0,1,2.0,1.2,0.05,-2.0,-1.2
447,512,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,24,1996,15.2,0,3,0,0.0,0.2,0.0,0.0,0.0,12.7,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
448,513,Carney Chukwuemeka,eng ENG,"MF,FW",Aston Villa,eng Premier League,16,2003,0.2,0,1,0,0.0,4.5,0.0,0.0,0.0,23.5,0.0,0,0,0.0,0.0,0.04,0.0,0.0
449,514,Samuel Chukwueze,ng NGA,"MF,FW",Villarreal,es La Liga,21,1999,15.2,4,31,10,32.3,2.04,0.66,0.13,0.4,17.0,0.0,0,0,2.4,2.4,0.08,1.6,1.6
450,515,Darko Churlinov,mk MKD,"DF,MF",Stuttgart,de Bundesliga,20,2000,2.4,0,2,0,0.0,0.83,0.0,0.0,0.0,14.5,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
451,516,Víctor Chust,es ESP,DF,Real Madrid,es La Liga,20,2000,1.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
452,518,Cifu,es ESP,DF,Elche,es La Liga,29,1990,5.0,0,3,0,0.0,0.6,0.0,0.0,0.0,22.4,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
453,520,Luca Cigarini,it ITA,MF,Crotone,it Serie A,34,1986,10.3,0,15,2,13.3,1.45,0.19,0.0,0.0,26.5,3.0,0,0,0.6,0.6,0.04,-0.6,-0.6
454,522,Antonio Cioffi,it ITA,FW,Napoli,it Serie A,17,2002,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
455,523,Tim Civeja,al ALB,MF,Augsburg,de Bundesliga,18,2002,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
456,524,Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,30,1989,21.0,1,8,2,25.0,0.38,0.1,0.13,0.5,11.1,0.0,0,0,0.7,0.7,0.08,0.3,0.3
457,525,Alexis Claude-Maurice,fr FRA,"MF,FW",Nice,fr Ligue 1,22,1998,21.2,4,34,15,44.1,1.6,0.71,0.12,0.27,18.9,3.0,0,0,3.8,3.8,0.12,0.2,0.2
458,526,Jonathan Clauss,fr FRA,DF,Lens,fr Ligue 1,27,1992,28.0,3,34,13,38.2,1.21,0.46,0.09,0.23,22.6,3.0,0,0,1.7,1.7,0.05,1.3,1.3
459,527,Carlos Clerc,es ESP,DF,Levante,es La Liga,28,1992,30.9,0,6,4,66.7,0.19,0.13,0.0,0.0,19.9,1.0,0,0,0.3,0.3,0.05,-0.3,-0.3
460,528,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,29,1991,12.7,0,4,1,25.0,0.31,0.08,0.0,0.0,21.7,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2
461,529,Conor Coady,eng ENG,DF,Wolves,eng Premier League,27,1993,36.7,1,7,2,28.6,0.19,0.05,0.14,0.5,11.6,0.0,0,0,1.0,1.0,0.15,0.0,0.0
462,530,Marcus Coco,fr FRA,"MF,FW",Nantes,fr Ligue 1,24,1996,16.4,0,13,2,15.4,0.79,0.12,0.0,0.0,15.7,0.0,0,0,0.8,0.8,0.06,-0.8,-0.8
463,531,Coke,es ESP,DF,Levante,es La Liga,33,1987,9.3,0,9,2,22.2,0.97,0.22,0.0,0.0,18.1,1.0,0,0,0.4,0.4,0.05,-0.4,-0.4
464,532,Séamus Coleman,ie IRL,"DF,MF",Everton,eng Premier League,31,1988,17.9,0,12,4,33.3,0.67,0.22,0.0,0.0,19.7,0.0,0,0,0.9,0.9,0.07,-0.9,-0.9
465,533,Ebrima Colley,gm GAM,"MF,FW",Hellas Verona,it Serie A,20,2000,8.2,1,17,7,41.2,2.08,0.86,0.06,0.14,14.9,0.0,0,0,1.7,1.7,0.1,-0.7,-0.7
466,534,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,27,1992,28.8,2,12,3,25.0,0.42,0.1,0.17,0.67,11.0,0.0,0,0,1.1,1.1,0.09,0.9,0.9
467,536,Lorenzo Colombo,it ITA,FW,Milan,it Serie A,18,2002,1.0,0,4,1,25.0,3.83,0.96,0.0,0.0,12.3,0.0,0,0,0.6,0.6,0.15,-0.6,-0.6
468,537,Racine Coly,sn SEN,MF,Nice,fr Ligue 1,24,1995,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
469,538,Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,24,1996,19.5,5,52,19,36.5,2.67,0.98,0.1,0.26,17.5,0.0,0,0,4.2,4.2,0.08,0.8,0.8
470,539,Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,35,1985,36.6,2,13,3,23.1,0.36,0.08,0.15,0.67,8.5,0.0,0,0,1.3,1.3,0.1,0.7,0.7
471,540,Aaron Connolly,ie IRL,FW,Brighton,eng Premier League,20,2000,8.8,2,23,8,34.8,2.62,0.91,0.09,0.25,14.0,0.0,0,0,4.0,4.0,0.17,-2.0,-2.0
472,544,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,28,1991,24.3,1,15,8,53.3,0.62,0.33,0.07,0.13,8.9,0.0,0,0,1.8,1.8,0.12,-0.8,-0.8
473,545,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,29,1991,8.2,0,4,0,0.0,0.49,0.0,0.0,0.0,17.2,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2
474,546,Theo Corbeanu,ca CAN,FW,Wolves,eng Premier League,18,2002,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
475,547,Sébastien Corchia,fr FRA,DF,Nantes,fr Ligue 1,29,1990,23.0,0,21,7,33.3,0.91,0.3,0.0,0.0,24.1,5.0,0,0,0.9,0.9,0.04,-0.9,-0.9
476,551,Jhon Córdoba,co COL,FW,Hertha BSC,de Bundesliga,27,1993,17.1,7,48,18,37.5,2.81,1.05,0.15,0.39,13.4,0.0,0,0,6.9,6.9,0.15,0.1,0.1
477,552,Sergio Córdova,ve VEN,"FW,MF",Arminia,de Bundesliga,22,1997,12.1,2,20,4,20.0,1.65,0.33,0.1,0.5,14.9,0.0,0,0,3.5,3.5,0.17,-1.5,-1.5
478,553,Jack Cork,eng ENG,MF,Burnley,eng Premier League,31,1989,15.0,0,5,0,0.0,0.33,0.0,0.0,0.0,22.3,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2
479,554,Andreas Cornelius,dk DEN,FW,Parma,it Serie A,27,1993,21.1,1,30,7,23.3,1.42,0.33,0.03,0.14,12.3,0.0,0,0,2.9,2.9,0.1,-1.9,-1.9
480,555,Maxwel Cornet,ci CIV,"DF,FW",Lyon,fr Ligue 1,23,1996,27.2,2,21,11,52.4,0.77,0.4,0.1,0.18,17.6,2.0,0,0,2.1,2.1,0.1,-0.1,-0.1
481,556,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,25,1995,26.6,9,52,23,44.2,1.96,0.87,0.17,0.39,17.4,0.0,0,0,7.8,7.7,0.15,1.2,1.3
482,557,Joaquín Correa,ar ARG,FW,Lazio,it Serie A,25,1994,21.5,8,53,22,41.5,2.47,1.02,0.13,0.32,13.9,0.0,1,1,6.9,6.3,0.12,1.1,0.7
483,558,Rober Correa,es ESP,DF,Eibar,es La Liga,27,1992,12.6,0,6,0,0.0,0.48,0.0,0.0,0.0,22.9,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3
484,559,Félix Correia,pt POR,MF,Juventus,it Serie A,19,2001,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
485,560,Thierry Correia,pt POR,DF,Valencia,es La Liga,21,1999,23.7,1,8,2,25.0,0.34,0.08,0.13,0.5,16.5,0.0,0,0,0.5,0.5,0.06,0.5,0.5
486,563,David Pereira da Costa,pt POR,"MF,FW",Lens,fr Ligue 1,19,2001,1.8,1,2,1,50.0,1.14,0.57,0.5,1.0,19.4,0.0,0,0,0.4,0.4,0.22,0.6,0.6
487,564,Diego Costa,es ESP,FW,Atlético Madrid,es La Liga,31,1988,2.3,2,4,2,50.0,1.73,0.87,0.25,0.5,13.4,0.0,1,1,1.4,0.6,0.15,0.6,0.4
488,567,Hélder Costa,ao ANG,"MF,FW",Leeds United,eng Premier League,26,1994,12.8,3,16,6,37.5,1.25,0.47,0.19,0.5,14.8,0.0,0,0,2.2,2.2,0.14,0.8,0.8
489,568,Jaume Costa,es ESP,"DF,MF",Villarreal,es La Liga,32,1988,3.9,0,2,0,0.0,0.51,0.0,0.0,0.0,14.1,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
490,570,Charles Costes,fr FRA,MF,Dijon,fr Ligue 1,17,2002,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
491,572,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,27,1992,33.9,0,15,5,33.3,0.44,0.15,0.0,0.0,16.5,0.0,0,0,1.3,1.3,0.08,-1.3,-1.3
492,573,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,28,1991,10.9,3,18,4,22.2,1.65,0.37,0.11,0.5,13.1,0.0,1,1,2.6,1.8,0.1,0.4,0.2
493,574,Lassana Coulibaly,ml MLI,MF,Angers,fr Ligue 1,24,1996,18.7,1,14,4,28.6,0.75,0.21,0.07,0.25,23.2,0.0,0,0,1.2,1.2,0.08,-0.2,-0.2
494,575,Mamadou Coulibaly,sn SEN,MF,Udinese,it Serie A,21,1999,2.0,0,2,0,0.0,0.98,0.0,0.0,0.0,22.8,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
495,576,Senou Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,25,1994,21.5,2,5,3,60.0,0.23,0.14,0.4,0.67,8.9,0.0,0,0,0.8,0.8,0.17,1.2,1.2
496,577,Tanguy Coulibaly,fr FRA,"DF,FW",Stuttgart,de Bundesliga,19,2001,16.7,2,26,9,34.6,1.55,0.54,0.08,0.22,17.2,1.0,0,0,2.8,2.8,0.11,-0.8,-0.8
