,Player,Nationality,Position,Team,Comp_level,Age,Birth_year,Minutes_90s,Gk_goals_against,Gk_pens_goals_allowed,Gk_free_kick_goals_against,Gk_corner_kick_goals_against,Gk_own_goals_against,Gk_psxg,Gk_psxg_per_shot_on_target_against,Gk_psxg_diff,Gk_psxg_net_per90,Gk_passes_completed_launched,Gk_passes_attempted_launched,Gk_passes_pct_launched,Gk_passes,Gk_passes_throws,Gk_pct_passes_launched,Gk_passes_length_avg,Gk_goal_kicks,Gk_pct_goal_kicks_launched,Gk_goal_kick_length_avg,Gk_crosses_faced,Gk_crosses_stopped,Gk_crosses_stopped_pct,Gk_def_actions_outside_pen_area,Gk_def_actions_outside_pen_area_per90,Gk_avg_distance_def_actions,Matches
108,Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,31,1987,14.6,22,0,1,2,1,20.7,0.27,-0.3,-0.02,76,209,36.4,353,56,42.8,36.9,128,45.3,38.1,200,3,1.5,9,0.62,13.7,Matches
109,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,23,1995,38.0,33,6,1,4,0,39.0,0.25,+6.0,+0.16,177,557,31.8,840,189,42.0,36.2,273,74.7,53.5,497,29,5.8,44,1.16,16.5,Matches
110,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,33,1985,30.4,40,6,0,2,0,35.2,0.26,-4.8,-0.16,158,417,37.9,789,130,39.8,35.7,192,53.6,43.6,329,17,5.2,27,0.89,14.6,Matches
111,Federico Marchetti,it ITA,GK,Genoa,it Serie A,35,1983,4.0,10,0,0,1,1,7.4,0.43,-1.6,-0.39,25,51,49.0,80,11,40.0,35.3,34,55.9,46.7,58,0,0.0,6,1.50,22.1,Matches
112,Jordi Masip,es ESP,GK,Valladolid,es La Liga,29,1989,35.0,45,5,0,8,1,47.8,0.29,+3.8,+0.11,243,771,31.5,820,166,58.2,42.4,329,89.4,60.3,583,18,3.1,12,0.34,11.2,Matches
113,Christian Mathenia,de GER,GK,Nürnberg,de Bundesliga,26,1992,21.5,40,2,1,6,2,31.5,0.25,-6.5,-0.30,170,473,35.9,665,92,47.7,39.0,218,71.6,53.5,462,9,1.9,10,0.47,9.6,Matches
114,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,28,1989,25.0,44,2,0,4,3,37.3,0.30,-3.7,-0.15,139,447,31.1,478,82,60.3,42.8,189,84.1,57.6,375,15,4.0,17,0.68,11.6,Matches
115,Edouard Mendy,sn SEN,GK,Reims,fr Ligue 1,26,1992,38.0,42,7,1,3,2,44.9,0.26,+4.9,+0.13,257,654,39.3,861,136,49.8,40.7,291,77.3,53.8,667,28,4.2,27,0.71,13.2,Matches
116,Alex Meret,it ITA,GK,Napoli,it Serie A,21,1997,12.8,9,2,0,1,0,10.0,0.17,+1.0,+0.07,29,100,29.0,252,42,21.0,28.8,99,47.5,40.3,190,2,1.1,8,0.63,12.9,Matches
117,Vanja Milinković-Savić,rs SRB,GK,SPAL,it Serie A,21,1997,1.8,4,0,0,1,0,3.0,0.18,-1.0,-0.58,8,32,25.0,57,20,36.8,33.7,21,52.4,49.3,27,1,3.7,1,0.55,10.1,Matches
118,Antonio Mirante,it ITA,GK,Roma,it Serie A,35,1983,11.0,6,0,0,2,0,10.5,0.26,+4.5,+0.41,72,160,45.0,227,41,39.6,35.4,91,76.9,51.3,166,2,1.2,6,0.55,13.3,Matches
119,Jessy Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,32,1986,1.0,1,0,0,0,1,1.7,0.36,+1.7,+1.65,0,1,0.0,29,12,0.0,22.4,3,33.3,38.0,13,0,0.0,0,0.00,11.2,Matches
120,Florian Müller,de GER,GK,Mainz 05,de Bundesliga,20,1997,24.0,43,3,0,6,0,39.0,0.30,-4.0,-0.17,157,424,37.0,629,105,42.3,37.7,205,77.1,55.1,356,12,3.4,25,1.04,15.0,Matches
121,Juan Musso,ar ARG,GK,Udinese,it Serie A,24,1994,29.0,40,8,0,6,1,42.4,0.25,+3.4,+0.12,237,540,43.9,559,106,51.0,38.6,313,81.5,51.2,593,17,2.9,10,0.34,9.8,Matches
122,Yvon Mvogo,ch SUI,GK,RB Leipzig,de Bundesliga,24,1994,1.5,2,1,0,0,0,1.8,0.19,-0.2,-0.17,5,10,50.0,25,4,32.0,35.1,6,33.3,35.3,10,0,0.0,2,1.33,14.2,Matches
123,Keylor Navas,cr CRC,GK,Real Madrid,es La Liga,31,1986,10.0,8,0,0,2,0,10.0,0.32,+2.0,+0.20,30,85,35.3,239,64,24.7,31.4,61,42.6,43.4,101,5,5.0,16,1.60,18.1,Matches
124,Neto,br BRA,GK,Valencia,es La Liga,29,1989,34.0,34,7,2,5,2,39.8,0.24,+7.8,+0.23,162,499,32.5,574,158,47.6,39.4,275,82.2,57.4,562,10,1.8,16,0.47,12.5,Matches
125,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,32,1986,25.6,23,3,0,2,1,19.8,0.31,-2.2,-0.08,92,210,43.8,794,114,23.8,28.8,128,16.4,31.3,188,10,5.3,44,1.72,20.6,Matches
126,Will Norris,eng ENG,GK,Wolves,eng Premier League,24,1993,0.0,0,0,0,0,0,0.0,,0.0,0.00,0,0,,0,0,,,0,,,0,0,,0,0.00,,Matches
127,Alexander Nübel,de GER,GK,Schalke 04,de Bundesliga,21,1996,17.6,29,3,0,0,0,29.9,0.32,+0.9,+0.05,113,274,41.2,385,56,43.9,36.7,134,78.4,53.3,229,11,4.8,11,0.62,13.6,Matches
128,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,25,1993,37.0,27,5,0,3,2,39.3,0.27,+14.3,+0.39,215,580,37.1,570,102,56.7,41.0,291,88.3,57.4,537,22,4.1,16,0.43,12.0,Matches
129,Oier Olazábal,es ESP,GK,Levante,es La Liga,28,1989,21.0,40,4,1,3,1,40.7,0.27,+1.7,+0.08,116,318,36.5,351,97,48.7,40.5,224,65.6,47.5,363,14,3.9,14,0.67,11.8,Matches
130,Alexandre Olliero,fr FRA,GK,Nantes,fr Ligue 1,22,1996,1.0,1,1,0,0,0,1.0,0.00,0.0,-0.02,4,9,44.4,20,4,30.0,37.6,3,100.0,77.0,11,0,0.0,2,2.00,18.3,Matches
131,Robin Olsen,se SWE,GK,Roma,it Serie A,28,1990,27.0,42,4,0,5,1,37.0,0.26,-4.0,-0.15,142,324,43.8,652,159,32.8,33.4,214,51.4,45.1,413,10,2.4,25,0.93,14.5,Matches
132,David Ospina,co COL,GK,Napoli,it Serie A,29,1988,16.2,20,1,1,3,0,16.4,0.25,-3.6,-0.22,43,134,32.1,347,70,23.9,29.5,115,44.3,38.9,186,12,6.5,10,0.62,13.0,Matches
133,Ramazan Özcan,at AUT,GK,Leverkusen,de Bundesliga,34,1984,2.0,5,1,0,1,1,4.9,0.24,+0.9,+0.43,12,38,31.6,54,7,53.7,40.5,14,64.3,47.8,23,1,4.3,2,1.00,10.9,Matches
134,Fernando Pacheco,es ESP,GK,Alavés,es La Liga,26,1992,35.0,46,6,3,1,2,50.0,0.30,+6.0,+0.17,292,714,40.9,749,87,61.0,42.8,294,87.4,56.0,557,19,3.4,40,1.14,15.6,Matches
135,Rui Patrício,pt POR,GK,Wolves,eng Premier League,30,1988,37.0,46,3,1,6,4,39.3,0.27,-2.7,-0.07,213,541,39.4,579,103,52.8,39.1,284,82.7,50.5,493,14,2.8,18,0.49,12.1,Matches
136,Jiří Pavlenka,cz CZE,GK,Werder Bremen,de Bundesliga,26,1992,33.1,47,3,2,5,0,47.1,0.30,+0.1,0.00,211,495,42.6,925,160,36.4,34.8,304,52.0,43.1,494,13,2.6,25,0.76,13.4,Matches
137,Gianluca Pegolo,it ITA,GK,Sassuolo,it Serie A,37,1981,2.3,4,0,0,2,0,3.8,0.34,-0.2,-0.10,17,37,45.9,45,9,40.0,35.1,29,65.5,44.2,33,1,3.0,0,0.00,7.3,Matches
138,Yohann Pelé,fr FRA,GK,Marseille,fr Ligue 1,35,1982,7.6,12,4,1,0,0,10.7,0.24,-1.3,-0.17,38,76,50.0,185,41,28.1,30.6,57,42.1,37.5,85,4,4.7,9,1.19,15.0,Matches
139,Mattia Perin,it ITA,GK,Juventus,it Serie A,25,1992,9.0,8,1,0,1,0,8.4,0.28,+0.4,+0.05,36,79,45.6,161,39,29.8,31.0,68,45.6,40.0,116,2,1.7,3,0.33,10.1,Matches
140,Pavao Pervan,at AUT,GK,Wolfsburg,de Bundesliga,30,1987,8.5,11,0,0,0,0,11.9,0.30,+0.9,+0.10,67,140,47.9,270,38,34.4,34.0,75,62.7,48.9,132,3,2.3,2,0.24,10.9,Matches
141,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,24,1994,38.0,46,2,2,9,2,45.3,0.30,+1.3,+0.03,253,724,34.9,979,152,54.0,42.3,291,67.0,53.7,431,14,3.2,40,1.05,17.3,Matches
142,Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,28,1990,1.0,2,0,1,0,0,1.0,0.32,-1.0,-1.03,6,10,60.0,22,6,22.7,30.8,14,35.7,35.8,15,0,0.0,0,0.00,5.0,Matches
143,Luca Plogmann,de GER,GK,Werder Bremen,de Bundesliga,18,2000,0.4,1,1,0,0,0,1.0,0.00,0.0,-0.05,2,2,100.0,3,2,0.0,14.3,3,66.7,45.7,8,0,0.0,0,0.00,,Matches
144,Giacomo Poluzzi,it ITA,GK,SPAL,it Serie A,30,1988,0.1,0,0,0,0,0,0.0,,0.0,0.00,0,0,,3,0,0.0,18.7,0,,,0,0,,0,0.00,17.0,Matches
145,Gaëtan Poussin,fr FRA,GK,Bordeaux,fr Ligue 1,19,1999,1.0,0,0,0,0,0,0.2,0.23,+0.2,+0.23,8,23,34.8,22,2,50.0,38.4,13,92.3,52.6,22,0,0.0,0,0.00,14.0,Matches
146,Silvio Proto,be BEL,GK,Lazio,it Serie A,35,1983,2.0,4,0,0,0,0,4.2,0.33,+0.2,+0.10,17,35,48.6,42,5,50.0,41.4,22,63.6,47.0,37,1,2.7,2,1.00,19.2,Matches
147,Ivan Provedel,it ITA,GK,Empoli,it Serie A,24,1994,16.0,36,3,0,4,1,29.3,0.26,-5.7,-0.36,73,185,39.5,361,103,35.5,34.5,123,46.3,40.0,279,12,4.3,8,0.50,12.2,Matches
148,Ionuț Radu,ro ROU,GK,Genoa,it Serie A,21,1997,33.0,46,5,0,7,1,45.2,0.27,+0.2,+0.01,242,698,34.7,661,100,64.8,46.7,294,91.8,61.7,522,14,2.7,14,0.42,11.6,Matches
149,Pepe Reina,es ESP,GK,Milan,it Serie A,35,1982,3.7,5,1,0,0,0,4.2,0.24,-0.8,-0.23,14,40,35.0,90,18,31.1,32.3,24,50.0,42.7,51,4,7.8,2,0.55,11.4,Matches
150,Michael Rensing,de GER,GK,Düsseldorf,de Bundesliga,34,1984,32.0,62,7,1,7,0,54.3,0.30,-7.7,-0.24,223,563,39.6,688,147,43.2,36.7,318,83.6,54.9,537,27,5.0,3,0.09,9.2,Matches
151,Baptiste Reynet,fr FRA,GK,Toulouse,fr Ligue 1,27,1990,30.0,45,4,1,4,1,43.5,0.27,-0.5,-0.02,211,555,38.0,789,138,44.9,37.8,312,64.4,47.7,498,15,3.0,32,1.07,15.4,Matches
152,Sergio Rico,es ESP,GK,Fulham,eng Premier League,24,1993,29.0,56,4,0,9,2,50.6,0.29,-3.4,-0.12,252,606,41.6,611,91,61.4,41.9,275,84.0,55.6,471,6,1.3,28,0.97,14.3,Matches
153,Asier Riesgo,es ESP,GK,Eibar,es La Liga,34,1983,14.0,20,0,0,0,1,16.6,0.36,-2.4,-0.17,126,278,45.3,308,41,65.6,44.6,80,95.0,62.1,132,5,3.8,27,1.93,18.1,Matches
154,Joel Robles,es ESP,GK,Betis,es La Liga,28,1990,5.0,5,1,0,1,0,6.0,0.24,+1.0,+0.19,22,56,39.3,158,22,28.5,30.6,27,40.7,36.9,60,2,3.3,12,2.40,18.7,Matches
155,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,27,1991,0.0,0,0,0,0,0,0.0,,0.0,0.00,1,1,100.0,1,0,100.0,50.0,0,,,0,0,,0,0.00,,Matches
156,John Ruddy,eng ENG,GK,Wolves,eng Premier League,31,1986,1.0,0,0,0,0,0,0.1,0.05,+0.1,+0.14,5,11,45.5,14,2,35.7,37.9,7,85.7,49.7,15,1,6.7,0,0.00,11.0,Matches
157,Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,31,1986,37.0,40,7,0,7,0,47.3,0.27,+7.3,+0.20,171,570,30.0,872,159,43.2,36.4,320,60.3,44.1,475,11,2.3,18,0.49,12.8,Matches
158,Gerónimo Rulli,ar ARG,GK,Real Sociedad,es La Liga,26,1992,27.0,35,2,1,10,2,29.7,0.25,-3.3,-0.12,155,430,36.0,872,107,32.2,32.7,218,68.3,49.3,430,23,5.3,31,1.15,14.4,Matches
159,Mathew Ryan,au AUS,GK,Brighton,eng Premier League,26,1992,34.0,55,8,1,5,0,51.2,0.29,-3.8,-0.11,302,735,41.1,702,100,61.7,42.7,324,93.2,58.8,506,17,3.4,11,0.32,11.6,Matches
160,Frederik Rønnow,dk DEN,GK,Eint Frankfurt,de Bundesliga,25,1992,1.4,0,0,0,0,0,0.7,0.10,+0.7,+0.52,20,40,50.0,42,3,66.7,44.6,13,92.3,59.9,16,1,6.3,0,0.00,9.0,Matches
161,Samuel Şahin-Radlinger,at AUT,GK,Hannover 96,de Bundesliga,25,1992,1.0,2,0,0,0,0,1.3,0.36,-0.7,-0.66,9,15,60.0,18,3,44.4,38.3,8,87.5,58.0,8,1,12.5,4,4.00,20.7,Matches
162,Brice Samba,fr FRA,GK,Caen,fr Ligue 1,24,1994,38.0,54,6,4,5,2,65.9,0.31,+13.9,+0.37,356,772,46.1,913,178,56.7,41.3,316,80.4,54.6,606,37,6.1,16,0.42,11.7,Matches
163,Roberto Santamaría,es ESP,GK,Huesca,es La Liga,33,1985,20.0,30,6,1,0,1,33.5,0.30,+4.5,+0.23,219,483,45.3,418,37,78.2,51.2,165,94.5,63.4,309,5,1.6,7,0.35,11.6,Matches
164,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,31,1986,38.0,48,5,0,4,0,40.0,0.26,-8.0,-0.21,282,639,44.1,935,127,44.3,37.7,310,72.6,52.3,534,12,2.2,25,0.66,12.5,Matches
165,Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,26,1992,33.0,60,7,0,11,0,57.2,0.31,-2.8,-0.09,258,636,40.6,940,142,39.8,36.7,330,79.4,59.4,545,13,2.4,29,0.88,14.8,Matches
166,Simone Scuffet,it ITA,GK,Udinese,it Serie A,22,1996,9.0,13,1,0,0,0,13.4,0.33,+0.4,+0.05,65,140,46.4,171,33,44.4,36.0,93,68.8,46.0,142,2,1.4,4,0.44,10.0,Matches
167,Andrea Seculin,it ITA,GK,Chievo,it Serie A,28,1990,1.0,7,0,0,1,0,4.7,0.40,-2.3,-2.26,6,13,46.2,19,3,52.6,37.1,5,60.0,47.0,6,0,0.0,2,1.98,19.7,Matches
168,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,26,1992,37.0,48,7,3,4,1,45.0,0.25,-2.0,-0.05,256,649,39.4,815,186,48.3,39.3,327,78.0,55.1,566,26,4.6,30,0.81,12.3,Matches
169,Adrian Šemper,hr CRO,GK,Chievo,it Serie A,20,1998,6.0,8,0,0,1,0,8.1,0.26,+0.1,+0.02,44,115,38.3,143,26,47.6,39.8,52,90.4,55.1,148,11,7.4,3,0.50,9.1,Matches
170,Luigi Sepe,it ITA,GK,Parma,it Serie A,27,1991,37.0,59,8,1,8,4,55.7,0.25,+0.7,+0.02,319,736,43.3,752,140,49.5,39.8,466,78.1,51.5,831,36,4.3,13,0.35,9.4,Matches
171,Unai Simón,es ESP,GK,Athletic Club,es La Liga,21,1997,7.0,13,2,0,2,0,13.3,0.34,+0.3,+0.04,42,102,41.2,134,34,43.3,36.7,55,80.0,56.8,89,4,4.5,2,0.29,11.1,Matches
172,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,31,1987,35.2,35,2,0,4,0,40.7,0.28,+5.7,+0.16,287,635,45.2,823,119,47.3,38.0,300,82.0,51.0,539,26,4.8,36,1.02,13.9,Matches
173,Antonio Sivera,es ESP,GK,Alavés,es La Liga,21,1996,3.0,4,0,0,1,0,2.5,0.20,-1.5,-0.49,33,80,41.3,66,11,74.2,48.9,33,93.9,62.8,75,2,2.7,2,0.67,8.6,Matches
174,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,27,1991,38.0,56,4,1,4,1,50.6,0.27,-4.4,-0.11,251,543,46.2,776,225,41.1,36.4,353,63.5,46.7,599,32,5.3,14,0.37,11.3,Matches
175,Yann Sommer,ch SUI,GK,Gladbach,de Bundesliga,29,1988,34.0,42,3,0,3,0,48.2,0.30,+6.2,+0.18,174,465,37.4,1338,190,26.3,30.5,264,42.8,40.0,458,26,5.7,33,0.97,13.8,Matches
176,David Soria,es ESP,GK,Getafe,es La Liga,25,1993,37.0,34,4,1,2,2,39.5,0.26,+7.5,+0.20,351,941,37.3,808,49,83.7,51.7,279,95.0,59.2,468,20,4.3,38,1.03,13.8,Matches
177,Juan Soriano,es ESP,GK,Sevilla,es La Liga,20,1997,4.0,2,1,0,0,0,3.6,0.24,+1.6,+0.40,22,85,25.9,114,28,51.8,40.2,33,78.8,53.3,56,1,1.8,9,2.26,20.7,Matches
178,Stefano Sorrentino,it ITA,GK,Chievo,it Serie A,39,1979,31.0,60,2,2,6,2,49.6,0.28,-8.4,-0.27,201,462,43.5,603,94,45.8,37.0,296,62.8,41.6,506,8,1.6,8,0.26,9.6,Matches
179,Julián Speroni,ar ARG,GK,Crystal Palace,eng Premier League,39,1979,1.0,4,0,0,1,0,3.6,0.40,-0.4,-0.37,11,31,35.5,22,3,90.9,53.1,13,84.6,54.9,18,1,5.6,0,0.00,3.8,Matches
180,Marco Sportiello,it ITA,GK,Frosinone,it Serie A,26,1992,35.0,64,5,2,8,1,54.7,0.25,-8.3,-0.24,178,532,33.5,882,222,36.4,34.8,341,61.9,47.5,584,20,3.4,21,0.60,13.8,Matches
181,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,23,1995,35.0,39,5,2,4,3,43.7,0.29,+7.7,+0.22,173,452,38.3,848,170,39.9,34.8,243,46.9,41.4,476,11,2.3,27,0.77,15.9,Matches
182,Danijel Subašić,hr CRO,GK,Monaco,fr Ligue 1,33,1984,12.6,12,2,0,3,0,12.9,0.25,+0.9,+0.07,57,152,37.5,230,51,44.3,38.1,83,60.2,47.8,139,5,3.6,6,0.48,14.4,Matches
183,Seydou Sy,sn SEN,GK,Monaco,fr Ligue 1,22,1995,2.5,7,0,0,0,1,3.4,0.28,-2.6,-1.04,5,18,27.8,49,12,18.4,28.4,13,69.2,45.7,30,0,0.0,1,0.40,13.5,Matches
184,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,28,1990,28.0,20,1,0,3,1,25.1,0.29,+6.1,+0.22,140,255,54.9,537,122,32.0,32.7,205,40.5,38.9,358,9,2.5,27,0.96,15.7,Matches
185,Ciprian Tătărușanu,ro ROU,GK,Nantes,fr Ligue 1,32,1986,26.6,30,1,0,5,0,31.2,0.29,+1.2,+0.05,170,371,45.8,612,117,35.3,33.5,220,70.5,48.8,337,18,5.3,38,1.43,15.2,Matches
186,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,26,1992,35.0,32,1,0,2,1,37.5,0.32,+6.5,+0.18,114,223,51.1,883,197,15.7,27.3,200,42.0,38.4,395,8,2.0,32,0.91,16.2,Matches
187,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,28,1990,2.0,3,0,0,0,0,2.7,0.24,-0.3,-0.15,6,23,26.1,53,16,34.0,32.0,11,45.5,36.9,32,1,3.1,5,2.50,17.2,Matches
188,Pietro Terracciano,it ITA,GK,Empoli,it Serie A,28,1990,8.0,10,0,0,1,1,9.4,0.27,+0.4,+0.05,26,71,36.6,168,36,32.7,31.7,71,22.5,31.5,112,1,0.9,3,0.38,10.9,Matches
189,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,28,1990,32.6,48,1,1,5,1,43.4,0.28,-3.6,-0.11,330,705,46.8,982,104,53.1,38.3,222,82.9,56.6,441,19,4.3,37,1.13,15.4,Matches
190,Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,19,1999,2.0,5,0,0,0,1,4.7,0.37,+0.7,+0.35,5,17,29.4,42,13,28.6,30.0,14,35.7,38.0,18,0,0.0,5,2.50,29.8,Matches
191,Philipp Tschauner,de GER,GK,Hannover 96,de Bundesliga,32,1985,1.0,3,1,0,0,0,3.0,0.33,0.0,-0.04,2,9,22.2,21,3,33.3,32.0,7,28.6,29.3,10,1,10.0,0,0.00,3.0,Matches
192,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,29,1988,8.4,9,2,1,1,0,9.9,0.35,+0.9,+0.11,18,51,35.3,218,56,20.6,26.6,37,16.2,29.5,61,0,0.0,8,0.95,17.5,Matches
193,Tomáš Vaclík,cz CZE,GK,Sevilla,es La Liga,29,1989,33.0,44,4,2,4,0,45.5,0.29,+1.5,+0.04,166,534,31.1,743,186,45.1,37.9,256,77.7,55.6,474,29,6.1,21,0.64,13.2,Matches
194,Koke Vegas,es ESP,GK,Levante,es La Liga,22,1995,1.0,2,0,0,0,0,2.5,0.31,+0.5,+0.48,2,7,28.6,16,4,43.8,34.8,8,0.0,28.0,8,0,0.0,1,1.00,16.5,Matches
195,Emiliano Viviano,it ITA,GK,SPAL,it Serie A,32,1985,16.9,25,4,0,2,0,24.0,0.24,-1.0,-0.06,120,275,43.6,421,45,44.2,37.6,163,54.6,43.6,239,5,2.1,9,0.53,12.3,Matches
196,Michel Vorm,nl NED,GK,Tottenham,eng Premier League,34,1983,2.0,4,0,0,2,0,4.2,0.32,+0.2,+0.11,4,12,33.3,51,17,15.7,24.7,10,40.0,35.6,18,1,5.6,2,1.00,15.4,Matches
197,Axel Werner,ar ARG,GK,Huesca,es La Liga,22,1996,6.0,16,1,0,0,1,10.9,0.31,-4.1,-0.69,39,131,29.8,112,15,65.2,43.8,65,89.2,59.1,76,0,0.0,1,0.17,10.5,Matches
198,Yoel,es ESP,GK,Valladolid,es La Liga,29,1988,3.0,6,1,1,0,0,5.3,0.36,-0.7,-0.22,26,71,36.6,80,6,68.8,47.5,18,88.9,65.0,31,2,6.5,2,0.67,13.1,Matches
199,Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,23,1994,10.0,14,0,1,2,0,12.8,0.26,-1.2,-0.12,46,172,26.7,252,55,40.1,36.1,88,80.7,60.4,166,10,6.0,12,1.20,14.5,Matches
200,Luca Zidane,fr FRA,GK,Real Madrid,es La Liga,20,1998,1.0,2,0,0,1,0,1.7,0.55,-0.3,-0.34,3,8,37.5,29,2,17.2,27.6,11,27.3,34.5,11,0,0.0,2,2.00,23.3,Matches
201,Ron-Robert Zieler,de GER,GK,Stuttgart,de Bundesliga,29,1989,34.0,70,2,2,7,4,56.4,0.31,-9.6,-0.28,259,714,36.3,911,129,55.4,40.3,305,68.5,52.7,518,22,4.2,41,1.21,14.7,Matches
