,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assits,xAG,xA,A-xAG,Key_Passes,Passes_1/3,Passes_Penalty_Area,Crosses_Penalty_Area,Progressive_Passes,Matches
575,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,31,1987,7.4,193,268,72.0,3640,1724,73,82,89.0,97,122,79.5,20,50,40.0,1,0.7,0.1,+0.3,2,10,0,0,11,Matches
576,Kevin Danso,at AUT,DF,Augsburg,de Bundesliga,19,1998,13.9,451,623,72.4,9525,4020,145,175,82.9,219,260,84.2,80,163,49.1,1,0.2,0.2,+0.8,2,31,1,0,36,Matches
577,Dante,br BRA,DF,Nice,fr Ligue 1,34,1983,35.8,2198,2410,91.2,42969,17860,737,765,96.3,1221,1281,95.3,224,325,68.9,1,0.3,0.3,+0.7,6,75,4,0,81,Matches
578,Palkó Dárdai,hu HUN,"FW,MF",Hertha BSC,de Bundesliga,19,1999,1.3,30,44,68.2,425,144,20,25,80.0,6,9,66.7,2,3,66.7,0,0.1,0.4,-0.1,2,1,2,2,3,Matches
579,Sergi Darder,es ESP,MF,Espanyol,es La Liga,24,1993,30.1,1010,1307,77.3,17918,5586,468,535,87.5,402,494,81.4,120,200,60.0,2,3.8,3.9,-1.8,37,125,30,7,169,Matches
580,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,27,1990,4.2,204,238,85.7,3461,901,104,110,94.5,71,81,87.7,21,29,72.4,1,0.8,0.4,+0.2,7,25,5,3,34,Matches
581,Matteo Darmian,it ITA,DF,Manchester Utd,eng Premier League,28,1989,4.9,180,212,84.9,2661,1189,107,110,97.3,57,68,83.8,9,20,45.0,0,0.1,0.3,-0.1,2,15,2,1,20,Matches
582,Alphonso Davies,ca CAN,"MF,FW",Bayern Munich,de Bundesliga,17,2000,0.9,28,34,82.4,326,31,19,23,82.6,7,8,87.5,0,0,,0,0.0,0.0,0.0,0,1,1,0,1,Matches
583,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,25,1993,20.5,1065,1320,80.7,16101,6057,602,674,89.3,375,454,82.6,60,122,49.2,0,2.1,1.5,-2.1,15,70,19,8,101,Matches
584,Tom Davies,eng ENG,MF,Everton,eng Premier League,20,1998,10.9,406,515,78.8,6619,1661,210,243,86.4,133,165,80.6,42,63,66.7,0,0.5,0.5,-0.5,5,47,9,0,55,Matches
585,Steven Davis,nir NIR,MF,Southampton,eng Premier League,33,1985,1.1,65,69,94.2,1214,435,30,32,93.8,25,26,96.2,9,10,90.0,1,0.5,0.5,+0.5,3,11,3,1,7,Matches
586,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,27,1991,10.8,635,834,76.1,10980,3097,297,334,88.9,240,294,81.6,73,135,54.1,2,5.7,3.3,-3.7,36,67,44,7,109,Matches
587,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,31,1987,13.0,335,435,77.0,6527,2537,115,136,84.6,170,201,84.6,47,85,55.3,0,0.1,0.1,-0.1,3,13,4,1,20,Matches
588,Sebastien De Maio,fr FRA,DF,Bologna,it Serie A,31,1987,5.5,196,239,82.0,3906,1394,71,78,91.0,97,110,88.2,26,43,60.5,1,0.0,0.1,+1.0,1,14,2,2,17,Matches
589,Rodrigo De Paul,ar ARG,"MF,FW",Udinese,it Serie A,24,1994,35.4,1289,1825,70.6,25826,8511,527,619,85.1,446,623,71.6,263,436,60.3,9,8.1,8.6,+0.9,97,188,79,17,247,Matches
590,Daniele De Rossi,it ITA,MF,Roma,it Serie A,35,1983,14.1,811,932,87.0,15138,5345,355,390,91.0,321,366,87.7,117,148,79.1,1,1.3,1.4,-0.3,16,116,16,1,115,Matches
591,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,25,1992,19.4,979,1193,82.1,17343,5282,460,521,88.3,390,450,86.7,105,154,68.2,1,1.1,1.0,-0.1,14,80,13,9,86,Matches
592,Lorenzo De Silvestri,it ITA,DF,Torino,it Serie A,30,1988,26.8,782,1217,64.3,11709,5293,446,550,81.1,258,441,58.5,46,133,34.6,4,2.7,2.7,+1.3,28,63,35,25,102,Matches
593,Lucas Deaux,fr FRA,MF,Guingamp,fr Ligue 1,29,1988,13.2,367,543,67.6,6179,2061,182,237,76.8,120,175,68.6,43,74,58.1,1,1.5,1.1,-0.5,13,45,5,3,58,Matches
594,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,33,1985,21.6,836,1171,71.4,12624,5018,501,575,87.1,261,370,70.5,50,140,35.7,3,2.3,1.8,+0.7,22,54,20,17,79,Matches
595,Troy Deeney,eng ENG,FW,Watford,eng Premier League,30,1988,28.3,508,858,59.2,6179,2233,313,456,68.6,116,211,55.0,19,52,36.5,5,4.6,2.7,+0.4,43,56,37,2,87,Matches
596,Jermain Defoe,eng ENG,FW,Bournemouth,eng Premier League,35,1982,0.3,1,3,33.3,25,0,0,2,0.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
597,Steven Defour,be BEL,MF,Burnley,eng Premier League,30,1988,5.0,203,255,79.6,3685,989,79,89,88.8,88,102,86.3,26,46,56.5,0,0.1,0.2,-0.1,2,21,3,0,23,Matches
598,Grégoire Defrel,mq MTQ,"FW,MF",Sampdoria,it Serie A,27,1991,26.0,662,799,82.9,7468,1233,472,522,90.4,104,136,76.5,20,37,54.1,3,2.6,2.9,+0.4,25,29,22,2,51,Matches
599,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,22,1995,5.0,121,170,71.2,1721,580,70,86,81.4,34,48,70.8,7,16,43.8,0,0.0,0.1,0.0,1,12,1,0,11,Matches
600,Alessandro Deiola,it ITA,"MF,FW",Parma,it Serie A,22,1995,6.1,130,180,72.2,1930,650,73,84,86.9,42,58,72.4,10,22,45.5,1,0.3,0.1,+0.7,3,6,3,0,10,Matches
601,Romain Del Castillo,fr FRA,"MF,FW",Rennes,fr Ligue 1,22,1996,14.9,393,568,69.2,5354,1671,253,314,80.6,106,148,71.6,16,44,36.4,3,3.0,2.6,0.0,24,26,29,9,49,Matches
602,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,26,1991,25.4,1380,1625,84.9,23204,5294,663,735,90.2,579,655,88.4,105,158,66.5,5,3.2,1.8,+1.8,15,137,10,1,126,Matches
603,Moisés Delgado,es ESP,DF,Valladolid,es La Liga,24,1994,3.0,63,101,62.4,1052,325,33,42,78.6,25,37,67.6,5,18,27.8,0,0.1,0.1,-0.1,3,4,3,2,7,Matches
604,Cristian Dell'Orco,it ITA,DF,Empoli,it Serie A,24,1994,11.5,454,526,86.3,7746,2566,203,224,90.6,217,240,90.4,30,46,65.2,0,0.5,0.1,-0.5,3,24,1,0,39,Matches
605,Cristian Dell'Orco,it ITA,DF,Sassuolo,it Serie A,24,1994,1.2,51,70,72.9,870,446,20,24,83.3,29,35,82.9,2,8,25.0,1,0.3,0.1,+0.7,1,4,2,1,6,Matches
606,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,26,1991,34.6,716,1216,58.9,11481,3135,392,537,73.0,199,357,55.7,83,167,49.7,7,8.3,7.8,-1.3,57,67,45,18,102,Matches
607,Fabian Delph,eng ENG,DF,Manchester City,eng Premier League,28,1989,8.1,700,766,91.4,10170,2319,425,436,97.5,210,231,90.9,42,58,72.4,1,0.3,0.5,+0.7,3,67,11,1,59,Matches
608,Mousa Dembélé,be BEL,MF,Tottenham,eng Premier League,31,1987,5.7,277,309,89.6,4098,936,150,165,90.9,108,119,90.8,11,12,91.7,0,0.0,0.1,0.0,0,16,1,0,16,Matches
609,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,22,1996,22.4,307,419,73.3,3709,657,199,244,81.6,68,93,73.1,10,17,58.8,4,2.7,1.9,+1.3,30,15,12,4,24,Matches
610,Ousmane Dembélé,fr FRA,"FW,MF",Barcelona,es La Liga,21,1997,18.5,764,1004,76.1,11339,2356,434,510,85.1,241,321,75.1,55,93,59.1,5,4.9,4.0,+0.1,45,48,44,10,80,Matches
611,Jessy Deminguet,fr FRA,MF,Caen,fr Ligue 1,20,1998,14.1,377,464,81.3,6738,1353,168,190,88.4,145,175,82.9,52,73,71.2,0,0.2,0.2,-0.2,5,36,2,1,38,Matches
612,Merih Demiral,tr TUR,DF,Sassuolo,it Serie A,20,1998,14.0,619,714,86.7,11439,3925,193,213,90.6,385,416,92.5,33,67,49.3,0,0.2,0.4,-0.2,2,44,1,0,53,Matches
613,Kerem Demirbay,de GER,MF,Hoffenheim,de Bundesliga,25,1993,22.4,1094,1423,76.9,19101,7357,498,566,88.0,412,507,81.3,132,246,53.7,9,7.4,7.7,+1.6,80,131,35,5,181,Matches
614,Diego Demme,de GER,MF,RB Leipzig,de Bundesliga,26,1991,22.8,1214,1531,79.3,18665,6376,647,722,89.6,401,505,79.4,96,175,54.9,2,2.7,2.6,-0.7,26,135,25,4,182,Matches
615,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,23,1995,30.6,1848,1974,93.6,33296,12491,671,711,94.4,1044,1086,96.1,107,131,81.7,0,0.4,0.4,-0.4,5,85,4,0,136,Matches
616,Leander Dendoncker,be BEL,MF,Wolves,eng Premier League,23,1995,16.3,484,615,78.7,6802,1544,266,306,86.9,155,192,80.7,24,34,70.6,0,1.2,0.9,-1.2,7,26,4,1,44,Matches
617,Fabio Depaoli,it ITA,DF,Chievo,it Serie A,21,1997,27.4,868,1208,71.9,15220,6761,398,465,85.6,373,497,75.1,84,176,47.7,4,3.7,2.0,+0.3,32,55,40,20,97,Matches
618,Laurent Depoitre,be BEL,FW,Huddersfield,eng Premier League,29,1988,11.9,164,278,59.0,1924,384,116,177,65.5,29,60,48.3,5,7,71.4,1,0.7,0.4,+0.3,9,14,2,0,20,Matches
619,Clément Depres,fr FRA,FW,Nîmes,fr Ligue 1,23,1994,4.9,110,164,67.1,1317,318,75,99,75.8,22,36,61.1,4,10,40.0,0,0.2,0.1,-0.2,4,10,1,0,13,Matches
620,Kiril Despodov,bg BUL,"FW,MF",Cagliari,it Serie A,21,1996,1.2,6,18,33.3,49,9,3,7,42.9,0,4,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
621,Daniele Dessena,it ITA,MF,Cagliari,it Serie A,31,1987,3.9,132,182,72.5,1944,583,73,87,83.9,46,58,79.3,6,19,31.6,0,0.1,0.1,-0.1,1,17,2,1,14,Matches
622,Mattia Destro,it ITA,FW,Bologna,it Serie A,27,1991,5.5,41,80,51.3,577,177,24,37,64.9,12,23,52.2,3,11,27.3,1,0.6,0.6,+0.4,3,4,1,0,5,Matches
623,Gerard Deulofeu,es ESP,"FW,MF",Watford,eng Premier League,24,1994,23.0,568,793,71.6,7572,1800,347,419,82.8,160,220,72.7,18,48,37.5,5,4.1,4.3,+0.9,30,39,37,3,67,Matches
624,Jacopo Dezi,it ITA,MF,Parma,it Serie A,26,1992,1.0,36,40,90.0,539,103,14,15,93.3,19,21,90.5,1,1,100.0,0,0.0,0.0,0.0,0,3,0,0,6,Matches
625,Federico Di Francesco,it ITA,"FW,MF",Sassuolo,it Serie A,24,1994,11.9,318,389,81.7,4249,972,194,220,88.2,83,98,84.7,15,23,65.2,2,1.1,1.0,+0.9,10,11,10,1,29,Matches
626,Antonio Di Gaudio,it ITA,FW,Parma,it Serie A,28,1989,7.8,67,118,56.8,741,239,44,65,67.7,17,26,65.4,0,3,0.0,1,0.3,0.2,+0.7,4,4,2,0,8,Matches
627,Giovanni Di Lorenzo,it ITA,"DF,FW",Empoli,it Serie A,24,1993,37.0,1681,2186,76.9,25450,10834,941,1055,89.2,574,748,76.7,106,218,48.6,3,5.3,5.9,-2.3,39,151,71,14,241,Matches
628,Ángel Di María,ar ARG,"FW,MF",Paris S-G,fr Ligue 1,30,1988,25.8,1042,1439,72.4,15546,4506,571,676,84.5,302,405,74.6,86,200,43.0,11,7.8,9.5,+3.2,55,90,58,6,151,Matches
629,Franco Di Santo,ar ARG,FW,Rayo Vallecano,es La Liga,29,1989,1.9,23,38,60.5,317,24,13,20,65.0,8,14,57.1,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
630,Franco Di Santo,ar ARG,"MF,FW",Schalke 04,de Bundesliga,29,1989,2.7,36,70,51.4,478,115,24,39,61.5,7,15,46.7,3,8,37.5,0,0.5,0.5,-0.5,4,1,3,3,2,Matches
631,Boulaye Dia,sn SEN,FW,Reims,fr Ligue 1,21,1996,8.3,106,156,67.9,1308,265,61,86,70.9,33,44,75.0,3,8,37.5,0,0.8,0.4,-0.8,7,2,5,0,12,Matches
632,Fousseni Diabaté,ml MLI,FW,Leicester City,eng Premier League,22,1995,0.6,9,16,56.3,135,32,4,8,50.0,3,4,75.0,1,1,100.0,0,0.1,0.0,-0.1,1,0,1,1,0,Matches
633,Moussa Diaby,fr FRA,"MF,DF",Paris S-G,fr Ligue 1,19,1999,12.7,447,562,79.5,5392,1118,291,328,88.7,111,143,77.6,8,17,47.1,6,3.9,3.3,+2.1,20,13,20,3,37,Matches
634,Adama Diakhaby,fr FRA,"FW,MF",Huddersfield,eng Premier League,22,1996,6.1,114,162,70.4,1546,227,72,93,77.4,36,46,78.3,2,8,25.0,0,0.5,0.4,-0.5,5,3,3,1,5,Matches
635,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,21,1996,17.6,592,700,84.6,11670,4175,200,225,88.9,305,338,90.2,79,118,66.9,0,0.0,0.1,0.0,0,24,0,0,48,Matches
636,Bafodé Diakité,fr FRA,DF,Toulouse,fr Ligue 1,17,2001,7.0,265,343,77.3,4362,1404,128,146,87.7,117,147,79.6,16,34,47.1,0,0.1,0.1,-0.1,2,11,0,0,24,Matches
637,Abdou Diallo,sn SEN,DF,Dortmund,de Bundesliga,22,1996,26.4,1730,1959,88.3,32502,11331,706,760,92.9,784,858,91.4,220,289,76.1,1,0.6,1.0,+0.4,11,123,11,8,125,Matches
638,Abdoulaye Diallo,sn SEN,GK,Rennes,fr Ligue 1,26,1992,5.5,104,145,71.7,2928,2168,13,13,100.0,52,54,96.3,39,78,50.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
639,Mustapha Diallo,sn SEN,MF,Nîmes,fr Ligue 1,32,1986,5.1,116,176,65.9,1838,545,56,79,70.9,45,64,70.3,10,18,55.6,1,0.1,0.1,+0.9,2,8,1,0,14,Matches
640,Mohamed Diamé,sn SEN,MF,Newcastle Utd,eng Premier League,31,1987,24.1,569,749,76.0,9103,2289,288,347,83.0,180,219,82.2,60,111,54.1,0,0.1,0.3,-0.1,2,44,8,1,58,Matches
641,Grady Diangana,cd COD,"MF,FW",West Ham,eng Premier League,20,1998,6.8,196,265,74.0,2575,646,122,150,81.3,45,56,80.4,10,20,50.0,1,1.2,0.7,-0.2,12,13,6,0,21,Matches
642,Lassana Diarra,fr FRA,MF,Paris S-G,fr Ligue 1,33,1985,1.8,131,146,89.7,2005,506,68,72,94.4,50,57,87.7,6,10,60.0,0,0.0,0.1,0.0,1,7,0,0,11,Matches
643,Amadou Diawara,gn GUI,MF,Napoli,it Serie A,21,1997,7.3,504,545,92.5,8769,1914,239,253,94.5,197,202,97.5,58,70,82.9,0,0.2,0.2,-0.2,5,51,2,0,40,Matches
644,Brahim Díaz,ma MAR,FW,Real Madrid,es La Liga,18,1999,4.2,142,170,83.5,1790,399,97,106,91.5,36,46,78.3,4,6,66.7,1,1.5,0.9,-0.5,7,11,4,0,12,Matches
645,Javier Díaz,es ESP,GK,Sevilla,es La Liga,21,1997,1.0,13,23,56.5,366,264,3,3,100.0,5,5,100.0,5,15,33.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
646,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,28,1989,32.7,1090,1435,76.0,18209,6703,524,603,86.9,465,579,80.3,77,179,43.0,1,0.5,0.6,+0.5,7,69,11,6,94,Matches
647,Lorenzo Dickmann,it ITA,"DF,MF",SPAL,it Serie A,21,1996,1.9,45,58,77.6,564,135,33,36,91.7,8,10,80.0,1,4,25.0,0,0.0,0.0,0.0,0,1,0,0,2,Matches
648,Daniel Didavi,de GER,"MF,FW",Stuttgart,de Bundesliga,28,1990,10.6,327,466,70.2,5180,1565,167,192,87.0,102,137,74.5,35,85,41.2,2,2.7,2.8,-0.7,28,33,15,5,45,Matches
649,Étienne Didot,fr FRA,MF,Guingamp,fr Ligue 1,35,1983,23.4,924,1221,75.7,18058,5751,377,442,85.3,361,449,80.4,161,268,60.1,1,1.9,2.0,-0.9,17,118,16,1,150,Matches
650,Adrián Diéguez,es ESP,DF,Huesca,es La Liga,22,1996,8.3,151,208,72.6,2766,1141,65,76,85.5,68,86,79.1,15,41,36.6,0,0.0,0.0,0.0,1,3,0,0,8,Matches
651,Eric Dier,eng ENG,"MF,DF",Tottenham,eng Premier League,24,1994,16.7,923,1093,84.4,15766,4675,412,462,89.2,416,470,88.5,70,114,61.4,0,1.0,0.9,-1.0,8,76,14,1,95,Matches
652,Tim Dierßen,de GER,MF,Hannover 96,de Bundesliga,22,1996,0.2,3,3,100.0,21,1,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
653,Lucas Digne,fr FRA,DF,Everton,eng Premier League,25,1993,32.9,1478,2119,69.7,23389,10150,793,934,84.9,501,716,70.0,125,301,41.5,4,7.1,5.3,-3.1,71,99,52,34,167,Matches
654,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,25,1993,22.5,705,987,71.4,11854,5412,334,390,85.6,312,423,73.8,47,102,46.1,0,1.0,1.1,-1.0,15,57,18,9,98,Matches
655,Javairô Dilrosun,nl NED,"FW,MF",Hertha BSC,de Bundesliga,20,1998,10.0,177,248,71.4,2482,781,105,121,86.8,50,74,67.6,9,25,36.0,3,1.9,1.5,+1.1,12,10,10,2,22,Matches
656,Federico Dimarco,it ITA,"DF,MF",Parma,it Serie A,20,1997,9.9,322,447,72.0,5602,2152,165,185,89.2,120,155,77.4,31,76,40.8,0,1.1,0.6,-1.1,9,28,11,2,38,Matches
657,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,24,1993,21.0,417,645,64.7,13527,10691,54,55,98.2,178,184,96.7,185,401,46.1,0,0.0,0.0,0.0,0,5,1,0,0,Matches
658,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,27,1991,14.9,464,600,77.3,7444,2001,241,279,86.4,159,200,79.5,42,72,58.3,3,2.2,1.6,+0.8,27,64,20,1,93,Matches
659,Ismaël Diomandé,ci CIV,"MF,DF",Caen,fr Ligue 1,25,1992,14.4,491,597,82.2,9615,2875,196,219,89.5,189,214,88.3,88,133,66.2,1,0.3,0.3,+0.7,4,46,2,1,50,Matches
660,Federico Dionisi,it ITA,"FW,MF",Frosinone,it Serie A,31,1987,2.3,40,62,64.5,596,194,23,31,74.2,14,20,70.0,2,3,66.7,0,0.7,0.5,-0.7,6,4,4,2,9,Matches
661,Lois Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,25,1992,17.7,195,318,61.3,2625,488,112,158,70.9,64,96,66.7,5,18,27.8,1,1.8,1.5,-0.8,19,7,5,3,18,Matches
662,Issa Diop,fr FRA,DF,West Ham,eng Premier League,21,1997,33.0,979,1141,85.8,17816,6311,393,447,87.9,478,526,90.9,93,131,71.0,0,0.2,0.1,-0.2,4,25,0,0,73,Matches
663,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,32,1986,26.1,829,1146,72.3,15640,4202,318,414,76.8,411,521,78.9,89,157,56.7,1,0.7,1.0,+0.3,10,127,12,2,157,Matches
664,Sofiane Diop,fr FRA,"MF,FW",Monaco,fr Ligue 1,18,2000,8.2,161,239,67.4,2336,570,96,113,85.0,40,63,63.5,13,27,48.1,0,1.0,0.2,-1.0,8,15,3,0,18,Matches
665,Assane Dioussé,sn SEN,MF,Chievo,it Serie A,20,1997,9.9,397,495,80.2,7117,2165,175,194,90.2,164,198,82.8,42,72,58.3,0,0.2,0.2,-0.2,5,38,5,2,45,Matches
666,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,20,1997,2.4,120,142,84.5,2126,597,50,56,89.3,56,66,84.8,11,14,78.6,0,0.6,0.2,-0.6,2,12,1,0,15,Matches
667,Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,20,1998,1.8,52,69,75.4,878,388,25,32,78.1,23,28,82.1,3,7,42.9,0,0.1,0.0,-0.1,1,0,0,0,2,Matches
668,Djené,tg TOG,DF,Getafe,es La Liga,26,1991,33.1,705,991,71.1,15319,6000,193,257,75.1,385,475,81.1,119,222,53.6,0,0.2,0.4,-0.2,5,62,8,2,81,Matches
669,Koffi Djidji,ci CIV,DF,Torino,it Serie A,25,1992,15.4,493,600,82.2,9157,3179,194,214,90.7,232,261,88.9,58,103,56.3,0,0.0,0.1,0.0,0,28,2,0,44,Matches
670,Koffi Djidji,ci CIV,DF,Nantes,fr Ligue 1,25,1992,1.0,45,54,83.3,1029,352,11,11,100.0,24,28,85.7,10,14,71.4,0,0.0,0.0,0.0,0,5,0,0,5,Matches
671,Alexander Djiku,gh GHA,DF,Caen,fr Ligue 1,23,1994,30.6,1175,1418,82.9,24773,9459,351,411,85.4,625,702,89.0,190,277,68.6,0,0.3,0.3,-0.3,3,51,5,0,68,Matches
672,Papy Djilobodji,sn SEN,DF,Guingamp,fr Ligue 1,29,1988,1.9,59,88,67.0,1531,610,12,16,75.0,32,39,82.1,15,32,46.9,0,0.1,0.0,-0.1,1,12,1,0,10,Matches
673,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,25,1993,20.1,946,1046,90.4,18660,5669,298,324,92.0,513,538,95.4,113,148,76.4,2,2.0,0.7,0.0,6,20,3,1,37,Matches
674,Johan Djourou,ch SUI,DF,SPAL,it Serie A,31,1987,3.1,103,115,89.6,1845,593,45,49,91.8,42,47,89.4,13,14,92.9,0,0.0,0.0,0.0,0,1,0,0,1,Matches
675,Marko Dmitrović,rs SRB,GK,Eibar,es La Liga,26,1992,24.0,367,760,48.3,15988,14024,24,25,96.0,110,111,99.1,232,622,37.3,0,0.0,0.1,0.0,0,52,0,0,0,Matches
676,Matt Doherty,ie IRL,"DF,MF",Wolves,eng Premier League,26,1992,34.9,1324,1838,72.0,20796,8973,690,826,83.5,476,649,73.3,90,191,47.1,5,5.1,4.2,-0.1,37,85,30,8,129,Matches
677,Keagan Dolly,za RSA,FW,Montpellier,fr Ligue 1,25,1993,1.0,34,41,82.9,754,276,13,14,92.9,10,12,83.3,10,12,83.3,0,0.1,0.2,-0.1,1,6,2,0,7,Matches
678,Jaume Doménech,es ESP,GK,Valencia,es La Liga,27,1990,4.0,59,92,64.1,2118,1850,9,9,100.0,15,17,88.2,35,65,53.8,0,0.0,0.0,0.0,0,0,0,0,0,Matches
679,Giulio Donati,it ITA,DF,Mainz 05,de Bundesliga,28,1990,6.9,257,356,72.2,4640,2359,108,125,86.4,114,157,72.6,30,60,50.0,0,0.6,1.0,-0.6,7,28,10,6,32,Matches
680,Ji Dong-won,kr KOR,"MF,FW",Augsburg,de Bundesliga,27,1991,9.9,269,383,70.2,3780,961,154,192,80.2,77,114,67.5,16,33,48.5,1,1.0,1.0,0.0,10,21,6,3,42,Matches
681,Anastasios Donis,gr GRE,"FW,MF",Stuttgart,de Bundesliga,21,1996,10.7,139,195,71.3,1911,241,85,93,91.4,32,50,64.0,9,20,45.0,2,1.0,0.7,+1.0,7,3,5,2,8,Matches
682,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,19,1999,34.3,977,1173,83.3,25291,18286,167,168,99.4,524,534,98.1,281,466,60.3,0,0.0,0.0,0.0,2,3,0,0,0,Matches
683,Godfred Donsah,gh GHA,MF,Bologna,it Serie A,22,1996,1.7,49,58,84.5,751,226,22,26,84.6,22,24,91.7,2,4,50.0,0,0.0,0.1,0.0,1,11,0,0,10,Matches
684,Riccardo Doratiotto,it ITA,FW,Cagliari,it Serie A,19,1999,0.9,6,10,60.0,80,28,5,6,83.3,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
685,Mathieu Dossevi,tg TOG,"FW,MF",Toulouse,fr Ligue 1,30,1988,27.4,606,926,65.4,9229,2671,353,440,80.2,162,256,63.3,60,144,41.7,2,4.9,5.8,-2.9,60,37,25,18,53,Matches
686,Abdoulaye Doucouré,ml MLI,MF,Watford,eng Premier League,25,1993,34.0,1622,1963,82.6,24439,6590,860,990,86.9,568,647,87.8,109,160,68.1,6,4.7,2.7,+1.3,38,135,33,2,202,Matches
687,Cheick Doukouré,ci CIV,MF,Levante,es La Liga,25,1992,3.5,81,110,73.6,1332,390,39,56,69.6,31,38,81.6,7,10,70.0,0,0.0,0.1,0.0,0,11,1,0,14,Matches
688,Moussa Doumbia,ml MLI,"FW,MF",Reims,fr Ligue 1,23,1994,17.8,496,649,76.4,7596,1556,281,323,87.0,152,197,77.2,39,70,55.7,1,2.0,1.6,-1.0,20,33,23,7,73,Matches
689,Seydou Doumbia,ci CIV,FW,Girona,es La Liga,30,1987,6.0,50,71,70.4,577,124,25,35,71.4,13,17,76.5,2,2,100.0,0,0.0,0.1,0.0,0,3,2,0,5,Matches
690,Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,21,1996,6.7,305,353,86.4,4327,1445,198,214,92.5,84,98,85.7,16,29,55.2,0,0.0,0.1,0.0,1,12,0,0,26,Matches
691,Aleksandar Dragović,at AUT,DF,Leverkusen,de Bundesliga,27,1991,14.8,979,1093,89.6,20632,7234,295,319,92.5,497,534,93.1,174,212,82.1,0,0.1,0.3,-0.1,3,60,2,0,70,Matches
692,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,20,1997,2.5,71,106,67.0,2204,1498,7,7,100.0,37,37,100.0,27,61,44.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
693,Bartłomiej Drągowski,pl POL,GK,Empoli,it Serie A,20,1997,14.0,327,487,67.1,9443,6709,35,35,100.0,173,177,97.7,117,271,43.2,0,0.0,0.0,0.0,0,3,0,0,0,Matches
694,Julian Draxler,de GER,"MF,FW",Paris S-G,fr Ligue 1,24,1993,22.7,1402,1592,88.1,20420,4785,759,819,92.7,465,504,92.3,80,116,69.0,7,5.0,5.0,+2.0,41,123,42,1,193,Matches
695,Luke Dreher,eng ENG,FW,Crystal Palace,eng Premier League,19,1998,0.0,3,3,100.0,27,0,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
696,Josip Drmić,ch SUI,FW,Gladbach,de Bundesliga,25,1992,2.5,56,63,88.9,777,139,30,32,93.8,17,19,89.5,3,5,60.0,0,0.0,0.2,0.0,1,1,3,2,1,Matches
697,Jaroslav Drobný,cz CZE,GK,Düsseldorf,de Bundesliga,38,1979,2.0,28,37,75.7,973,852,3,3,100.0,7,7,100.0,18,27,66.7,0,0.0,0.0,0.0,0,1,0,0,0,Matches
698,Óscar Duarte,cr CRC,"DF,MF",Espanyol,es La Liga,29,1989,7.3,290,334,86.8,6120,2184,80,88,90.9,164,180,91.1,40,58,69.0,0,0.1,0.2,-0.1,2,13,3,0,16,Matches
699,Rubén Duarte,es ESP,DF,Alavés,es La Liga,22,1995,30.8,814,1230,66.2,14285,6793,411,481,85.4,300,445,67.4,93,256,36.3,0,1.7,1.7,-1.7,25,89,22,15,105,Matches
