,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assits,xAG,xA,A-xAG,Key_Passes,Passes_1/3,Passes_Penalty_Area,Crosses_Penalty_Area,Progressive_Passes,Matches
123,Harry Arter,ie IRL,MF,Cardiff City,eng Premier League,28,1989,22.2,539,680,79.3,8935,2551,275,319,86.2,196,241,81.3,49,80,61.3,1,0.5,1.2,+0.5,10,59,21,6,73,Matches
124,Kwadwo Asamoah,gh GHA,DF,Inter,it Serie A,29,1988,29.7,1927,2217,86.9,30664,8604,1083,1146,94.5,623,741,84.1,169,232,72.8,1,1.8,2.7,-0.8,32,171,40,13,189,Matches
125,Takuma Asano,jp JPN,"MF,FW",Hannover 96,de Bundesliga,23,1994,7.8,110,162,67.9,1446,333,65,82,79.3,28,40,70.0,6,11,54.5,0,0.4,0.4,-0.4,2,9,7,0,14,Matches
126,Santiago Ascacíbar,ar ARG,MF,Stuttgart,de Bundesliga,21,1997,27.0,888,1111,79.9,14739,3759,420,502,83.7,369,427,86.4,69,107,64.5,0,0.5,1.5,-0.5,13,75,11,1,100,Matches
127,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,29,1989,32.0,544,826,65.9,19230,14913,41,41,100.0,230,236,97.5,272,541,50.3,0,0.0,0.0,0.0,0,17,0,0,1,Matches
128,Marco Asensio,es ESP,FW,Real Madrid,es La Liga,22,1996,19.8,839,1024,81.9,12382,2878,513,566,90.6,249,306,81.4,52,81,64.2,4,5.0,5.1,-1.0,30,49,45,15,95,Matches
129,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,30,1987,25.0,731,919,79.5,11112,2271,393,462,85.1,217,263,82.5,67,84,79.8,6,6.7,3.9,-0.7,57,46,27,2,89,Matches
130,Simon Asta,de GER,DF,Augsburg,de Bundesliga,17,2001,1.0,21,37,56.8,305,144,14,17,82.4,7,14,50.0,0,3,0.0,0,0.0,0.2,0.0,0,1,1,1,2,Matches
131,Youcef Atal,dz ALG,"DF,FW",Nice,fr Ligue 1,22,1996,25.1,1024,1261,81.2,14856,4125,598,671,89.1,355,434,81.8,45,91,49.5,0,2.6,3.5,-2.6,23,58,22,8,86,Matches
132,Christian Atsu,gh GHA,MF,Newcastle Utd,eng Premier League,26,1992,16.6,328,435,75.4,4232,941,180,199,90.5,76,121,62.8,21,35,60.0,0,1.6,0.9,-1.6,18,17,16,7,31,Matches
133,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,29,1989,30.3,524,744,70.4,5972,1550,353,430,82.1,94,153,61.4,13,27,48.1,5,4.2,3.5,+0.8,33,30,33,4,70,Matches
134,Emil Audero,it ITA,GK,Sampdoria,it Serie A,21,1997,36.0,868,1161,74.8,21390,14960,207,208,99.5,437,443,98.6,220,500,44.0,0,0.1,0.0,-0.1,2,1,0,0,0,Matches
135,Jean-Kévin Augustin,fr FRA,FW,RB Leipzig,de Bundesliga,21,1997,5.1,69,88,78.4,822,122,37,45,82.2,18,22,81.8,2,2,100.0,0,0.8,0.6,-0.8,8,3,2,1,3,Matches
136,Ludwig Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,24,1994,33.6,1546,1972,78.4,24560,9517,839,933,89.9,562,698,80.5,110,238,46.2,4,2.2,3.5,+1.8,26,108,44,20,154,Matches
137,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,25,1992,6.3,253,348,72.7,3681,1497,132,153,86.3,89,128,69.5,11,24,45.8,2,1.0,0.9,+1.0,6,14,9,6,26,Matches
138,Charlie Austin,eng ENG,FW,Southampton,eng Premier League,29,1989,10.9,116,200,58.0,1627,145,71,110,64.5,34,54,63.0,6,17,35.3,2,0.9,0.3,+1.1,9,4,2,0,5,Matches
139,Ezequiel Ávila,ar ARG,"FW,MF",Huesca,es La Liga,24,1994,22.2,296,583,50.8,5882,2026,140,226,61.9,88,173,50.9,56,115,48.7,2,3.6,2.1,-1.6,22,48,17,3,78,Matches
140,Jordan Ayew,gh GHA,FW,Crystal Palace,eng Premier League,26,1991,13.1,207,283,73.1,2618,485,133,156,85.3,46,65,70.8,7,15,46.7,2,1.2,0.5,+0.8,16,11,5,0,19,Matches
141,Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,23,1994,27.2,1265,1440,87.8,26586,8739,421,451,93.3,605,654,92.5,222,304,73.0,1,0.4,1.3,+0.6,6,78,7,1,96,Matches
142,Floyd Ayité,tg TOG,"FW,MF",Fulham,eng Premier League,29,1988,5.3,156,200,78.0,2301,669,96,109,88.1,46,62,74.2,10,15,66.7,0,0.5,0.4,-0.5,9,14,6,1,23,Matches
143,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,28,1989,37.8,2494,2950,84.5,34344,11515,1557,1687,92.3,761,904,84.2,87,153,56.9,5,2.4,3.1,+2.6,25,156,46,18,160,Matches
144,Abdoulaye Ba,sn SEN,DF,Rayo Vallecano,es La Liga,27,1991,23.4,867,1054,82.3,17985,6935,267,285,93.7,447,498,89.8,143,245,58.4,0,0.1,0.1,-0.1,2,24,1,0,44,Matches
145,Florian Baak,de GER,MF,Hertha BSC,de Bundesliga,19,1999,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
146,Ludovic Baal,gf GUF,DF,Rennes,fr Ligue 1,32,1986,1.4,69,90,76.7,1028,554,43,46,93.5,21,30,70.0,5,12,41.7,0,0.0,0.0,0.0,0,6,0,0,5,Matches
147,Khouma Babacar,sn SEN,FW,Sassuolo,it Serie A,25,1993,16.5,249,306,81.4,3298,396,158,182,86.8,62,72,86.1,12,14,85.7,2,0.9,0.5,+1.1,11,6,12,1,24,Matches
148,Ryan Babel,nl NED,"FW,MF",Fulham,eng Premier League,31,1986,13.9,403,513,78.6,5974,1541,223,253,88.1,133,156,85.3,25,49,51.0,3,2.2,1.6,+0.8,23,29,10,3,40,Matches
149,Carlos Bacca,co COL,FW,Villarreal,es La Liga,31,1986,14.1,185,277,66.8,2610,623,117,164,71.3,43,66,65.2,13,20,65.0,1,1.6,1.1,-0.6,23,12,11,0,24,Matches
150,Juninho Bacuna,cw CUW,"MF,DF",Huddersfield,eng Premier League,20,1997,15.7,565,770,73.4,10416,3609,267,314,85.0,192,242,79.3,91,167,54.5,0,1.4,1.3,-1.4,18,92,13,1,95,Matches
151,Leandro Bacuna,cw CUW,MF,Cardiff City,eng Premier League,26,1991,6.2,105,163,64.4,1847,753,57,71,80.3,33,52,63.5,12,27,44.4,0,0.1,0.1,-0.1,1,14,2,1,16,Matches
152,Milan Badelj,hr CRO,MF,Lazio,it Serie A,29,1989,12.7,743,879,84.5,12498,4299,353,401,88.0,284,316,89.9,76,106,71.7,0,0.5,0.7,-0.5,10,75,12,4,101,Matches
153,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,17,2001,19.6,977,1091,89.6,19277,6748,303,327,92.7,544,573,94.9,113,161,70.2,0,0.1,0.2,-0.1,2,61,2,0,93,Matches
154,Holger Badstuber,de GER,DF,Stuttgart,de Bundesliga,29,1989,5.8,243,266,91.4,4859,1630,92,97,94.8,115,123,93.5,35,43,81.4,0,0.0,0.0,0.0,0,5,0,0,13,Matches
155,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,26,1992,27.4,336,480,70.0,4329,692,175,233,75.1,97,128,75.8,15,24,62.5,1,2.7,2.8,-1.7,22,17,11,3,32,Matches
156,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,34,1984,31.3,1229,1626,75.6,22363,7481,510,610,83.6,515,634,81.2,159,275,57.8,1,1.2,1.2,-0.2,22,131,12,1,187,Matches
157,Leon Bailey,jm JAM,FW,Leverkusen,de Bundesliga,20,1997,21.3,623,950,65.6,9939,2836,327,403,81.1,194,277,70.0,63,170,37.1,1,4.4,4.7,-3.4,47,37,33,15,72,Matches
158,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,24,1994,7.1,264,305,86.6,5067,1597,82,88,93.2,150,164,91.5,27,43,62.8,0,0.0,0.0,0.0,0,6,0,0,13,Matches
159,Leighton Baines,eng ENG,DF,Everton,eng Premier League,33,1984,4.2,208,262,79.4,3030,1222,124,139,89.2,64,85,75.3,13,24,54.2,0,0.2,0.3,-0.2,4,14,2,1,17,Matches
160,Marvin Bakalorz,de GER,MF,Hannover 96,de Bundesliga,28,1989,16.3,301,405,74.3,4514,1042,167,195,85.6,108,130,83.1,15,41,36.6,0,0.6,0.6,-0.6,8,16,5,1,29,Matches
161,Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,23,1994,25.6,1151,1335,86.2,18367,5725,584,655,89.2,461,514,89.7,73,97,75.3,1,1.6,1.6,-0.6,25,115,14,1,156,Matches
162,Ridle Baku,de GER,MF,Mainz 05,de Bundesliga,20,1998,10.4,367,451,81.4,6827,1518,147,182,80.8,172,201,85.6,45,51,88.2,0,0.4,0.7,-0.4,6,32,3,0,45,Matches
163,Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,26,1991,22.4,662,836,79.2,12742,5652,235,262,89.7,342,402,85.1,70,137,51.1,0,0.2,0.3,-0.2,3,31,0,0,49,Matches
164,Keita Baldé,sn SEN,FW,Inter,it Serie A,23,1995,9.9,256,340,75.3,3416,578,164,182,90.1,62,82,75.6,13,29,44.8,2,2.2,2.3,-0.2,22,11,17,10,27,Matches
165,Gareth Bale,wls WAL,FW,Real Madrid,es La Liga,29,1989,19.8,567,791,71.7,9102,1919,339,393,86.3,154,237,65.0,57,97,58.8,3,2.9,2.9,+0.1,18,48,22,9,62,Matches
166,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,30,1988,5.8,169,227,74.4,2440,913,97,111,87.4,59,81,72.8,5,20,25.0,0,0.7,0.6,-0.7,3,7,3,1,11,Matches
167,Andrija Balić,hr CRO,"FW,MF",Udinese,it Serie A,20,1997,0.3,25,26,96.2,389,87,15,15,100.0,3,3,100.0,4,5,80.0,0,0.1,0.0,-0.1,1,0,1,0,3,Matches
168,Fodé Ballo-Touré,sn SEN,DF,Lille,fr Ligue 1,21,1997,17.7,572,771,74.2,7986,3338,343,394,87.1,179,261,68.6,26,56,46.4,1,1.0,1.0,0.0,7,56,7,3,65,Matches
169,Fodé Ballo-Touré,sn SEN,DF,Monaco,fr Ligue 1,21,1997,17.7,645,858,75.2,10067,3832,346,394,87.8,243,315,77.1,41,94,43.6,3,2.4,1.5,+0.6,18,46,18,12,72,Matches
170,Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,38,1980,12.0,574,708,81.1,9649,3443,274,293,93.5,225,251,89.6,51,114,44.7,1,1.2,1.1,-0.2,18,63,12,5,75,Matches
171,Leon Balogun,ng NGA,DF,Brighton,eng Premier League,30,1988,6.6,168,222,75.7,3430,835,38,50,76.0,99,112,88.4,24,44,54.5,0,0.0,0.1,0.0,0,1,0,0,6,Matches
172,Mario Balotelli,it ITA,FW,Nice,fr Ligue 1,27,1990,8.4,160,231,69.3,2831,410,87,111,78.4,43,63,68.3,26,44,59.1,1,1.5,0.6,-0.5,8,11,2,0,25,Matches
173,Mario Balotelli,it ITA,FW,Marseille,fr Ligue 1,27,1990,10.4,157,231,68.0,2439,443,82,109,75.2,36,54,66.7,21,35,60.0,0,0.7,0.2,-0.7,9,12,2,0,18,Matches
174,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,28,1990,28.6,968,1281,75.6,14158,6172,567,625,90.7,331,459,72.1,38,119,31.9,4,1.9,1.3,+2.1,16,66,17,11,90,Matches
175,Jonathan Bamba,ci CIV,"FW,MF",Lille,fr Ligue 1,22,1996,33.4,949,1233,77.0,13352,3664,525,614,85.5,276,343,80.5,56,106,52.8,3,5.3,3.8,-2.3,42,82,34,8,125,Matches
176,Sol Bamba,ci CIV,DF,Cardiff City,eng Premier League,33,1985,27.5,385,559,68.9,7809,3222,120,160,75.0,193,244,79.1,64,115,55.7,1,0.2,0.2,+0.8,4,44,2,0,48,Matches
177,Yacine Bammou,ma MAR,"FW,MF",Caen,fr Ligue 1,26,1991,10.3,235,331,71.0,3031,643,162,184,88.0,52,76,68.4,9,30,30.0,0,0.4,0.8,-0.4,6,1,5,3,17,Matches
178,Éver Banega,ar ARG,MF,Sevilla,es La Liga,30,1988,29.6,1823,2241,81.3,37173,13708,689,764,90.2,781,903,86.5,321,486,66.0,5,4.0,3.6,+1.0,53,253,32,6,318,Matches
179,Mattia Bani,it ITA,DF,Chievo,it Serie A,24,1993,29.0,1026,1278,80.3,20395,8223,346,394,87.8,514,583,88.2,145,252,57.5,0,0.8,0.3,-0.8,4,53,3,1,63,Matches
180,Léo Baptistão,br BRA,"FW,MF",Espanyol,es La Liga,25,1992,13.7,278,388,71.6,4103,953,156,191,81.7,101,126,80.2,13,24,54.2,2,1.4,1.4,+0.6,18,18,13,0,30,Matches
181,Antonín Barák,cz CZE,"MF,FW",Udinese,it Serie A,23,1994,3.7,148,181,81.8,1969,421,84,99,84.8,47,52,90.4,2,10,20.0,0,0.2,0.1,-0.2,2,12,1,0,11,Matches
182,Federico Barba,it ITA,DF,Chievo,it Serie A,24,1993,27.6,1007,1280,78.7,18800,7708,400,451,88.7,467,555,84.1,119,229,52.0,0,1.6,1.2,-1.6,11,80,18,4,106,Matches
183,Danilo Barbosa,br BRA,MF,Nice,fr Ligue 1,22,1996,17.2,560,656,85.4,8040,2021,329,368,89.4,186,202,92.1,25,42,59.5,0,0.9,0.7,-0.9,12,43,5,0,62,Matches
184,Enis Bardhi,mk MKD,MF,Levante,es La Liga,23,1995,31.5,864,1188,72.7,13783,4114,432,528,81.8,291,364,79.9,83,171,48.5,4,3.8,2.7,+0.2,29,94,26,6,150,Matches
185,Francesco Bardi,it ITA,GK,Frosinone,it Serie A,26,1992,3.0,45,74,60.8,1293,1067,7,7,100.0,21,21,100.0,16,45,35.6,0,0.0,0.0,0.0,0,1,0,0,0,Matches
186,Phil Bardsley,sct SCO,DF,Burnley,eng Premier League,33,1985,18.6,526,783,67.2,9000,4162,257,297,86.5,217,303,71.6,44,148,29.7,0,1.1,1.5,-1.1,7,62,18,9,68,Matches
187,Nicolò Barella,it ITA,MF,Cagliari,it Serie A,21,1997,34.5,1518,1923,78.9,24926,6737,788,893,88.2,498,604,82.5,160,270,59.3,3,3.1,4.0,-0.1,43,154,44,13,206,Matches
188,Philipp Bargfrede,de GER,"MF,DF",Werder Bremen,de Bundesliga,29,1989,12.0,453,555,81.6,8653,3165,165,198,83.3,236,271,87.1,44,64,68.8,0,0.1,0.4,-0.1,4,58,4,0,57,Matches
189,Antonino Barillà,it ITA,MF,Parma,it Serie A,30,1988,29.1,569,821,69.3,8704,3192,324,390,83.1,165,234,70.5,51,117,43.6,2,1.9,1.1,+0.1,20,89,12,2,93,Matches
190,Ross Barkley,eng ENG,MF,Chelsea,eng Premier League,24,1993,13.8,877,971,90.3,13357,2609,496,529,93.8,275,301,91.4,64,72,88.9,5,2.1,1.8,+2.9,22,66,18,1,90,Matches
191,Aymen Barkok,ma MAR,MF,Düsseldorf,de Bundesliga,20,1998,5.7,169,228,74.1,2891,805,77,98,78.6,56,67,83.6,22,35,62.9,0,0.2,0.5,-0.2,3,14,6,2,25,Matches
192,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,28,1989,26.5,308,534,57.7,3993,942,197,284,69.4,73,135,54.1,17,43,39.5,2,3.3,2.5,-1.3,22,23,12,1,41,Matches
193,Harvey Barnes,eng ENG,"MF,FW",Leicester City,eng Premier League,20,1997,11.2,244,336,72.6,2931,660,164,191,85.9,54,79,68.4,5,13,38.5,2,1.7,1.0,+0.3,17,16,8,2,27,Matches
194,Antonio Barragán,es ESP,"DF,FW",Betis,es La Liga,31,1987,10.4,527,637,82.7,7971,2800,310,343,90.4,157,190,82.6,37,62,59.7,0,0.5,0.8,-0.5,9,21,17,5,44,Matches
195,Antonio Barreca,it ITA,DF,Newcastle Utd,eng Premier League,23,1995,0.1,1,3,33.3,18,16,0,0,,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
196,Antonio Barreca,it ITA,DF,Monaco,fr Ligue 1,23,1995,6.6,205,277,74.0,3376,1623,93,103,90.3,94,113,83.2,11,32,34.4,1,0.3,0.4,+0.7,5,8,6,4,18,Matches
197,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,18,2000,1.0,14,26,53.8,284,83,5,8,62.5,7,13,53.8,2,2,100.0,0,0.1,0.0,-0.1,1,2,0,0,3,Matches
198,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,16,2001,4.4,82,111,73.9,1071,226,55,66,83.3,22,31,71.0,2,5,40.0,0,0.3,0.2,-0.3,7,4,3,0,9,Matches
199,Édgar Barreto,py PAR,MF,Sampdoria,it Serie A,34,1984,8.7,391,500,78.2,5591,1945,236,270,87.4,109,136,80.1,22,47,46.8,2,1.6,1.7,+0.4,10,38,13,1,55,Matches
200,Musa Barrow,gm GAM,FW,Atalanta,it Serie A,19,1998,6.7,183,238,76.9,2566,423,113,131,86.3,54,71,76.1,9,16,56.3,2,1.4,0.7,+0.6,16,9,9,1,25,Matches
201,Fin Bartels,de GER,"MF,FW",Werder Bremen,de Bundesliga,31,1987,0.3,3,6,50.0,125,58,0,1,0.0,1,2,50.0,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
202,Marc Bartra,es ESP,DF,Betis,es La Liga,27,1991,32.5,1991,2278,87.4,37979,13815,707,752,94.0,1059,1131,93.6,203,345,58.8,0,0.1,0.6,-0.1,4,125,5,0,109,Matches
203,Andrea Barzagli,it ITA,DF,Juventus,it Serie A,37,1981,2.9,179,198,90.4,3370,1229,72,79,91.1,86,90,95.6,21,22,95.5,0,0.0,0.0,0.0,0,14,1,0,18,Matches
204,Daniele Baselli,it ITA,MF,Torino,it Serie A,26,1992,26.4,954,1246,76.6,15910,4896,457,541,84.5,346,428,80.8,101,162,62.3,1,4.2,3.5,-3.2,44,104,24,7,143,Matches
205,Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,21,1996,14.8,481,620,77.6,8588,2496,230,257,89.5,165,199,82.9,67,121,55.4,0,1.7,1.6,-1.7,20,52,5,1,64,Matches
206,Thomas Basila,fr FRA,DF,Nantes,fr Ligue 1,19,1999,1.0,23,27,85.2,396,162,12,13,92.3,9,11,81.8,2,3,66.7,0,0.0,0.0,0.0,0,1,0,0,2,Matches
207,Borja Bastón,es ESP,FW,Alavés,es La Liga,25,1992,16.0,197,320,61.6,2358,429,136,189,72.0,42,74,56.8,5,9,55.6,1,1.3,0.6,-0.3,8,11,4,2,16,Matches
208,Alessandro Bastoni,it ITA,DF,Parma,it Serie A,19,1999,18.8,514,638,80.6,10544,3520,168,187,89.8,258,298,86.6,83,134,61.9,0,0.4,0.5,-0.4,1,36,3,0,32,Matches
209,Bastos,ao ANG,DF,Lazio,it Serie A,27,1991,12.7,480,564,85.1,8417,2621,221,236,93.6,195,214,91.1,49,89,55.1,0,0.0,0.1,0.0,2,43,0,0,38,Matches
210,Michy Batshuayi,be BEL,FW,Crystal Palace,eng Premier League,24,1993,8.3,106,165,64.2,1428,285,63,82,76.8,24,40,60.0,8,14,57.1,0,0.1,0.3,-0.1,2,4,3,0,9,Matches
211,Michy Batshuayi,be BEL,FW,Valencia,es La Liga,24,1993,5.9,101,135,74.8,1583,255,60,72,83.3,24,35,68.6,13,13,100.0,0,0.8,0.4,-0.8,10,4,4,0,8,Matches
212,Robert Bauer,de GER,DF,Nürnberg,de Bundesliga,23,1995,19.1,583,824,70.8,9851,4200,271,315,86.0,248,332,74.7,48,118,40.7,0,1.1,1.0,-1.1,12,54,10,4,72,Matches
213,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,28,1990,33.0,1023,1288,79.4,25971,18330,253,254,99.6,454,460,98.7,294,546,53.8,1,0.1,0.1,+0.9,2,17,2,0,0,Matches
214,Timo Baumgartl,de GER,DF,Stuttgart,de Bundesliga,22,1996,18.0,707,869,81.4,13616,5456,278,303,91.7,321,369,87.0,93,159,58.5,0,0.2,0.2,-0.2,5,38,3,2,43,Matches
215,Julian Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,30,1988,17.3,1234,1380,89.4,20263,4912,614,670,91.6,439,477,92.0,116,133,87.2,1,0.6,2.1,+0.4,10,97,13,0,111,Matches
216,Christoph Baumgartner,at AUT,MF,Hoffenheim,de Bundesliga,18,1999,0.9,22,36,61.1,324,83,16,21,76.2,6,8,75.0,0,3,0.0,0,0.0,0.0,0.0,0,4,0,0,5,Matches
217,Jon Bautista,es ESP,FW,Real Sociedad,es La Liga,23,1995,6.6,84,137,61.3,1059,173,55,84,65.5,20,32,62.5,2,4,50.0,0,0.9,0.6,-0.9,4,7,0,0,6,Matches
218,Paul Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,30,1988,0.8,24,33,72.7,465,153,11,12,91.7,11,13,84.6,2,6,33.3,0,0.0,0.0,0.0,0,0,0,0,2,Matches
219,Paul Baysse,fr FRA,DF,Caen,fr Ligue 1,30,1988,19.9,662,830,79.8,14909,5107,176,207,85.0,328,378,86.8,151,230,65.7,0,0.5,0.5,-0.5,5,28,2,0,34,Matches
220,Noah Joel Sarenren Bazee,ng NGA,"FW,MF",Hannover 96,de Bundesliga,21,1996,1.7,7,20,35.0,96,31,4,6,66.7,3,6,50.0,0,3,0.0,0,0.0,0.0,0.0,0,0,0,0,2,Matches
221,Claudio Beauvue,gp GLP,"FW,MF",Caen,fr Ligue 1,30,1988,16.7,239,381,62.7,3569,785,153,203,75.4,60,104,57.7,18,38,47.4,0,1.3,1.1,-1.3,14,15,9,4,24,Matches
222,Bebé,cv CPV,"FW,MF",Rayo Vallecano,es La Liga,28,1990,14.5,304,515,59.0,5175,1195,161,206,78.2,88,148,59.5,39,99,39.4,1,3.4,2.1,-2.4,22,21,16,16,34,Matches
223,Bebé,cv CPV,MF,Eibar,es La Liga,28,1990,0.7,22,34,64.7,347,63,13,13,100.0,7,15,46.7,1,4,25.0,0,0.1,0.1,-0.1,1,0,1,1,1,Matches
224,Ihlas Bebou,tg TOG,"MF,FW",Hannover 96,de Bundesliga,24,1994,11.8,293,443,66.1,4523,1581,160,208,76.9,85,123,69.1,29,53,54.7,3,1.9,2.3,+1.1,16,18,17,5,48,Matches
225,Uffe Bech,dk DEN,FW,Hannover 96,de Bundesliga,25,1993,0.2,9,14,64.3,112,23,6,8,75.0,2,3,66.7,0,0,,0,0.7,0.5,-0.7,2,0,0,0,1,Matches
226,Andreas Beck,de GER,DF,Stuttgart,de Bundesliga,31,1987,19.7,602,856,70.3,10873,4433,252,296,85.1,273,355,76.9,62,140,44.3,2,1.4,1.3,+0.6,16,46,13,8,63,Matches
227,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,22,1996,23.9,607,888,68.4,10728,5283,269,319,84.3,285,409,69.7,43,133,32.3,1,0.7,0.5,+0.3,9,43,1,0,68,Matches
228,Andrea Beghetto,it ITA,DF,Frosinone,it Serie A,23,1994,24.7,705,1138,62.0,13091,5641,313,371,84.4,281,440,63.9,100,244,41.0,3,4.0,3.2,-1.0,55,45,49,44,57,Matches
229,Asmir Begović,ba BIH,GK,Bournemouth,eng Premier League,31,1987,24.0,450,659,68.3,14087,10902,59,59,100.0,227,229,99.1,164,370,44.3,0,0.0,0.0,0.0,0,4,0,0,0,Matches
230,Valon Behrami,ch SUI,MF,Udinese,it Serie A,33,1985,15.1,386,474,81.4,5449,1427,222,250,88.8,124,151,82.1,15,32,46.9,0,0.2,0.1,-0.2,6,19,0,0,19,Matches
231,Hanno Behrens,de GER,MF,Nürnberg,de Bundesliga,28,1990,29.3,617,920,67.1,9110,2953,332,436,76.1,211,300,70.3,37,92,40.2,1,1.5,2.2,-0.5,21,45,13,0,78,Matches
232,Ishak Belfodil,dz ALG,"FW,MF",Hoffenheim,de Bundesliga,26,1992,20.7,323,463,69.8,3979,781,206,263,78.3,73,120,60.8,10,15,66.7,3,5.1,3.1,-2.1,30,20,10,2,30,Matches
233,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,26,1991,25.0,960,1218,78.8,21086,8839,270,309,87.4,494,564,87.6,193,315,61.3,0,1.2,2.0,-1.2,21,103,15,2,129,Matches
234,Karim Bellarabi,de GER,FW,Leverkusen,de Bundesliga,28,1990,11.7,332,495,67.1,4760,1448,186,224,83.0,107,159,67.3,21,49,42.9,4,5.1,5.0,-1.1,26,15,29,9,46,Matches
235,Héctor Bellerín,es ESP,DF,Arsenal,eng Premier League,23,1995,17.0,794,958,82.9,11966,3670,425,474,89.7,299,357,83.8,43,62,69.4,5,2.2,2.5,+2.8,8,38,25,7,88,Matches
236,Andrea Belotti,it ITA,FW,Torino,it Serie A,24,1993,36.7,482,766,62.9,6531,1569,295,418,70.6,122,190,64.2,28,45,62.2,3,4.3,2.3,-1.3,35,43,24,2,68,Matches
237,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,19,1999,16.9,783,865,90.5,13504,2928,346,371,93.3,335,364,92.0,78,86,90.7,0,0.8,0.8,-0.8,10,55,6,0,67,Matches
238,Hatem Ben Arfa,fr FRA,"FW,MF",Rennes,fr Ligue 1,31,1987,22.6,749,930,80.5,12137,3158,395,447,88.4,249,286,87.1,74,132,56.1,2,4.7,3.2,-2.7,36,73,27,1,112,Matches
239,Wissam Ben Yedder,fr FRA,FW,Sevilla,es La Liga,27,1990,31.2,570,795,71.7,7544,1660,372,466,79.8,134,185,72.4,26,56,46.4,9,7.4,5.5,+1.6,44,48,31,3,100,Matches
240,Diego Benaglio,ch SUI,GK,Monaco,fr Ligue 1,34,1983,22.9,490,649,75.5,13336,9804,66,66,100.0,287,292,98.3,136,289,47.1,0,0.0,0.0,0.0,0,3,0,0,0,Matches
241,Marco Benassi,it ITA,MF,Fiorentina,it Serie A,23,1994,25.4,637,848,75.1,9837,3263,322,377,85.4,249,315,79.0,33,64,51.6,1,2.0,2.7,-1.0,31,85,21,9,112,Matches
242,Medhi Benatia,ma MAR,DF,Juventus,it Serie A,31,1987,5.0,288,318,90.6,5603,2001,96,103,93.2,153,160,95.6,33,45,73.3,0,0.0,0.0,0.0,0,10,0,0,13,Matches
243,Lars Bender,de GER,"MF,DF",Leverkusen,de Bundesliga,29,1989,15.1,773,938,82.4,11424,4376,420,481,87.3,270,307,87.9,34,64,53.1,4,1.3,2.1,+2.7,14,65,8,1,95,Matches
244,Sven Bender,de GER,DF,Leverkusen,de Bundesliga,29,1989,22.1,1515,1676,90.4,29326,9731,502,549,91.4,831,881,94.3,165,205,80.5,0,0.2,0.3,-0.2,3,53,4,0,94,Matches
245,László Bénes,sk SVK,"MF,FW",Gladbach,de Bundesliga,20,1997,0.3,8,14,57.1,166,50,2,4,50.0,5,5,100.0,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,1,Matches
246,Nicolas Benezet,fr FRA,"MF,FW",Guingamp,fr Ligue 1,27,1991,18.5,603,886,68.1,9260,2734,335,410,81.7,179,269,66.5,55,118,46.6,1,4.4,3.3,-3.4,43,51,22,5,91,Matches
247,Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,25,1993,35.0,910,1149,79.2,23833,17524,129,130,99.2,537,540,99.4,243,472,51.5,0,0.0,0.0,0.0,0,2,0,0,0,Matches
