,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKatt,Yellow,Red,xG,npxG,xAG,npxG+xAG,Prg_Carries,Prg_Passes,Prg_Passes_Received,Goals_per90,Assits_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Matches
762,Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,31,1987,13,12,966,10.7,1,0,1,1,0,0,2,0,1.5,1.5,1.0,2.5,12,113,31,0.09,0.00,0.09,0.09,0.09,0.14,0.09,0.23,0.14,0.23,Matches
763,Fabricio,es ESP,GK,Fulham,eng Premier League,30,1987,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
764,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,29,1988,17,16,"1,470",16.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
765,Romain Faivre,fr FRA,MF,Monaco,fr Ligue 1,20,1998,1,1,90,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,7,9,0.00,0.00,0.00,0.00,0.00,0.12,0.03,0.15,0.12,0.15,Matches
766,Fayçal Fajr,ma MAR,MF,Caen,fr Ligue 1,29,1988,36,36,"3,240",36.0,5,4,9,4,1,1,6,0,3.2,2.4,5.7,8.2,39,225,59,0.14,0.11,0.25,0.11,0.22,0.09,0.16,0.25,0.07,0.23,Matches
767,Radamel Falcao,co COL,FW,Monaco,fr Ligue 1,32,1986,33,29,"2,557",28.4,15,2,17,12,3,4,10,0,15.2,12.0,2.0,14.0,22,47,166,0.53,0.07,0.60,0.42,0.49,0.53,0.07,0.60,0.42,0.49,Matches
768,Diego Falcinelli,it ITA,FW,Bologna,it Serie A,27,1991,16,8,703,7.8,0,1,1,0,0,0,0,0,1.3,1.3,0.5,1.9,8,11,55,0.00,0.13,0.13,0.00,0.13,0.17,0.07,0.24,0.17,0.24,Matches
769,Simon Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,26,1992,7,7,600,6.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,16,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
770,Iago Falque,es ESP,"FW,MF",Torino,it Serie A,28,1990,26,19,"1,612",17.9,6,4,10,6,0,0,1,0,5.3,5.3,3.4,8.8,76,88,168,0.33,0.22,0.56,0.33,0.56,0.30,0.19,0.49,0.30,0.49,Matches
771,Paolo Faragò,it ITA,"MF,DF",Cagliari,it Serie A,25,1993,26,17,"1,703",18.9,1,1,2,1,0,0,8,1,2.0,2.0,2.0,4.0,37,61,105,0.05,0.05,0.11,0.05,0.11,0.11,0.11,0.21,0.11,0.21,Matches
772,Mohamed Fares,dz ALG,DF,SPAL,it Serie A,22,1996,35,32,"2,949",32.8,3,0,3,3,0,0,12,0,2.9,2.9,2.6,5.5,101,96,171,0.09,0.00,0.09,0.09,0.09,0.09,0.08,0.17,0.09,0.17,Matches
773,Diego Farias,br BRA,FW,Empoli,it Serie A,28,1990,16,16,"1,193",13.3,4,4,8,4,0,0,1,0,4.9,4.9,3.2,8.1,50,37,107,0.30,0.30,0.60,0.30,0.60,0.37,0.24,0.61,0.37,0.61,Matches
774,Diego Farias,br BRA,FW,Cagliari,it Serie A,28,1990,16,7,700,7.8,3,0,3,3,0,0,3,0,2.6,2.6,0.3,2.9,19,20,67,0.39,0.00,0.39,0.39,0.39,0.34,0.04,0.37,0.34,0.37,Matches
775,Andrea Favilli,it ITA,"FW,DF",Genoa,it Serie A,21,1997,6,0,170,1.9,0,2,2,0,0,0,0,0,0.3,0.3,0.7,1.0,7,3,21,0.00,1.06,1.06,0.00,1.06,0.15,0.38,0.53,0.15,0.53,Matches
776,Federico Fazio,ar ARG,DF,Roma,it Serie A,31,1987,34,31,"2,806",31.2,5,0,5,5,0,0,6,0,2.5,2.5,0.3,2.8,19,100,5,0.16,0.00,0.16,0.16,0.16,0.08,0.01,0.09,0.08,0.09,Matches
777,Zouhair Feddal,ma MAR,DF,Betis,es La Liga,29,1989,21,19,"1,702",18.9,1,1,2,1,0,0,7,0,1.6,1.6,1.0,2.7,11,87,5,0.05,0.05,0.11,0.05,0.11,0.09,0.06,0.14,0.09,0.14,Matches
778,Nabil Fekir,fr FRA,MF,Lyon,fr Ligue 1,25,1993,29,24,"1,988",22.1,9,7,16,5,4,6,5,0,10.2,5.5,5.4,10.9,62,134,175,0.41,0.32,0.72,0.23,0.54,0.46,0.24,0.71,0.25,0.49,Matches
779,Yassin Fekir,fr FRA,FW,Lyon,fr Ligue 1,21,1997,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,0,2,0.00,0.00,0.00,0.00,0.00,0.19,0.42,0.61,0.19,0.61,Matches
780,Felipe,br BRA,DF,Hannover 96,de Bundesliga,31,1987,17,14,"1,095",12.2,2,0,2,2,0,0,5,1,1.1,1.1,0.0,1.1,7,24,2,0.16,0.00,0.16,0.16,0.16,0.09,0.00,0.09,0.09,0.09,Matches
781,Luiz Felipe,it ITA,DF,Lazio,it Serie A,21,1997,17,15,"1,289",14.3,1,1,2,1,0,0,4,0,0.6,0.6,0.4,1.0,12,43,7,0.07,0.07,0.14,0.07,0.14,0.04,0.03,0.07,0.04,0.07,Matches
782,Ohis Felix Uduokhai,de GER,DF,Wolfsburg,de Bundesliga,20,1997,11,2,244,2.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,5,15,4,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
783,Marouane Fellaini,be BEL,MF,Manchester Utd,eng Premier League,30,1987,14,6,752,8.4,0,1,1,0,0,0,1,0,0.4,0.4,0.4,0.9,1,36,29,0.00,0.12,0.12,0.00,0.12,0.05,0.05,0.11,0.05,0.11,Matches
784,Kiko Femenía,es ESP,DF,Watford,eng Premier League,27,1991,29,22,"2,049",22.8,1,1,2,1,0,0,1,0,0.4,0.4,1.6,2.0,41,106,84,0.04,0.04,0.09,0.04,0.09,0.02,0.07,0.09,0.02,0.09,Matches
785,Edimilson Fernandes,ch SUI,MF,Fiorentina,it Serie A,22,1996,29,23,"1,970",21.9,2,0,2,2,0,0,9,1,1.2,1.2,1.3,2.5,35,100,51,0.09,0.00,0.09,0.09,0.09,0.06,0.06,0.12,0.05,0.11,Matches
786,Gelson Fernandes,ch SUI,MF,Eint Frankfurt,de Bundesliga,31,1986,28,28,"2,225",24.7,1,0,1,1,0,0,10,1,0.8,0.8,0.3,1.1,3,72,5,0.04,0.00,0.04,0.04,0.04,0.03,0.01,0.04,0.03,0.04,Matches
787,Aitor Fernández,es ESP,GK,Levante,es La Liga,27,1991,16,16,"1,440",16.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
788,Andrés Fernández,es ESP,GK,Villarreal,es La Liga,31,1986,6,6,540,6.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
789,Borja Fernández,es ESP,"MF,DF",Valladolid,es La Liga,37,1981,19,10,841,9.3,0,0,0,0,0,0,4,0,0.2,0.2,0.0,0.2,1,31,4,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
790,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,29,1989,19,17,"1,484",16.5,0,1,1,0,0,0,2,0,0.2,0.2,0.5,0.7,2,40,3,0.00,0.06,0.06,0.00,0.06,0.01,0.03,0.04,0.01,0.04,Matches
791,Joaquín Fernández,es ESP,"DF,MF",Valladolid,es La Liga,22,1996,13,9,839,9.3,1,0,1,1,0,0,2,0,0.7,0.7,0.0,0.7,1,17,1,0.11,0.00,0.11,0.11,0.11,0.07,0.00,0.07,0.07,0.07,Matches
792,Valery Fernández,es ESP,"DF,FW",Girona,es La Liga,18,1999,17,10,888,9.9,0,1,1,0,0,0,2,0,0.1,0.1,0.7,0.8,29,17,46,0.00,0.10,0.10,0.00,0.10,0.01,0.08,0.09,0.01,0.09,Matches
793,Fernandinho,br BRA,MF,Manchester City,eng Premier League,33,1985,29,27,"2,377",26.4,1,3,4,1,0,0,5,0,1.6,1.6,3.0,4.5,58,236,29,0.04,0.11,0.15,0.04,0.15,0.06,0.11,0.17,0.06,0.17,Matches
794,Juan Ferney Otero,co COL,"FW,MF",Amiens,fr Ligue 1,23,1995,33,24,"2,175",24.2,2,2,4,2,0,0,1,0,3.0,3.0,2.3,5.3,82,83,193,0.08,0.08,0.17,0.08,0.17,0.12,0.10,0.22,0.12,0.22,Matches
795,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,24,1994,6,6,540,6.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,13,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
796,David Ferreiro,es ESP,"MF,FW",Huesca,es La Liga,30,1988,35,23,"2,280",25.3,1,3,4,1,0,0,5,0,2.8,2.8,5.4,8.2,114,72,225,0.04,0.12,0.16,0.04,0.16,0.11,0.21,0.32,0.11,0.32,Matches
797,Facundo Ferreyra,ar ARG,FW,Espanyol,es La Liga,27,1991,9,1,211,2.3,1,0,1,1,0,0,2,0,0.5,0.5,0.0,0.5,1,2,15,0.43,0.00,0.43,0.43,0.43,0.21,0.00,0.21,0.21,0.21,Matches
798,Jordan Ferri,fr FRA,MF,Nîmes,fr Ligue 1,26,1992,24,21,"1,874",20.8,2,1,3,2,0,0,5,0,0.7,0.7,2.9,3.5,55,170,57,0.10,0.05,0.14,0.10,0.14,0.03,0.14,0.17,0.03,0.17,Matches
799,Jordan Ferri,fr FRA,MF,Lyon,fr Ligue 1,26,1992,4,1,116,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,12,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
800,Oliver Fink,de GER,MF,Düsseldorf,de Bundesliga,36,1982,18,13,"1,055",11.7,3,0,3,3,0,0,4,0,0.7,0.7,0.6,1.3,15,51,33,0.26,0.00,0.26,0.26,0.26,0.06,0.05,0.11,0.06,0.11,Matches
801,Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,29,1989,18,17,"1,335",14.8,10,1,11,6,4,4,2,0,10.6,7.5,2.4,9.8,21,27,110,0.67,0.07,0.74,0.40,0.47,0.71,0.16,0.88,0.50,0.66,Matches
802,Roberto Firmino,br BRA,"FW,MF",Liverpool,eng Premier League,26,1991,34,31,"2,607",29.0,12,6,18,11,1,1,0,0,13.6,12.8,5.5,18.3,62,148,244,0.41,0.21,0.62,0.38,0.59,0.47,0.19,0.66,0.44,0.63,Matches
803,Junior Firpo,do DOM,"DF,FW",Betis,es La Liga,21,1996,24,22,"1,937",21.5,3,4,7,3,0,0,7,0,2.2,2.2,2.2,4.3,73,83,171,0.14,0.19,0.33,0.14,0.33,0.10,0.10,0.20,0.10,0.20,Matches
804,Mathieu Flamini,fr FRA,MF,Getafe,es La Liga,34,1984,10,4,453,5.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,19,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
805,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,25,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
806,Sergio Floccari,it ITA,FW,SPAL,it Serie A,36,1981,20,11,976,10.8,3,1,4,3,0,0,3,0,2.2,2.2,0.3,2.5,14,18,62,0.28,0.09,0.37,0.28,0.37,0.20,0.03,0.23,0.20,0.23,Matches
807,Alessandro Florenzi,it ITA,"DF,FW",Roma,it Serie A,27,1991,29,24,"2,180",24.2,3,2,5,3,0,0,5,1,2.2,2.2,4.4,6.6,66,154,101,0.12,0.08,0.21,0.12,0.21,0.09,0.18,0.27,0.09,0.27,Matches
808,Phil Foden,eng ENG,MF,Manchester City,eng Premier League,18,2000,13,3,335,3.7,1,0,1,1,0,0,0,0,2.1,2.1,0.9,3.0,23,18,35,0.27,0.00,0.27,0.27,0.27,0.57,0.23,0.80,0.57,0.80,Matches
809,Guessouma Fofana,mr MTN,MF,Amiens,fr Ligue 1,25,1992,3,2,186,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
810,Guessouma Fofana,mr MTN,MF,Guingamp,fr Ligue 1,25,1992,10,4,479,5.3,0,0,0,0,0,0,2,0,0.8,0.8,0.0,0.8,3,19,4,0.00,0.00,0.00,0.00,0.00,0.14,0.01,0.15,0.14,0.15,Matches
811,Seko Fofana,ci CIV,MF,Udinese,it Serie A,23,1995,31,31,"2,639",29.3,2,4,6,2,0,0,5,0,3.1,3.1,3.3,6.4,67,62,116,0.07,0.14,0.20,0.07,0.20,0.11,0.11,0.22,0.11,0.22,Matches
812,Wesley Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,17,2000,2,1,161,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
813,Youssouf Fofana,fr FRA,MF,Strasbourg,fr Ligue 1,19,1999,17,10,912,10.1,2,1,3,2,0,0,0,0,1.2,1.2,0.6,1.8,21,27,21,0.20,0.10,0.30,0.20,0.30,0.12,0.06,0.17,0.12,0.17,Matches
814,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,23,1994,32,32,"2,880",32.0,0,0,0,0,0,0,7,0,0.1,0.1,0.9,1.0,43,104,110,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
815,Thomas Fontaine,mg MAD,"DF,MF",Reims,fr Ligue 1,27,1991,7,4,420,4.7,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,2,8,0,0.00,0.21,0.21,0.00,0.21,0.00,0.08,0.08,0.00,0.08,Matches
816,José Fonte,pt POR,DF,Lille,fr Ligue 1,34,1983,36,36,"3,110",34.6,3,1,4,3,0,0,5,1,4.6,4.6,0.4,5.0,39,159,12,0.09,0.03,0.12,0.09,0.12,0.13,0.01,0.15,0.13,0.15,Matches
817,Rui Fonte,pt POR,"FW,MF",Lille,fr Ligue 1,28,1990,18,5,627,7.0,1,0,1,1,0,0,1,0,0.6,0.6,0.3,1.0,6,17,40,0.14,0.00,0.14,0.14,0.14,0.09,0.04,0.14,0.09,0.14,Matches
818,Pablo Fornals,es ESP,"MF,FW",Villarreal,es La Liga,22,1996,35,28,"2,479",27.5,2,3,5,2,0,0,4,0,3.7,3.7,5.9,9.6,55,174,172,0.07,0.11,0.18,0.07,0.18,0.13,0.21,0.35,0.13,0.35,Matches
819,Emil Forsberg,se SWE,"MF,FW",RB Leipzig,de Bundesliga,26,1991,20,14,"1,249",13.9,4,7,11,1,3,3,0,0,4.8,2.5,4.5,7.0,40,84,95,0.29,0.50,0.79,0.07,0.58,0.35,0.33,0.67,0.18,0.50,Matches
820,Fraser Forster,eng ENG,GK,Southampton,eng Premier League,30,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
821,Steven Fortes,cv CPV,DF,Toulouse,fr Ligue 1,26,1992,3,1,136,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
822,Iver Fossum,no NOR,MF,Hannover 96,de Bundesliga,22,1996,9,5,455,5.1,0,0,0,0,0,0,0,0,0.2,0.2,1.1,1.3,4,12,14,0.00,0.00,0.00,0.00,0.00,0.04,0.22,0.26,0.04,0.26,Matches
823,Ben Foster,eng ENG,GK,Watford,eng Premier League,35,1983,38,38,"3,420",38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
824,Timothy Fosu-Mensah,nl NED,DF,Fulham,eng Premier League,20,1998,12,10,793,8.8,0,0,0,0,0,0,3,0,0.1,0.1,0.4,0.5,22,39,43,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches
825,Dimitri Foulquier,fr FRA,"MF,DF",Getafe,es La Liga,25,1993,25,23,"1,799",20.0,3,2,5,3,0,0,7,0,1.1,1.1,1.7,2.8,30,39,55,0.15,0.10,0.25,0.15,0.25,0.05,0.09,0.14,0.05,0.14,Matches
826,Juan Foyth,ar ARG,DF,Tottenham,eng Premier League,20,1998,12,10,888,9.9,1,0,1,1,0,0,3,1,0.7,0.7,0.8,1.5,8,26,3,0.10,0.00,0.10,0.10,0.10,0.07,0.08,0.15,0.07,0.15,Matches
827,Raphael Framberger,de GER,"DF,MF",Augsburg,de Bundesliga,22,1995,7,6,548,6.1,0,0,0,0,0,0,2,0,0.0,0.0,1.5,1.5,23,22,24,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.24,0.00,0.24,Matches
828,Simon Francis,eng ENG,DF,Bournemouth,eng Premier League,33,1985,17,13,"1,229",13.7,0,2,2,0,0,0,1,0,0.1,0.1,0.6,0.8,18,69,35,0.00,0.15,0.15,0.00,0.15,0.01,0.05,0.06,0.01,0.06,Matches
829,Mike Frantz,de GER,"MF,FW",Freiburg,de Bundesliga,31,1986,31,29,"2,216",24.6,2,1,3,2,0,0,2,0,1.7,1.7,1.5,3.1,36,33,68,0.08,0.04,0.12,0.08,0.12,0.07,0.06,0.13,0.07,0.13,Matches
830,Ryan Fraser,sct SCO,"MF,FW",Bournemouth,eng Premier League,24,1994,38,35,"3,166",35.2,7,14,21,7,0,0,2,0,4.7,4.7,13.4,18.1,119,142,279,0.20,0.40,0.60,0.20,0.60,0.13,0.38,0.51,0.13,0.51,Matches
831,Pierluigi Frattali,it ITA,GK,Parma,it Serie A,32,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
832,Fred,br BRA,MF,Manchester Utd,eng Premier League,25,1993,17,13,"1,041",11.6,1,1,2,1,0,0,2,0,0.8,0.8,1.0,1.9,18,73,21,0.09,0.09,0.17,0.09,0.17,0.07,0.09,0.16,0.07,0.16,Matches
833,Ryan Fredericks,eng ENG,DF,West Ham,eng Premier League,25,1992,15,12,"1,086",12.1,1,0,1,1,0,0,5,0,0.5,0.5,0.5,1.0,30,31,37,0.08,0.00,0.08,0.08,0.08,0.04,0.04,0.09,0.04,0.09,Matches
834,Remo Freuler,ch SUI,MF,Atalanta,it Serie A,26,1992,35,35,"3,022",33.6,2,6,8,2,0,0,4,0,3.2,3.2,3.9,7.2,100,276,77,0.06,0.18,0.24,0.06,0.24,0.10,0.12,0.21,0.10,0.21,Matches
835,Nicolas Frey,fr FRA,DF,Chievo,it Serie A,34,1984,5,3,227,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
836,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,20,1998,7,5,474,5.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,3,24,7,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
837,Alexander Fuchs,de GER,"MF,FW",Nürnberg,de Bundesliga,21,1997,9,8,655,7.3,1,0,1,1,0,0,3,0,0.6,0.6,0.7,1.3,11,30,23,0.14,0.00,0.14,0.14,0.14,0.08,0.10,0.17,0.08,0.17,Matches
838,Christian Fuchs,at AUT,DF,Leicester City,eng Premier League,32,1986,3,2,207,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,3,14,24,0.00,0.00,0.00,0.00,0.00,0.03,0.10,0.13,0.03,0.13,Matches
839,Javi Fuego,es ESP,MF,Villarreal,es La Liga,34,1984,5,3,233,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,9,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
840,Angelo Fulgini,fr FRA,"MF,FW",Angers,fr Ligue 1,21,1996,31,18,"1,635",18.2,4,1,5,4,0,0,1,0,3.1,3.1,3.6,6.7,43,87,127,0.22,0.06,0.28,0.22,0.28,0.17,0.20,0.37,0.17,0.37,Matches
841,Niclas Füllkrug,de GER,FW,Hannover 96,de Bundesliga,25,1993,14,13,"1,112",12.4,2,1,3,1,1,1,1,0,3.8,3.1,0.9,3.9,24,46,102,0.16,0.08,0.24,0.08,0.16,0.31,0.07,0.38,0.25,0.32,Matches
842,Ramiro Funes Mori,ar ARG,"DF,MF",Villarreal,es La Liga,27,1991,31,29,"2,627",29.2,2,1,3,2,0,0,15,0,2.4,2.4,0.5,2.9,13,65,7,0.07,0.03,0.10,0.07,0.10,0.08,0.02,0.10,0.08,0.10,Matches
843,Manolo Gabbiadini,it ITA,"FW,MF",Southampton,eng Premier League,26,1991,12,4,476,5.3,1,0,1,1,0,0,0,0,1.2,1.2,0.4,1.6,5,5,25,0.19,0.00,0.19,0.19,0.19,0.24,0.07,0.30,0.24,0.30,Matches
844,Manolo Gabbiadini,it ITA,FW,Sampdoria,it Serie A,26,1991,18,8,812,9.0,4,2,6,4,0,0,5,0,2.0,2.0,1.2,3.2,17,23,70,0.44,0.22,0.67,0.44,0.67,0.23,0.13,0.36,0.23,0.36,Matches
845,Mijat Gaćinović,rs SRB,MF,Eint Frankfurt,de Bundesliga,23,1995,29,16,"1,626",18.1,0,1,1,0,0,0,3,0,1.5,1.5,1.8,3.4,44,75,85,0.00,0.06,0.06,0.00,0.06,0.09,0.10,0.19,0.09,0.19,Matches
846,Gianluca Gaetano,it ITA,"MF,FW",Napoli,it Serie A,18,2000,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,0,3,0.00,0.00,0.00,0.00,0.00,0.32,0.78,1.11,0.32,1.11,Matches
847,Roberto Gagliardini,it ITA,MF,Inter,it Serie A,24,1994,19,13,"1,087",12.1,5,0,5,5,0,0,4,0,2.9,2.9,0.9,3.8,32,95,42,0.41,0.00,0.41,0.41,0.41,0.24,0.07,0.32,0.24,0.32,Matches
848,Riccardo Gagliolo,se SWE,DF,Parma,it Serie A,28,1990,34,34,"3,045",33.8,0,2,2,0,0,0,7,0,1.4,1.4,2.4,3.8,16,109,27,0.00,0.06,0.06,0.00,0.06,0.04,0.07,0.11,0.04,0.11,Matches
849,Milan Gajić,rs SRB,DF,Bordeaux,fr Ligue 1,22,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
850,Javi Galán,es ESP,"DF,FW",Huesca,es La Liga,23,1994,16,16,"1,440",16.0,0,2,2,0,0,0,7,0,0.1,0.1,2.4,2.4,52,31,62,0.00,0.12,0.12,0.00,0.12,0.00,0.15,0.15,0.00,0.15,Matches
851,Sam Gallagher,eng ENG,FW,Southampton,eng Premier League,22,1995,4,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
852,Álex Gallar,es ESP,"MF,FW",Huesca,es La Liga,26,1992,25,10,"1,009",11.2,4,1,5,3,1,1,2,0,3.6,2.8,2.8,5.6,30,47,87,0.36,0.09,0.45,0.27,0.36,0.32,0.25,0.57,0.25,0.50,Matches
853,Enric Gallego,es ESP,FW,Huesca,es La Liga,31,1986,19,17,"1,539",17.1,5,1,6,5,0,0,4,0,4.7,4.7,2.1,6.9,15,26,74,0.29,0.06,0.35,0.29,0.35,0.28,0.12,0.40,0.28,0.40,Matches
854,Álex Gálvez,es ESP,DF,Rayo Vallecano,es La Liga,29,1989,17,17,"1,412",15.7,1,0,1,1,0,0,6,0,2.1,2.1,0.5,2.6,5,37,1,0.06,0.00,0.06,0.06,0.06,0.14,0.03,0.17,0.14,0.17,Matches
855,Kévin Gameiro,fr FRA,FW,Valencia,es La Liga,31,1987,33,16,"1,612",17.9,6,1,7,6,0,0,1,0,8.8,8.8,3.7,12.5,53,36,141,0.33,0.06,0.39,0.33,0.39,0.49,0.21,0.70,0.49,0.70,Matches
856,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,28,1989,33,32,"2,822",31.4,0,2,2,0,0,0,6,0,0.6,0.6,0.8,1.4,40,216,30,0.00,0.06,0.06,0.00,0.06,0.02,0.03,0.05,0.02,0.05,Matches
857,Ignatius Ganago,cm CMR,FW,Nice,fr Ligue 1,19,1999,20,9,"1,036",11.5,2,0,2,2,0,0,1,0,2.9,2.9,1.0,3.9,21,14,74,0.17,0.00,0.17,0.17,0.17,0.25,0.09,0.34,0.25,0.34,Matches
858,Cristian Ganea,ro ROU,DF,Athletic Club,es La Liga,26,1992,1,1,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
859,Ganso,br BRA,"MF,FW",Amiens,fr Ligue 1,28,1989,12,5,520,5.8,0,2,2,0,0,0,0,0,0.4,0.4,1.1,1.5,7,43,26,0.00,0.35,0.35,0.00,0.35,0.06,0.19,0.25,0.06,0.25,Matches
860,Ezequiel Garay,ar ARG,DF,Valencia,es La Liga,31,1986,24,24,"2,136",23.7,2,0,2,2,0,0,4,0,1.6,1.6,0.5,2.1,16,82,2,0.08,0.00,0.08,0.08,0.08,0.07,0.02,0.09,0.07,0.09,Matches
861,Borja Garcés,es ESP,FW,Atlético Madrid,es La Liga,18,1999,1,0,20,0.2,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,1,0,3,4.50,0.00,4.50,4.50,4.50,2.03,0.00,2.03,2.03,2.03,Matches
862,Alberto García,es ESP,GK,Rayo Vallecano,es La Liga,33,1985,17,17,"1,530",17.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
863,Aleix García,es ESP,MF,Girona,es La Liga,21,1997,31,20,"1,663",18.5,2,1,3,2,0,0,1,0,1.5,1.5,2.1,3.6,28,132,65,0.11,0.05,0.16,0.11,0.16,0.08,0.12,0.20,0.08,0.20,Matches
864,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,es La Liga,25,1992,35,17,"1,766",19.6,4,2,6,4,0,0,3,0,4.2,4.2,2.9,7.1,67,37,160,0.20,0.10,0.31,0.20,0.31,0.22,0.15,0.36,0.22,0.36,Matches
865,Borja García,es ESP,"MF,FW",Girona,es La Liga,27,1990,33,30,"2,629",29.2,1,3,4,1,0,0,0,1,2.0,2.0,4.8,6.8,59,148,169,0.03,0.10,0.14,0.03,0.14,0.07,0.16,0.23,0.07,0.23,Matches
