,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Tocuhes_Live_Balls,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Carries,Total_Distance,Progressive_Distance_Carried,Progressive_Carries,1/3_Carries,Carries_Penalty_Area,Miscontrols,Dispossessed,Passes_Received,Progressive_Passes_Received
606,726,Andy Diouf,fr FRA,MF,Rennes,fr Ligue 1,18,2003,0.2,14.0,0.0,7.0,6.0,2.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,7.0,61.0,28.0,0.0,0.0,0.0,1.0,1.0,7.0,2.0
607,727,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,23,1997,0.3,35.0,0.0,11.0,24.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,17.0,128.0,78.0,1.0,1.0,0.0,1.0,0.0,26.0,1.0
608,728,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,23,1998,30.2,2008.0,202.0,855.0,1111.0,56.0,32.0,2008.0,10.0,9.0,90.0,1.0,10.0,1316.0,7236.0,4448.0,27.0,13.0,0.0,8.0,5.0,1373.0,4.0
609,729,Filippo Distefano,it ITA,FW,Fiorentina,it Serie A,17,2003,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,100.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
610,731,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,21,2000,25.9,1769.0,146.0,755.0,874.0,162.0,23.0,1769.0,20.0,14.0,70.0,6.0,30.0,1117.0,6023.0,3079.0,32.0,20.0,4.0,28.0,9.0,1121.0,24.0
611,732,Djené,tg TOG,DF,Getafe,es La Liga,29,1991,34.6,1653.0,187.0,779.0,782.0,101.0,12.0,1653.0,18.0,18.0,100.0,0.0,0.0,918.0,4227.0,2118.0,24.0,21.0,0.0,32.0,9.0,879.0,9.0
612,733,Moussa Djenepo,ml MLI,MF,Southampton,eng Premier League,23,1998,5.1,246.0,7.0,32.0,93.0,123.0,26.0,246.0,29.0,12.0,41.4,17.0,58.6,155.0,1221.0,522.0,20.0,8.0,13.0,23.0,9.0,150.0,30.0
613,734,Koffi Djidji,ci CIV,DF,Torino,it Serie A,28,1992,19.3,1073.0,79.0,416.0,541.0,120.0,10.0,1073.0,13.0,8.0,61.5,5.0,38.5,565.0,2395.0,1169.0,18.0,16.0,2.0,15.0,9.0,591.0,11.0
614,735,Alexander Djiku,gh GHA,DF,Strasbourg,fr Ligue 1,26,1994,29.9,1945.0,175.0,783.0,1044.0,136.0,25.0,1945.0,16.0,7.0,43.8,9.0,56.3,1188.0,6184.0,3325.0,15.0,25.0,0.0,17.0,7.0,1247.0,3.0
615,736,Bryan Djile Nokoué,cm CMR,"DF,MF",Saint-Étienne,fr Ligue 1,19,2002,0.6,40.0,2.0,16.0,16.0,8.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,19.0,82.0,46.0,1.0,0.0,0.0,1.0,1.0,19.0,2.0
616,737,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,28,1993,25.1,1663.0,112.0,645.0,839.0,188.0,24.0,1663.0,6.0,4.0,66.7,2.0,33.3,909.0,3938.0,2025.0,19.0,19.0,0.0,18.0,3.0,1042.0,31.0
617,739,Naïs Djouahra,fr FRA,"FW,MF",Real Sociedad,es La Liga,21,1999,2.4,131.0,4.0,16.0,51.0,65.0,7.0,131.0,7.0,3.0,42.9,4.0,57.1,81.0,573.0,311.0,14.0,9.0,6.0,9.0,5.0,96.0,18.0
618,741,Lewis Dobbin,eng ENG,"FW,MF",Everton,eng Premier League,18,2003,0.4,13.0,0.0,1.0,7.0,5.0,2.0,13.0,1.0,0.0,0.0,1.0,100.0,10.0,75.0,41.0,1.0,0.0,2.0,1.0,1.0,8.0,2.0
619,742,Matt Doherty,ie IRL,DF,Tottenham,eng Premier League,29,1992,9.7,644.0,35.0,183.0,260.0,204.0,32.0,644.0,10.0,6.0,60.0,4.0,40.0,382.0,2090.0,1017.0,29.0,16.0,9.0,17.0,6.0,420.0,80.0
620,743,Jeremy Doku,be BEL,"FW,MF",Rennes,fr Ligue 1,19,2002,5.2,252.0,2.0,28.0,98.0,138.0,21.0,252.0,52.0,36.0,69.2,16.0,30.8,195.0,1821.0,1079.0,32.0,21.0,11.0,28.0,19.0,193.0,43.0
621,744,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,23,1997,16.6,426.0,19.0,40.0,185.0,207.0,58.0,424.0,21.0,11.0,52.4,10.0,47.6,253.0,1161.0,415.0,15.0,12.0,8.0,53.0,18.0,312.0,90.0
622,746,Brandon Domingues,fr FRA,"MF,FW",Troyes,fr Ligue 1,21,2000,2.6,121.0,0.0,17.0,43.0,62.0,10.0,121.0,6.0,2.0,33.3,4.0,66.7,86.0,670.0,282.0,7.0,7.0,0.0,5.0,2.0,87.0,24.0
623,747,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,20,2001,3.8,207.0,25.0,123.0,81.0,4.0,3.0,207.0,1.0,1.0,100.0,0.0,0.0,113.0,595.0,393.0,3.0,0.0,0.0,2.0,0.0,122.0,0.0
624,748,Mario Dominguez,es ESP,FW,Valencia,es La Liga,17,2004,0.3,4.0,1.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
625,749,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,23,1998,22.4,1484.0,71.0,358.0,891.0,248.0,31.0,1484.0,34.0,14.0,41.2,20.0,58.8,717.0,3434.0,1417.0,18.0,21.0,1.0,34.0,21.0,904.0,44.0
626,750,John Donald,es ESP,DF,Elche,es La Liga,20,2000,2.0,112.0,10.0,55.0,53.0,5.0,2.0,112.0,1.0,1.0,100.0,0.0,0.0,53.0,259.0,157.0,2.0,1.0,0.0,1.0,0.0,63.0,1.0
627,751,Lee Dongjun,kr KOR,"MF,FW",Hertha BSC,de Bundesliga,24,1997,1.3,47.0,0.0,7.0,17.0,24.0,8.0,47.0,8.0,2.0,25.0,6.0,75.0,21.0,189.0,68.0,4.0,2.0,3.0,6.0,4.0,25.0,8.0
628,752,Anastasios Donis,gr GRE,"FW,MF",Reims,fr Ligue 1,24,1996,4.1,154.0,2.0,16.0,52.0,87.0,17.0,154.0,18.0,7.0,38.9,11.0,61.1,98.0,1136.0,577.0,27.0,11.0,9.0,10.0,7.0,114.0,46.0
629,754,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,23,1998,25.8,1372.0,81.0,473.0,787.0,134.0,0.0,1372.0,48.0,34.0,70.8,14.0,29.2,713.0,3199.0,1258.0,11.0,14.0,0.0,22.0,24.0,717.0,7.0
630,755,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,23,1997,34.0,2343.0,312.0,1150.0,1106.0,100.0,47.0,2343.0,4.0,4.0,100.0,0.0,0.0,1554.0,8318.0,5214.0,12.0,14.0,1.0,18.0,5.0,1700.0,9.0
631,756,Jodel Dossou,bj BEN,FW,Clermont Foot,fr Ligue 1,29,1992,22.3,857.0,13.0,111.0,325.0,436.0,89.0,857.0,74.0,39.0,52.7,35.0,47.3,626.0,4494.0,2338.0,104.0,49.0,36.0,70.0,41.0,634.0,191.0
632,757,Lohann Doucet,fr FRA,"MF,DF",Nantes,fr Ligue 1,18,2002,0.1,11.0,0.0,1.0,10.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,24.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
633,758,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,28,1993,28.2,1390.0,63.0,329.0,745.0,339.0,44.0,1390.0,41.0,21.0,51.2,20.0,48.8,694.0,3500.0,1770.0,33.0,28.0,6.0,43.0,22.0,764.0,54.0
634,759,Cheick Doucouré,ml MLI,MF,Lens,fr Ligue 1,21,2000,32.7,2193.0,46.0,389.0,1484.0,344.0,17.0,2193.0,32.0,23.0,71.9,9.0,28.1,1465.0,8072.0,4383.0,54.0,52.0,2.0,36.0,29.0,1589.0,32.0
635,760,Fodé Doucouré,ml MLI,"DF,FW",Reims,fr Ligue 1,20,2001,1.7,105.0,9.0,44.0,43.0,19.0,0.0,105.0,2.0,2.0,100.0,0.0,0.0,35.0,212.0,120.0,1.0,1.0,0.0,0.0,0.0,44.0,1.0
636,761,Ismaël Doukouré,fr FRA,DF,Strasbourg,fr Ligue 1,18,2003,0.2,4.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
637,762,Kamory Doumbia,ml MLI,"MF,FW",Reims,fr Ligue 1,18,2003,3.9,228.0,10.0,57.0,112.0,64.0,10.0,228.0,10.0,6.0,60.0,4.0,40.0,163.0,899.0,469.0,6.0,7.0,4.0,18.0,8.0,153.0,16.0
638,763,Moussa Doumbia,ml MLI,FW,Reims,fr Ligue 1,26,1994,1.0,49.0,0.0,3.0,16.0,30.0,7.0,48.0,3.0,1.0,33.3,2.0,66.7,43.0,249.0,71.0,4.0,0.0,4.0,5.0,0.0,42.0,16.0
639,764,Souleyman Doumbia,ci CIV,"DF,FW",Angers,fr Ligue 1,24,1996,24.7,1396.0,70.0,400.0,635.0,383.0,29.0,1396.0,86.0,45.0,52.3,41.0,47.7,869.0,5425.0,2654.0,66.0,47.0,12.0,53.0,24.0,857.0,147.0
640,765,Kieran Dowell,eng ENG,"FW,MF",Norwich City,eng Premier League,23,1997,10.1,415.0,6.0,60.0,171.0,189.0,13.0,415.0,14.0,7.0,50.0,7.0,50.0,218.0,1086.0,437.0,14.0,8.0,3.0,13.0,15.0,284.0,49.0
641,769,Cody Drameh,eng ENG,"DF,MF",Leeds United,eng Premier League,19,2001,1.4,101.0,4.0,40.0,42.0,19.0,2.0,101.0,4.0,2.0,50.0,2.0,50.0,37.0,216.0,78.0,3.0,2.0,0.0,5.0,0.0,45.0,3.0
642,770,Julian Draxler,de GER,"FW,MF",Paris S-G,fr Ligue 1,27,1993,6.1,346.0,5.0,30.0,182.0,138.0,19.0,346.0,16.0,10.0,62.5,6.0,37.5,247.0,1201.0,514.0,14.0,20.0,2.0,6.0,7.0,293.0,48.0
643,772,Domingos Duarte,pt POR,DF,Granada,es La Liga,26,1995,18.7,906.0,139.0,490.0,397.0,24.0,15.0,906.0,3.0,2.0,66.7,1.0,33.3,409.0,1938.0,1008.0,4.0,4.0,0.0,6.0,1.0,485.0,3.0
644,773,Óscar Duarte,cr CRC,DF,Levante,es La Liga,32,1989,19.7,1175.0,206.0,686.0,465.0,31.0,25.0,1175.0,2.0,1.0,50.0,1.0,50.0,585.0,2568.0,1365.0,1.0,0.0,0.0,5.0,1.0,702.0,1.0
645,774,Rubén Duarte,es ESP,DF,Alavés,es La Liga,25,1995,29.1,1676.0,101.0,535.0,737.0,415.0,16.0,1676.0,9.0,5.0,55.6,4.0,44.4,679.0,2885.0,1414.0,35.0,31.0,2.0,20.0,7.0,695.0,46.0
646,775,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,26,1994,19.4,1552.0,56.0,373.0,786.0,408.0,24.0,1552.0,24.0,12.0,50.0,12.0,50.0,946.0,4571.0,2336.0,44.0,36.0,5.0,21.0,11.0,1030.0,124.0
647,777,Ondrej Duda,sk SVK,"MF,FW",Köln,de Bundesliga,26,1994,17.9,902.0,17.0,85.0,487.0,343.0,52.0,902.0,66.0,37.0,56.1,29.0,43.9,538.0,2596.0,923.0,25.0,15.0,10.0,66.0,24.0,600.0,81.0
648,778,Jeremy Dudziak,tn TUN,"MF,FW",Greuther Fürth,de Bundesliga,25,1995,12.6,465.0,4.0,57.0,226.0,190.0,31.0,465.0,33.0,14.0,42.4,19.0,57.6,242.0,1442.0,593.0,18.0,17.0,8.0,29.0,23.0,273.0,62.0
649,779,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,29,1992,16.0,1218.0,189.0,678.0,492.0,52.0,31.0,1218.0,1.0,1.0,100.0,0.0,0.0,627.0,2379.0,1312.0,3.0,7.0,0.0,7.0,0.0,851.0,3.0
650,780,Unai Dufur,es ESP,DF,Osasuna,es La Liga,22,1999,1.0,61.0,6.0,16.0,42.0,3.0,2.0,61.0,0.0,0.0,0.0,0.0,0.0,36.0,146.0,56.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0
651,781,Denzel Dumfries,nl NED,DF,Inter,it Serie A,25,1996,22.5,1088.0,35.0,200.0,376.0,523.0,127.0,1088.0,30.0,15.0,50.0,15.0,50.0,568.0,3136.0,1540.0,55.0,24.0,27.0,39.0,23.0,683.0,204.0
652,782,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,29,1991,2.2,96.0,9.0,33.0,51.0,12.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,33.0,128.0,36.0,0.0,1.0,0.0,1.0,0.0,37.0,2.0
653,783,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,28,1993,21.5,1103.0,18.0,168.0,645.0,311.0,29.0,1103.0,23.0,13.0,56.5,10.0,43.5,685.0,3131.0,1559.0,29.0,27.0,6.0,26.0,16.0,808.0,71.0
654,784,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,29,1991,28.6,2197.0,281.0,1180.0,949.0,76.0,37.0,2197.0,4.0,4.0,100.0,0.0,0.0,1306.0,5934.0,2863.0,14.0,7.0,2.0,11.0,3.0,1575.0,3.0
655,785,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,29,1992,5.3,334.0,13.0,83.0,181.0,72.0,4.0,334.0,1.0,0.0,0.0,1.0,100.0,162.0,911.0,470.0,14.0,11.0,1.0,6.0,4.0,167.0,20.0
656,788,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,24,1997,33.4,2151.0,126.0,698.0,1036.0,429.0,31.0,2151.0,42.0,19.0,45.2,23.0,54.8,1174.0,6682.0,3680.0,76.0,49.0,6.0,46.0,21.0,1205.0,107.0
657,789,Paulo Dybala,ar ARG,"FW,MF",Juventus,it Serie A,27,1993,22.9,1451.0,5.0,155.0,690.0,628.0,86.0,1449.0,79.0,47.0,59.5,32.0,40.5,909.0,4692.0,1859.0,50.0,42.0,24.0,70.0,28.0,1100.0,155.0
658,790,Edin Džeko,ba BIH,FW,Inter,it Serie A,35,1986,27.4,1139.0,49.0,121.0,503.0,524.0,178.0,1139.0,41.0,17.0,41.5,24.0,58.5,614.0,3167.0,1454.0,47.0,26.0,23.0,78.0,31.0,891.0,207.0
659,791,Enzo Ebosse,cm CMR,DF,Angers,fr Ligue 1,22,1999,21.0,1246.0,86.0,536.0,638.0,84.0,6.0,1246.0,15.0,9.0,60.0,6.0,40.0,856.0,4677.0,2469.0,26.0,15.0,0.0,21.0,2.0,844.0,18.0
660,792,Tyronne Ebuehi,ng NGA,DF,Venezia,it Serie A,25,1995,12.6,655.0,50.0,279.0,225.0,158.0,16.0,655.0,20.0,11.0,55.0,9.0,45.0,293.0,1804.0,924.0,29.0,20.0,3.0,15.0,5.0,330.0,52.0
661,794,Éderson,br BRA,MF,Salernitana,it Serie A,22,1999,12.7,547.0,21.0,122.0,293.0,145.0,26.0,547.0,38.0,19.0,50.0,19.0,50.0,341.0,1867.0,948.0,25.0,27.0,4.0,24.0,17.0,353.0,39.0
662,795,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,23,1998,17.4,679.0,20.0,71.0,303.0,316.0,82.0,678.0,67.0,30.0,44.8,37.0,55.2,381.0,2143.0,1122.0,42.0,24.0,16.0,62.0,27.0,479.0,109.0
663,796,CJ Egan-Riley,eng ENG,DF,Manchester City,eng Premier League,18,2003,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,797,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,24,1996,24.4,1208.0,53.0,241.0,662.0,315.0,34.0,1208.0,19.0,7.0,36.8,12.0,63.2,520.0,2303.0,1208.0,23.0,19.0,0.0,42.0,22.0,689.0,52.0
665,798,Lilian Egloff,de GER,"MF,DF",Stuttgart,de Bundesliga,18,2002,0.3,16.0,0.0,2.0,7.0,7.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,1.0,0.0,0.0,0.0,5.0,0.0,12.0,4.0
666,799,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,26,1995,7.6,483.0,30.0,195.0,206.0,86.0,4.0,483.0,15.0,5.0,33.3,10.0,66.7,235.0,1275.0,727.0,22.0,12.0,2.0,13.0,6.0,235.0,22.0
667,800,Julian Eitschberger,de GER,DF,Hertha BSC,de Bundesliga,17,2004,0.5,40.0,5.0,18.0,18.0,4.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,20.0,74.0,57.0,2.0,0.0,0.0,0.0,0.0,19.0,1.0
668,801,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,32,1989,18.2,941.0,51.0,279.0,547.0,126.0,24.0,941.0,23.0,15.0,65.2,8.0,34.8,455.0,2192.0,914.0,10.0,11.0,1.0,13.0,11.0,511.0,20.0
669,802,Hugo Ekitike,fr FRA,FW,Reims,fr Ligue 1,19,2002,14.1,603.0,20.0,73.0,269.0,273.0,66.0,601.0,47.0,23.0,48.9,24.0,51.1,365.0,2120.0,1006.0,35.0,28.0,19.0,66.0,22.0,439.0,87.0
670,803,Jurgen Ekkelenkamp,nl NED,"MF,FW",Hertha BSC,de Bundesliga,21,2000,8.0,339.0,3.0,44.0,176.0,123.0,26.0,339.0,12.0,6.0,50.0,6.0,50.0,170.0,676.0,318.0,9.0,7.0,3.0,27.0,11.0,221.0,48.0
671,804,Caleb Ekuban,gh GHA,"FW,MF",Genoa,it Serie A,27,1994,19.1,687.0,16.0,70.0,327.0,299.0,83.0,687.0,52.0,26.0,50.0,26.0,50.0,394.0,2076.0,817.0,31.0,17.0,21.0,73.0,38.0,483.0,133.0
672,805,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,19,2002,13.5,619.0,11.0,111.0,214.0,296.0,56.0,619.0,31.0,11.0,35.5,20.0,64.5,354.0,2063.0,993.0,32.0,24.0,10.0,37.0,15.0,447.0,114.0
673,806,Alberth Elis,hn HON,"FW,MF",Bordeaux,fr Ligue 1,25,1996,15.7,517.0,11.0,63.0,189.0,271.0,76.0,516.0,45.0,16.0,35.6,29.0,64.4,338.0,2284.0,1101.0,42.0,23.0,18.0,54.0,31.0,373.0,118.0
674,807,Harvey Elliott,eng ENG,MF,Liverpool,eng Premier League,18,2003,3.8,302.0,1.0,23.0,130.0,151.0,19.0,302.0,9.0,2.0,22.2,7.0,77.8,174.0,882.0,486.0,10.0,15.0,2.0,8.0,0.0,226.0,38.0
675,808,Elif Elmas,mk MKD,"FW,MF",Napoli,it Serie A,21,1999,18.0,986.0,27.0,115.0,512.0,370.0,50.0,986.0,35.0,24.0,68.6,11.0,31.4,669.0,3968.0,1950.0,59.0,45.0,19.0,23.0,23.0,804.0,96.0
676,809,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,29,1992,9.0,630.0,33.0,145.0,391.0,97.0,3.0,630.0,1.0,0.0,0.0,1.0,100.0,365.0,1508.0,713.0,5.0,4.0,1.0,4.0,3.0,467.0,2.0
677,810,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,27,1994,23.4,1392.0,162.0,679.0,647.0,75.0,14.0,1392.0,7.0,6.0,85.7,1.0,14.3,755.0,4470.0,2496.0,20.0,14.0,0.0,11.0,1.0,819.0,12.0
678,811,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,24,1996,27.0,1992.0,204.0,1074.0,888.0,41.0,23.0,1992.0,7.0,6.0,85.7,1.0,14.3,1177.0,5347.0,2774.0,13.0,8.0,0.0,9.0,6.0,1323.0,3.0
679,812,Mohamed Elyounoussi,no NOR,"MF,FW",Southampton,eng Premier League,26,1994,22.7,933.0,37.0,133.0,370.0,443.0,84.0,933.0,45.0,28.0,62.2,17.0,37.8,485.0,3240.0,1513.0,59.0,52.0,13.0,63.0,38.0,594.0,124.0
680,813,Adri Embarba,es ESP,"FW,MF",Espanyol,es La Liga,29,1992,22.1,1099.0,35.0,191.0,362.0,563.0,46.0,1099.0,80.0,41.0,51.3,39.0,48.8,562.0,3761.0,1805.0,75.0,49.0,17.0,56.0,38.0,635.0,134.0
681,814,Breel Embolo,ch SUI,FW,M'Gladbach,de Bundesliga,24,1997,24.1,833.0,15.0,36.0,428.0,378.0,102.0,833.0,76.0,42.0,55.3,34.0,44.7,514.0,2762.0,1110.0,38.0,35.0,19.0,90.0,60.0,665.0,158.0
682,817,Renaud Emond,be BEL,"FW,MF",Nantes,fr Ligue 1,29,1991,2.1,48.0,2.0,5.0,25.0,18.0,2.0,48.0,0.0,0.0,0.0,0.0,0.0,18.0,41.0,4.0,0.0,0.0,0.0,4.0,0.0,31.0,4.0
683,818,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,24,1997,14.2,331.0,22.0,49.0,145.0,140.0,58.0,330.0,14.0,4.0,28.6,10.0,71.4,142.0,492.0,171.0,7.0,3.0,4.0,25.0,12.0,214.0,57.0
684,819,Keita Endo,jp JPN,MF,Union Berlin,de Bundesliga,23,1997,0.6,36.0,0.0,4.0,12.0,20.0,5.0,36.0,1.0,0.0,0.0,1.0,100.0,24.0,108.0,50.0,1.0,0.0,0.0,2.0,0.0,28.0,12.0
685,820,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,28,1993,32.2,1981.0,96.0,494.0,1151.0,359.0,54.0,1981.0,54.0,34.0,63.0,20.0,37.0,1051.0,4554.0,2186.0,34.0,29.0,6.0,51.0,42.0,1290.0,63.0
686,821,Christian Eriksen,dk DEN,MF,Brentford,eng Premier League,29,1992,10.4,740.0,18.0,137.0,374.0,238.0,12.0,740.0,16.0,8.0,50.0,8.0,50.0,409.0,1889.0,1044.0,21.0,16.0,3.0,18.0,9.0,475.0,22.0
687,822,Martin Erlic,hr CRO,DF,Spezia,it Serie A,23,1998,28.6,1383.0,265.0,887.0,463.0,40.0,30.0,1383.0,4.0,3.0,75.0,1.0,25.0,662.0,2898.0,1380.0,6.0,5.0,0.0,14.0,2.0,751.0,3.0
688,826,Sergio Escudero,es ESP,"DF,MF",Granada,es La Liga,31,1989,15.9,934.0,47.0,281.0,443.0,214.0,14.0,934.0,12.0,3.0,25.0,9.0,75.0,352.0,1514.0,801.0,17.0,13.0,1.0,19.0,10.0,412.0,37.0
689,827,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,29,1992,37.0,2202.0,149.0,770.0,939.0,529.0,46.0,2202.0,47.0,24.0,51.1,23.0,48.9,929.0,4757.0,2546.0,62.0,50.0,9.0,43.0,21.0,965.0,123.0
690,829,Estanis,es ESP,FW,Barcelona,es La Liga,17,2003,0.1,4.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
691,830,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,19,2002,20.6,1005.0,151.0,549.0,443.0,22.0,11.0,1005.0,3.0,2.0,66.7,1.0,33.3,632.0,3558.0,1906.0,12.0,4.0,0.0,12.0,2.0,605.0,2.0
692,831,Pervis Estupiñán,ec ECU,DF,Villarreal,es La Liga,23,1998,17.5,1262.0,50.0,355.0,501.0,417.0,30.0,1262.0,35.0,17.0,48.6,18.0,51.4,658.0,3310.0,1745.0,50.0,29.0,7.0,26.0,14.0,741.0,148.0
693,832,Oghenekaro Etebo,ng NGA,MF,Watford,eng Premier League,25,1995,4.5,204.0,15.0,65.0,130.0,12.0,0.0,204.0,10.0,6.0,60.0,4.0,40.0,106.0,548.0,248.0,3.0,1.0,0.0,3.0,2.0,123.0,1.0
694,833,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,33,1988,15.0,1147.0,154.0,632.0,484.0,38.0,12.0,1147.0,3.0,2.0,66.7,1.0,33.3,657.0,2803.0,1537.0,1.0,3.0,0.0,4.0,0.0,747.0,4.0
695,834,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,23,1998,6.7,376.0,4.0,48.0,190.0,143.0,11.0,376.0,23.0,14.0,60.9,9.0,39.1,222.0,1381.0,662.0,20.0,16.0,3.0,20.0,10.0,262.0,38.0
696,835,Abdessamad Ezzalzouli,ma MAR,FW,Barcelona,es La Liga,19,2001,6.4,302.0,1.0,42.0,77.0,193.0,52.0,302.0,59.0,34.0,57.6,25.0,42.4,214.0,2030.0,1194.0,47.0,21.0,24.0,23.0,12.0,215.0,76.0
697,837,Fabinho,br BRA,MF,Liverpool,eng Premier League,27,1993,25.7,1788.0,42.0,343.0,1175.0,281.0,21.0,1786.0,15.0,11.0,73.3,4.0,26.7,942.0,3953.0,1874.0,18.0,27.0,1.0,24.0,13.0,1231.0,37.0
698,838,Fábio,br BRA,DF,Nantes,fr Ligue 1,31,1990,18.5,1071.0,48.0,318.0,505.0,259.0,17.0,1071.0,24.0,14.0,58.3,10.0,41.7,469.0,2497.0,1162.0,26.0,25.0,1.0,20.0,9.0,476.0,75.0
699,839,Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,34,1987,0.4,59.0,1.0,8.0,24.0,27.0,1.0,59.0,1.0,0.0,0.0,1.0,100.0,31.0,96.0,50.0,2.0,0.0,1.0,0.0,0.0,42.0,3.0
700,840,Wout Faes,be BEL,DF,Reims,fr Ligue 1,23,1998,37.0,1843.0,330.0,1110.0,682.0,66.0,32.0,1843.0,9.0,7.0,77.8,2.0,22.2,1100.0,6230.0,3604.0,13.0,13.0,1.0,21.0,4.0,1118.0,10.0
701,841,Wahidullah Faghir,dk DEN,FW,Stuttgart,de Bundesliga,18,2003,1.4,46.0,0.0,0.0,17.0,31.0,6.0,46.0,6.0,5.0,83.3,1.0,16.7,35.0,161.0,59.0,2.0,6.0,1.0,4.0,1.0,43.0,18.0
702,844,Radamel Falcao,co COL,FW,Rayo Vallecano,es La Liga,35,1986,9.3,282.0,12.0,19.0,138.0,126.0,41.0,282.0,10.0,3.0,30.0,7.0,70.0,153.0,598.0,219.0,8.0,6.0,5.0,31.0,11.0,229.0,38.0
703,845,Diego Falcinelli,it ITA,FW,Bologna,it Serie A,30,1991,0.7,45.0,1.0,5.0,17.0,24.0,9.0,45.0,4.0,2.0,50.0,2.0,50.0,26.0,125.0,62.0,1.0,1.0,0.0,6.0,3.0,33.0,9.0
704,847,Fali,es ESP,"DF,MF",Cádiz,es La Liga,27,1993,20.0,898.0,122.0,460.0,384.0,56.0,13.0,898.0,1.0,1.0,100.0,0.0,0.0,404.0,1971.0,1177.0,9.0,4.0,1.0,10.0,3.0,454.0,6.0
705,848,Paolo Faragò,it ITA,MF,Cagliari,it Serie A,28,1993,0.2,15.0,0.0,5.0,5.0,7.0,3.0,15.0,1.0,1.0,100.0,0.0,0.0,7.0,54.0,38.0,1.0,1.0,0.0,1.0,0.0,7.0,2.0
706,849,Omar Faraj,se SWE,FW,Levante,es La Liga,19,2002,0.0,6.0,0.0,5.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,29.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
