,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PK_Attempted,Yellow,Red,xG,npxG,xAG,npxG+xAG,Prg_Carries,Prg_Passes,Prg_Passes_Received,Goals_per90,Assits_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90
1966,2382,Esteban Saveljich,me MNE,FW,Rayo Vallecano,es La Liga,31,1991,1,0,1,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1967,2383,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,31,1991,22,22,1943,21.6,0,0,0,0,0,0,4,2,0.2,0.2,0.0,0.2,20.0,74.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
1968,2384,Joe Scally,us USA,DF,M'Gladbach,de Bundesliga,19,2002,28,25,2208,24.5,0,0,0,0,0,0,2,0,0.5,0.5,1.8,2.3,29.0,57.0,60.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09
1969,2385,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,18,2003,32,29,2335,25.9,2,2,4,2,0,0,7,0,2.0,2.0,0.4,2.4,22.0,158.0,34.0,0.08,0.08,0.15,0.08,0.15,0.08,0.01,0.09,0.08,0.09
1970,2386,Gianluca Scamacca,it ITA,FW,West Ham,eng Premier League,23,1999,16,11,926,10.3,3,0,3,3,0,0,3,0,2.5,2.5,0.7,3.1,13.0,17.0,48.0,0.29,0.0,0.29,0.29,0.29,0.24,0.07,0.31,0.24,0.31
1971,2387,Gustavo Scarpa,br BRA,"MF,FW",Nott'ham Forest,eng Premier League,28,1994,6,2,181,2.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,9.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.13,0.02,0.14,0.13,0.14
1972,2390,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,23,1999,16,10,860,9.6,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,15.0,26.0,18.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07
1973,2391,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,30,1991,36,36,3206,35.6,1,3,4,1,0,0,7,0,4.9,4.9,3.3,8.2,27.0,139.0,32.0,0.03,0.08,0.11,0.03,0.11,0.14,0.09,0.23,0.14,0.23
1974,2392,Derry Scherhant,de GER,"FW,MF",Hertha BSC,de Bundesliga,19,2002,10,2,285,3.2,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,4.0,1.0,16.0,0.32,0.0,0.32,0.32,0.32,0.06,0.03,0.1,0.06,0.1
1975,2393,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,26,1996,14,10,941,10.5,3,1,4,3,0,0,0,0,4.6,4.6,0.6,5.1,8.0,11.0,68.0,0.29,0.1,0.38,0.29,0.38,0.44,0.05,0.49,0.44,0.49
1976,2394,Kingsley Schindler,gh GHA,"DF,MF",Köln,de Bundesliga,29,1993,29,8,1088,12.1,0,1,1,0,0,0,4,0,2.2,2.2,0.7,2.9,20.0,50.0,75.0,0.0,0.08,0.08,0.0,0.08,0.18,0.06,0.24,0.18,0.24
1977,2395,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,24,1997,22,16,1506,16.7,1,1,2,1,0,0,2,0,0.3,0.3,0.7,0.9,23.0,77.0,12.0,0.06,0.06,0.12,0.06,0.12,0.02,0.04,0.06,0.02,0.06
1978,2398,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,22,1999,28,27,2252,25.0,4,5,9,4,0,0,3,0,1.6,1.6,1.7,3.3,39.0,159.0,14.0,0.16,0.2,0.36,0.16,0.36,0.06,0.07,0.13,0.06,0.13
1979,2399,Jeffrey Schlupp,gh GHA,"MF,FW",Crystal Palace,eng Premier League,29,1992,34,30,2531,28.1,3,1,4,3,0,0,7,0,3.2,3.2,1.4,4.6,32.0,98.0,67.0,0.11,0.04,0.14,0.11,0.14,0.11,0.05,0.17,0.11,0.17
1980,2401,Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,32,1990,3,0,41,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.68,0.19,0.88,0.68,0.88
1981,2402,Romano Schmid,at AUT,"MF,FW",Werder Bremen,de Bundesliga,22,2000,27,15,1520,16.9,1,3,4,1,0,0,3,0,1.5,1.5,2.0,3.5,34.0,75.0,84.0,0.06,0.18,0.24,0.06,0.24,0.09,0.12,0.21,0.09,0.21
1982,2403,Kenneth Schmidt,de GER,DF,Freiburg,de Bundesliga,20,2002,5,3,251,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,2404,Niklas Schmidt,de GER,MF,Werder Bremen,de Bundesliga,24,1998,24,11,1087,12.1,3,0,3,3,0,0,3,0,1.6,1.6,1.3,2.9,26.0,64.0,49.0,0.25,0.0,0.25,0.25,0.25,0.14,0.11,0.24,0.14,0.24
1984,2405,Benno Schmitz,de GER,DF,Köln,de Bundesliga,27,1994,31,30,2420,26.9,1,0,1,1,0,0,6,0,0.4,0.4,2.4,2.9,48.0,149.0,126.0,0.04,0.0,0.04,0.04,0.04,0.02,0.09,0.11,0.02,0.11
1985,2406,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,25,1997,33,29,2509,27.9,0,2,2,0,0,0,3,0,0.4,0.4,1.5,1.9,15.0,139.0,29.0,0.0,0.07,0.07,0.0,0.07,0.02,0.05,0.07,0.02,0.07
1986,2407,Perr Schuurs,nl NED,DF,Torino,it Serie A,22,1999,30,28,2326,25.8,0,2,2,0,0,0,5,0,0.9,0.9,0.9,1.8,14.0,56.0,2.0,0.0,0.08,0.08,0.0,0.08,0.04,0.03,0.07,0.04,0.07
1987,2410,Manuel Sebastián,es ESP,MF,Sevilla,es La Liga,18,2004,2,2,149,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05
1988,2411,Demba Seck,sn SEN,"MF,FW",Torino,it Serie A,21,2001,19,6,519,5.8,0,0,0,0,0,0,0,0,0.6,0.6,0.6,1.2,29.0,17.0,42.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,0.2
1989,2412,Haris Seferović,ch SUI,FW,Celta Vigo,es La Liga,30,1992,18,10,887,9.9,3,1,4,3,0,0,3,0,1.8,1.8,0.5,2.3,12.0,17.0,44.0,0.3,0.1,0.41,0.3,0.41,0.19,0.05,0.24,0.19,0.24
1990,2413,Telasco Segovia,ve VEN,MF,Sampdoria,it Serie A,19,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,2414,Jacopo Segre,it ITA,DF,Torino,it Serie A,25,1997,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,2415,Paul Seguin,de GER,MF,Union Berlin,de Bundesliga,27,1995,20,4,691,7.7,1,3,4,1,0,0,4,0,1.2,1.2,2.0,3.2,13.0,49.0,28.0,0.13,0.39,0.52,0.13,0.52,0.16,0.26,0.41,0.16,0.41
1993,2416,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,22,2000,28,28,2458,27.3,0,0,0,0,0,0,10,1,0.1,0.1,0.5,0.7,27.0,65.0,35.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.02
1994,2420,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,28,1993,36,31,2632,29.2,0,1,1,0,0,0,11,1,0.4,0.4,0.7,1.2,50.0,110.0,147.0,0.0,0.03,0.03,0.0,0.03,0.01,0.03,0.04,0.01,0.04
1995,2421,Vivaldo Semedo,pt POR,"FW,MF",Udinese,it Serie A,17,2005,5,0,36,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25
1996,2422,Antoine Semenyo,gh GHA,"FW,MF",Bournemouth,eng Premier League,22,2000,11,2,258,2.9,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.4,5.0,5.0,11.0,0.35,0.0,0.35,0.35,0.35,0.09,0.03,0.12,0.09,0.12
1997,2423,Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,21,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,2424,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,25,1997,31,29,2491,27.7,2,0,2,2,0,0,7,0,1.6,1.6,0.5,2.1,9.0,66.0,3.0,0.07,0.0,0.07,0.07,0.07,0.06,0.02,0.08,0.06,0.08
1999,2425,Stefano Sensi,it ITA,MF,Monza,it Serie A,26,1995,28,21,1618,18.0,3,1,4,3,0,0,8,0,1.4,1.4,2.1,3.5,27.0,143.0,37.0,0.17,0.06,0.22,0.17,0.22,0.08,0.12,0.19,0.08,0.19
2000,2426,Jaime Seoane,es ESP,"MF,FW",Getafe,es La Liga,25,1997,16,2,326,3.6,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1
2001,2428,Suat Serdar,de GER,MF,Hertha BSC,de Bundesliga,25,1997,32,24,2021,22.5,4,2,6,4,0,0,7,0,1.9,1.9,1.6,3.5,33.0,78.0,48.0,0.18,0.09,0.27,0.18,0.27,0.09,0.07,0.16,0.09,0.16
2002,2429,Leonardo Sernicola,it ITA,DF,Cremonese,it Serie A,25,1997,32,27,2317,25.7,2,2,4,2,0,0,11,0,1.3,1.3,2.3,3.7,60.0,62.0,95.0,0.08,0.08,0.16,0.08,0.16,0.05,0.09,0.14,0.05,0.14
2003,2430,Ryan Sessegnon,eng ENG,DF,Tottenham,eng Premier League,22,2000,17,9,813,9.0,2,0,2,2,0,0,4,0,1.6,1.6,1.1,2.7,24.0,22.0,64.0,0.22,0.0,0.22,0.22,0.22,0.18,0.12,0.3,0.18,0.3
2004,2431,Stephan El Shaarawy,it ITA,"DF,MF",Roma,it Serie A,29,1992,29,14,1523,16.9,7,2,9,7,0,0,3,0,5.5,5.5,1.4,6.9,58.0,66.0,136.0,0.41,0.12,0.53,0.41,0.53,0.33,0.08,0.41,0.33,0.41
2005,2432,Eniss Shabani,de GER,MF,Mainz 05,de Bundesliga,19,2003,1,0,10,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,2433,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,27,1995,31,30,2552,28.4,1,2,3,1,0,0,8,0,1.1,1.1,3.6,4.7,53.0,140.0,76.0,0.04,0.07,0.11,0.04,0.11,0.04,0.13,0.16,0.04,0.16
2007,2438,Kaj Sierhuis,nl NED,"FW,MF",Reims,fr Ligue 1,24,1998,14,1,218,2.4,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,5.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16
2008,2439,Vincent Sierro,ch SUI,MF,Toulouse,fr Ligue 1,26,1995,15,7,665,7.4,0,0,0,0,0,0,3,0,0.5,0.5,0.8,1.2,7.0,49.0,13.0,0.0,0.0,0.0,0.0,0.0,0.06,0.1,0.17,0.06,0.17
2009,2440,Kiliann Sildillia,fr FRA,"DF,MF",Freiburg,de Bundesliga,20,2002,27,23,1977,22.0,0,2,2,0,0,0,4,1,0.8,0.8,0.7,1.6,20.0,81.0,47.0,0.0,0.09,0.09,0.0,0.09,0.04,0.03,0.07,0.04,0.07
2010,2441,André Silva,pt POR,FW,RB Leipzig,de Bundesliga,26,1995,31,20,1738,19.3,4,3,7,4,0,0,3,0,9.2,9.2,2.9,12.0,35.0,37.0,142.0,0.21,0.16,0.36,0.21,0.36,0.47,0.15,0.62,0.47,0.62
2011,2442,Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,27,1994,34,24,2205,24.5,4,5,9,4,0,0,5,0,2.2,2.2,3.3,5.4,90.0,130.0,188.0,0.16,0.2,0.37,0.16,0.37,0.09,0.13,0.22,0.09,0.22
2012,2443,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,25,1997,35,32,2896,32.2,1,9,10,1,0,0,3,0,0.7,0.7,5.2,6.0,56.0,197.0,141.0,0.03,0.28,0.31,0.03,0.31,0.02,0.16,0.19,0.02,0.19
2013,2444,David Silva,es ESP,MF,Real Sociedad,es La Liga,36,1986,28,25,1937,21.5,2,5,7,2,0,0,3,0,3.9,3.9,3.6,7.5,70.0,162.0,121.0,0.09,0.23,0.33,0.09,0.33,0.18,0.17,0.35,0.18,0.35
2014,2446,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,37,1984,27,26,2352,26.1,0,2,2,0,0,0,2,0,1.5,1.5,0.5,2.0,8.0,104.0,2.0,0.0,0.08,0.08,0.0,0.08,0.06,0.02,0.08,0.06,0.08
2015,2448,Abdallah Sima,sn SEN,FW,Angers,fr Ligue 1,21,2001,34,19,1836,20.4,5,1,6,5,0,0,0,0,4.8,4.8,2.2,7.0,38.0,21.0,140.0,0.25,0.05,0.29,0.25,0.29,0.24,0.11,0.34,0.24,0.34
2016,2449,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,22,2000,24,18,1454,16.2,1,1,2,1,0,0,2,0,1.7,1.7,1.2,2.9,32.0,88.0,72.0,0.06,0.06,0.12,0.06,0.12,0.1,0.08,0.18,0.1,0.18
2017,2450,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,27,1995,25,1,406,4.5,4,1,5,4,0,0,1,0,1.4,1.4,1.2,2.5,11.0,9.0,34.0,0.89,0.22,1.11,0.89,1.11,0.3,0.26,0.56,0.3,0.56
2018,2451,Ellis Simms,eng ENG,FW,Everton,eng Premier League,21,2001,11,2,228,2.5,1,0,1,1,0,0,0,0,0.9,0.9,0.1,0.9,2.0,4.0,19.0,0.39,0.0,0.39,0.39,0.39,0.34,0.03,0.37,0.34,0.37
2019,2452,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,27,1995,34,28,2346,26.1,5,4,9,4,1,1,3,0,4.6,3.6,3.5,7.1,138.0,62.0,218.0,0.19,0.15,0.35,0.15,0.31,0.18,0.14,0.31,0.14,0.27
2020,2454,Lassine Sinayoko,ml MLI,"MF,FW",Auxerre,fr Ligue 1,22,1999,33,16,1570,17.4,1,2,3,1,0,0,2,1,3.2,3.2,2.7,5.9,49.0,74.0,150.0,0.06,0.11,0.17,0.06,0.17,0.18,0.16,0.34,0.18,0.34
2021,2455,Wilfried Singo,ci CIV,DF,Torino,it Serie A,21,2000,31,24,2046,22.7,2,1,3,2,0,0,8,0,2.7,2.7,1.9,4.6,54.0,67.0,93.0,0.09,0.04,0.13,0.09,0.13,0.12,0.08,0.2,0.12,0.2
2022,2456,Luis Sinisterra,co COL,FW,Leeds United,eng Premier League,23,1999,19,13,867,9.6,5,0,5,5,0,0,3,1,3.7,3.7,0.4,4.2,30.0,39.0,84.0,0.52,0.0,0.52,0.52,0.52,0.39,0.04,0.43,0.39,0.43
2023,2457,Daley Sinkgraven,nl NED,"DF,MF",Leverkusen,de Bundesliga,27,1995,12,4,344,3.8,0,2,2,0,0,0,1,0,0.2,0.2,1.3,1.4,8.0,8.0,17.0,0.0,0.52,0.52,0.0,0.52,0.04,0.33,0.37,0.04,0.37
2024,2459,Hugo Siquet,be BEL,DF,Freiburg,de Bundesliga,20,2002,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2461,Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,24,1997,26,13,1310,14.6,0,2,2,0,0,0,1,0,0.7,0.7,0.9,1.6,18.0,67.0,41.0,0.0,0.14,0.14,0.0,0.14,0.05,0.06,0.11,0.05,0.11
2026,2462,Moussa Sissoko,fr FRA,MF,Nantes,fr Ligue 1,32,1989,30,22,1918,21.3,2,0,2,2,0,0,3,0,2.4,2.4,0.9,3.3,33.0,105.0,70.0,0.09,0.0,0.09,0.09,0.09,0.11,0.04,0.16,0.11,0.16
2027,2465,Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,27,1995,32,32,2856,31.7,7,1,8,7,0,0,5,0,5.3,5.3,1.8,7.1,50.0,155.0,61.0,0.22,0.03,0.25,0.22,0.25,0.17,0.06,0.22,0.17,0.22
2028,2466,Oliver Skipp,eng ENG,MF,Tottenham,eng Premier League,21,2000,23,18,1491,16.6,1,0,1,1,0,0,7,0,0.3,0.3,0.6,0.9,14.0,56.0,25.0,0.06,0.0,0.06,0.06,0.06,0.02,0.04,0.05,0.02,0.05
2029,2467,Leo Skiri Østigård,no NOR,DF,Napoli,it Serie A,22,1999,7,4,419,4.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
2030,2469,Robert Skov,dk DEN,DF,Hoffenheim,de Bundesliga,26,1996,23,16,1349,15.0,3,2,5,1,2,2,1,0,3.4,1.8,1.8,3.6,43.0,49.0,97.0,0.2,0.13,0.33,0.07,0.2,0.23,0.12,0.34,0.12,0.24
2031,2470,Milan Škriniar,sk SVK,DF,Inter,it Serie A,27,1995,21,20,1769,19.7,0,0,0,0,0,0,5,1,0.8,0.8,0.3,1.1,16.0,81.0,10.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05
2032,2471,Naatan Skyttä,fi FIN,MF,Toulouse,fr Ligue 1,20,2002,2,0,23,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.4
2033,2472,Islam Slimani,dz ALG,FW,Brest,fr Ligue 1,34,1988,16,11,986,11.0,1,1,2,1,0,1,5,0,2.5,1.7,1.2,2.9,11.0,26.0,61.0,0.09,0.09,0.18,0.09,0.18,0.23,0.11,0.33,0.16,0.26
2034,2473,Chris Smalling,eng ENG,DF,Roma,it Serie A,32,1989,32,31,2808,31.2,3,1,4,3,0,0,7,0,1.7,1.7,0.4,2.1,5.0,51.0,7.0,0.1,0.03,0.13,0.1,0.13,0.05,0.01,0.07,0.05,0.07
2035,2474,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,31,1991,37,34,2943,32.7,0,1,1,0,0,0,11,0,0.5,0.5,1.3,1.8,28.0,83.0,54.0,0.0,0.03,0.03,0.0,0.03,0.02,0.04,0.05,0.02,0.05
2036,2475,Emile Smith Rowe,eng ENG,"MF,FW",Arsenal,eng Premier League,22,2000,12,0,172,1.9,0,2,2,0,0,0,0,0,0.3,0.3,0.7,1.0,2.0,7.0,11.0,0.0,1.05,1.05,0.0,1.05,0.14,0.36,0.5,0.14,0.5
2037,2476,Hrvoje Smolčić,hr CRO,DF,Eint Frankfurt,de Bundesliga,21,2000,9,4,471,5.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
2038,2479,Danilo Soares,br BRA,DF,Bochum,de Bundesliga,30,1991,23,23,1766,19.6,0,0,0,0,0,0,6,0,0.0,0.0,1.3,1.3,17.0,93.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.0,0.07
2039,2480,Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,27,1995,15,9,870,9.7,0,1,1,0,0,0,2,0,0.1,0.1,0.8,0.9,16.0,34.0,54.0,0.0,0.1,0.1,0.0,0.1,0.01,0.08,0.09,0.01,0.09
2040,2481,Rubén Sobrino,es ESP,"MF,FW",Cádiz,es La Liga,30,1992,33,28,2465,27.4,3,2,5,3,0,0,11,0,4.9,4.9,2.3,7.2,45.0,46.0,81.0,0.11,0.07,0.18,0.11,0.18,0.18,0.08,0.26,0.18,0.26
2041,2482,Alex Sola,es ESP,DF,Real Sociedad,es La Liga,23,1999,10,3,349,3.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,8.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05
2042,2483,Dominic Solanke,eng ENG,"FW,MF",Bournemouth,eng Premier League,24,1997,33,32,2860,31.8,6,7,13,6,0,0,2,0,9.1,9.1,3.9,13.0,70.0,47.0,167.0,0.19,0.22,0.41,0.19,0.41,0.29,0.12,0.41,0.29,0.41
2043,2484,Augusto Solari,ar ARG,MF,Celta Vigo,es La Liga,30,1992,12,3,262,2.9,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.5,5.0,12.0,14.0,0.0,0.34,0.34,0.0,0.34,0.09,0.07,0.16,0.09,0.16
2044,2485,Ola Solbakken,no NOR,"MF,FW",Roma,it Serie A,23,1998,14,7,502,5.6,1,2,3,1,0,0,2,0,0.6,0.6,1.6,2.2,5.0,14.0,35.0,0.18,0.36,0.54,0.18,0.54,0.11,0.29,0.4,0.11,0.4
2045,2486,Nikola Soldo,hr CRO,DF,Köln,de Bundesliga,21,2001,7,6,593,6.6,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.7,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1
2046,2490,Manor Solomon,il ISR,FW,Fulham,eng Premier League,23,1999,19,4,572,6.4,4,0,4,4,0,0,0,0,1.2,1.2,0.4,1.6,16.0,24.0,51.0,0.63,0.0,0.63,0.63,0.63,0.19,0.06,0.26,0.19,0.26
2047,2496,Roberto Soriano,it ITA,"FW,MF",Bologna,it Serie A,31,1991,27,15,1326,14.7,1,3,4,1,0,0,1,0,0.6,0.6,2.5,3.1,30.0,56.0,66.0,0.07,0.2,0.27,0.07,0.27,0.04,0.17,0.21,0.04,0.21
2048,2497,Borna Sosa,hr CRO,DF,Stuttgart,de Bundesliga,24,1998,25,22,1955,21.7,2,7,9,2,0,0,5,0,1.0,1.0,6.5,7.6,58.0,128.0,152.0,0.09,0.32,0.41,0.09,0.41,0.05,0.3,0.35,0.05,0.35
2049,2498,Joaquin Sosa,uy URU,DF,Bologna,it Serie A,20,2002,10,7,688,7.6,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,6.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
2050,2499,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,18,2003,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2
2051,2500,Florian Sotoca,fr FRA,"MF,FW",Lens,fr Ligue 1,31,1990,38,34,3054,33.9,7,9,16,6,1,3,4,0,10.5,8.1,8.1,16.2,53.0,186.0,302.0,0.21,0.27,0.47,0.18,0.44,0.31,0.24,0.55,0.24,0.48
2052,2501,Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,23,1999,18,9,833,9.3,0,2,2,0,0,0,1,0,1.0,1.0,1.1,2.2,65.0,27.0,123.0,0.0,0.22,0.22,0.0,0.22,0.11,0.12,0.23,0.11,0.23
2053,2502,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,27,1995,36,32,2815,31.3,2,3,5,2,0,0,3,0,4.0,4.0,1.9,6.0,11.0,88.0,52.0,0.06,0.1,0.16,0.06,0.16,0.13,0.06,0.19,0.13,0.19
2054,2503,Matìas Soulé,ar ARG,"MF,FW",Juventus,it Serie A,19,2003,13,4,420,4.7,1,0,1,1,0,0,0,0,1.5,1.5,0.8,2.3,12.0,15.0,33.0,0.21,0.0,0.21,0.21,0.21,0.33,0.18,0.5,0.33,0.5
2055,2504,Moussa Soumano,fr FRA,FW,Ajaccio,fr Ligue 1,17,2005,14,5,495,5.5,1,0,1,1,0,0,3,0,0.5,0.5,0.3,0.8,5.0,1.0,19.0,0.18,0.0,0.18,0.18,0.18,0.1,0.05,0.15,0.1,0.15
2056,2505,Adama Soumaoro,fr FRA,DF,Bologna,it Serie A,30,1992,23,22,1867,20.7,0,0,0,0,0,0,5,1,0.3,0.3,0.0,0.3,7.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
2057,2506,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,23,1999,26,20,1629,18.1,0,0,0,0,0,0,9,0,0.0,0.0,0.4,0.4,17.0,73.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
2058,2507,Arnaud Souquet,fr FRA,"DF,FW",Montpellier,fr Ligue 1,30,1992,12,3,361,4.0,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.6,5.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.15,0.01,0.15
2059,2508,Dyego Sousa,pt POR,FW,Almería,es La Liga,32,1989,20,3,527,5.9,0,1,1,0,0,0,1,0,1.2,1.2,1.0,2.2,10.0,16.0,39.0,0.0,0.17,0.17,0.0,0.17,0.2,0.17,0.37,0.2,0.37
2060,2509,Harry Souttar,au AUS,DF,Leicester City,eng Premier League,23,1998,12,11,992,11.0,0,1,1,0,0,0,2,0,1.4,1.4,0.2,1.6,6.0,29.0,4.0,0.0,0.09,0.09,0.0,0.09,0.13,0.02,0.15,0.13,0.15
2061,2510,Vinicius Souza,br BRA,MF,Espanyol,es La Liga,23,1999,34,27,2428,27.0,1,1,2,1,0,0,10,1,0.8,0.8,0.6,1.4,13.0,82.0,14.0,0.04,0.04,0.07,0.04,0.07,0.03,0.02,0.05,0.03,0.05
2062,2511,Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,25,1997,32,30,2646,29.4,4,0,4,4,0,0,9,0,1.7,1.7,1.0,2.8,35.0,186.0,29.0,0.14,0.0,0.14,0.14,0.14,0.06,0.04,0.09,0.06,0.09
2063,2512,Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,26,1996,7,6,529,5.9,1,0,1,1,0,0,2,0,0.4,0.4,0.1,0.5,5.0,12.0,0.0,0.17,0.0,0.17,0.17,0.17,0.07,0.01,0.08,0.07,0.08
2064,2513,Kevin Spadanuda,ch SUI,"MF,FW",Ajaccio,fr Ligue 1,25,1997,22,13,1063,11.8,0,1,1,0,0,0,3,0,0.7,0.7,0.6,1.3,17.0,17.0,56.0,0.0,0.08,0.08,0.0,0.08,0.06,0.05,0.11,0.06,0.11
2065,2516,Stijn Spierings,nl NED,MF,Toulouse,fr Ligue 1,26,1996,36,35,3120,34.7,2,0,2,2,0,0,6,0,1.8,1.8,2.1,3.9,31.0,231.0,30.0,0.06,0.0,0.06,0.06,0.06,0.05,0.06,0.11,0.05,0.11
