,Player,Nationality,Position,Team,Comp_level,Age,Birth_year,Minutes_90s,Gk_goals_against,Gk_pens_goals_allowed,Gk_free_kick_goals_against,Gk_corner_kick_goals_against,Gk_own_goals_against,Gk_psxg,Gk_psxg_per_shot_on_target_against,Gk_psxg_diff,Gk_psxg_net_per90,Gk_passes_completed_launched,Gk_passes_attempted_launched,Gk_passes_pct_launched,Gk_passes,Gk_passes_throws,Gk_pct_passes_launched,Gk_passes_length_avg,Gk_goal_kicks,Gk_pct_goal_kicks_launched,Gk_goal_kick_length_avg,Gk_crosses_faced,Gk_crosses_stopped,Gk_crosses_stopped_pct,Gk_def_actions_outside_pen_area,Gk_def_actions_outside_pen_area_per90,Gk_avg_distance_def_actions,Matches
109,Alex Meret,it ITA,GK,Napoli,it Serie A,26,1997,30.8,40,2,1,5,0,38.0,0.33,-2.0,-0.07,56,174,32.2,774,120,18.5,27.9,137,22.6,29.5,334,9,2.7,29,0.94,15.4,Matches
110,Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,32,1991,7.7,9,0,0,0,1,7.8,0.30,-0.2,-0.03,27,81,33.3,334,29,20.1,28.3,31,45.2,42.1,107,8,7.5,7,0.91,14.5,Matches
111,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,26,1997,36.0,31,6,0,4,0,33.8,0.21,+2.8,+0.08,264,783,33.7,1288,171,44.8,38.3,239,86.2,66.6,407,38,9.3,37,1.03,13.6,Matches
112,Antonio Mirante,it ITA,GK,Milan,it Serie A,40,1983,2.0,3,0,0,1,0,3.1,0.41,+0.1,+0.05,5,14,35.7,46,5,26.1,29.2,8,25.0,29.4,17,1,5.9,1,0.51,11.9,Matches
113,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,27,1996,37.0,49,2,0,6,1,40.7,0.26,-7.3,-0.20,323,763,42.3,960,109,54.5,41.1,305,78.7,56.4,487,22,4.5,43,1.16,15.3,Matches
114,Kevin Müller,de GER,GK,Heidenheim,de Bundesliga,32,1991,34.0,55,7,0,7,3,53.6,0.27,+1.6,+0.05,249,595,41.8,1164,167,35.2,35.9,316,58.5,46.1,495,24,4.8,17,0.50,13.2,Matches
115,Arijanet Muric,xk KVX,GK,Burnley,eng Premier League,24,1998,10.0,16,1,0,1,1,21.7,0.26,+6.7,+0.67,77,219,35.2,547,54,36.4,34.3,33,60.6,45.1,143,20,14.0,31,3.10,17.2,Matches
116,Juan Musso,ar ARG,GK,Atalanta,it Serie A,29,1994,11.0,12,2,0,2,1,9.8,0.23,-1.2,-0.11,40,120,33.3,299,70,24.4,29.6,70,67.1,48.6,110,10,9.1,16,1.45,16.7,Matches
117,Yvon Mvogo,ch SUI,GK,Lorient,fr Ligue 1,29,1994,34.0,66,8,1,8,1,63.1,0.27,-1.9,-0.06,139,378,36.8,921,162,29.1,31.4,228,48.2,38.8,591,24,4.1,13,0.38,8.9,Matches
118,Lapo Nava,it ITA,GK,Milan,it Serie A,19,2004,0.0,1,0,0,0,0,0.9,0.50,-0.1,-2.83,1,1,100.0,1,0,100.0,43.0,0,,,0,0,,0,0.00,,Matches
119,Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,36,1986,4.0,6,1,0,0,0,4.7,0.31,-1.3,-0.33,4,9,44.4,80,12,10.0,23.5,18,5.6,22.2,37,0,0.0,5,1.25,16.3,Matches
120,Massamba Ndiaye,sn SEN,GK,Clermont Foot,fr Ligue 1,21,2001,4.0,6,1,0,1,0,7.8,0.29,+1.8,+0.45,20,55,36.4,148,28,29.7,30.9,24,45.8,35.1,75,7,9.3,3,0.75,10.1,Matches
121,Neto,br BRA,GK,Bournemouth,eng Premier League,34,1989,32.0,55,5,1,3,1,55.2,0.31,+1.2,+0.04,172,494,34.8,833,154,44.1,36.9,223,57.0,44.2,413,26,6.3,34,1.06,13.7,Matches
122,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,37,1986,22.8,33,2,1,1,0,29.1,0.29,-3.9,-0.17,73,159,45.9,779,110,18.6,27.7,97,14.4,26.0,231,9,3.9,32,1.40,17.5,Matches
123,Moritz Nicolas,de GER,GK,Gladbach,de Bundesliga,25,1997,27.0,49,4,0,6,0,45.1,0.26,-3.9,-0.14,112,315,35.6,888,140,26.0,29.7,161,52.2,42.5,460,21,4.6,22,0.81,13.2,Matches
124,Alexander Nübel,de GER,GK,Stuttgart,de Bundesliga,26,1996,30.0,36,3,0,5,3,30.8,0.27,-2.2,-0.07,126,291,43.3,1103,132,23.1,28.7,112,32.1,32.7,341,30,8.8,57,1.90,17.3,Matches
125,Ørjan Nyland,no NOR,GK,Sevilla,es La Liga,32,1990,24.0,27,3,1,1,1,29.8,0.26,+3.8,+0.16,166,449,37.0,583,108,49.9,39.4,201,78.6,56.4,359,20,5.6,17,0.71,13.5,Matches
126,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,30,1993,38.0,43,1,0,3,0,39.8,0.28,-3.2,-0.08,114,336,33.9,740,180,27.6,31.5,283,46.6,38.7,579,36,6.2,22,0.58,11.8,Matches
127,Guillermo Ochoa,mx MEX,GK,Salernitana,it Serie A,38,1985,21.0,44,7,0,3,1,37.2,0.27,-5.8,-0.28,85,323,26.3,479,73,46.3,37.5,171,59.1,44.4,342,9,2.6,11,0.52,13.6,Matches
128,Maduka Okoye,ng NGA,GK,Udinese,it Serie A,23,1999,21.0,25,3,2,3,1,23.9,0.24,-0.1,0.00,99,263,37.6,286,45,55.9,41.7,161,64.0,49.0,365,7,1.9,2,0.10,8.7,Matches
129,Robin Olsen,se SWE,GK,Aston Villa,eng Premier League,33,1990,4.5,13,0,1,0,0,11.1,0.30,-1.9,-0.43,15,48,31.3,176,19,20.5,27.1,27,44.4,35.9,46,6,13.0,1,0.22,8.4,Matches
130,Jonas Omlin,ch SUI,GK,Gladbach,de Bundesliga,29,1994,7.0,18,2,0,1,0,13.3,0.24,-4.7,-0.67,32,90,35.6,242,37,30.2,32.3,34,50.0,41.8,78,7,9.0,12,1.71,15.3,Matches
131,André Onana,cm CMR,GK,Manchester Utd,eng Premier League,27,1996,38.0,58,7,1,11,1,59.2,0.27,+2.2,+0.06,149,513,29.0,1351,140,31.0,31.2,162,58.0,44.6,601,40,6.7,37,0.97,13.1,Matches
132,Stefan Ortega,de GER,GK,Manchester City,eng Premier League,30,1992,7.1,7,0,0,1,0,9.0,0.33,+2.0,+0.28,28,68,41.2,247,24,24.7,27.9,19,36.8,34.4,65,6,9.2,13,1.84,16.8,Matches
133,Alexandre Oukidja,dz ALG,GK,Metz,fr Ligue 1,35,1988,33.2,57,6,1,7,0,52.3,0.26,-4.7,-0.14,209,666,31.4,708,125,57.3,42.4,292,89.0,59.0,569,46,8.1,22,0.66,10.3,Matches
134,Jesús Owono,gq EQG,GK,Alavés,es La Liga,22,2001,4.0,8,0,0,1,0,6.4,0.27,-1.6,-0.40,36,77,46.8,88,9,54.5,41.7,31,93.5,66.8,29,4,13.8,8,2.00,15.2,Matches
135,Rui Patrício,pt POR,GK,Roma,it Serie A,35,1988,23.0,27,2,0,2,2,23.4,0.29,-1.6,-0.07,90,211,42.7,492,86,31.5,31.0,137,40.9,34.9,309,16,5.2,8,0.35,11.7,Matches
136,Jiří Pavlenka,cz CZE,GK,Werder Bremen,de Bundesliga,31,1992,7.0,17,2,0,1,0,13.1,0.30,-3.9,-0.56,31,85,36.5,177,37,37.9,34.2,69,26.1,32.5,109,7,6.4,9,1.29,14.4,Matches
137,Iñaki Peña ,es ESP,GK,Barcelona,es La Liga,24,1999,10.0,17,0,0,0,0,13.9,0.36,-3.1,-0.31,21,49,42.9,249,46,13.3,23.7,48,33.3,35.5,116,2,1.7,5,0.50,10.6,Matches
138,Daniel Peretz,il ISR,GK,Bayern Munich,de Bundesliga,23,2000,0.2,0,0,0,0,0,0.0,,0.0,0.00,0,4,0.0,15,3,26.7,33.1,2,0.0,16.5,2,0,0.0,0,0.00,,Matches
139,Simone Perilli,it ITA,GK,Hellas Verona,it Serie A,28,1995,1.0,2,0,0,0,0,2.7,0.29,+0.7,+0.75,8,28,28.6,32,2,75.0,49.5,5,80.0,62.0,5,0,0.0,2,2.00,18.0,Matches
140,Mattia Perin,it ITA,GK,Juventus,it Serie A,30,1992,2.5,1,0,0,0,0,1.2,0.25,+0.2,+0.10,5,15,33.3,54,9,25.9,29.4,12,8.3,19.5,29,2,6.9,3,1.20,16.7,Matches
141,Samuele Perisan,it ITA,GK,Empoli,it Serie A,25,1997,1.0,2,0,0,0,0,0.7,0.14,-1.3,-1.32,1,8,12.5,22,8,27.3,26.3,12,16.7,29.6,18,0,0.0,1,1.00,21.0,Matches
142,Pavao Pervan,at AUT,GK,Wolfsburg,de Bundesliga,35,1987,9.0,17,0,2,2,1,11.5,0.32,-4.5,-0.51,40,104,38.5,263,39,33.5,32.8,37,43.2,39.6,127,1,0.8,3,0.33,12.1,Matches
143,Denis Petrić,rs SRB,GK,Nantes,fr Ligue 1,35,1988,0.3,1,0,0,1,0,0.3,0.28,-0.7,-2.71,1,2,50.0,7,2,28.6,30.7,0,,,4,0,0.0,0,0.00,,Matches
144,Đorđe Petrović,rs SRB,GK,Chelsea,eng Premier League,23,1999,22.1,38,1,0,5,3,28.3,0.26,-6.7,-0.30,67,214,31.3,655,97,22.1,27.8,149,46.3,37.8,312,20,6.4,20,0.91,12.7,Matches
145,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,29,1994,38.0,51,8,0,9,3,52.4,0.28,+4.4,+0.12,360,901,40.0,1297,141,56.7,41.6,273,60.8,48.3,570,30,5.3,54,1.42,15.9,Matches
146,Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,33,1990,0.5,0,0,0,0,0,0.5,0.18,+0.5,+1.06,2,5,40.0,21,1,23.8,31.4,0,,,17,0,0.0,0,0.00,5.0,Matches
147,Nick Pope,eng ENG,GK,Newcastle Utd,eng Premier League,31,1992,14.9,16,0,1,2,0,16.8,0.30,+0.8,+0.05,41,118,34.7,304,88,21.1,28.6,95,56.8,43.8,143,9,6.3,28,1.87,19.0,Matches
148,Ivan Provedel,it ITA,GK,Lazio,it Serie A,29,1994,30.0,33,2,0,1,0,31.3,0.24,-1.7,-0.06,101,252,40.1,841,103,22.6,30.8,176,35.2,37.0,377,15,4.0,18,0.60,13.0,Matches
149,Ionuț Radu,ro ROU,GK,Bournemouth,eng Premier League,26,1997,2.0,7,0,0,3,0,2.9,0.27,-4.1,-2.04,5,15,33.3,57,10,19.3,26.9,11,36.4,29.2,19,2,10.5,0,0.00,9.6,Matches
150,Boris Radunović,rs SRB,GK,Cagliari,it Serie A,27,1996,7.0,12,0,0,1,1,10.1,0.38,-0.9,-0.13,41,91,45.1,156,31,35.9,37.0,66,53.0,43.8,98,6,6.1,4,0.57,11.2,Matches
151,Predrag Rajković,rs SRB,GK,Mallorca,es La Liga,27,1995,36.0,43,4,1,4,1,41.8,0.27,-0.2,-0.01,322,795,40.5,946,117,60.9,44.7,300,73.0,54.3,502,33,6.6,28,0.78,13.7,Matches
152,Aaron Ramsdale,eng ENG,GK,Arsenal,eng Premier League,25,1998,6.0,5,0,0,1,0,3.7,0.26,-1.3,-0.22,19,69,27.5,169,30,34.9,33.3,19,52.6,41.4,46,8,17.4,9,1.50,14.6,Matches
153,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,23,1999,5.9,3,0,1,0,0,5.5,0.25,+2.5,+0.43,14,49,28.6,172,23,18.0,25.4,34,52.9,41.0,73,1,1.4,4,0.67,17.1,Matches
154,David Raya,es ESP,GK,Arsenal,eng Premier League,27,1995,32.0,24,2,1,5,1,20.4,0.26,-2.6,-0.08,138,372,37.1,969,159,32.2,30.7,96,62.5,47.5,329,40,12.2,50,1.56,17.9,Matches
155,Pepe Reina,es ESP,GK,Villarreal,es La Liga,40,1982,2.0,2,0,0,0,0,1.9,0.21,-0.1,-0.05,6,18,33.3,58,12,24.1,30.2,11,36.4,38.8,38,1,2.6,0,0.00,5.3,Matches
156,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,28,1995,36.4,36,5,0,5,1,37.9,0.26,+2.9,+0.08,182,440,41.4,1090,111,30.6,32.0,163,65.6,50.9,383,18,4.7,54,1.48,16.9,Matches
157,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,18,2005,34.0,46,4,2,6,0,45.3,0.30,-0.7,-0.02,92,285,32.3,702,93,27.4,29.3,193,48.2,38.9,490,7,1.4,16,0.47,10.7,Matches
158,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,34,1988,33.0,70,9,0,9,3,59.6,0.27,-7.4,-0.22,430,1041,41.3,1498,89,61.0,42.5,208,61.1,46.9,510,35,6.9,104,3.15,19.8,Matches
159,Rémy Riou,fr FRA,GK,Lyon,fr Ligue 1,35,1987,3.0,6,0,1,0,0,4.7,0.33,-1.3,-0.44,5,24,20.8,81,13,16.0,26.1,23,47.8,39.0,32,3,9.4,3,1.00,13.4,Matches
160,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,32,1991,0.1,0,0,0,0,0,0.8,0.75,+0.8,+13.52,0,1,0.0,1,1,0.0,14.0,1,100.0,67.0,2,0,0.0,0,0.00,,Matches
161,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,30,1992,33.0,56,5,2,7,1,51.7,0.28,-3.3,-0.10,198,525,37.7,1096,174,35.2,33.6,218,63.8,47.4,539,54,10.0,37,1.12,12.9,Matches
162,José Sá,pt POR,GK,Wolves,eng Premier League,30,1993,33.7,58,8,1,7,1,65.9,0.31,+8.9,+0.26,87,424,20.5,841,190,33.3,33.0,253,56.9,42.6,522,45,8.6,28,0.83,12.6,Matches
163,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,29,1994,33.0,35,6,0,6,1,42.3,0.27,+8.3,+0.25,163,369,44.2,948,143,31.8,31.5,170,40.0,33.5,388,32,8.2,39,1.18,14.8,Matches
164,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,25,1997,15.9,25,2,0,3,0,24.2,0.28,-0.8,-0.05,61,147,41.5,516,87,21.3,28.1,91,40.7,33.7,202,19,9.4,27,1.70,15.8,Matches
165,Marcel Schuhen,de GER,GK,Darmstadt 98,de Bundesliga,30,1993,31.0,76,1,2,7,2,68.0,0.34,-6.0,-0.19,245,618,39.6,1204,182,36.3,34.8,289,62.6,48.5,453,24,5.3,51,1.65,16.5,Matches
166,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,28,1995,34.0,60,3,0,10,0,62.0,0.36,+2.0,+0.06,135,372,36.3,1148,101,28.4,31.4,149,30.9,34.3,504,14,2.8,21,0.62,13.4,Matches
167,Alexander Schwolow,de GER,GK,Union Berlin,de Bundesliga,31,1992,1.0,2,0,0,0,0,1.2,0.20,-0.8,-0.81,4,10,40.0,28,4,32.1,34.1,8,12.5,28.4,13,0,0.0,0,0.00,5.0,Matches
168,Simone Scuffet,it ITA,GK,Cagliari,it Serie A,27,1996,31.0,55,3,3,9,2,45.1,0.33,-7.9,-0.25,161,452,35.6,684,106,43.3,37.1,243,64.2,46.9,482,22,4.6,20,0.65,12.1,Matches
169,Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,31,1992,16.0,27,1,0,9,2,17.2,0.27,-7.8,-0.49,75,179,41.9,283,51,45.9,36.6,93,52.7,41.4,223,11,4.9,4,0.25,9.4,Matches
170,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,31,1992,19.0,24,1,0,2,2,20.0,0.31,-2.0,-0.11,88,226,38.9,505,68,37.4,34.5,113,32.7,33.7,257,6,2.3,19,1.00,13.9,Matches
171,James Shea,eng ENG,GK,Luton Town,eng Premier League,32,1991,0.2,0,0,0,0,0,0.1,0.06,+0.1,+0.75,3,6,50.0,6,1,83.3,50.8,3,33.3,37.3,3,0,0.0,1,6.00,19.0,Matches
172,Rui Silva,pt POR,GK,Betis,es La Liga,29,1994,27.5,36,7,2,3,2,37.5,0.26,+3.5,+0.13,129,380,33.9,772,119,36.0,33.5,183,55.7,43.0,375,31,8.3,34,1.24,14.9,Matches
173,Marco Silvestri,it ITA,GK,Udinese,it Serie A,32,1991,17.0,28,6,0,2,0,25.7,0.29,-2.3,-0.14,57,168,33.9,345,68,33.6,32.3,105,49.5,42.1,282,5,1.8,7,0.41,13.1,Matches
174,Unai Simón,es ESP,GK,Athletic Club,es La Liga,26,1997,35.4,33,1,0,2,4,38.0,0.28,+9.0,+0.26,220,679,32.4,982,144,48.5,38.7,240,84.6,60.9,450,31,6.9,46,1.30,16.3,Matches
175,Antonio Sivera,es ESP,GK,Alavés,es La Liga,26,1996,34.0,38,8,0,3,2,38.4,0.25,+2.4,+0.07,279,701,39.8,807,116,62.3,44.6,295,67.1,47.8,501,25,5.0,29,0.85,13.1,Matches
176,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,32,1991,32.0,29,3,1,3,1,26.6,0.23,-1.4,-0.05,103,297,34.7,829,136,26.3,29.6,188,42.0,38.7,432,12,2.8,15,0.47,12.2,Matches
177,Daniele Sommariva,it ITA,GK,Genoa,it Serie A,26,1997,0.1,0,0,0,0,0,0.0,,0.0,0.00,0,3,0.0,2,0,100.0,54.5,1,100.0,76.0,2,1,50.0,0,0.00,15.0,Matches
178,Yann Sommer,ch SUI,GK,Inter,it Serie A,34,1988,34.0,19,2,0,3,0,25.5,0.23,+6.5,+0.19,104,226,46.0,1033,120,17.4,26.1,201,22.9,27.9,395,18,4.6,14,0.41,12.1,Matches
179,David Soria,es ESP,GK,Getafe,es La Liga,30,1993,37.9,52,5,0,6,0,53.9,0.29,+1.9,+0.05,339,908,37.3,979,123,66.2,45.8,310,83.9,57.3,458,17,3.7,62,1.63,17.3,Matches
180,Alessandro Sorrentino,it ITA,GK,Monza,it Serie A,21,2002,6.1,16,4,0,1,0,14.4,0.34,-1.6,-0.27,18,56,32.1,151,29,26.5,30.6,42,38.1,36.1,62,3,4.8,3,0.49,16.8,Matches
181,Marco Sportiello,it ITA,GK,Milan,it Serie A,31,1992,7.0,11,1,0,0,1,8.9,0.25,-1.1,-0.15,20,51,39.2,230,40,20.4,26.9,17,23.5,29.1,81,5,6.2,9,1.29,15.4,Matches
182,Jason Steele,eng ENG,GK,Brighton,eng Premier League,32,1990,17.0,34,3,1,5,2,25.7,0.32,-6.3,-0.37,47,132,35.6,617,69,20.1,26.6,54,14.8,18.8,173,7,4.0,41,2.41,20.6,Matches
183,Thomas Strakosha,al ALB,GK,Brentford,eng Premier League,28,1995,1.5,2,0,0,0,0,1.5,0.20,-0.5,-0.30,12,30,40.0,56,5,41.1,35.8,15,46.7,39.9,37,2,5.4,1,0.67,10.0,Matches
184,Mile Svilar,rs SRB,GK,Roma,it Serie A,23,1999,15.0,19,1,0,3,1,20.2,0.24,+2.2,+0.14,44,116,37.9,516,77,15.9,25.3,89,38.2,36.2,208,16,7.7,7,0.47,12.0,Matches
185,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,33,1990,35.0,30,2,0,4,2,28.3,0.24,+0.3,+0.01,147,340,43.2,828,134,32.0,32.8,174,43.1,40.2,555,26,4.7,20,0.57,11.6,Matches
186,Arnau Tenas,es ESP,GK,Paris S-G,fr Ligue 1,22,2001,5.9,7,0,0,2,0,6.0,0.24,-1.0,-0.17,14,46,30.4,174,19,23.0,29.6,37,16.2,27.1,71,2,2.8,5,0.85,14.8,Matches
187,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,31,1992,28.0,27,2,0,1,0,27.7,0.25,+0.7,+0.03,92,167,55.1,871,115,14.4,26.3,163,25.8,30.9,334,13,3.9,31,1.11,15.6,Matches
188,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,33,1990,33.0,35,6,3,5,0,40.2,0.27,+5.2,+0.16,164,382,42.9,1051,120,29.0,32.1,176,43.8,38.2,307,7,2.3,23,0.70,14.6,Matches
189,James Trafford,eng ENG,GK,Burnley,eng Premier League,20,2002,28.0,62,5,0,10,2,54.1,0.30,-5.9,-0.21,138,606,22.8,1332,162,33.9,31.3,198,78.3,54.2,419,30,7.2,43,1.54,15.0,Matches
190,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,33,1990,32.0,48,9,0,4,0,48.3,0.28,+0.3,+0.01,102,361,28.3,949,137,28.9,29.8,212,41.0,36.2,452,16,3.5,30,0.94,15.2,Matches
191,Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,24,1999,4.0,5,1,0,0,0,5.0,0.23,0.0,+0.01,22,72,30.6,92,13,55.4,41.7,26,80.8,55.6,60,3,5.0,3,0.75,14.8,Matches
192,Stefano Turati,it ITA,GK,Frosinone,it Serie A,21,2001,30.5,58,5,0,10,1,47.5,0.28,-9.5,-0.31,72,316,22.8,919,147,27.3,29.2,144,45.1,38.8,412,18,4.4,19,0.62,13.7,Matches
193,Matt Turner,us USA,GK,Nott'ham Forest,eng Premier League,29,1994,17.0,28,2,1,4,0,22.1,0.26,-5.9,-0.35,126,280,45.0,436,99,42.7,35.7,136,69.1,47.0,296,30,10.1,18,1.06,13.3,Matches
194,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,34,1988,11.0,12,1,1,2,0,11.8,0.35,-0.2,-0.01,26,79,32.9,348,57,20.4,26.2,47,17.0,26.4,108,5,4.6,16,1.45,19.9,Matches
195,Álvaro Vallés,es ESP,GK,Las Palmas,es La Liga,26,1997,36.3,44,5,0,5,3,48.7,0.28,+7.7,+0.21,137,447,30.6,1762,194,21.7,27.3,151,42.4,39.1,521,29,5.6,96,2.65,17.8,Matches
196,Bart Verbruggen,nl NED,GK,Brighton,eng Premier League,20,2002,21.0,28,3,0,3,0,25.4,0.25,-2.6,-0.12,55,142,38.7,789,117,17.1,24.4,72,9.7,15.7,232,17,7.3,31,1.48,15.8,Matches
197,Guglielmo Vicario,it ITA,GK,Tottenham,eng Premier League,26,1996,38.0,61,7,1,8,3,60.0,0.32,+2.0,+0.05,53,225,23.6,1363,193,14.3,24.0,201,14.9,22.2,511,33,6.5,81,2.13,17.1,Matches
198,Fran Vieites,es ESP,GK,Betis,es La Liga,24,1999,3.5,4,0,1,0,0,4.5,0.25,+0.5,+0.15,13,50,26.0,82,18,37.8,36.5,35,54.3,46.4,65,3,4.6,2,0.57,10.5,Matches
199,Iván Villar,es ESP,GK,Celta Vigo,es La Liga,26,1997,11.3,18,2,0,2,1,16.3,0.31,-0.7,-0.07,39,138,28.3,223,48,35.4,34.4,98,60.2,45.7,136,5,3.7,9,0.80,13.2,Matches
200,Odisseas Vlachodimos,gr GRE,GK,Nott'ham Forest,eng Premier League,29,1994,5.0,12,1,0,2,0,7.9,0.31,-4.1,-0.83,28,60,46.7,130,21,25.4,29.6,44,61.4,44.3,92,3,3.3,2,0.40,10.3,Matches
201,Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,28,1994,30.0,48,3,1,2,1,49.2,0.37,+2.2,+0.07,180,512,35.2,862,146,47.3,38.5,177,58.8,46.4,393,42,10.7,48,1.60,16.0,Matches
202,Michael Zetterer,de GER,GK,Werder Bremen,de Bundesliga,28,1995,27.0,37,4,0,4,1,41.0,0.30,+5.0,+0.18,145,330,43.9,977,161,28.5,32.7,144,36.1,38.1,407,34,8.4,30,1.11,14.6,Matches
