,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists,xAG,xA,A-xAG,Key_Passes,Passes_1/3,Passes_Penalty_Area,Crosses_Penalty_Area,Progressive_Passes,Matches
2436,Giuliano Simeone,ar ARG,FW,Alavés,es La Liga,20,2002,7.0,114,169,67.5,1546,563,70,93,75.3,34,45,75.6,3,7,42.9,2,2.0,1.2,0.0,11,9,12,1,24,Matches
2437,Jan-Carlo Simic,rs SRB,DF,Milan,it Serie A,18,2005,1.6,59,64,92.2,1039,291,18,18,100.0,40,40,100.0,1,6,16.7,0,0.0,0.0,0.0,0,3,0,0,6,Matches
2438,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,28,1995,19.9,318,508,62.6,5209,1351,164,212,77.4,114,174,65.5,25,56,44.6,5,3.7,5.6,+1.3,29,27,21,14,36,Matches
2439,Unai Simón,es ESP,GK,Athletic Club,es La Liga,26,1997,35.4,728,1227,59.3,23132,18785,109,111,98.2,338,344,98.3,281,765,36.7,0,0.0,0.1,0.0,1,25,0,0,0,Matches
2440,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,20,2003,29.5,1137,1434,79.3,17935,4994,611,693,88.2,367,442,83.0,106,168,63.1,11,9.8,9.0,+1.2,79,102,66,3,187,Matches
2441,Wilfried Singo,ci CIV,DF,Monaco,fr Ligue 1,22,2000,24.3,1282,1490,86.0,24364,8674,460,508,90.6,633,706,89.7,158,229,69.0,1,1.0,1.1,0.0,14,125,15,3,145,Matches
2442,Luis Sinisterra,co COL,"FW,MF",Bournemouth,eng Premier League,24,1999,7.8,226,292,77.4,3223,747,145,169,85.8,57,66,86.4,13,20,65.0,2,2.4,1.1,-0.4,20,9,16,1,38,Matches
2443,Daley Sinkgraven,nl NED,DF,Las Palmas,es La Liga,28,1995,4.3,237,276,85.9,3245,930,157,165,95.2,62,77,80.5,8,16,50.0,0,0.0,0.1,0.0,0,19,3,0,17,Matches
2444,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,es La Liga,27,1995,10.0,406,488,83.2,6877,2995,179,197,90.9,186,213,87.3,29,51,56.9,1,0.5,0.4,+0.5,2,48,4,1,38,Matches
2445,Ayanda Sishuba,be BEL,"MF,FW",Lens,fr Ligue 1,18,2005,0.7,12,14,85.7,192,39,6,8,75.0,6,6,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,1,Matches
2446,Ibrahima Sissoko,ml MLI,MF,Strasbourg,fr Ligue 1,25,1997,18.2,614,752,81.6,11019,3046,242,286,84.6,298,355,83.9,59,87,67.8,1,1.7,1.9,-0.7,12,67,7,1,88,Matches
2447,Moussa Sissoko,fr FRA,MF,Nantes,fr Ligue 1,33,1989,20.2,547,681,80.3,8769,2582,258,312,82.7,233,274,85.0,33,49,67.3,0,1.1,0.8,-1.1,14,41,9,3,74,Matches
2448,Antonio Sivera,es ESP,GK,Alavés,es La Liga,26,1996,34.0,651,1105,58.9,23568,18918,107,107,100.0,205,208,98.6,336,784,42.9,0,0.1,0.1,-0.1,4,41,2,0,0,Matches
2449,Tim Skarke,de GER,"FW,DF",Darmstadt 98,de Bundesliga,26,1996,26.7,622,855,72.7,10477,2900,307,364,84.3,219,294,74.5,72,127,56.7,0,2.1,3.0,-2.1,31,38,33,14,80,Matches
2450,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,28,1995,24.1,1082,1287,84.1,17184,4753,541,593,91.2,432,495,87.3,71,120,59.2,2,1.0,1.9,+1.0,19,76,16,0,110,Matches
2451,Oliver Skipp,eng ENG,"MF,DF",Tottenham,eng Premier League,22,2000,7.9,351,383,91.6,5258,1454,199,210,94.8,123,131,93.9,19,24,79.2,0,0.6,0.5,-0.6,7,37,3,0,37,Matches
2452,Leo Skiri Østigård,no NOR,DF,Napoli,it Serie A,23,1999,18.1,1172,1339,87.5,22293,8252,377,411,91.7,671,723,92.8,110,177,62.1,0,0.1,0.3,-0.1,3,68,4,0,76,Matches
2453,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,32,1991,32.0,796,1018,78.2,19534,13495,202,204,99.0,386,391,98.7,205,419,48.9,0,0.0,0.0,0.0,0,6,0,0,1,Matches
2454,Robert Skov,dk DEN,"DF,FW",Hoffenheim,de Bundesliga,27,1996,14.0,542,736,73.6,9703,3351,226,260,86.9,252,315,80.0,56,116,48.3,4,1.9,1.8,+2.1,23,50,19,5,71,Matches
2455,Milan Škriniar,sk SVK,DF,Paris S-G,fr Ligue 1,28,1995,18.1,1735,1820,95.3,32486,9850,558,588,94.9,1032,1059,97.5,126,146,86.3,0,0.1,0.3,-0.1,1,89,0,0,61,Matches
2456,Naatan Skyttä,fi FIN,"MF,FW",Toulouse,fr Ligue 1,21,2002,1.3,56,61,91.8,923,263,25,26,96.2,25,27,92.6,4,4,100.0,0,0.6,0.2,-0.6,5,5,3,1,12,Matches
2457,Chris Smalling,eng ENG,DF,Roma,it Serie A,33,1989,4.3,197,228,86.4,3810,1394,61,69,88.4,122,132,92.4,13,20,65.0,0,0.4,0.0,-0.4,1,7,0,0,13,Matches
2458,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,32,1991,23.9,782,1025,76.3,12722,5225,397,443,89.6,325,401,81.0,51,141,36.2,2,1.3,1.7,+0.7,17,58,23,17,89,Matches
2459,Emile Smith Rowe,eng ENG,MF,Arsenal,eng Premier League,23,2000,3.9,188,213,88.3,2449,496,128,143,89.5,54,57,94.7,1,4,25.0,1,0.2,0.4,+0.8,4,13,11,0,23,Matches
2460,Hrvoje Smolčić,hr CRO,DF,Eint Frankfurt,de Bundesliga,22,2000,3.9,285,321,88.8,5288,1981,87,102,85.3,172,181,95.0,21,32,65.6,0,0.0,0.0,0.0,1,10,0,0,14,Matches
2461,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,31,1991,0.7,60,69,87.0,905,157,39,41,95.1,15,17,88.2,5,8,62.5,0,0.0,0.0,0.0,0,4,0,0,3,Matches
2462,Danilo Soares,br BRA,DF,Bochum,de Bundesliga,31,1991,3.9,124,179,69.3,2028,942,65,75,86.7,50,79,63.3,8,20,40.0,0,0.1,0.1,-0.1,3,12,3,0,15,Matches
2463,Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,28,1995,0.3,8,13,61.5,128,55,3,3,100.0,5,7,71.4,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
2464,Rubén Sobrino,es ESP,"MF,FW",Cádiz,es La Liga,31,1992,18.3,387,526,73.6,4945,1233,266,303,87.8,83,125,66.4,17,31,54.8,1,2.3,1.7,-1.3,22,31,8,3,34,Matches
2465,Andrea Sodero,it ITA,MF,Empoli,it Serie A,18,2004,0.1,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2466,Emran Soglo,eng ENG,"MF,DF",Marseille,fr Ligue 1,18,2005,1.2,31,39,79.5,442,90,21,24,87.5,9,11,81.8,1,2,50.0,1,0.2,0.0,+0.8,2,2,1,1,3,Matches
2467,Alex Sola,es ESP,"FW,MF",Alavés,es La Liga,24,1999,14.0,269,430,62.6,4680,1722,131,154,85.1,101,155,65.2,33,82,40.2,3,2.3,2.1,+0.7,27,23,19,9,42,Matches
2468,Alex Sola,es ESP,"DF,MF",Real Sociedad,es La Liga,24,1999,0.3,12,16,75.0,196,75,5,5,100.0,7,10,70.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
2469,Dominic Solanke,eng ENG,FW,Bournemouth,eng Premier League,25,1997,36.9,400,544,73.5,5026,1387,262,315,83.2,93,127,73.2,11,18,61.1,3,3.0,2.0,0.0,39,32,24,3,60,Matches
2470,Ola Solbakken,no NOR,FW,Roma,it Serie A,24,1998,0.3,6,8,75.0,96,4,4,5,80.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
2471,Carlos Soler,es ESP,"MF,DF",Paris S-G,fr Ligue 1,26,1997,12.1,670,782,85.7,10803,2917,322,356,90.4,265,299,88.6,50,72,69.4,2,2.4,1.9,-0.4,20,58,17,2,74,Matches
2472,Jhon Solis,co COL,MF,Girona,es La Liga,18,2004,4.3,191,225,84.9,2630,627,116,134,86.6,60,69,87.0,5,6,83.3,0,0.3,0.2,-0.3,3,21,2,0,22,Matches
2473,Manor Solomon,il ISR,FW,Tottenham,eng Premier League,24,1999,2.2,78,90,86.7,1105,196,45,48,93.8,28,35,80.0,3,4,75.0,2,0.8,0.8,+1.2,12,3,7,1,11,Matches
2474,Daniele Sommariva,it ITA,GK,Genoa,it Serie A,26,1997,0.1,0,3,0.0,0,0,0,0,,0,0,,0,3,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2475,Yann Sommer,ch SUI,GK,Inter,it Serie A,34,1988,34.0,1078,1236,87.2,24756,15782,289,289,100.0,548,556,98.6,235,382,61.5,0,0.0,0.0,0.0,0,4,0,0,0,Matches
2476,Brandon Soppy,fr FRA,DF,Torino,it Serie A,21,2002,2.0,68,92,73.9,1009,330,38,42,90.5,22,32,68.8,5,9,55.6,0,0.1,0.1,-0.1,1,3,3,1,6,Matches
2477,David Soria,es ESP,GK,Getafe,es La Liga,30,1993,37.9,687,1295,53.1,27570,24122,41,42,97.6,233,242,96.3,412,1004,41.0,0,0.0,0.1,0.0,0,44,1,0,0,Matches
2478,Alberto Soro,es ESP,MF,Granada,es La Liga,24,1999,0.1,3,3,100.0,21,9,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,Matches
2479,Alessandro Sorrentino,it ITA,GK,Monza,it Serie A,21,2002,6.1,148,193,76.7,3731,2467,35,35,100.0,73,75,97.3,40,83,48.2,0,0.0,0.0,0.0,0,1,0,0,0,Matches
2480,Borna Sosa,hr CRO,"FW,DF",Stuttgart,de Bundesliga,25,1998,0.5,27,43,62.8,481,122,16,17,94.1,7,13,53.8,4,11,36.4,0,0.3,0.1,-0.3,3,2,0,0,2,Matches
2481,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,19,2003,8.0,516,589,87.6,8503,2430,282,296,95.3,172,192,89.6,51,78,65.4,1,1.6,1.1,-0.6,15,53,6,1,55,Matches
2482,Florian Sotoca,fr FRA,"MF,FW",Lens,fr Ligue 1,32,1990,28.9,1071,1445,74.1,16456,4982,544,665,81.8,380,491,77.4,74,138,53.6,6,6.5,6.3,-0.5,52,102,57,20,156,Matches
2483,Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,24,1999,12.3,331,421,78.6,5471,827,161,184,87.5,142,167,85.0,20,35,57.1,3,2.5,2.4,+0.5,13,11,16,7,33,Matches
2484,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,28,1995,31.9,722,962,75.1,11368,3594,364,450,80.9,272,346,78.6,54,86,62.8,2,1.7,1.2,+0.3,20,80,8,2,86,Matches
2485,Matìas Soulé,ar ARG,"FW,MF",Frosinone,it Serie A,20,2003,34.7,1197,1535,78.0,18531,5372,654,749,87.3,411,521,78.9,89,163,54.6,3,6.6,5.3,-3.6,82,107,78,12,198,Matches
2486,Boubakary Soumaré,fr FRA,MF,Sevilla,es La Liga,24,1999,25.4,1109,1232,90.0,18261,4933,528,578,91.3,476,508,93.7,78,95,82.1,1,0.9,0.7,+0.1,8,115,3,1,102,Matches
2487,Issa Soumaré,sn SEN,"FW,MF",Le Havre,fr Ligue 1,22,2000,2.6,33,62,53.2,428,98,20,32,62.5,10,19,52.6,0,2,0.0,0,0.6,0.1,-0.6,3,1,0,0,4,Matches
2488,Vinicius Souza,br BRA,MF,Sheffield Utd,eng Premier League,24,1999,29.6,790,994,79.5,12856,3441,382,438,87.2,333,394,84.5,50,89,56.2,0,0.2,0.5,-0.2,4,60,5,1,66,Matches
2489,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,26,1997,16.2,582,682,85.3,9552,1887,275,310,88.7,252,277,91.0,38,54,70.4,1,0.8,1.1,+0.2,15,57,7,2,73,Matches
2490,Saidou Sow,gn GUI,DF,Strasbourg,fr Ligue 1,21,2002,8.0,301,353,85.3,5779,1946,98,108,90.7,175,186,94.1,23,50,46.0,1,0.5,0.4,+0.5,2,24,3,0,24,Matches
2491,Çağlar Söyüncü,tr TUR,DF,Atlético Madrid,es La Liga,27,1996,1.3,71,81,87.7,1249,407,29,31,93.5,39,43,90.7,2,5,40.0,0,0.0,0.0,0.0,0,4,1,0,6,Matches
2492,Djed Spence,eng ENG,DF,Genoa,it Serie A,22,2000,9.5,272,342,79.5,4216,1253,148,166,89.2,93,127,73.2,19,29,65.5,0,0.3,0.4,-0.3,6,17,9,6,25,Matches
2493,Stijn Spierings,nl NED,MF,Toulouse,fr Ligue 1,27,1996,16.8,944,1089,86.7,16872,5521,412,455,90.5,397,434,91.5,105,146,71.9,1,0.6,1.0,+0.4,14,144,8,0,157,Matches
2494,Stijn Spierings,nl NED,MF,Lens,fr Ligue 1,27,1996,1.3,50,59,84.7,889,305,22,27,81.5,22,24,91.7,4,5,80.0,0,0.0,0.0,0.0,0,6,0,0,9,Matches
2495,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,30,1993,14.6,663,849,78.1,11631,3209,300,333,90.1,299,373,80.2,56,102,54.9,2,3.0,3.1,-1.0,27,32,48,21,52,Matches
2496,Marco Sportiello,it ITA,GK,Milan,it Serie A,31,1992,7.0,213,247,86.2,4909,3500,56,56,100.0,116,118,98.3,41,73,56.2,0,0.0,0.0,0.0,0,5,0,0,0,Matches
2497,Anton Stach,de GER,MF,Hoffenheim,de Bundesliga,24,1998,25.8,1031,1309,78.8,16987,4924,527,603,87.4,396,476,83.2,83,164,50.6,3,3.5,2.5,-0.5,19,115,22,3,143,Matches
2498,Anton Stach,de GER,MF,Mainz 05,de Bundesliga,24,1998,1.9,43,68,63.2,639,168,26,37,70.3,12,20,60.0,3,7,42.9,0,0.1,0.1,-0.1,2,7,1,0,8,Matches
2499,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,26,1996,25.9,775,1042,74.4,12813,4152,383,491,78.0,332,414,80.2,50,86,58.1,1,1.9,1.8,-0.9,25,68,18,3,85,Matches
2500,Benjamin Stambouli,fr FRA,MF,Reims,fr Ligue 1,32,1990,3.2,95,130,73.1,1740,636,32,47,68.1,51,58,87.9,8,18,44.4,1,0.1,0.3,+0.9,3,10,3,2,8,Matches
2501,Josip Stanišić,hr CRO,DF,Leverkusen,de Bundesliga,23,2000,14.0,961,1077,89.2,14733,4167,564,593,95.1,316,349,90.5,63,93,67.7,1,1.7,1.7,-0.7,11,88,20,4,92,Matches
2502,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,28,1995,24.6,907,1035,87.6,16597,6106,334,368,90.8,508,551,92.2,56,93,60.2,0,0.2,0.1,-0.2,2,31,1,0,38,Matches
2503,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,28,1995,12.1,475,595,79.8,9883,4445,138,167,82.6,262,290,90.3,73,124,58.9,0,0.0,0.2,0.0,0,32,3,0,37,Matches
2504,Jason Steele,eng ENG,GK,Brighton,eng Premier League,32,1990,17.0,570,673,84.7,12217,8275,185,186,99.5,265,270,98.1,111,206,53.9,0,0.0,0.0,0.0,0,3,0,0,0,Matches
2505,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,27,1996,11.8,715,824,86.8,13536,3889,304,330,92.1,293,327,89.6,104,134,77.6,5,3.2,2.4,+1.8,15,66,25,8,85,Matches
2506,Leonidas Stergiou,ch SUI,DF,Stuttgart,de Bundesliga,21,2002,6.6,308,364,84.6,4390,1434,185,203,91.1,107,123,87.0,9,21,42.9,0,0.4,0.9,-0.4,5,18,7,5,17,Matches
2507,Raheem Sterling,eng ENG,"FW,MF",Chelsea,eng Premier League,28,1994,22.0,538,728,73.9,7091,1775,363,428,84.8,135,191,70.7,18,33,54.5,4,4.5,4.3,-0.5,30,31,35,7,78,Matches
2508,Trivante Stewart,jm JAM,"FW,MF",Salernitana,it Serie A,23,2000,1.1,18,27,66.7,266,20,12,13,92.3,5,8,62.5,1,2,50.0,0,0.1,0.0,-0.1,1,0,0,0,0,Matches
2509,Angelo Stiller,de GER,MF,Hoffenheim,de Bundesliga,22,2001,0.9,36,43,83.7,683,273,17,19,89.5,13,13,100.0,5,7,71.4,0,0.0,0.1,0.0,1,7,1,1,7,Matches
2510,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,22,2001,29.9,2346,2637,89.0,37536,11544,1147,1231,93.2,981,1047,93.7,141,243,58.0,5,5.1,5.4,-0.1,51,229,29,6,220,Matches
2511,Kevin Stöger,at AUT,MF,Bochum,de Bundesliga,29,1993,29.6,1363,2028,67.2,25253,10738,604,760,79.5,508,711,71.4,208,415,50.1,10,9.9,9.8,+0.1,127,195,76,25,283,Matches
2512,Filip Stojilković,ch SUI,"FW,MF",Darmstadt 98,de Bundesliga,23,2000,1.7,10,21,47.6,176,45,3,8,37.5,7,12,58.3,0,0,,0,0.0,0.0,0.0,0,2,1,0,3,Matches
2513,John Stones,eng ENG,"DF,MF",Manchester City,eng Premier League,29,1994,11.8,781,839,93.1,12375,2872,402,426,94.4,322,335,96.1,41,54,75.9,0,0.2,0.4,-0.2,6,53,1,0,57,Matches
2514,Thomas Strakosha,al ALB,GK,Brentford,eng Premier League,28,1995,1.5,52,71,73.2,1509,977,6,6,100.0,27,28,96.4,19,37,51.4,0,0.0,0.0,0.0,0,1,0,0,0,Matches
2515,Jørgen Strand Larsen,no NOR,FW,Celta Vigo,es La Liga,23,2000,31.8,423,618,68.4,5082,766,286,370,77.3,85,132,64.4,15,23,65.2,3,2.5,2.1,+0.5,24,21,15,3,25,Matches
2516,Gabriel Strefezza,br BRA,FW,Lecce,it Serie A,26,1997,12.4,300,412,72.8,5197,1463,151,174,86.8,103,137,75.2,37,70,52.9,0,1.2,1.3,-1.2,20,34,20,7,54,Matches
2517,Kevin Strootman,nl NED,MF,Genoa,it Serie A,33,1990,13.4,550,670,82.1,8923,2778,267,310,86.1,218,249,87.6,40,69,58.0,2,1.3,2.2,+0.7,22,47,10,5,61,Matches
2518,Cristhian Stuani,uy URU,FW,Girona,es La Liga,36,1986,8.9,84,115,73.0,1007,130,53,68,77.9,21,28,75.0,2,5,40.0,3,1.9,0.5,+1.1,10,0,1,0,5,Matches
2519,Álex Suárez,es ESP,DF,Las Palmas,es La Liga,30,1993,28.5,1396,1613,86.5,23196,9326,680,733,92.8,580,649,89.4,96,169,56.8,0,0.2,0.6,-0.2,6,102,8,3,109,Matches
2520,Damián Suárez,uy URU,DF,Getafe,es La Liga,35,1988,14.4,436,638,68.3,7921,3538,221,256,86.3,151,212,71.2,56,135,41.5,2,0.8,1.1,+1.2,17,50,13,8,58,Matches
2521,Denis Suárez,es ESP,"MF,FW",Villarreal,es La Liga,29,1994,1.5,79,94,84.0,1324,518,38,43,88.4,34,38,89.5,5,8,62.5,0,0.3,0.6,-0.3,3,11,2,1,13,Matches
2522,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,25,1997,26.2,1163,1482,78.5,18986,6659,566,644,87.9,491,614,80.0,79,149,53.0,4,3.0,4.1,+1.0,43,72,45,11,114,Matches
2523,Isaac Success,ng NGA,"FW,MF",Udinese,it Serie A,27,1996,9.8,130,204,63.7,1955,467,76,111,68.5,35,47,74.5,11,21,52.4,1,1.1,0.6,-0.1,11,16,4,0,17,Matches
2524,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,27,1995,16.8,1401,1505,93.1,26854,8405,497,519,95.8,741,780,95.0,149,180,82.8,0,0.2,0.6,-0.2,5,77,6,1,83,Matches
2525,Ibrahim Sulemana,gh GHA,MF,Cagliari,it Serie A,20,2003,14.9,361,452,79.9,6464,1260,163,184,88.6,151,172,87.8,42,72,58.3,0,0.1,0.2,-0.1,4,30,2,2,27,Matches
2526,Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,it Serie A,21,2002,23.2,416,573,72.6,8181,2111,155,185,83.8,176,210,83.8,70,127,55.1,5,3.6,2.5,+1.4,28,40,22,6,64,Matches
2527,Suso,es ESP,"MF,FW",Sevilla,es La Liga,29,1993,16.9,702,907,77.4,12150,3958,367,406,90.4,227,285,79.6,91,158,57.6,4,3.9,4.9,+0.1,42,74,38,14,110,Matches
2528,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,24,1999,19.1,574,807,71.1,8980,2918,306,369,82.9,204,270,75.6,38,104,36.5,3,2.3,2.5,+0.7,26,59,16,2,84,Matches
2529,Max Svensson,es ESP,FW,Osasuna,es La Liga,,,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2530,Mile Svilar,rs SRB,GK,Roma,it Serie A,23,1999,15.0,526,605,86.9,11527,7333,143,143,100.0,297,300,99.0,85,161,52.8,0,0.0,0.0,0.0,1,3,0,0,0,Matches
2531,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,es La Liga,19,2004,4.9,80,108,74.1,1055,244,45,56,80.4,21,28,75.0,4,6,66.7,0,0.2,0.7,-0.2,3,7,3,1,6,Matches
2532,Karol Świderski,pl POL,"FW,MF",Hellas Verona,it Serie A,26,1997,5.6,84,120,70.0,1154,281,45,55,81.8,30,41,73.2,2,5,40.0,0,0.4,0.6,-0.4,8,5,4,1,13,Matches
2533,Abakar Sylla,ci CIV,DF,Strasbourg,fr Ligue 1,20,2002,19.9,1111,1266,87.8,19769,6698,436,473,92.2,567,618,91.7,81,139,58.3,0,0.5,0.2,-0.5,5,52,4,0,72,Matches
2534,Dembo Sylla,gn GUI,DF,Lorient,fr Ligue 1,20,2002,0.5,19,22,86.4,378,24,9,9,100.0,7,8,87.5,3,4,75.0,0,0.0,0.0,0.0,0,0,1,0,1,Matches
2535,Issiaga Sylla,gn GUI,"DF,FW",Montpellier,fr Ligue 1,29,1994,16.2,528,719,73.4,9051,3985,242,300,80.7,218,271,80.4,51,108,47.2,2,1.7,1.0,+0.3,16,34,10,7,43,Matches
2536,Mamadou Sylla,sn SEN,"FW,MF",Alavés,es La Liga,29,1994,0.2,3,7,42.9,64,6,1,4,25.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
2537,Attila Szalai,hu HUN,DF,Hoffenheim,de Bundesliga,25,1998,3.2,131,178,73.6,2249,1119,53,62,85.5,63,77,81.8,10,30,33.3,0,0.5,0.8,-0.5,2,10,2,1,13,Matches
2538,Attila Szalai,hu HUN,DF,Freiburg,de Bundesliga,25,1998,1.1,58,72,80.6,1064,580,20,23,87.0,33,39,84.6,4,8,50.0,0,0.1,0.2,-0.1,1,2,1,0,5,Matches
2539,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,33,1990,35.0,780,1006,77.5,22098,15358,121,122,99.2,389,394,98.7,270,486,55.6,0,0.0,0.0,0.0,1,11,0,0,0,Matches
2540,Dominik Szoboszlai,hu HUN,MF,Liverpool,eng Premier League,22,2000,23.4,1280,1550,82.6,20367,4929,694,777,89.3,441,507,87.0,98,169,58.0,2,5.8,5.1,-3.8,56,98,33,6,152,Matches
2541,Przemysław Szymiński,pl POL,MF,Frosinone,it Serie A,29,1994,0.1,1,2,50.0,9,10,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2542,Alexander Sørloth,no NOR,FW,Villarreal,es La Liga,27,1995,27.7,357,476,75.0,4827,666,228,271,84.1,107,142,75.4,11,20,55.0,6,4.4,3.0,+1.6,34,19,15,1,40,Matches
2543,Musa Al-Taamari,jo JOR,FW,Montpellier,fr Ligue 1,26,1997,21.4,402,553,72.7,5492,1444,233,290,80.3,119,158,75.3,16,26,61.5,2,3.5,2.0,-1.5,20,21,28,0,54,Matches
2544,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,30,1992,23.6,999,1175,85.0,15340,5299,513,565,90.8,398,455,87.5,52,87,59.8,1,1.0,1.7,0.0,18,82,20,5,105,Matches
2545,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,27,1996,29.2,2070,2193,94.4,32998,13638,1045,1077,97.0,908,962,94.4,89,110,80.9,1,0.3,0.9,+0.7,5,164,1,0,133,Matches
2546,Montassar Talbi,tn TUN,DF,Lorient,fr Ligue 1,25,1998,24.5,1008,1188,84.8,18865,7775,332,365,91.0,575,619,92.9,84,174,48.3,0,0.2,0.5,-0.2,7,77,7,0,88,Matches
2547,Yassin Tallal,es ESP,FW,Getafe,es La Liga,18,2005,0.0,0,2,0.0,0,0,0,1,0.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2548,Adrien Tameze,cm CMR,"DF,MF",Torino,it Serie A,29,1994,23.8,1106,1276,86.7,18937,5466,462,506,91.3,549,605,90.7,68,101,67.3,2,2.2,1.2,-0.2,19,81,10,3,90,Matches
2549,Renato Tapia,pe PER,"MF,DF",Celta Vigo,es La Liga,28,1995,14.9,541,715,75.7,9909,3901,249,283,88.0,200,247,81.0,77,141,54.6,0,0.6,0.7,-0.6,7,64,11,2,61,Matches
2550,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,24,1999,23.2,1795,1973,91.0,29578,12526,878,930,94.4,758,813,93.2,118,167,70.7,1,1.0,1.4,0.0,9,193,8,0,164,Matches
2551,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,27,1995,0.9,36,41,87.8,657,188,13,13,100.0,17,18,94.4,6,9,66.7,0,0.0,0.0,0.0,1,2,0,0,2,Matches
2552,Oussama Targhalline,ma MAR,MF,Le Havre,fr Ligue 1,21,2002,11.4,600,704,85.2,9591,3081,301,337,89.3,229,257,89.1,45,67,67.2,0,0.4,0.5,-0.4,8,67,10,3,70,Matches
2553,James Tarkowski,eng ENG,DF,Everton,eng Premier League,30,1992,38.0,1195,1550,77.1,25219,10527,396,474,83.5,588,683,86.1,196,335,58.5,1,2.5,2.7,-1.5,22,127,23,3,130,Matches
2554,César Tárrega,es ESP,DF,Valencia,es La Liga,21,2002,0.1,5,5,100.0,90,22,1,1,100.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2555,Jimi Tauriainen,eng ENG,FW,Chelsea,eng Premier League,19,2004,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2556,Nuno Tavares,pt POR,DF,Nott'ham Forest,eng Premier League,23,2000,5.1,201,274,73.4,2954,1132,117,136,86.0,69,96,71.9,11,28,39.3,0,0.5,0.4,-0.5,2,14,2,0,24,Matches
2557,Marcus Tavernier,eng ENG,FW,Bournemouth,eng Premier League,24,1999,23.5,658,920,71.5,10699,3392,358,421,85.0,222,282,78.7,60,142,42.3,4,5.2,4.2,-1.2,44,46,35,7,84,Matches
2558,Elayis Tavsan,nl NED,"MF,FW",Hellas Verona,it Serie A,22,2001,0.6,7,8,87.5,143,42,3,3,100.0,3,3,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,1,0,2,Matches
2559,Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,29,1993,25.9,995,1312,75.8,16535,5292,520,590,88.1,380,488,77.9,76,169,45.0,1,1.2,1.7,-0.2,15,69,19,14,82,Matches
2560,Marciano Tchami,gw GNB,FW,Almería,es La Liga,19,2004,0.5,,,,,,,,,,,,,,,0,,,,,,,,,Matches
