,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Tocuhes_Live_Balls,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Carries,Total_Distance,Progressive_Distance_Carried,Progressive_Carries,1/3_Carries,Carries_Penalty_Area,Miscontrols,Dispossessed,Passes_Received,Progressive_Passes_Received,Matches
324,Leonardo Bittencourt,de GER,"MF,DF",Werder Bremen,de Bundesliga,28,1993,18.1,1031,19,176,568,303,38,1031,64,26,40.6,30,46.9,611,3691,1649,51,48,7,42,10,706,93,Matches
325,Marco Bizot,nl NED,GK,Brest,fr Ligue 1,31,1991,37.0,1200,1060,1199,1,0,0,1200,0,0,,0,,749,4022,2027,0,0,0,0,0,472,0,Matches
326,Lautaro Blanco,ar ARG,"DF,MF",Elche,es La Liga,23,1999,9.7,494,12,127,163,209,6,494,23,10,43.5,13,56.5,261,1869,890,41,20,1,12,3,281,76,Matches
327,Rubén Blanco,es ESP,GK,Marseille,fr Ligue 1,27,1995,5.5,216,169,216,0,0,0,216,0,0,,0,,167,888,490,0,0,0,0,0,119,0,Matches
328,Ludovic Blas,fr FRA,"MF,FW",Nantes,fr Ligue 1,24,1997,31.3,1627,10,154,785,723,103,1623,172,82,47.7,74,43.0,1235,8989,3850,122,69,39,90,76,1128,248,Matches
329,Janis Blaswich,de GER,GK,RB Leipzig,de Bundesliga,31,1991,26.0,1191,846,1160,31,0,0,1191,1,1,100.0,0,0.0,786,2838,1493,0,0,0,0,0,752,0,Matches
330,Miha Blažič,si SVN,DF,Angers,fr Ligue 1,29,1993,22.0,1346,187,696,640,12,8,1346,1,0,0.0,0,0.0,976,4491,2155,0,0,0,3,0,893,0,Matches
331,Joaquín Blázquez,ar ARG,GK,Brest,fr Ligue 1,21,2001,1.0,32,26,32,0,0,0,32,0,0,,0,,15,104,55,0,0,0,0,0,6,0,Matches
332,Alexis Blin,fr FRA,MF,Lecce,it Serie A,25,1996,26.4,1299,86,352,697,257,33,1299,11,5,45.5,6,54.5,536,2330,1095,13,17,1,34,15,665,32,Matches
333,Daley Blind,nl NED,"DF,MF",Bayern Munich,de Bundesliga,32,1990,1.5,117,10,44,65,9,0,117,0,0,,0,,62,258,134,0,0,0,1,0,74,0,Matches
334,Myron Boadu,nl NED,FW,Monaco,fr Ligue 1,21,2001,3.3,98,1,7,39,53,23,98,4,1,25.0,3,75.0,65,336,138,5,1,3,17,7,75,21,Matches
335,Jérôme Boateng,de GER,DF,Lyon,fr Ligue 1,33,1988,4.8,261,47,138,122,1,0,261,0,0,,0,,180,742,302,0,0,0,0,0,167,0,Matches
336,Kevin-Prince Boateng,gh GHA,MF,Hertha BSC,de Bundesliga,35,1987,5.2,320,11,66,172,85,15,320,4,1,25.0,3,75.0,156,519,169,2,1,2,10,8,203,20,Matches
337,Antonin Bobichon,fr FRA,MF,Angers,fr Ligue 1,26,1995,0.2,23,0,2,9,13,3,23,0,0,,0,,16,77,48,2,1,0,0,0,15,8,Matches
338,Jean-Paul Boëtius,nl NED,MF,Hertha BSC,de Bundesliga,28,1994,11.7,564,25,152,313,108,7,564,17,7,41.2,7,41.2,275,1049,413,4,5,0,21,12,323,23,Matches
339,Jeremie Boga,ci CIV,"MF,FW",Atalanta,it Serie A,25,1997,8.7,600,1,43,228,344,37,600,95,48,50.5,33,34.7,418,3673,1904,64,47,20,31,11,489,78,Matches
340,Emil Bohinen,no NOR,MF,Salernitana,it Serie A,23,1999,9.2,610,36,172,335,110,6,610,18,8,44.4,7,38.9,320,1702,868,12,12,0,10,9,355,16,Matches
341,Quentin Boisgard,fr FRA,MF,Lorient,fr Ligue 1,25,1997,2.0,135,2,21,58,58,8,135,4,1,25.0,2,50.0,90,566,263,7,4,1,5,2,84,15,Matches
342,Willy Boly,ci CIV,DF,Nott'ham Forest,eng Premier League,31,1991,7.6,353,69,239,101,15,9,353,2,1,50.0,0,0.0,171,769,355,1,1,0,2,0,182,0,Matches
343,Giacomo Bonaventura,it ITA,MF,Fiorentina,it Serie A,32,1989,21.2,1134,14,132,573,456,69,1134,54,23,42.6,19,35.2,707,4208,2260,64,60,10,23,29,804,91,Matches
344,Federico Bonazzoli,it ITA,"FW,MF",Salernitana,it Serie A,25,1997,12.4,487,0,33,269,191,31,487,23,12,52.2,9,39.1,304,1138,435,11,10,3,42,12,378,67,Matches
345,Warren Bondo,fr FRA,MF,Monza,it Serie A,18,2003,0.7,60,0,8,40,13,0,60,4,3,75.0,1,25.0,45,315,147,3,3,0,1,1,51,2,Matches
346,Theo Bongonda,cd COD,"MF,FW",Cádiz,es La Liga,26,1995,21.5,766,17,118,282,387,55,765,98,40,40.8,42,42.9,480,3985,2088,74,47,20,57,26,497,105,Matches
347,Kevin Bonifazi,it ITA,DF,Bologna,it Serie A,26,1996,10.0,828,127,448,364,22,4,828,7,5,71.4,2,28.6,549,3188,1823,4,3,0,9,5,613,0,Matches
348,Leonardo Bonucci,it ITA,DF,Juventus,it Serie A,35,1987,9.8,658,102,326,326,10,7,657,1,1,100.0,0,0.0,405,1630,854,2,2,0,3,1,460,1,Matches
349,Neto Borges,br BRA,DF,Clermont Foot,fr Ligue 1,25,1996,31.5,1869,104,566,759,576,69,1869,94,47,50.0,40,42.6,1197,6987,3368,69,57,13,44,21,1050,189,Matches
350,Yvandro Borges Sanches,lu LUX,"FW,MF",M'Gladbach,de Bundesliga,18,2004,0.3,15,2,3,7,6,0,15,2,2,100.0,0,0.0,9,70,43,1,1,0,2,4,9,5,Matches
351,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,de Bundesliga,23,1999,21.4,1433,170,693,695,54,16,1433,4,2,50.0,2,50.0,871,3766,2030,6,3,0,5,3,948,6,Matches
352,Rafael Borré,co COL,"MF,FW",Eint Frankfurt,de Bundesliga,26,1995,12.0,571,12,55,260,260,67,570,32,16,50.0,14,43.8,349,1694,634,26,13,15,44,14,428,102,Matches
353,Erik Botheim,no NOR,"MF,FW",Salernitana,it Serie A,22,2000,9.6,300,7,38,146,118,23,300,7,2,28.6,4,57.1,166,647,259,11,5,3,19,12,230,61,Matches
354,Sven Botman,nl NED,DF,Newcastle Utd,eng Premier League,22,2000,34.7,2074,338,1188,801,95,53,2074,1,1,100.0,0,0.0,1171,5259,2810,8,5,2,10,2,1347,5,Matches
355,Kenji-Van Boto,mg MAD,DF,Auxerre,fr Ligue 1,26,1996,2.0,83,5,24,40,20,2,83,0,0,,0,,53,356,229,4,5,0,2,0,50,10,Matches
356,Kouamé Botué,bf BFA,"FW,MF",Ajaccio,fr Ligue 1,19,2002,2.5,84,1,7,31,49,13,84,5,1,20.0,4,80.0,54,385,132,4,3,3,10,1,57,16,Matches
357,Badredine Bouanani,dz ALG,"FW,MF",Nice,fr Ligue 1,17,2004,9.6,498,1,61,203,243,35,498,51,27,52.9,20,39.2,406,3033,1541,47,25,16,23,13,389,98,Matches
358,Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,22,1999,20.8,1511,48,352,880,297,25,1511,67,29,43.3,32,47.8,1166,7025,3098,39,54,7,27,17,1070,55,Matches
359,Franci Bouebari,fr FRA,DF,Strasbourg,fr Ligue 1,18,2003,0.8,36,1,13,12,11,0,36,1,1,100.0,0,0.0,14,46,11,0,0,0,1,2,13,2,Matches
360,Sofiane Boufal,ma MAR,"FW,MF",Angers,fr Ligue 1,28,1993,9.3,613,1,43,298,285,38,611,80,39,48.8,36,45.0,499,3394,1573,49,33,17,28,19,488,94,Matches
361,Yassine Bounou,ma MAR,GK,Sevilla,es La Liga,31,1991,23.9,1011,766,995,17,0,0,1011,1,1,100.0,0,0.0,596,2682,1374,0,0,0,4,0,566,0,Matches
362,Ismaëlben Boura,fr FRA,"DF,FW",Lens,fr Ligue 1,21,2000,1.0,88,5,21,40,27,1,88,6,4,66.7,2,33.3,58,372,159,6,4,1,6,0,50,11,Matches
363,Mehdi Bourabia,ma MAR,MF,Spezia,it Serie A,30,1991,30.8,1639,98,422,832,409,21,1639,64,28,43.8,32,50.0,810,3731,1777,37,30,5,54,27,956,58,Matches
364,Benjamin Bourigeaud,fr FRA,"MF,FW",Rennes,fr Ligue 1,28,1994,34.1,2305,53,274,1149,904,80,2303,33,14,42.4,17,51.5,1716,8088,3068,40,72,4,32,18,1602,250,Matches
365,Edoardo Bove,it ITA,MF,Roma,it Serie A,20,2002,11.0,532,12,107,301,131,20,532,13,5,38.5,4,30.8,263,1015,404,9,9,2,25,17,289,26,Matches
366,Jarrod Bowen,eng ENG,"FW,MF",West Ham,eng Premier League,25,1996,35.9,1318,32,186,451,693,157,1316,118,36,30.5,55,46.6,731,5565,2201,101,44,56,70,55,793,213,Matches
367,Lucas Boyé,ar ARG,FW,Elche,es La Liga,26,1996,27.4,1121,50,107,585,456,116,1120,130,78,60.0,48,36.9,720,3507,1434,58,33,25,139,85,810,160,Matches
368,Jayden Braaf,nl NED,"MF,FW",Hellas Verona,it Serie A,19,2002,3.2,129,1,16,63,54,16,129,24,15,62.5,8,33.3,89,694,294,10,9,5,13,15,91,29,Matches
369,Domagoj Bradarić,hr CRO,DF,Salernitana,it Serie A,22,1999,25.0,1352,50,398,609,368,22,1352,50,17,34.0,28,56.0,706,4295,2396,63,46,8,27,10,744,107,Matches
370,Bilal Brahimi,dz ALG,"FW,MF",Nice,fr Ligue 1,22,2000,8.9,487,1,45,198,250,27,487,34,18,52.9,13,38.2,385,2906,1354,41,23,9,27,12,383,100,Matches
371,Martin Braithwaite,dk DEN,"FW,MF",Espanyol,es La Liga,31,1991,27.3,696,10,55,287,362,75,696,53,17,32.1,26,49.1,410,2073,983,32,29,11,52,19,514,126,Matches
372,Juan Brandáriz,es ESP,DF,Almería,es La Liga,23,1999,16.5,970,105,519,363,93,8,970,16,7,43.8,9,56.3,532,2429,1057,13,6,1,11,8,577,10,Matches
373,Julian Brandt,de GER,"MF,FW",Dortmund,de Bundesliga,26,1996,26.6,1634,14,172,668,814,80,1634,81,41,50.6,35,43.2,989,5335,2355,67,42,27,50,35,1186,218,Matches
374,Darko Brašanac,rs SRB,MF,Osasuna,es La Liga,30,1992,11.6,489,12,79,245,171,28,489,10,4,40.0,3,30.0,246,1254,668,18,14,0,20,10,292,36,Matches
375,Lilian Brassier,fr FRA,DF,Brest,fr Ligue 1,22,1999,34.4,1973,242,951,869,177,28,1973,29,13,44.8,12,41.4,1311,7882,3805,20,22,0,23,15,1145,29,Matches
376,Claudio Bravo,cl CHI,GK,Betis,es La Liga,39,1983,12.0,414,333,412,3,0,0,414,0,0,,0,,208,1175,724,0,0,0,0,0,144,0,Matches
377,Fabian Bredlow,de GER,GK,Stuttgart,de Bundesliga,27,1995,15.0,625,524,623,2,0,0,625,0,0,,0,,383,1919,929,0,0,0,0,0,339,0,Matches
378,James Bree,eng ENG,DF,Southampton,eng Premier League,24,1997,4.1,213,18,71,67,75,2,213,3,2,66.7,1,33.3,93,352,131,4,4,0,3,2,111,12,Matches
379,Josip Brekalo,hr CRO,"FW,MF",Fiorentina,it Serie A,24,1998,2.5,127,0,10,49,71,8,127,10,6,60.0,2,20.0,82,823,342,11,10,2,7,6,98,31,Matches
380,Josip Brekalo,hr CRO,"MF,FW",Wolfsburg,de Bundesliga,24,1998,3.0,168,0,21,103,48,3,168,8,5,62.5,2,25.0,106,752,296,9,7,2,3,6,134,17,Matches
381,Gleison Bremer,br BRA,DF,Juventus,it Serie A,25,1997,29.3,1994,287,1100,827,76,50,1994,7,3,42.9,4,57.1,1146,4727,2297,8,6,0,18,8,1304,4,Matches
382,Armando Broja,al ALB,FW,Chelsea,eng Premier League,20,2001,3.3,110,2,7,41,63,16,110,15,8,53.3,5,33.3,54,399,199,8,1,5,15,9,71,17,Matches
383,Dylan Bronn,tn TUN,DF,Salernitana,it Serie A,27,1995,18.7,1196,106,562,590,48,10,1196,11,6,54.5,3,27.3,638,2651,1487,10,6,0,7,2,759,5,Matches
384,David Brooks,wls WAL,"FW,MF",Bournemouth,eng Premier League,25,1997,1.9,93,8,19,35,39,9,93,9,2,22.2,7,77.8,61,270,120,5,2,2,4,4,65,10,Matches
385,John Brooks,us USA,DF,Hoffenheim,de Bundesliga,29,1993,15.0,951,159,556,393,11,7,951,5,2,40.0,1,20.0,479,2169,992,2,3,0,1,1,494,1,Matches
386,Moritz Broschinski,de GER,"FW,MF",Bochum,de Bundesliga,21,2000,2.4,88,5,12,33,43,17,88,3,0,0.0,2,66.7,50,260,103,7,0,5,13,5,55,17,Matches
387,Marcelo Brozović,hr CRO,MF,Inter,it Serie A,29,1992,19.7,1696,81,439,987,291,22,1696,27,16,59.3,9,33.3,1085,5728,2296,29,29,7,19,6,1218,35,Matches
388,Cédric Brunner,ch SUI,DF,Schalke 04,de Bundesliga,28,1994,25.7,1402,106,524,609,279,10,1402,15,9,60.0,1,6.7,621,3186,1451,32,32,2,14,13,642,27,Matches
389,Lewis Brunt,eng ENG,DF,Leicester City,eng Premier League,21,2000,0.3,23,1,8,12,3,0,23,0,0,,0,,9,30,4,0,0,0,0,0,13,2,Matches
390,Jacob Bruun Larsen,dk DEN,FW,Hoffenheim,de Bundesliga,23,1998,3.6,124,1,9,52,65,16,124,7,2,28.6,5,71.4,74,494,174,10,5,5,9,6,85,24,Matches
391,Andreas Bruus,dk DEN,"DF,FW",Troyes,fr Ligue 1,23,1999,18.1,777,40,203,302,279,24,777,38,16,42.1,18,47.4,507,3086,1264,47,23,8,23,3,453,117,Matches
392,Joe Bryan,eng ENG,"MF,DF",Nice,fr Ligue 1,28,1993,2.0,119,4,27,58,36,5,119,2,0,0.0,2,100.0,82,438,182,2,6,0,3,0,73,16,Matches
393,Lee Buchanan,eng ENG,"DF,FW",Werder Bremen,de Bundesliga,21,2001,5.2,350,29,125,145,86,9,350,7,0,0.0,6,85.7,168,724,348,10,4,1,7,3,185,20,Matches
394,Ante Budimir,hr CRO,FW,Osasuna,es La Liga,31,1991,20.0,563,18,36,254,281,118,563,34,16,47.1,14,41.2,259,1199,449,23,16,10,62,27,398,98,Matches
395,Emi Buendía,ar ARG,"MF,FW",Aston Villa,eng Premier League,25,1996,26.8,1336,38,202,634,516,93,1336,59,27,45.8,26,44.1,829,3957,1970,60,46,19,63,58,955,137,Matches
396,Hugo Bueno,es ESP,DF,Wolves,eng Premier League,19,2002,14.6,835,53,318,275,249,14,835,33,13,39.4,14,42.4,396,2714,1422,52,29,4,16,11,446,64,Matches
397,Santiago Bueno,uy URU,DF,Girona,es La Liga,23,1998,33.4,2098,194,1016,1038,54,17,2098,4,2,50.0,0,0.0,1305,7395,4721,30,13,0,6,1,1447,4,Matches
398,Adam Buksa,pl POL,"FW,MF",Lens,fr Ligue 1,26,1996,1.1,35,0,1,19,15,7,35,0,0,,0,,27,115,25,1,0,1,7,2,29,9,Matches
399,Marius Bülter,de GER,"FW,MF",Schalke 04,de Bundesliga,29,1993,28.9,1117,21,130,419,585,136,1113,96,32,33.3,53,55.2,660,4349,2038,78,48,24,81,28,773,199,Matches
400,Cristian Buonaiuto,it ITA,"MF,FW",Cremonese,it Serie A,29,1992,10.9,652,11,62,282,319,49,651,47,20,42.6,23,48.9,395,2208,974,35,29,9,36,28,421,89,Matches
401,Facundo Buonanotte,ar ARG,"FW,MF",Brighton,eng Premier League,17,2004,6.3,258,8,33,114,115,19,258,19,7,36.8,9,47.4,182,1018,424,9,5,2,10,2,202,42,Matches
402,Alessandro Buongiorno,it ITA,DF,Torino,it Serie A,23,1999,30.2,1938,161,860,976,110,33,1938,16,6,37.5,7,43.8,986,4659,2324,13,16,2,33,6,1180,19,Matches
403,Delano Burgzorg,nl NED,"FW,MF",Mainz 05,de Bundesliga,23,1998,2.7,93,1,4,26,64,11,93,13,6,46.2,7,53.8,67,410,138,4,2,4,13,6,75,24,Matches
404,Jonathan Burkardt,de GER,"MF,FW",Mainz 05,de Bundesliga,22,2000,5.9,180,2,19,65,99,37,179,20,11,55.0,8,40.0,128,642,257,9,7,6,17,9,139,46,Matches
405,Oliver Burke,sct SCO,"FW,MF",Werder Bremen,de Bundesliga,25,1997,3.0,118,0,4,41,73,13,118,6,2,33.3,4,66.7,77,366,153,11,3,5,12,4,93,36,Matches
406,Dan Burn,eng ENG,DF,Newcastle Utd,eng Premier League,30,1992,34.6,2073,158,786,940,358,62,2073,25,11,44.0,12,48.0,926,4329,2196,29,22,5,34,9,1116,46,Matches
407,Maxime Busi,be BEL,DF,Reims,fr Ligue 1,22,1999,11.6,728,41,185,369,180,10,728,25,7,28.0,14,56.0,462,2885,1442,25,21,3,16,5,407,44,Matches
408,Sergio Busquets,es ESP,MF,Barcelona,es La Liga,34,1988,26.0,2172,62,387,1427,373,14,2172,16,11,68.8,3,18.8,1279,5074,2594,26,32,1,19,12,1551,32,Matches
409,Aurélio Buta,pt POR,DF,Eint Frankfurt,de Bundesliga,25,1997,14.6,928,39,190,395,352,47,928,30,10,33.3,12,40.0,423,2523,1097,45,19,17,23,9,506,118,Matches
410,Leonardo Buta,pt POR,DF,Udinese,it Serie A,20,2002,0.2,14,0,2,7,5,0,14,0,0,,0,,10,66,43,1,0,0,0,0,12,1,Matches
411,Marcin Bułka,pl POL,GK,Nice,fr Ligue 1,22,1999,2.0,70,64,70,0,0,0,70,0,0,,0,,46,210,72,0,0,0,0,0,29,0,Matches
412,Jamie Bynoe-Gittens,eng ENG,"FW,MF",Dortmund,de Bundesliga,17,2004,5.9,251,5,32,80,147,37,251,55,20,36.4,28,50.9,179,1422,714,24,13,18,22,5,192,38,Matches
413,Juan Cabal,co COL,DF,Hellas Verona,it Serie A,21,2001,4.9,279,29,134,136,16,1,279,4,3,75.0,0,0.0,139,642,358,4,5,0,4,3,141,8,Matches
414,Rémy Cabella,fr FRA,"MF,FW",Lille,fr Ligue 1,32,1990,28.1,2030,16,162,922,966,136,2030,78,40,51.3,26,33.3,1549,9297,4108,113,92,22,48,35,1477,242,Matches
415,Jimmy Cabot,fr FRA,"DF,MF",Lens,fr Ligue 1,28,1994,5.7,432,13,88,162,193,19,432,24,12,50.0,11,45.8,282,2002,887,26,17,8,26,6,247,65,Matches
416,Leandro Cabrera,uy URU,DF,Espanyol,es La Liga,31,1991,29.7,1642,198,723,802,125,40,1642,9,6,66.7,2,22.2,763,3158,1406,13,9,1,9,5,893,8,Matches
417,Liberato Cacace,nz NZL,DF,Empoli,it Serie A,21,2000,6.5,525,33,166,243,122,12,525,20,8,40.0,10,50.0,242,1509,814,21,14,4,6,7,292,31,Matches
418,Anthony Caci,fr FRA,DF,Mainz 05,de Bundesliga,25,1997,22.6,1370,81,458,667,261,20,1370,21,9,42.9,11,52.4,667,3023,1468,20,16,1,14,8,681,41,Matches
419,Cafú,pt POR,MF,Nott'ham Forest,eng Premier League,29,1993,0.1,3,1,2,1,0,0,3,0,0,,0,,2,12,7,0,0,0,0,0,1,0,Matches
420,Moisés Caicedo,ec ECU,MF,Brighton,eng Premier League,20,2001,34.9,2603,91,555,1520,558,28,2603,54,28,51.9,21,38.9,1507,6220,2876,38,32,6,39,23,1891,61,Matches
421,Tom Cairney,sct SCO,MF,Fulham,eng Premier League,31,1991,11.0,872,10,127,426,332,31,872,21,9,42.9,8,38.1,573,3124,1516,34,27,6,23,21,667,57,Matches
422,Jens Cajuste,se SWE,MF,Reims,fr Ligue 1,22,1999,17.0,969,41,223,533,231,40,969,79,39,49.4,30,38.0,728,4226,2387,46,36,10,28,23,663,40,Matches
423,Cala,es ESP,DF,Cádiz,es La Liga,32,1989,1.5,59,13,37,21,1,1,59,0,0,,0,,19,59,8,0,0,0,0,1,22,0,Matches
424,Davide Calabria,it ITA,DF,Milan,it Serie A,25,1996,18.8,1474,59,414,768,307,16,1474,14,3,21.4,8,57.1,755,3303,1966,26,23,2,14,7,915,80,Matches
425,Mattia Caldara,it ITA,DF,Spezia,it Serie A,28,1994,13.9,791,145,450,304,46,17,791,5,2,40.0,2,40.0,380,1885,830,5,4,0,9,4,361,4,Matches
426,Luca Caldirola,it ITA,DF,Monza,it Serie A,31,1991,26.1,1636,219,891,674,75,12,1636,3,1,33.3,1,33.3,978,4803,2623,12,11,0,5,1,1176,13,Matches
427,Fernando Calero,es ESP,"DF,MF",Espanyol,es La Liga,26,1995,17.9,944,83,377,499,77,14,944,3,1,33.3,2,66.7,454,1933,951,9,8,1,12,6,518,4,Matches
428,Duje Ćaleta-Car,hr CRO,DF,Southampton,eng Premier League,25,1996,10.5,695,136,416,268,15,9,695,2,2,100.0,0,0.0,387,1829,993,5,1,0,1,2,429,0,Matches
429,Duje Ćaleta-Car,hr CRO,DF,Marseille,fr Ligue 1,25,1996,0.1,3,1,2,1,0,0,3,0,0,,0,,2,5,3,0,0,0,0,0,2,0,Matches
430,Hakan Çalhanoğlu,tr TUR,MF,Inter,it Serie A,28,1994,26.3,1942,34,367,1015,581,26,1941,24,8,33.3,10,41.7,1167,5515,2601,46,55,6,32,12,1323,68,Matches
431,Kerim Calhanoglu,de GER,DF,Schalke 04,de Bundesliga,19,2002,0.7,58,3,22,17,19,1,58,3,0,0.0,3,100.0,17,79,45,3,3,0,3,0,21,3,Matches
432,Daniel Caligiuri,it ITA,"DF,MF",Augsburg,de Bundesliga,34,1988,3.2,200,12,65,88,52,5,200,11,5,45.5,4,36.4,82,441,234,7,5,1,5,4,83,8,Matches
433,Alexander Callens,pe PER,DF,Girona,es La Liga,30,1992,1.3,111,11,53,53,5,0,111,0,0,,0,,76,361,213,5,3,0,2,1,72,1,Matches
434,Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,25,1997,12.9,376,20,39,143,200,59,375,28,15,53.6,10,35.7,186,972,405,18,11,10,40,12,286,56,Matches
435,Mahdi Camara,fr FRA,MF,Brest,fr Ligue 1,24,1998,20.2,955,30,193,569,210,36,955,45,24,53.3,16,35.6,633,3726,1596,32,25,2,27,17,550,44,Matches
436,Mohamed Camara,gn GUI,MF,Roma,it Serie A,25,1997,7.7,393,10,61,262,81,8,393,13,7,53.8,5,38.5,233,1268,585,13,10,2,11,6,241,14,Matches
437,Mohamed Camara,ml MLI,MF,Monaco,fr Ligue 1,22,2000,24.4,1574,44,344,1028,223,6,1574,49,23,46.9,15,30.6,1236,6182,2831,28,29,1,36,26,1105,19,Matches
438,Ousmane Camara,gn GUI,"FW,MF",Auxerre,fr Ligue 1,20,2001,0.3,11,0,0,3,8,1,11,1,0,0.0,0,0.0,7,71,35,2,2,0,0,0,5,1,Matches
439,Ousmane Camara,fr FRA,DF,Angers,fr Ligue 1,19,2003,5.8,416,42,190,230,3,1,416,3,2,66.7,1,33.3,336,2207,1358,3,1,0,4,1,307,0,Matches
440,Eduardo Camavinga,fr FRA,"MF,DF",Real Madrid,es La Liga,19,2002,22.3,1770,51,372,942,485,39,1770,71,38,53.5,25,35.2,1162,6589,3684,69,77,12,39,28,1326,99,Matches
441,Nicolò Cambiaghi,it ITA,"FW,MF",Empoli,it Serie A,21,2000,14.3,638,9,87,255,311,56,638,57,22,38.6,20,35.1,442,3746,1603,73,30,23,44,21,464,99,Matches
442,Andrea Cambiaso,it ITA,DF,Bologna,it Serie A,22,2000,24.1,1790,70,620,771,423,40,1790,60,31,51.7,24,40.0,1030,5494,2822,64,59,17,42,18,1148,105,Matches
443,Axel Camblan,fr FRA,"FW,MF",Brest,fr Ligue 1,18,2003,0.8,46,0,6,17,24,9,46,4,1,25.0,3,75.0,28,282,81,2,3,1,4,3,30,9,Matches
444,Sergio Camello,es ESP,FW,Rayo Vallecano,es La Liga,21,2001,26.7,782,29,51,337,406,101,782,46,18,39.1,24,52.2,483,2631,1053,40,36,17,71,35,561,122,Matches
445,Chem Campbell,wls WAL,"FW,MF",Wolves,eng Premier League,19,2002,0.8,47,1,6,19,23,5,47,4,2,50.0,2,50.0,39,303,70,2,6,1,3,6,36,10,Matches
446,Emre Can,de GER,MF,Dortmund,de Bundesliga,28,1994,21.1,1510,82,448,872,202,18,1509,25,13,52.0,7,28.0,927,4997,2356,34,26,1,15,11,1015,12,Matches
447,Sergio Canales,es ESP,"FW,MF",Betis,es La Liga,31,1991,26.7,1677,13,180,745,781,54,1676,54,28,51.9,19,35.2,1051,6475,3161,82,69,5,55,41,1275,150,Matches
448,Matteo Cancellieri,it ITA,FW,Lazio,it Serie A,20,2002,2.8,134,2,20,50,66,16,134,9,3,33.3,4,44.4,88,630,346,15,8,9,13,3,97,33,Matches
449,João Cancelo,pt POR,DF,Manchester City,eng Premier League,28,1994,14.2,1363,20,225,686,461,47,1363,61,31,50.8,23,37.7,840,4920,2861,73,40,21,18,14,1020,125,Matches
450,João Cancelo,pt POR,"DF,FW",Bayern Munich,de Bundesliga,28,1994,11.2,1014,31,224,506,296,38,1014,65,34,52.3,26,40.0,636,3732,2011,51,24,19,20,9,701,90,Matches
451,Antonio Candreva,it ITA,"MF,DF",Salernitana,it Serie A,35,1987,30.3,1802,48,332,783,708,46,1802,34,8,23.5,14,41.2,1093,5695,2245,71,50,10,25,13,1298,171,Matches
452,Thomas Cannon,ie IRL,FW,Everton,eng Premier League,19,2002,0.3,8,0,0,2,6,4,8,1,0,0.0,0,0.0,6,34,7,1,0,0,0,0,7,2,Matches
453,Sergi Canós,es ESP,"FW,DF",Brentford,eng Premier League,25,1997,0.9,57,1,13,25,20,2,57,6,4,66.7,2,33.3,29,206,111,4,2,0,0,0,36,7,Matches
454,Ander Capa,es ESP,DF,Athletic Club,es La Liga,30,1992,1.2,110,2,24,50,37,2,110,3,2,66.7,1,33.3,53,406,193,5,9,1,3,2,56,7,Matches
455,Pierrick Capelle,fr FRA,"MF,DF",Angers,fr Ligue 1,35,1987,15.9,898,38,194,485,227,19,898,29,14,48.3,14,48.3,608,3413,1195,16,24,4,34,20,548,40,Matches
456,Étienne Capoue,fr FRA,MF,Villarreal,es La Liga,34,1988,21.7,1211,40,199,726,301,24,1211,62,31,50.0,22,35.5,782,4150,2035,45,27,10,26,13,948,72,Matches
457,Gianluca Caprari,it ITA,"MF,FW",Monza,it Serie A,29,1993,27.1,1364,7,128,668,577,103,1363,91,40,44.0,43,47.3,884,5535,2661,100,50,42,79,32,1089,188,Matches
458,Francesco Caputo,it ITA,FW,Sampdoria,it Serie A,34,1987,12.2,309,4,11,126,172,49,309,9,3,33.3,5,55.6,181,696,192,6,4,7,21,14,243,76,Matches
459,Francesco Caputo,it ITA,FW,Empoli,it Serie A,34,1987,19.0,478,10,34,207,239,103,476,12,1,8.3,8,66.7,288,1218,449,16,7,7,45,24,395,128,Matches
460,Maxence Caqueret,fr FRA,MF,Lyon,fr Ligue 1,22,2000,30.7,2162,60,333,1196,654,73,2162,87,41,47.1,38,43.7,1650,8467,3482,46,81,11,70,48,1514,114,Matches
461,Andrea Carboni,it ITA,DF,Monza,it Serie A,21,2001,1.9,104,4,41,43,20,4,104,3,1,33.3,2,66.7,50,284,190,4,2,0,0,0,66,2,Matches
462,Franco Carboni,it ITA,"DF,FW",Monza,it Serie A,19,2003,0.7,61,2,17,28,21,1,61,7,3,42.9,4,57.1,34,293,169,7,3,1,0,0,36,8,Matches
463,Valentin Carboni,ar ARG,"MF,DF",Inter,it Serie A,17,2005,0.3,25,0,4,12,10,1,25,2,1,50.0,1,50.0,16,182,83,2,0,0,2,1,15,3,Matches
464,Isaac Carcelen,es ESP,DF,Cádiz,es La Liga,29,1993,24.4,1212,119,438,550,239,12,1212,21,14,66.7,6,28.6,494,2387,1410,33,18,3,18,18,550,62,Matches
465,Irvin Cardona,fr FRA,"FW,MF",Brest,fr Ligue 1,24,1997,2.6,85,2,7,41,37,12,85,5,1,20.0,3,60.0,56,290,92,3,1,2,7,3,57,14,Matches
