,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKatt,Yellow,Red,xG,npxG,xAG,npxG+xAG,Prg_Carries,Prg_Passes,Prg_Passes_Received,Goals_per90,Assits_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Matches
828,Albin Ekdal,se SWE,MF,Spezia,it Serie A,33,1989,31,18,"1,734",19.3,0,2,2,0,0,0,6,1,2.9,2.9,1.6,4.4,15,80,35,0.00,0.10,0.10,0.00,0.10,0.15,0.08,0.23,0.15,0.23,Matches
829,Hugo Ekitike,fr FRA,FW,Paris S-G,fr Ligue 1,20,2002,25,12,"1,155",12.8,3,4,7,3,0,0,0,0,3.7,3.7,1.6,5.3,23,23,84,0.23,0.31,0.55,0.23,0.55,0.29,0.13,0.42,0.29,0.42,Matches
830,Emmanuel Ekong,se SWE,"FW,MF",Empoli,it Serie A,20,2002,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches
831,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,20,2002,16,5,426,4.7,0,1,1,0,0,0,0,0,0.7,0.7,0.9,1.6,12,8,28,0.00,0.21,0.21,0.00,0.21,0.15,0.19,0.34,0.15,0.34,Matches
832,Alberth Elis,hn HON,"MF,FW",Brest,fr Ligue 1,26,1996,10,2,257,2.9,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,8,4,19,0.00,0.00,0.00,0.00,0.00,0.18,0.06,0.24,0.18,0.24,Matches
833,Mikael Ellertsson,is ISL,"MF,DF",Spezia,it Serie A,20,2002,11,1,171,1.9,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.2,3,3,4,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08,Matches
834,Harvey Elliott,eng ENG,"MF,FW",Liverpool,eng Premier League,19,2003,32,18,"1,613",17.9,1,2,3,1,0,0,2,0,2.1,2.1,3.6,5.7,54,142,129,0.06,0.11,0.17,0.06,0.17,0.12,0.20,0.32,0.12,0.32,Matches
835,Elif Elmas,mk MKD,"FW,MF",Napoli,it Serie A,22,1999,36,14,"1,627",18.1,6,3,9,5,1,1,5,0,4.0,3.3,1.9,5.2,42,73,103,0.33,0.17,0.50,0.28,0.44,0.22,0.11,0.33,0.18,0.29,Matches
836,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,30,1992,5,1,113,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
837,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,28,1994,25,16,"1,449",16.1,0,1,1,0,0,0,5,1,0.7,0.7,1.1,1.8,21,52,19,0.00,0.06,0.06,0.00,0.06,0.04,0.07,0.11,0.04,0.11,Matches
838,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,25,1996,32,32,"2,826",31.4,3,0,3,3,0,0,2,0,2.6,2.6,0.3,2.9,20,83,5,0.10,0.00,0.10,0.10,0.10,0.08,0.01,0.09,0.08,0.09,Matches
839,Rodrigo Ely,br BRA,DF,Almería,es La Liga,28,1993,36,36,"3,155",35.1,0,1,1,0,0,0,10,1,1.0,1.0,0.8,1.8,6,52,4,0.00,0.03,0.03,0.00,0.03,0.03,0.02,0.05,0.03,0.05,Matches
840,Mohamed Elyounoussi,no NOR,"MF,FW",Southampton,eng Premier League,27,1994,33,27,"2,168",24.1,1,1,2,1,0,0,4,0,3.5,3.5,2.1,5.6,56,50,98,0.04,0.04,0.08,0.04,0.08,0.15,0.09,0.23,0.15,0.23,Matches
841,Adri Embarba,es ESP,"FW,MF",Almería,es La Liga,30,1992,29,18,"1,472",16.4,4,3,7,3,1,1,5,1,3.8,3.1,3.4,6.4,62,47,115,0.24,0.18,0.43,0.18,0.37,0.23,0.21,0.44,0.19,0.39,Matches
842,Adri Embarba,es ESP,FW,Espanyol,es La Liga,30,1992,1,0,35,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,2,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches
843,Breel Embolo,ch SUI,FW,Monaco,fr Ligue 1,25,1997,32,19,"1,859",20.7,12,2,14,12,0,1,3,0,8.5,7.6,3.2,10.8,24,52,159,0.58,0.10,0.68,0.58,0.68,0.41,0.16,0.57,0.37,0.52,Matches
844,Emerson,br BRA,DF,Tottenham,eng Premier League,23,1999,26,20,"1,735",19.3,2,1,3,2,0,0,2,1,1.7,1.7,0.6,2.3,47,80,103,0.10,0.05,0.16,0.10,0.16,0.09,0.03,0.12,0.09,0.12,Matches
845,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,25,1997,31,17,"1,661",18.5,8,1,9,8,0,0,4,0,8.1,8.1,1.1,9.2,16,12,71,0.43,0.05,0.49,0.43,0.49,0.44,0.06,0.50,0.44,0.50,Matches
846,Julio Enciso,py PAR,"FW,MF",Brighton,eng Premier League,18,2004,20,7,806,9.0,4,2,6,4,0,0,1,0,4.0,4.0,1.7,5.7,39,31,74,0.45,0.22,0.67,0.45,0.67,0.45,0.19,0.64,0.45,0.64,Matches
847,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,29,1993,33,33,"2,922",32.5,5,4,9,5,0,0,3,0,3.8,3.8,4.7,8.5,32,171,67,0.15,0.12,0.28,0.15,0.28,0.12,0.15,0.26,0.12,0.26,Matches
848,Arne Engels,be BEL,MF,Augsburg,de Bundesliga,18,2003,18,18,"1,440",16.0,0,3,3,0,0,0,5,0,0.6,0.6,2.2,2.8,9,57,25,0.00,0.19,0.19,0.00,0.19,0.04,0.14,0.17,0.04,0.17,Matches
849,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,30,1992,28,25,"2,048",22.8,1,8,9,1,0,0,3,0,5.0,5.0,4.2,9.2,23,164,66,0.04,0.35,0.40,0.04,0.40,0.22,0.19,0.40,0.22,0.40,Matches
850,Martin Erlic,hr CRO,DF,Sassuolo,it Serie A,24,1998,28,26,"2,330",25.9,0,0,0,0,0,0,2,0,0.5,0.5,0.2,0.7,7,65,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
851,Tjark Ernst,de GER,GK,Hertha BSC,de Bundesliga,19,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
852,Gonzalo Escalante,ar ARG,MF,Cremonese,it Serie A,29,1993,9,7,555,6.2,0,1,1,0,0,0,0,1,0.2,0.2,0.2,0.4,3,30,8,0.00,0.16,0.16,0.00,0.16,0.03,0.04,0.07,0.03,0.07,Matches
853,Gonzalo Escalante,ar ARG,MF,Cádiz,es La Liga,29,1993,14,13,"1,121",12.5,4,1,5,4,0,0,4,0,3.5,3.5,1.5,5.0,3,50,12,0.32,0.08,0.40,0.32,0.40,0.28,0.12,0.40,0.28,0.40,Matches
854,Sergio Escudero,es ESP,DF,Valladolid,es La Liga,32,1989,23,17,"1,439",16.0,1,0,1,1,0,0,3,0,1.5,1.5,1.8,3.3,17,40,37,0.06,0.00,0.06,0.06,0.06,0.09,0.11,0.20,0.09,0.20,Matches
855,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,30,1992,36,35,"3,122",34.7,0,4,4,0,0,0,7,0,1.5,1.5,4.2,5.7,53,107,129,0.00,0.12,0.12,0.00,0.12,0.04,0.12,0.16,0.04,0.16,Matches
856,Bernardo Espinosa,co COL,DF,Girona,es La Liga,33,1989,20,14,"1,225",13.6,1,1,2,1,0,0,5,0,1.2,1.2,0.0,1.2,8,36,3,0.07,0.07,0.15,0.07,0.15,0.09,0.00,0.09,0.09,0.09,Matches
857,Salvatore Esposito,it ITA,MF,Spezia,it Serie A,21,2000,15,10,971,10.8,1,0,1,1,0,0,5,1,0.7,0.7,1.5,2.2,4,51,11,0.09,0.00,0.09,0.09,0.09,0.06,0.14,0.21,0.06,0.21,Matches
858,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,20,2002,23,18,"1,646",18.3,0,0,0,0,0,0,3,0,0.6,0.6,0.1,0.6,9,44,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
859,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,24,1998,35,31,"2,675",29.7,1,5,6,1,0,0,4,0,1.7,1.7,5.4,7.1,91,157,183,0.03,0.17,0.20,0.03,0.20,0.06,0.18,0.24,0.06,0.24,Matches
860,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,34,1988,13,12,"1,051",11.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,6,35,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
861,Edu Expósito,es ESP,MF,Espanyol,es La Liga,25,1996,28,13,"1,160",12.9,2,2,4,2,0,0,3,1,0.9,0.9,2.4,3.3,19,72,59,0.16,0.16,0.31,0.16,0.31,0.07,0.18,0.25,0.07,0.25,Matches
862,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,24,1998,38,30,"2,636",29.3,10,4,14,9,1,1,3,0,7.3,6.5,4.3,10.8,69,131,129,0.34,0.14,0.48,0.31,0.44,0.25,0.15,0.39,0.22,0.37,Matches
863,Kimberly Ezekwem,de GER,DF,Freiburg,de Bundesliga,21,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
864,Nicolás Ezequiel Fernández,ar ARG,"MF,DF",Elche,es La Liga,22,2000,18,3,514,5.7,0,1,1,0,0,0,2,0,0.4,0.4,0.8,1.2,21,29,53,0.00,0.18,0.18,0.00,0.18,0.07,0.14,0.22,0.07,0.22,Matches
865,Abdessamad Ezzalzouli,ma MAR,"FW,MF",Osasuna,es La Liga,20,2001,28,19,"1,504",16.7,4,2,6,4,0,0,4,2,2.7,2.7,1.9,4.6,93,44,136,0.24,0.12,0.36,0.24,0.36,0.16,0.11,0.27,0.16,0.27,Matches
866,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,37,1985,36,36,"3,111",34.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
867,Fabinho,br BRA,MF,Liverpool,eng Premier League,28,1993,36,31,"2,671",29.7,0,2,2,0,0,0,11,0,0.7,0.7,2.1,2.9,15,161,39,0.00,0.07,0.07,0.00,0.07,0.02,0.07,0.10,0.02,0.10,Matches
868,Fábio,br BRA,"DF,MF",Nantes,fr Ligue 1,32,1990,6,3,224,2.5,0,0,0,0,0,0,1,1,0.2,0.2,0.6,0.8,4,11,18,0.00,0.00,0.00,0.00,0.00,0.08,0.24,0.32,0.08,0.32,Matches
869,Noah Fadiga,sn SEN,DF,Brest,fr Ligue 1,22,1999,21,16,"1,308",14.5,1,0,1,1,0,0,2,0,0.7,0.7,0.1,0.8,43,63,36,0.07,0.00,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06,Matches
870,Wout Faes,be BEL,DF,Leicester City,eng Premier League,24,1998,31,31,"2,786",31.0,1,2,3,1,0,0,6,1,1.2,1.2,0.6,1.8,11,74,2,0.03,0.06,0.10,0.03,0.10,0.04,0.02,0.06,0.04,0.06,Matches
871,Wout Faes,be BEL,DF,Reims,fr Ligue 1,24,1998,3,3,270,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,8,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
872,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,21,2001,26,17,"1,520",16.9,3,3,6,3,0,0,3,0,1.5,1.5,1.3,2.8,27,56,56,0.18,0.18,0.36,0.18,0.36,0.09,0.08,0.17,0.09,0.17,Matches
873,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,33,1988,12,12,"1,025",11.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
874,Romain Faivre,fr FRA,"MF,FW",Lorient,fr Ligue 1,24,1998,16,14,"1,246",13.8,5,3,8,5,0,0,0,0,2.7,2.7,2.1,4.8,77,67,66,0.36,0.22,0.58,0.36,0.58,0.19,0.15,0.34,0.19,0.34,Matches
875,Romain Faivre,fr FRA,MF,Lyon,fr Ligue 1,24,1998,10,3,300,3.3,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,14,24,16,0.00,0.30,0.30,0.00,0.30,0.05,0.09,0.14,0.05,0.14,Matches
876,Radamel Falcao,co COL,"FW,MF",Rayo Vallecano,es La Liga,36,1986,27,3,616,6.8,2,0,2,1,1,1,4,0,2.9,2.1,0.1,2.2,2,14,53,0.29,0.00,0.29,0.15,0.15,0.42,0.01,0.43,0.30,0.32,Matches
877,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,27,1995,38,38,"3,420",38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
878,Fali,es ESP,"DF,MF",Cádiz,es La Liga,28,1993,25,22,"1,714",19.0,0,0,0,0,0,0,6,0,0.6,0.6,0.2,0.8,9,56,10,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
879,Fallou Fall,sn SEN,DF,Reims,fr Ligue 1,18,2004,1,0,32,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
880,Mamadou Fall,sn SEN,DF,Villarreal,es La Liga,19,2002,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
881,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,30,1991,23,19,"1,485",16.5,2,3,5,2,0,0,7,0,2.7,2.7,1.0,3.7,11,54,33,0.12,0.18,0.30,0.12,0.30,0.17,0.06,0.23,0.17,0.23,Matches
882,Ansu Fati,es ESP,FW,Barcelona,es La Liga,19,2002,36,12,"1,393",15.5,7,3,10,7,0,0,3,0,9.1,9.1,1.7,10.7,47,48,178,0.45,0.19,0.65,0.45,0.65,0.59,0.11,0.69,0.59,0.69,Matches
883,Khalil Fayad,fr FRA,MF,Montpellier,fr Ligue 1,18,2004,24,7,718,8.0,0,2,2,0,0,0,1,1,0.5,0.5,1.4,1.9,9,22,11,0.00,0.25,0.25,0.00,0.25,0.06,0.17,0.24,0.06,0.24,Matches
884,Cheikh Faye,sn SEN,FW,Montpellier,fr Ligue 1,23,1999,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
885,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,35,1987,14,12,"1,074",11.9,1,0,1,1,0,0,2,1,0.7,0.7,0.1,0.8,13,40,4,0.08,0.00,0.08,0.08,0.08,0.06,0.01,0.07,0.06,0.07,Matches
886,Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,19,2003,21,8,825,9.2,0,0,0,0,0,0,4,0,1.0,1.0,0.9,1.9,11,21,40,0.00,0.00,0.00,0.00,0.00,0.11,0.09,0.20,0.11,0.20,Matches
887,Zouhair Feddal,ma MAR,DF,Valladolid,es La Liga,33,1989,8,4,375,4.2,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,0,5,0,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08,Matches
888,Nabil Fekir,fr FRA,MF,Betis,es La Liga,29,1993,15,12,961,10.7,2,2,4,1,1,1,4,1,2.4,1.6,2.7,4.4,42,41,76,0.19,0.19,0.37,0.09,0.28,0.23,0.26,0.48,0.15,0.41,Matches
889,Felipe,br BRA,DF,Nott'ham Forest,eng Premier League,33,1989,16,15,"1,418",15.8,0,1,1,0,0,0,4,0,1.2,1.2,0.9,2.1,3,22,4,0.00,0.06,0.06,0.00,0.06,0.07,0.06,0.13,0.07,0.13,Matches
890,Felipe,br BRA,DF,Atlético Madrid,es La Liga,33,1989,3,2,194,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,20,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
891,Luiz Felipe,it ITA,DF,Betis,es La Liga,25,1997,23,22,"1,763",19.6,0,0,0,0,0,0,3,3,0.2,0.2,0.3,0.5,1,42,0,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
892,João Félix,pt POR,"FW,MF",Chelsea,eng Premier League,22,1999,16,11,941,10.5,4,0,4,4,0,0,1,1,4.9,4.9,0.5,5.4,34,47,79,0.38,0.00,0.38,0.38,0.38,0.47,0.05,0.52,0.47,0.52,Matches
893,João Félix,pt POR,"FW,MF",Atlético Madrid,es La Liga,22,1999,14,7,650,7.2,4,3,7,4,0,0,5,0,2.6,2.6,1.4,4.0,17,27,42,0.55,0.42,0.97,0.55,0.97,0.36,0.20,0.56,0.36,0.56,Matches
894,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,24,1997,19,16,"1,450",16.1,0,1,1,0,0,0,3,1,0.3,0.3,0.3,0.6,12,52,5,0.00,0.06,0.06,0.00,0.06,0.02,0.02,0.04,0.02,0.04,Matches
895,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,31,1991,20,13,"1,133",12.6,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.7,36,66,47,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.00,0.06,Matches
896,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,17,2004,19,10,950,10.6,6,2,8,6,0,0,1,0,5.3,5.3,0.7,6.1,11,14,58,0.57,0.19,0.76,0.57,0.76,0.51,0.07,0.57,0.51,0.57,Matches
897,Lewis Ferguson,sct SCO,"MF,FW",Bologna,it Serie A,22,1999,32,27,"2,314",25.7,7,0,7,7,0,0,4,0,4.7,4.7,1.0,5.7,31,88,114,0.27,0.00,0.27,0.27,0.27,0.18,0.04,0.22,0.18,0.22,Matches
898,Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,eng Premier League,27,1994,37,37,"3,316",36.8,8,8,16,6,2,2,6,0,9.3,7.7,16.7,24.4,89,263,231,0.22,0.22,0.43,0.16,0.38,0.25,0.45,0.71,0.21,0.66,Matches
899,Edimilson Fernandes,ch SUI,DF,Mainz 05,de Bundesliga,26,1996,32,28,"2,437",27.1,0,3,3,0,0,0,4,0,0.7,0.7,1.3,1.9,15,67,23,0.00,0.11,0.11,0.00,0.11,0.02,0.05,0.07,0.02,0.07,Matches
900,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,31,1991,21,21,"1,890",21.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
901,Álex Fernández,es ESP,"MF,FW",Cádiz,es La Liga,29,1992,28,17,"1,576",17.5,3,0,3,2,1,1,0,0,2.7,1.9,1.6,3.4,19,69,26,0.17,0.00,0.17,0.11,0.11,0.15,0.09,0.24,0.11,0.20,Matches
902,Álvaro Fernández,es ESP,GK,Espanyol,es La Liga,24,1998,11,11,990,11.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
903,Carlos Fernández,es ESP,FW,Real Sociedad,es La Liga,26,1996,24,8,631,7.0,1,0,1,1,0,0,6,0,2.4,2.4,0.6,2.9,9,13,54,0.14,0.00,0.14,0.14,0.14,0.34,0.08,0.42,0.34,0.42,Matches
904,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,21,2001,18,18,"1,547",17.2,0,2,2,0,0,0,3,0,0.8,0.8,2.4,3.2,22,168,18,0.00,0.12,0.12,0.00,0.12,0.05,0.14,0.19,0.05,0.19,Matches
905,Federico Fernández,ar ARG,DF,Elche,es La Liga,33,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
906,Joaquín Fernández,es ESP,DF,Valladolid,es La Liga,26,1996,27,24,"2,156",24.0,1,0,1,1,0,0,4,0,0.5,0.5,0.1,0.6,6,42,3,0.04,0.00,0.04,0.04,0.04,0.02,0.00,0.03,0.02,0.03,Matches
907,Valery Fernández,es ESP,"MF,DF",Girona,es La Liga,22,1999,25,7,967,10.7,0,2,2,0,0,0,1,0,0.7,0.7,1.2,1.9,18,20,84,0.00,0.19,0.19,0.00,0.19,0.07,0.11,0.18,0.07,0.18,Matches
908,Fernando,es ESP,GK,Almería,es La Liga,32,1990,37,37,"3,285",36.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
909,Fernando,br BRA,"MF,DF",Sevilla,es La Liga,35,1987,22,19,"1,577",17.5,0,1,1,0,0,0,3,1,0.2,0.2,0.7,0.9,6,67,13,0.00,0.06,0.06,0.00,0.06,0.01,0.04,0.05,0.01,0.05,Matches
910,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,28,1994,12,10,868,9.6,0,0,0,0,0,0,3,0,0.2,0.2,0.4,0.5,7,25,3,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Matches
911,Alex Ferrari,it ITA,DF,Cremonese,it Serie A,28,1994,16,13,"1,007",11.2,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,2,27,5,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
912,Salvador Ferrer,es ESP,DF,Spezia,it Serie A,24,1998,5,0,136,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
913,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,30,1992,34,32,"2,738",30.4,1,2,3,1,0,0,7,1,0.8,0.8,3.0,3.8,37,209,42,0.03,0.07,0.10,0.03,0.10,0.03,0.10,0.13,0.03,0.13,Matches
914,Fidel,es ESP,"MF,FW",Elche,es La Liga,32,1989,27,21,"1,714",19.0,3,2,5,2,1,1,5,0,2.3,1.5,2.3,3.8,53,139,90,0.16,0.11,0.26,0.11,0.21,0.12,0.12,0.24,0.08,0.20,Matches
915,Karol Fila,pl POL,DF,Strasbourg,fr Ligue 1,24,1998,2,0,47,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,4,4,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches
916,Vincenzo Fiorillo,it ITA,GK,Salernitana,it Serie A,32,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
917,Roberto Firmino,br BRA,"FW,MF",Liverpool,eng Premier League,30,1991,25,13,"1,213",13.5,11,4,15,11,0,0,0,0,5.5,5.5,2.5,8.0,16,78,96,0.82,0.30,1.11,0.82,1.11,0.41,0.19,0.59,0.41,0.59,Matches
918,Junior Firpo,do DOM,DF,Leeds United,eng Premier League,25,1996,19,14,"1,368",15.2,1,1,2,1,0,0,6,1,0.1,0.1,0.8,0.9,20,54,34,0.07,0.07,0.13,0.07,0.13,0.01,0.05,0.06,0.01,0.06,Matches
919,Kilian Fischer,de GER,"DF,FW",Wolfsburg,de Bundesliga,21,2000,10,5,502,5.6,0,0,0,0,0,0,2,0,0.3,0.3,0.4,0.7,6,23,21,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.13,0.06,0.13,Matches
920,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,29,1993,34,34,"3,060",34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
921,Florian Flick,de GER,MF,Schalke 04,de Bundesliga,22,2000,8,5,512,5.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,12,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
922,Alexis Flips,fr FRA,"FW,MF",Reims,fr Ligue 1,22,2000,33,28,"1,978",22.0,4,6,10,4,0,0,3,1,3.9,3.9,6.2,10.0,23,110,162,0.18,0.27,0.46,0.18,0.46,0.18,0.28,0.46,0.18,0.46,Matches
923,Alessandro Florenzi,it ITA,DF,Milan,it Serie A,31,1991,6,2,203,2.3,0,0,0,0,0,0,1,0,0.8,0.8,0.5,1.2,1,10,19,0.00,0.00,0.00,0.00,0.00,0.34,0.21,0.54,0.34,0.54,Matches
924,Phil Foden,eng ENG,FW,Manchester City,eng Premier League,22,2000,32,22,"1,842",20.5,11,6,17,11,0,0,1,0,5.9,5.9,4.7,10.6,68,88,275,0.54,0.29,0.83,0.54,0.83,0.29,0.23,0.52,0.29,0.52,Matches
925,Seko Fofana,ci CIV,MF,Lens,fr Ligue 1,27,1995,35,34,"3,073",34.1,7,5,12,6,1,2,2,0,9.3,7.7,3.6,11.3,117,165,233,0.21,0.15,0.35,0.18,0.32,0.27,0.11,0.38,0.22,0.33,Matches
926,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,21,2000,2,2,180,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,6,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
927,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,21,2000,15,12,"1,183",13.1,1,0,1,1,0,0,3,0,0.7,0.7,0.1,0.8,29,43,12,0.08,0.00,0.08,0.08,0.08,0.05,0.00,0.06,0.05,0.06,Matches
928,Yahia Fofana,ci CIV,GK,Angers,fr Ligue 1,21,2000,11,11,990,11.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
929,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,23,1999,36,35,"3,086",34.3,2,2,4,2,0,0,4,2,2.8,2.8,4.4,7.2,81,238,71,0.06,0.06,0.12,0.06,0.12,0.08,0.13,0.21,0.08,0.21,Matches
930,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,27,1994,24,23,"1,976",22.0,0,1,1,0,0,0,0,0,0.1,0.1,2.8,2.9,56,94,154,0.00,0.05,0.05,0.00,0.05,0.01,0.13,0.13,0.01,0.13,Matches
931,José Fonte,pt POR,DF,Lille,fr Ligue 1,38,1983,31,30,"2,592",28.8,1,0,1,1,0,0,7,0,1.4,1.4,0.4,1.8,7,99,8,0.03,0.00,0.03,0.03,0.03,0.05,0.01,0.06,0.05,0.06,Matches
