,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists,xAG,xA,A-xAG,Key_Passes,Passes_1/3,Passes_Penalty_Area,Crosses_Penalty_Area,Progressive_Passes,Matches
123,Adil Aouchiche,fr FRA,MF,Lorient,fr Ligue 1,20,2002,2.8,115,154,74.7,1969,665,56,62,90.3,41,51,80.4,12,30,40.0,0,0.1,0.1,-0.1,1,15,3,0,23,Matches
124,Dennis Appiah,fr FRA,"DF,MF",Nantes,fr Ligue 1,30,1992,8.8,339,468,72.4,5590,2196,152,191,79.6,154,204,75.5,22,53,41.5,0,0.2,0.3,-0.2,4,30,7,4,39,Matches
125,Stredair Appuah,fr FRA,"DF,MF",Nantes,fr Ligue 1,18,2004,0.7,19,27,70.4,262,52,11,12,91.7,5,7,71.4,1,3,33.3,0,0.2,0.1,-0.2,3,0,1,0,3,Matches
126,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,26,1995,11.0,326,421,77.4,6549,2050,112,128,87.5,150,177,84.7,58,99,58.6,1,1.5,1.6,-0.5,15,32,4,2,33,Matches
127,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,33,1989,5.5,248,311,79.7,3706,1211,136,154,88.3,84,96,87.5,15,39,38.5,0,0.2,0.2,-0.2,3,21,3,0,32,Matches
128,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,23,1999,20.0,1139,1287,88.5,21762,7324,406,433,93.8,609,652,93.4,110,174,63.2,2,0.8,0.7,+1.2,6,95,3,1,79,Matches
129,Cameron Archer,eng ENG,"FW,MF",Aston Villa,eng Premier League,21,2001,0.5,8,12,66.7,108,44,5,5,100.0,3,5,60.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,0,Matches
130,Taïryk Arconte,fr FRA,FW,Brest,fr Ligue 1,18,2003,1.4,10,17,58.8,129,32,6,9,66.7,3,5,60.0,0,1,0.0,0,0.1,0.0,-0.1,2,0,0,0,1,Matches
131,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,29,1993,3.4,67,92,72.8,1737,1323,25,25,100.0,22,22,100.0,19,43,44.2,0,0.0,0.0,0.0,0,0,0,0,0,Matches
132,Joe Aribo,ng NGA,"MF,FW",Southampton,eng Premier League,26,1996,13.6,280,385,72.7,3591,907,187,240,77.9,66,87,75.9,9,12,75.0,0,0.8,0.5,-0.8,9,20,9,0,39,Matches
133,Adam Armstrong,eng ENG,"FW,MF",Southampton,eng Premier League,25,1997,14.8,220,302,72.8,3235,585,120,146,82.2,71,89,79.8,13,23,56.5,1,1.3,0.8,-0.3,11,13,10,2,16,Matches
134,Stuart Armstrong,sct SCO,"MF,FW",Southampton,eng Premier League,30,1992,15.6,531,676,78.6,8041,2224,296,341,86.8,189,226,83.6,29,55,52.7,1,2.2,2.8,-1.2,18,47,32,7,75,Matches
135,Marko Arnautović,at AUT,FW,Bologna,it Serie A,33,1989,17.0,328,467,70.2,4736,799,180,234,76.9,106,138,76.8,17,32,53.1,0,1.9,1.4,-1.9,22,17,14,1,36,Matches
136,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,28,1994,30.7,1269,1642,77.3,28055,8726,360,405,88.9,645,741,87.0,247,448,55.1,3,4.9,4.9,-1.9,43,115,19,2,150,Matches
137,Mohamed El Arouch,fr FRA,MF,Lyon,fr Ligue 1,18,2004,0.0,1,2,50.0,17,9,0,0,,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
138,Sergio Arribas,es ESP,"MF,FW",Real Madrid,es La Liga,20,2001,0.2,9,11,81.8,131,35,6,6,100.0,3,5,60.0,0,0,,0,0.0,0.0,0.0,1,1,1,0,2,Matches
139,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,27,1994,28.5,871,1046,83.3,19299,11448,287,289,99.3,390,395,98.7,190,357,53.2,0,0.0,0.0,0.0,0,6,0,0,0,Matches
140,Roberto Arroyo,es ESP,MF,Valladolid,es La Liga,18,2003,0.2,0,5,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
141,Tolgay Arslan,de GER,MF,Udinese,it Serie A,31,1990,13.5,485,605,80.2,8750,2629,228,261,87.4,169,200,84.5,71,101,70.3,0,1.6,1.6,-1.6,15,51,19,4,77,Matches
142,Ricard Artero,es ESP,"MF,FW",Girona,es La Liga,19,2003,1.5,37,47,78.7,431,85,28,32,87.5,5,6,83.3,1,2,50.0,0,0.0,0.1,0.0,0,2,0,0,3,Matches
143,Arthur,br BRA,FW,Fiorentina,it Serie A,24,1998,15.9,183,271,67.5,2376,416,118,155,76.1,41,52,78.8,9,14,64.3,1,0.8,0.9,+0.2,14,3,7,0,21,Matches
144,Santiago Arzamendia,py PAR,"DF,MF",Cádiz,es La Liga,24,1998,5.4,150,226,66.4,2442,1025,80,94,85.1,54,73,74.0,11,36,30.6,0,0.5,0.2,-0.5,6,14,3,0,17,Matches
145,Takuma Asano,jp JPN,"FW,MF",Bochum,de Bundesliga,27,1994,19.0,237,342,69.3,3302,967,147,183,80.3,72,98,73.5,8,23,34.8,3,2.1,2.1,+0.9,22,18,18,7,34,Matches
146,Santiago Ascacíbar,ar ARG,MF,Cremonese,it Serie A,25,1997,8.1,358,435,82.3,6100,2189,182,207,87.9,135,145,93.1,34,56,60.7,0,0.4,0.5,-0.4,8,50,7,2,41,Matches
147,Sergio Asenjo,es ESP,GK,Valladolid,es La Liga,33,1989,10.0,233,353,66.0,7218,5138,33,33,100.0,107,112,95.5,91,203,44.8,0,0.0,0.0,0.0,0,4,0,0,0,Matches
148,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,26,1996,16.0,650,802,81.0,9900,2248,378,415,91.1,187,222,84.2,56,102,54.9,6,4.9,4.2,+1.1,41,60,26,6,70,Matches
149,Kristoffer Askildsen,no NOR,MF,Lecce,it Serie A,21,2001,8.1,165,269,61.3,2965,1017,80,117,68.4,52,80,65.0,24,48,50.0,0,0.3,0.4,-0.3,7,20,2,0,24,Matches
150,Fisnik Asllani,xk KVX,FW,Hoffenheim,de Bundesliga,19,2002,1.9,37,63,58.7,384,62,28,43,65.1,5,7,71.4,0,0,,0,0.2,0.1,-0.2,3,1,0,0,1,Matches
151,Kristjan Asllani,al ALB,MF,Inter,it Serie A,20,2002,6.6,402,457,88.0,7554,2029,188,192,97.9,148,161,91.9,61,93,65.6,0,0.9,1.0,-0.9,11,27,6,1,29,Matches
152,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,34,1987,31.9,936,1227,76.3,14650,3382,517,625,82.7,275,353,77.9,91,131,69.5,3,5.6,5.4,-2.6,83,90,47,2,162,Matches
153,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,22,2000,2.9,127,155,81.9,2129,587,60,72,83.3,60,70,85.7,6,11,54.5,1,0.3,0.3,+0.7,1,8,0,0,11,Matches
154,Youcef Atal,dz ALG,"DF,MF",Nice,fr Ligue 1,26,1996,8.7,408,509,80.2,6228,1790,232,262,88.5,131,157,83.4,33,64,51.6,0,1.3,1.7,-1.3,11,28,16,7,39,Matches
155,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,16,2005,1.9,41,48,85.4,650,180,20,23,87.0,18,18,100.0,1,4,25.0,0,0.2,0.2,-0.2,3,4,1,1,5,Matches
156,Pierre-Emerick Aubameyang,ga GAB,FW,Chelsea,eng Premier League,33,1989,6.2,82,111,73.9,1053,203,56,70,80.0,22,26,84.6,2,4,50.0,0,0.4,0.2,-0.4,4,2,2,1,3,Matches
157,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,es La Liga,33,1989,0.1,3,3,100.0,59,26,0,0,,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
158,Emil Audero,it ITA,GK,Sampdoria,it Serie A,25,1997,25.0,617,919,67.1,19319,14234,91,91,100.0,246,248,99.2,279,572,48.8,0,0.0,0.1,0.0,0,16,0,0,0,Matches
159,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,27,1994,34.0,1283,1774,72.3,21887,9530,613,701,87.4,531,716,74.2,114,236,48.3,5,3.9,3.8,+1.1,43,84,45,28,119,Matches
160,Ludwig Augustinsson,se SWE,DF,Aston Villa,eng Premier League,28,1994,0.9,26,43,60.5,421,176,13,16,81.3,10,16,62.5,2,8,25.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
161,Ludwig Augustinsson,se SWE,DF,Mallorca,es La Liga,28,1994,1.5,49,70,70.0,727,274,32,35,91.4,13,23,56.5,2,10,20.0,0,0.0,0.1,0.0,1,1,2,2,5,Matches
162,Serge Aurier,ci CIV,DF,Nott'ham Forest,eng Premier League,29,1992,21.6,667,943,70.7,10182,4393,373,454,82.2,236,333,70.9,41,94,43.6,0,1.0,0.9,-1.0,10,44,13,6,71,Matches
163,Mathias Autret,fr FRA,"MF,FW",Auxerre,fr Ligue 1,31,1991,14.3,451,597,75.5,9287,2835,172,204,84.3,175,219,79.9,92,140,65.7,2,2.0,2.0,0.0,27,61,16,4,77,Matches
164,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,28,1994,19.0,287,526,54.6,5983,1501,131,185,70.8,87,151,57.6,62,139,44.6,2,1.7,2.1,+0.3,18,24,25,14,39,Matches
165,Cédric Avinel,gp GLP,DF,Ajaccio,fr Ligue 1,35,1986,19.9,607,714,85.0,12003,4107,174,194,89.7,346,388,89.2,71,108,65.7,0,0.0,0.1,0.0,0,13,0,0,31,Matches
166,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,24,1997,15.6,143,223,64.1,1675,300,96,133,72.2,34,52,65.4,2,8,25.0,1,1.1,0.3,-0.1,10,6,2,0,12,Matches
167,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,18,2003,0.7,20,23,87.0,386,133,10,12,83.3,6,6,100.0,4,4,100.0,0,0.1,0.3,-0.1,2,4,1,0,2,Matches
168,Mehmet Aydin,de GER,"DF,FW",Schalke 04,de Bundesliga,20,2002,6.3,178,280,63.6,3104,1260,88,112,78.6,72,105,68.6,15,35,42.9,0,0.8,0.3,-0.8,4,13,5,3,15,Matches
169,André Ayew,gh GHA,"FW,MF",Nott'ham Forest,eng Premier League,32,1989,3.5,53,73,72.6,686,146,38,46,82.6,13,21,61.9,0,1,0.0,0,0.0,0.0,0.0,1,3,1,0,11,Matches
170,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,30,1991,30.2,676,875,77.3,8710,1706,434,495,87.7,192,246,78.0,15,40,37.5,3,3.2,2.6,-0.2,31,34,19,6,63,Matches
171,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,27,1994,6.1,288,332,86.7,6000,1702,84,87,96.6,154,167,92.2,48,72,66.7,0,0.0,0.0,0.0,0,20,0,0,15,Matches
172,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,30,1991,22.8,786,1132,69.4,12523,6236,439,508,86.4,267,374,71.4,62,155,40.0,1,2.0,2.2,-1.0,12,61,18,10,77,Matches
173,Ayman Azhil,ma MAR,MF,Leverkusen,de Bundesliga,21,2001,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
174,Sardar Azmoun,ir IRN,"FW,MF",Leverkusen,de Bundesliga,27,1995,10.3,162,247,65.6,2373,844,89,130,68.5,41,56,73.2,15,20,75.0,1,2.5,1.4,-1.5,14,23,9,0,32,Matches
175,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,32,1989,17.0,872,1065,81.9,12891,4354,501,538,93.1,337,414,81.4,21,74,28.4,0,1.1,1.3,-1.1,12,40,19,5,71,Matches
176,Sanoussy Ba,de GER,DF,RB Leipzig,de Bundesliga,18,2004,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
177,Iddrisu Baba,gh GHA,"MF,DF",Mallorca,es La Liga,26,1996,18.9,476,584,81.5,8907,2460,190,212,89.6,221,252,87.7,57,93,61.3,0,0.2,0.3,-0.2,5,42,2,0,47,Matches
178,Srđan Babić,rs SRB,DF,Almería,es La Liga,26,1996,33.3,1172,1373,85.4,23290,8365,382,420,91.0,637,700,91.0,142,223,63.7,0,0.3,0.4,-0.3,7,55,3,1,63,Matches
179,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,22,2000,16.1,735,847,86.8,13873,4762,253,273,92.7,409,445,91.9,64,105,61.0,0,0.1,0.1,-0.1,2,40,0,0,42,Matches
180,Loïc Bade,fr FRA,DF,Rennes,fr Ligue 1,22,2000,1.0,52,59,88.1,1163,396,8,10,80.0,35,36,97.2,9,13,69.2,1,0.1,0.0,+0.9,1,2,0,0,3,Matches
181,Édgar Badía,es ESP,GK,Elche,es La Liga,30,1992,36.0,791,1072,73.8,24081,17998,102,103,99.0,381,393,96.9,306,570,53.7,0,0.0,0.0,0.0,0,10,0,0,0,Matches
182,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,21,2001,10.1,769,860,89.4,14061,5150,284,315,90.2,419,448,93.5,58,83,69.9,0,0.5,0.2,-0.5,3,47,5,0,56,Matches
183,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,21,2001,9.3,403,468,86.1,8296,3424,123,137,89.8,210,235,89.4,60,83,72.3,0,0.4,0.8,-0.4,1,46,3,0,39,Matches
184,Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,21,2001,21.6,681,859,79.3,11154,3034,340,380,89.5,257,301,85.4,59,100,59.0,2,5.2,3.8,-3.2,31,75,43,3,124,Matches
185,Jaime Báez,uy URU,DF,Cremonese,it Serie A,27,1995,1.1,32,48,66.7,640,379,8,10,80.0,13,17,76.5,7,14,50.0,0,0.1,0.3,-0.1,2,7,2,2,4,Matches
186,Leon Bailey,jm JAM,"FW,MF",Aston Villa,eng Premier League,24,1997,21.9,337,547,61.6,5379,1285,190,248,76.6,97,154,63.0,35,75,46.7,4,4.8,4.8,-0.8,30,19,21,15,28,Matches
187,Eric Bailly,ci CIV,DF,Marseille,fr Ligue 1,28,1994,6.0,231,274,84.3,4679,1676,72,82,87.8,118,141,83.7,38,45,84.4,0,0.0,0.0,0.0,0,17,0,0,12,Matches
188,Dénys Bain,fr FRA,DF,Auxerre,fr Ligue 1,29,1993,1.4,52,56,92.9,909,276,18,18,100.0,32,36,88.9,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0,3,Matches
189,Brandon Baiye,be BEL,MF,Clermont Foot,fr Ligue 1,21,2000,0.6,27,32,84.4,416,120,14,15,93.3,10,13,76.9,2,2,100.0,0,0.1,0.1,-0.1,1,1,0,0,2,Matches
190,Stefan Bajcetic,es ESP,MF,Liverpool,eng Premier League,17,2004,5.8,200,258,77.5,3227,694,98,118,83.1,74,89,83.1,18,29,62.1,0,0.4,0.5,-0.4,4,17,7,1,24,Matches
191,Nedim Bajrami,al ALB,"MF,FW",Empoli,it Serie A,23,1999,10.4,260,348,74.7,3968,1323,149,182,81.9,79,96,82.3,20,43,46.5,1,1.2,0.7,-0.2,15,19,6,0,29,Matches
192,Nedim Bajrami,al ALB,"FW,MF",Sassuolo,it Serie A,23,1999,9.1,245,355,69.0,3599,922,150,174,86.2,73,100,73.0,16,52,30.8,0,1.5,1.6,-1.5,14,13,11,0,44,Matches
193,Cédric Bakambu,cd COD,MF,Marseille,fr Ligue 1,31,1991,0.7,19,23,82.6,263,56,12,13,92.3,4,5,80.0,1,1,100.0,1,1.0,0.7,0.0,2,1,0,0,0,Matches
194,Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,27,1994,0.5,17,20,85.0,305,99,4,5,80.0,12,13,92.3,1,1,100.0,0,0.0,0.0,0.0,0,3,0,0,2,Matches
195,Mitchel Bakker,nl NED,"DF,MF",Leverkusen,de Bundesliga,22,2000,18.4,764,968,78.9,11670,3583,443,505,87.7,258,328,78.7,47,93,50.5,2,2.0,1.3,0.0,17,36,14,2,57,Matches
196,Ridle Baku,de GER,"DF,FW",Wolfsburg,de Bundesliga,24,1998,28.7,1216,1551,78.4,22159,7294,486,563,86.3,593,719,82.5,121,202,59.9,3,4.1,5.0,-1.1,28,116,37,14,126,Matches
197,Tommaso Baldanzi,it ITA,MF,Empoli,it Serie A,19,2003,19.7,534,647,82.5,7465,1747,307,332,92.5,175,206,85.0,19,41,46.3,0,1.8,1.8,-1.8,23,38,17,1,69,Matches
198,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,18,2003,27.5,1482,1670,88.7,21525,4340,892,951,93.8,486,536,90.7,71,106,67.0,6,4.9,5.4,+1.1,22,74,22,16,79,Matches
199,Thierno Balde,fr FRA,"DF,MF",Troyes,fr Ligue 1,20,2002,23.9,763,931,82.0,11688,3640,408,467,87.4,302,371,81.4,34,51,66.7,1,1.1,1.5,-0.1,19,34,19,4,60,Matches
200,Carlos Baleba,cm CMR,MF,Lille,fr Ligue 1,18,2004,5.3,249,300,83.0,4837,877,98,114,86.0,103,119,86.6,41,51,80.4,0,0.1,0.1,-0.1,2,33,2,0,33,Matches
201,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,34,1988,1.3,49,69,71.0,819,242,25,29,86.2,19,26,73.1,5,9,55.6,0,0.0,0.1,0.0,0,4,2,1,7,Matches
202,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,23,1999,29.3,1389,1656,83.9,27891,8035,393,449,87.5,771,872,88.4,189,262,72.1,1,0.2,0.4,+0.8,5,105,3,1,97,Matches
203,Dominic Ballard,eng ENG,"FW,MF",Southampton,eng Premier League,17,2005,0.3,5,7,71.4,55,5,3,4,75.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
204,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,30,1992,35.9,1422,1850,76.9,23328,9525,718,792,90.7,551,707,77.9,118,235,50.2,0,2.8,2.6,-2.8,32,95,34,18,131,Matches
205,Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,25,1997,5.8,234,281,83.3,3827,1223,117,128,91.4,103,119,86.6,13,26,50.0,0,0.2,0.3,-0.2,4,13,8,5,25,Matches
206,Folarin Balogun,us USA,FW,Reims,fr Ligue 1,21,2001,33.3,408,582,70.1,5755,1189,235,303,77.6,127,180,70.6,17,29,58.6,2,3.8,3.3,-1.8,36,28,19,1,55,Matches
207,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,32,1990,15.2,619,721,85.9,10973,3954,248,266,93.2,302,341,88.6,53,81,65.4,0,0.3,0.6,-0.3,4,46,6,3,36,Matches
208,Jonathan Bamba,ci CIV,FW,Lille,fr Ligue 1,26,1996,30.9,1125,1405,80.1,15835,4358,655,755,86.8,336,407,82.6,53,95,55.8,7,6.5,6.4,+0.5,46,93,59,9,146,Matches
209,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,28,1993,16.8,229,333,68.8,2421,537,166,211,78.7,35,64,54.7,2,8,25.0,2,1.0,0.9,+1.0,12,18,9,0,23,Matches
210,Lameck Banda,zm ZAM,"FW,MF",Lecce,it Serie A,21,2001,18.2,278,428,65.0,3757,907,173,219,79.0,81,128,63.3,13,33,39.4,1,1.3,1.1,-0.3,14,17,7,1,28,Matches
211,Filippo Bandinelli,it ITA,MF,Empoli,it Serie A,27,1995,25.1,773,1049,73.7,12752,3934,379,434,87.3,299,379,78.9,64,138,46.4,0,2.6,2.4,-2.6,31,62,36,21,101,Matches
212,Léo Baptistão,br BRA,"FW,MF",Almería,es La Liga,29,1992,19.2,359,540,66.5,5742,1514,179,229,78.2,124,178,69.7,30,66,45.5,1,1.2,0.9,-0.2,18,30,13,3,51,Matches
213,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,24,1998,6.9,247,295,83.7,4143,1121,127,142,89.4,92,104,88.5,21,32,65.6,1,1.1,0.5,-0.1,10,22,8,2,39,Matches
214,Antonín Barák,cz CZE,MF,Hellas Verona,it Serie A,27,1994,0.3,11,14,78.6,140,24,7,10,70.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,2,Matches
215,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,27,1994,20.0,590,719,82.1,8980,1995,321,359,89.4,199,242,82.2,42,60,70.0,0,1.6,1.1,-1.6,22,59,14,2,82,Matches
216,Andrea Barberis,it ITA,MF,Monza,it Serie A,28,1993,3.8,140,166,84.3,2307,639,67,75,89.3,63,74,85.1,8,11,72.7,1,0.4,0.2,+0.6,4,16,1,1,14,Matches
217,Tommaso Barbieri,it ITA,DF,Juventus,it Serie A,19,2002,1.2,43,64,67.2,725,151,22,27,81.5,16,25,64.0,4,8,50.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
218,Bradley Barcola,fr FRA,"FW,MF",Lyon,fr Ligue 1,19,2002,16.0,324,466,69.5,4152,1140,210,276,76.1,85,124,68.5,8,17,47.1,8,3.9,4.2,+4.1,25,21,20,4,39,Matches
219,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,21,2000,27.3,1201,1505,79.8,18633,6326,652,739,88.2,447,545,82.0,66,128,51.6,0,0.9,1.3,-0.9,10,70,21,7,96,Matches
220,Francesco Bardi,it ITA,GK,Bologna,it Serie A,30,1992,1.0,18,23,78.3,548,399,6,6,100.0,5,5,100.0,7,11,63.6,0,0.0,0.0,0.0,0,1,0,0,0,Matches
221,Keidi Bare,al ALB,MF,Espanyol,es La Liga,24,1997,5.6,221,267,82.8,3777,1040,106,122,86.9,93,104,89.4,20,31,64.5,1,0.2,0.2,+0.8,3,25,1,0,28,Matches
222,Nicolò Barella,it ITA,MF,Inter,it Serie A,25,1997,29.0,1306,1601,81.6,21320,6648,684,773,88.5,486,564,86.2,102,177,57.6,6,5.6,4.1,+0.4,55,150,50,15,214,Matches
223,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,25,1997,14.6,316,487,64.9,5033,1204,174,216,80.6,96,153,62.7,30,65,46.2,6,3.9,3.6,+2.1,28,13,25,18,35,Matches
224,Ross Barkley,eng ENG,"MF,FW",Nice,fr Ligue 1,28,1993,10.7,391,497,78.7,6687,1994,185,215,86.0,148,172,86.0,43,79,54.4,2,2.4,1.9,-0.4,31,36,8,0,48,Matches
225,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,24,1998,6.5,181,264,68.6,2801,919,92,119,77.3,64,91,70.3,14,20,70.0,1,0.9,1.2,+0.1,8,18,7,1,40,Matches
226,Harvey Barnes,eng ENG,"FW,MF",Leicester City,eng Premier League,24,1997,30.1,549,786,69.8,7152,2004,363,462,78.6,142,210,67.6,17,37,45.9,1,3.1,2.2,-2.1,19,39,31,5,79,Matches
227,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,22,2000,23.8,379,557,68.0,5320,1806,226,285,79.3,118,170,69.4,16,44,36.4,3,2.2,1.3,+0.8,16,48,5,1,54,Matches
228,Enzo Barrenechea,ar ARG,MF,Juventus,it Serie A,21,2001,1.8,98,115,85.2,1544,361,49,52,94.2,42,45,93.3,6,11,54.5,0,0.0,0.0,0.0,1,6,0,0,5,Matches
229,Ander Barrenetxea,es ESP,"FW,DF",Real Sociedad,es La Liga,20,2001,9.8,288,376,76.6,4302,1117,162,187,86.6,95,113,84.1,19,33,57.6,1,1.2,1.1,-0.2,9,14,9,1,27,Matches
230,Mickaël Barreto,fr FRA,MF,Ajaccio,fr Ligue 1,31,1991,14.7,481,695,69.2,9089,3373,205,247,83.0,179,239,74.9,80,173,46.2,1,1.9,2.1,-0.9,18,71,16,7,87,Matches
231,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,19,2003,8.0,368,450,81.8,5684,1671,198,217,91.2,134,161,83.2,22,38,57.9,1,0.7,0.5,+0.3,4,46,3,0,51,Matches
232,Musa Barrow,gm GAM,"FW,MF",Bologna,it Serie A,23,1998,21.8,583,806,72.3,9580,2327,319,354,90.1,184,249,73.9,59,134,44.0,8,4.7,3.3,+3.3,43,43,29,12,58,Matches
233,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,25,1996,37.0,1049,1432,73.3,22612,8666,280,331,84.6,588,706,83.3,170,350,48.6,0,0.7,0.8,-0.7,8,86,7,3,107,Matches
234,Toma Bašić,hr CRO,MF,Lazio,it Serie A,25,1996,5.7,214,293,73.0,3132,612,101,123,82.1,94,111,84.7,6,28,21.4,0,0.4,0.4,-0.4,8,14,5,2,22,Matches
235,Alberto Basso,it ITA,MF,Cremonese,it Serie A,18,2004,0.2,2,2,100.0,41,5,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
236,Gil Bastião Dias,pt POR,FW,Stuttgart,de Bundesliga,25,1996,4.4,120,174,69.0,1874,372,57,77,74.0,52,61,85.2,5,13,38.5,0,0.7,0.5,-0.7,8,7,7,1,14,Matches
237,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,23,1999,24.0,1384,1671,82.8,27841,9878,486,539,90.2,677,751,90.1,207,324,63.9,2,2.7,2.9,-0.7,15,130,29,11,141,Matches
238,Simone Bastoni,it ITA,"MF,DF",Spezia,it Serie A,25,1996,13.2,367,596,61.6,6147,2336,188,222,84.7,124,203,61.1,41,108,38.0,4,1.7,1.3,+2.3,18,35,11,8,32,Matches
239,Rodrigo Battaglia,ar ARG,MF,Mallorca,es La Liga,31,1991,7.6,185,232,79.7,2885,894,93,106,87.7,78,93,83.9,11,20,55.0,0,0.0,0.1,0.0,1,24,1,0,19,Matches
240,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,22,2000,20.5,551,758,72.7,11267,4449,177,208,85.1,290,342,84.8,74,178,41.6,1,0.4,0.2,+0.6,4,30,2,0,40,Matches
241,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,32,1990,34.0,1068,1417,75.4,29033,20956,239,239,100.0,489,493,99.2,331,670,49.4,0,0.0,0.1,0.0,1,28,1,0,1,Matches
242,Timo Baumgartl,de GER,DF,Union Berlin,de Bundesliga,26,1996,6.2,257,316,81.3,4858,1773,97,102,95.1,132,145,91.0,26,63,41.3,1,0.1,0.2,+0.9,3,20,4,2,28,Matches
243,Julian Baumgartlinger,at AUT,MF,Augsburg,de Bundesliga,34,1988,6.2,189,228,82.9,3450,906,76,88,86.4,86,99,86.9,22,28,78.6,0,0.1,0.5,-0.1,2,15,8,1,25,Matches
244,Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,de Bundesliga,22,1999,28.5,610,915,66.7,9280,2767,340,449,75.7,188,257,73.2,47,86,54.7,3,4.3,4.3,-1.3,24,70,35,4,100,Matches
245,Cyrille Bayala,bf BFA,MF,Ajaccio,fr Ligue 1,26,1996,22.3,399,654,61.0,6041,2291,219,290,75.5,133,215,61.9,24,76,31.6,1,2.0,1.7,-1.0,19,45,14,7,66,Matches
246,Brian Bayeye,fr FRA,DF,Torino,it Serie A,22,2000,0.7,30,50,60.0,509,284,14,16,87.5,11,17,64.7,4,6,66.7,0,0.0,0.0,0.0,1,2,1,1,3,Matches
247,Noah Joel Sarenren Bazee,ng NGA,"MF,FW",Augsburg,de Bundesliga,25,1996,0.2,1,2,50.0,10,5,1,2,50.0,0,0,,0,0,,0,0.1,0.0,-0.1,1,0,0,0,0,Matches
