,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists,xAG,xA,A-xAG,Key_Passes,Passes_1/3,Passes_Penalty_Area,Crosses_Penalty_Area,Progressive_Passes,Matches
838,Elif Elmas,mk MKD,"FW,MF",Napoli,it Serie A,22,1999,18.1,879,1012,86.9,12087,2837,551,596,92.4,252,291,86.6,37,58,63.8,3,1.9,2.3,+1.1,27,60,31,9,73,Matches
839,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,30,1992,1.3,57,60,95.0,1031,224,23,23,100.0,27,29,93.1,6,6,100.0,0,0.0,0.0,0.0,0,3,2,0,2,Matches
840,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,28,1994,16.1,653,809,80.7,10994,4008,302,337,89.6,296,359,82.5,42,81,51.9,1,1.0,0.4,0.0,4,39,7,2,52,Matches
841,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,25,1996,31.4,1967,2149,91.5,36425,11114,704,749,94.0,1082,1140,94.9,157,209,75.1,0,0.3,0.5,-0.3,5,50,1,0,83,Matches
842,Rodrigo Ely,br BRA,DF,Almería,es La Liga,28,1993,35.1,1197,1475,81.2,26201,10151,292,339,86.1,705,777,90.7,192,336,57.1,1,0.8,0.6,+0.2,6,54,3,0,52,Matches
843,Mohamed Elyounoussi,no NOR,"MF,FW",Southampton,eng Premier League,27,1994,24.1,426,633,67.3,5950,1637,272,348,78.2,108,167,64.7,28,56,50.0,1,2.1,1.7,-1.1,18,32,19,6,50,Matches
844,Adri Embarba,es ESP,"FW,MF",Almería,es La Liga,30,1992,16.4,356,557,63.9,6340,1897,162,200,81.0,122,178,68.5,48,110,43.6,3,3.4,2.6,-0.4,32,22,12,6,47,Matches
845,Adri Embarba,es ESP,FW,Espanyol,es La Liga,30,1992,0.4,4,6,66.7,80,37,2,3,66.7,1,2,50.0,1,1,100.0,0,0.0,0.1,0.0,0,0,0,0,0,Matches
846,Breel Embolo,ch SUI,FW,Monaco,fr Ligue 1,25,1997,20.7,307,448,68.5,4498,1110,168,228,73.7,91,128,71.1,21,25,84.0,2,3.2,2.4,-1.2,28,27,19,0,52,Matches
847,Emerson,br BRA,DF,Tottenham,eng Premier League,23,1999,19.3,848,1060,80.0,13378,3797,437,482,90.7,330,392,84.2,53,93,57.0,1,0.6,1.0,+0.4,9,58,17,3,80,Matches
848,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,25,1997,18.5,156,241,64.7,2202,328,96,135,71.1,50,75,66.7,4,8,50.0,1,1.1,0.5,-0.1,10,4,1,0,12,Matches
849,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,29,1993,32.5,1170,1477,79.2,20923,6187,498,606,82.2,513,599,85.6,130,191,68.1,4,4.7,3.9,-0.7,46,138,28,1,171,Matches
850,Arne Engels,be BEL,MF,Augsburg,de Bundesliga,18,2003,16.0,397,619,64.1,7580,2725,170,217,78.3,157,207,75.8,62,149,41.6,3,2.2,1.9,+0.8,24,45,9,3,57,Matches
851,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,30,1992,22.8,1203,1485,81.0,19681,6193,629,700,89.9,429,502,85.5,105,198,53.0,8,4.2,3.4,+3.8,36,149,27,5,164,Matches
852,Martin Erlic,hr CRO,DF,Sassuolo,it Serie A,24,1998,25.9,1111,1295,85.8,22928,7861,323,360,89.7,609,665,91.6,168,245,68.6,0,0.2,0.6,-0.2,2,48,3,0,65,Matches
853,Tjark Ernst,de GER,GK,Hertha BSC,de Bundesliga,19,2003,1.0,26,35,74.3,680,539,7,7,100.0,10,10,100.0,9,18,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
854,Gonzalo Escalante,ar ARG,MF,Cremonese,it Serie A,29,1993,6.2,222,290,76.6,3755,1430,99,117,84.6,103,122,84.4,16,36,44.4,1,0.2,0.1,+0.8,4,30,2,0,30,Matches
855,Gonzalo Escalante,ar ARG,MF,Cádiz,es La Liga,29,1993,12.5,325,433,75.1,5212,1513,178,208,85.6,120,152,78.9,23,52,44.2,1,1.5,1.0,-0.5,10,41,5,2,50,Matches
856,Sergio Escudero,es ESP,DF,Valladolid,es La Liga,32,1989,16.0,528,743,71.1,9041,3725,259,286,90.6,201,271,74.2,55,132,41.7,0,1.8,1.6,-1.8,16,30,16,9,40,Matches
857,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,30,1992,34.7,989,1542,64.1,17362,8062,467,571,81.8,395,582,67.9,107,294,36.4,4,4.2,3.7,-0.2,35,84,37,21,107,Matches
858,Bernardo Espinosa,co COL,DF,Girona,es La Liga,33,1989,13.6,812,913,88.9,15137,5671,274,299,91.6,482,512,94.1,52,92,56.5,1,0.0,0.2,+1.0,1,30,0,0,36,Matches
859,Salvatore Esposito,it ITA,MF,Spezia,it Serie A,21,2000,10.8,500,653,76.6,8468,2456,254,281,90.4,187,225,83.1,44,108,40.7,0,1.5,1.3,-1.5,12,49,6,1,51,Matches
860,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,20,2002,18.3,609,748,81.4,11413,3907,213,248,85.9,325,361,90.0,55,113,48.7,0,0.1,0.3,-0.1,1,38,0,0,44,Matches
861,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,24,1998,29.7,1576,1926,81.8,22843,7059,922,1017,90.7,545,661,82.5,60,110,54.5,5,5.4,4.1,-0.4,51,103,44,19,157,Matches
862,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,34,1988,11.7,690,789,87.5,13684,5215,211,227,93.0,400,430,93.0,73,114,64.0,0,0.0,0.2,0.0,1,43,2,0,35,Matches
863,Edu Expósito,es ESP,MF,Espanyol,es La Liga,25,1996,12.9,389,530,73.4,6692,2025,166,198,83.8,168,206,81.6,36,86,41.9,2,2.4,2.2,-0.4,22,45,20,4,72,Matches
864,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,24,1998,29.3,923,1178,78.4,14106,3902,531,607,87.5,294,353,83.3,67,148,45.3,4,4.3,3.1,-0.3,57,88,35,2,131,Matches
865,Kimberly Ezekwem,de GER,DF,Freiburg,de Bundesliga,21,2001,0.1,6,8,75.0,74,19,3,3,100.0,3,4,75.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
866,Nicolás Ezequiel Fernández,ar ARG,"MF,DF",Elche,es La Liga,22,2000,5.7,178,240,74.2,2850,1150,101,110,91.8,47,61,77.0,21,43,48.8,1,0.8,1.1,+0.2,13,14,16,10,29,Matches
867,Abdessamad Ezzalzouli,ma MAR,"FW,MF",Osasuna,es La Liga,20,2001,16.7,365,549,66.5,5242,1286,222,268,82.8,107,164,65.2,24,51,47.1,2,1.9,3.8,+0.1,12,13,24,9,44,Matches
868,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,37,1985,34.6,598,930,64.3,18882,15094,117,117,100.0,225,228,98.7,254,579,43.9,0,0.0,0.0,0.0,0,12,0,0,0,Matches
869,Fabinho,br BRA,MF,Liverpool,eng Premier League,28,1993,29.7,1617,1832,88.3,26192,6163,817,882,92.6,627,680,92.2,125,180,69.4,2,2.1,1.9,-0.1,17,131,17,0,161,Matches
870,Fábio,br BRA,"DF,MF",Nantes,fr Ligue 1,32,1990,2.5,87,117,74.4,1376,431,47,57,82.5,34,44,77.3,4,11,36.4,0,0.6,0.7,-0.6,4,5,5,1,11,Matches
871,Noah Fadiga,sn SEN,DF,Brest,fr Ligue 1,22,1999,14.5,499,625,79.8,7725,2860,241,283,85.2,219,251,87.3,20,52,38.5,0,0.1,0.6,-0.1,2,39,10,3,63,Matches
872,Wout Faes,be BEL,DF,Leicester City,eng Premier League,24,1998,31.0,1581,1846,85.6,29211,10369,593,654,90.7,859,939,91.5,116,218,53.2,2,0.6,0.6,+1.4,9,70,5,0,74,Matches
873,Wout Faes,be BEL,DF,Reims,fr Ligue 1,24,1998,3.0,95,115,82.6,2016,841,22,28,78.6,54,58,93.1,16,23,69.6,0,0.0,0.2,0.0,1,8,2,0,8,Matches
874,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,21,2001,16.9,505,607,83.2,8123,1759,278,307,90.6,173,201,86.1,44,73,60.3,3,1.3,1.1,+1.7,15,49,18,3,56,Matches
875,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,33,1988,11.4,304,442,68.8,9920,8106,40,41,97.6,132,135,97.8,131,264,49.6,0,0.0,0.1,0.0,0,18,0,0,0,Matches
876,Romain Faivre,fr FRA,"MF,FW",Lorient,fr Ligue 1,24,1998,13.8,452,543,83.2,6643,1953,254,290,87.6,152,178,85.4,22,37,59.5,3,2.1,2.6,+0.9,17,33,22,2,67,Matches
877,Romain Faivre,fr FRA,MF,Lyon,fr Ligue 1,24,1998,3.3,145,170,85.3,2183,685,84,92,91.3,43,49,87.8,10,18,55.6,1,0.3,0.6,+0.7,6,17,3,1,24,Matches
878,Radamel Falcao,co COL,"FW,MF",Rayo Vallecano,es La Liga,36,1986,6.8,123,167,73.7,1625,211,81,100,81.0,34,40,85.0,4,7,57.1,0,0.1,0.2,-0.1,3,7,1,0,14,Matches
879,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,27,1995,38.0,597,1167,51.2,19884,15815,88,88,100.0,221,230,96.1,285,836,34.1,0,0.2,0.1,-0.2,3,16,2,0,0,Matches
880,Fali,es ESP,"DF,MF",Cádiz,es La Liga,28,1993,19.0,455,593,76.7,10475,4321,117,133,88.0,239,281,85.1,97,165,58.8,0,0.2,0.2,-0.2,4,49,4,0,56,Matches
881,Fallou Fall,sn SEN,DF,Reims,fr Ligue 1,18,2004,0.4,12,13,92.3,263,155,1,2,50.0,10,10,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
882,Mamadou Fall,sn SEN,DF,Villarreal,es La Liga,19,2002,0.3,13,16,81.3,254,64,3,3,100.0,8,9,88.9,2,3,66.7,0,0.0,0.0,0.0,0,0,1,1,1,Matches
883,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,30,1991,16.5,394,592,66.6,7297,3426,167,205,81.5,167,237,70.5,53,112,47.3,3,1.0,0.7,+2.0,11,34,20,9,54,Matches
884,Ansu Fati,es ESP,FW,Barcelona,es La Liga,19,2002,15.5,509,609,83.6,6451,1024,359,398,90.2,114,136,83.8,18,23,78.3,3,1.7,2.3,+1.3,16,23,19,1,48,Matches
885,Khalil Fayad,fr FRA,MF,Montpellier,fr Ligue 1,18,2004,8.0,283,341,83.0,4478,1236,141,158,89.2,114,129,88.4,18,36,50.0,2,1.4,0.7,+0.6,12,21,4,2,22,Matches
886,Cheikh Faye,sn SEN,FW,Montpellier,fr Ligue 1,23,1999,0.4,5,9,55.6,62,17,4,4,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
887,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,35,1987,11.9,410,536,76.5,7740,3216,139,170,81.8,214,250,85.6,47,94,50.0,0,0.1,0.1,-0.1,3,24,3,0,40,Matches
888,Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,19,2003,9.2,257,326,78.8,3410,878,166,184,90.2,66,78,84.6,10,27,37.0,0,0.9,0.8,-0.9,9,16,4,1,21,Matches
889,Zouhair Feddal,ma MAR,DF,Valladolid,es La Liga,33,1989,4.2,159,201,79.1,3405,1439,44,49,89.8,83,96,86.5,26,48,54.2,0,0.1,0.0,-0.1,2,6,1,0,5,Matches
890,Nabil Fekir,fr FRA,MF,Betis,es La Liga,29,1993,10.7,378,484,78.1,4746,1367,226,258,87.6,90,107,84.1,18,55,32.7,2,2.7,2.4,-0.7,23,34,14,1,41,Matches
891,Felipe,br BRA,DF,Nott'ham Forest,eng Premier League,33,1989,15.8,411,568,72.4,7998,3250,154,187,82.4,198,240,82.5,50,112,44.6,1,0.9,0.8,+0.1,7,17,2,0,22,Matches
892,Felipe,br BRA,DF,Atlético Madrid,es La Liga,33,1989,2.2,121,132,91.7,2265,847,44,45,97.8,66,72,91.7,10,12,83.3,0,0.0,0.0,0.0,1,15,0,0,20,Matches
893,Luiz Felipe,it ITA,DF,Betis,es La Liga,25,1997,19.6,753,884,85.2,13198,5133,306,336,91.1,356,397,89.7,69,111,62.2,0,0.3,0.3,-0.3,3,33,1,1,42,Matches
894,João Félix,pt POR,"FW,MF",Chelsea,eng Premier League,22,1999,10.5,274,356,77.0,4034,1122,172,194,88.7,74,101,73.3,20,39,51.3,0,0.5,1.0,-0.5,7,29,17,1,47,Matches
895,João Félix,pt POR,"FW,MF",Atlético Madrid,es La Liga,22,1999,7.2,171,228,75.0,2307,680,98,113,86.7,42,60,70.0,11,29,37.9,3,1.5,1.0,+1.5,10,14,10,1,27,Matches
896,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,24,1997,16.1,558,734,76.0,10809,3480,187,225,83.1,315,361,87.3,50,120,41.7,1,0.3,0.4,+0.7,3,34,2,0,52,Matches
897,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,31,1991,12.6,667,778,85.7,10318,2945,344,371,92.7,273,308,88.6,32,62,51.6,0,0.7,0.4,-0.7,9,49,10,4,66,Matches
898,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,17,2004,10.6,180,225,80.0,2299,340,131,153,85.6,42,52,80.8,4,7,57.1,2,0.7,0.5,+1.3,11,4,6,0,14,Matches
899,Lewis Ferguson,sct SCO,"MF,FW",Bologna,it Serie A,22,1999,25.7,1039,1218,85.3,14524,2797,632,690,91.6,332,376,88.3,37,68,54.4,0,1.0,1.2,-1.0,16,70,12,0,88,Matches
900,Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,eng Premier League,27,1994,36.8,1498,2029,73.8,25425,8933,767,897,85.5,495,633,78.2,181,330,54.8,8,16.7,10.7,-8.7,119,148,89,10,263,Matches
901,Edimilson Fernandes,ch SUI,DF,Mainz 05,de Bundesliga,26,1996,27.1,832,1190,69.9,17686,6806,286,323,88.5,372,456,81.6,157,352,44.6,3,1.3,2.0,+1.7,15,67,14,5,67,Matches
902,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,31,1991,21.0,518,793,65.3,18920,16063,44,45,97.8,205,212,96.7,269,531,50.7,0,0.0,0.1,0.0,0,33,0,0,1,Matches
903,Álex Fernández,es ESP,"MF,FW",Cádiz,es La Liga,29,1992,17.5,602,720,83.6,10263,3036,305,329,92.7,207,237,87.3,74,120,61.7,0,1.6,1.9,-1.6,17,57,6,2,69,Matches
904,Álvaro Fernández,es ESP,GK,Espanyol,es La Liga,24,1998,11.0,231,358,64.5,8998,7511,19,19,100.0,83,85,97.6,129,252,51.2,0,0.2,0.1,-0.2,1,16,0,0,0,Matches
905,Carlos Fernández,es ESP,FW,Real Sociedad,es La Liga,26,1996,7.0,96,148,64.9,1274,273,51,78,65.4,35,48,72.9,0,3,0.0,0,0.6,0.3,-0.6,7,4,4,0,13,Matches
906,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,21,2001,17.2,1269,1440,88.1,24396,7284,504,549,91.8,546,604,90.4,193,240,80.4,2,2.4,2.7,-0.4,20,164,25,0,168,Matches
907,Federico Fernández,ar ARG,DF,Elche,es La Liga,33,1989,1.0,8,14,57.1,204,130,1,2,50.0,5,8,62.5,2,4,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
908,Joaquín Fernández,es ESP,DF,Valladolid,es La Liga,26,1996,24.0,820,994,82.5,16781,6545,249,270,92.2,445,502,88.6,110,185,59.5,0,0.1,0.2,-0.1,2,53,4,0,42,Matches
909,Fernando,es ESP,GK,Almería,es La Liga,32,1990,36.5,919,1313,70.0,27494,20366,132,133,99.2,440,448,98.2,342,721,47.4,0,0.0,0.0,0.0,0,16,0,0,0,Matches
910,Fernando,br BRA,"MF,DF",Sevilla,es La Liga,35,1987,17.5,768,873,88.0,13835,3514,330,365,90.4,352,376,93.6,73,102,71.6,1,0.7,0.4,+0.3,9,52,3,0,67,Matches
911,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,28,1994,9.6,384,456,84.2,7605,2387,114,126,90.5,220,242,90.9,41,67,61.2,0,0.4,0.6,-0.4,3,17,1,0,25,Matches
912,Alex Ferrari,it ITA,DF,Cremonese,it Serie A,28,1994,11.2,339,458,74.0,6421,2306,129,161,80.1,169,203,83.3,38,78,48.7,0,0.1,0.2,-0.1,3,27,5,1,27,Matches
913,Salvador Ferrer,es ESP,DF,Spezia,it Serie A,24,1998,1.5,73,95,76.8,1365,482,29,33,87.9,32,41,78.0,10,16,62.5,0,0.0,0.0,0.0,1,3,0,0,1,Matches
914,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,30,1992,30.4,1695,1989,85.2,30870,9895,716,793,90.3,705,785,89.8,213,310,68.7,2,3.0,3.3,-1.0,31,155,28,6,209,Matches
915,Fidel,es ESP,"MF,FW",Elche,es La Liga,32,1989,19.0,631,897,70.3,10113,3511,364,429,84.8,173,238,72.7,64,132,48.5,2,2.3,2.5,-0.3,28,89,15,1,139,Matches
916,Karol Fila,pl POL,DF,Strasbourg,fr Ligue 1,24,1998,0.5,33,41,80.5,464,131,15,17,88.2,16,19,84.2,0,1,0.0,0,0.0,0.0,0.0,0,5,1,0,4,Matches
917,Vincenzo Fiorillo,it ITA,GK,Salernitana,it Serie A,32,1990,1.0,16,24,66.7,535,491,1,1,100.0,6,6,100.0,8,16,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
918,Roberto Firmino,br BRA,"FW,MF",Liverpool,eng Premier League,30,1991,13.5,444,566,78.4,5932,1908,277,324,85.5,123,155,79.4,18,26,69.2,4,2.5,2.2,+1.5,21,47,19,1,78,Matches
919,Junior Firpo,es ESP,DF,Leeds United,eng Premier League,25,1996,15.2,454,621,73.1,7182,3286,230,278,82.7,199,253,78.7,20,55,36.4,1,0.8,0.7,+0.2,8,38,9,4,54,Matches
920,Kilian Fischer,de GER,"DF,FW",Wolfsburg,de Bundesliga,21,2000,5.6,223,273,81.7,3747,1495,109,120,90.8,91,109,83.5,19,31,61.3,0,0.4,0.3,-0.4,5,19,4,4,23,Matches
921,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,29,1993,34.0,1035,1468,70.5,34098,25402,93,97,95.9,498,506,98.4,443,856,51.8,0,0.3,0.3,-0.3,4,58,3,0,0,Matches
922,Florian Flick,de GER,MF,Schalke 04,de Bundesliga,22,2000,5.7,129,185,69.7,2170,656,64,82,78.0,50,63,79.4,11,25,44.0,0,0.0,0.1,0.0,1,13,0,0,12,Matches
923,Alexis Flips,fr FRA,"FW,MF",Reims,fr Ligue 1,22,2000,22.0,690,1034,66.7,12630,5069,313,395,79.2,263,366,71.9,95,204,46.6,6,6.2,6.7,-0.2,44,83,45,19,110,Matches
924,Alessandro Florenzi,it ITA,DF,Milan,it Serie A,31,1991,2.3,130,172,75.6,2370,661,52,57,91.2,64,78,82.1,12,34,35.3,0,0.5,1.1,-0.5,6,8,6,5,10,Matches
925,Phil Foden,eng ENG,FW,Manchester City,eng Premier League,22,2000,20.5,904,1111,81.4,13670,2403,527,577,91.3,287,343,83.7,55,103,53.4,6,4.7,4.8,+1.3,43,38,37,9,88,Matches
926,Datro Fofana,ci CIV,FW,Chelsea,eng Premier League,19,2002,0.8,7,9,77.8,122,82,4,5,80.0,2,2,100.0,1,1,100.0,0,0.1,0.1,-0.1,3,0,2,0,2,Matches
927,Seko Fofana,ci CIV,MF,Lens,fr Ligue 1,27,1995,34.1,1590,1820,87.4,25744,5048,806,880,91.6,604,674,89.6,120,157,76.4,5,3.6,3.3,+1.4,35,137,33,8,165,Matches
928,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,21,2000,2.0,117,140,83.6,1995,559,44,44,100.0,64,74,86.5,6,13,46.2,0,0.0,0.0,0.0,0,16,0,0,6,Matches
929,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,21,2000,13.1,779,872,89.3,12893,3325,346,367,94.3,394,430,91.6,27,53,50.9,0,0.1,0.3,-0.1,2,50,2,0,43,Matches
930,Yahia Fofana,fr FRA,GK,Angers,fr Ligue 1,21,2000,11.0,227,325,69.8,6001,4360,42,42,100.0,112,113,99.1,71,168,42.3,0,0.0,0.0,0.0,0,3,0,0,0,Matches
931,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,23,1999,34.3,1419,1738,81.6,24636,7618,617,748,82.5,602,688,87.5,146,211,69.2,2,4.4,3.0,-2.4,32,185,34,0,238,Matches
932,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,27,1994,22.0,1011,1257,80.4,16877,4625,445,535,83.2,470,555,84.7,66,103,64.1,1,2.8,2.9,-1.8,23,67,17,9,94,Matches
933,José Fonte,pt POR,DF,Lille,fr Ligue 1,38,1983,28.8,1781,1979,90.0,33014,11617,687,728,94.4,875,944,92.7,181,257,70.4,0,0.4,0.9,-0.4,4,104,1,0,99,Matches
934,Pablo Fornals,es ESP,"FW,MF",West Ham,eng Premier League,26,1996,16.7,557,772,72.2,9313,2676,261,300,87.0,208,277,75.1,61,125,48.8,1,1.7,2.0,-0.7,20,60,12,4,89,Matches
935,Emil Forsberg,se SWE,"MF,FW",RB Leipzig,de Bundesliga,30,1991,16.5,422,520,81.2,5980,1691,259,300,86.3,124,145,85.5,20,32,62.5,4,2.3,2.6,+1.7,18,47,21,1,67,Matches
936,Adam Forshaw,eng ENG,MF,Leeds United,eng Premier League,30,1991,5.3,196,244,80.3,3318,1127,102,111,91.9,59,67,88.1,28,51,54.9,0,0.9,0.6,-0.9,8,30,4,2,33,Matches
937,Fraser Forster,eng ENG,GK,Tottenham,eng Premier League,34,1988,13.5,266,363,73.3,6319,4013,79,79,100.0,125,127,98.4,61,154,39.6,0,0.0,0.0,0.0,0,2,0,0,0,Matches
938,Philipp Förster,de GER,MF,Bochum,de Bundesliga,27,1995,14.5,394,546,72.2,6401,2309,218,251,86.9,122,169,72.2,41,86,47.7,7,3.4,2.9,+3.6,27,51,16,6,63,Matches
939,Steven Fortes,cv CPV,DF,Lens,fr Ligue 1,30,1992,0.1,1,3,33.3,15,11,0,1,0.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
940,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,24,1998,2.1,93,119,78.2,1267,310,62,69,89.9,27,34,79.4,2,9,22.2,0,0.3,0.2,-0.3,4,2,2,1,7,Matches
941,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,29,1993,19.3,663,932,71.1,11039,4516,338,381,88.7,261,361,72.3,51,120,42.5,2,1.7,2.0,+0.3,12,61,21,14,70,Matches
942,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,24,1998,21.8,1116,1276,87.5,18588,7017,571,619,92.2,438,480,91.3,91,132,68.9,0,1.6,1.4,-1.6,13,90,13,3,100,Matches
943,Raphael Framberger,de GER,"DF,FW",Augsburg,de Bundesliga,26,1995,2.0,33,64,51.6,404,291,22,27,81.5,9,19,47.4,0,10,0.0,0,0.0,0.1,0.0,1,2,1,0,3,Matches
944,Tyrese Francois,au AUS,FW,Fulham,eng Premier League,22,2000,0.0,2,2,100.0,12,2,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
945,Bartol Franjić,hr CRO,MF,Wolfsburg,de Bundesliga,22,2000,2.5,61,79,77.2,929,258,33,36,91.7,21,27,77.8,4,7,57.1,1,0.1,0.1,+0.9,2,6,1,0,4,Matches
946,Przemysław Frankowski,pl POL,"DF,MF",Lens,fr Ligue 1,27,1995,31.5,1364,1828,74.6,23191,8259,652,748,87.2,553,727,76.1,124,271,45.8,3,6.8,6.9,-3.8,67,92,52,26,132,Matches
947,Ryan Fraser,sct SCO,FW,Newcastle Utd,eng Premier League,28,1994,3.5,85,122,69.7,1228,289,50,59,84.7,28,41,68.3,3,8,37.5,0,0.4,0.3,-0.4,5,4,4,1,9,Matches
948,Davide Frattesi,it ITA,MF,Sassuolo,it Serie A,22,1999,31.9,812,1024,79.3,13717,3762,400,479,83.5,301,363,82.9,80,116,69.0,0,1.9,2.0,-1.9,27,80,22,1,137,Matches
949,Oscar Fraulo,dk DEN,"FW,MF",M'Gladbach,de Bundesliga,18,2003,0.1,10,16,62.5,153,25,6,6,100.0,4,6,66.7,0,4,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
950,Fred,br BRA,MF,Manchester Utd,eng Premier League,29,1993,13.9,618,781,79.1,9392,2767,344,398,86.4,197,234,84.2,48,77,62.3,2,2.9,1.8,-0.9,30,65,11,2,76,Matches
951,Ryan Fredericks,eng ENG,DF,Bournemouth,eng Premier League,29,1992,5.9,149,220,67.7,2139,735,85,96,88.5,55,88,62.5,4,15,26.7,0,0.1,0.3,-0.1,1,5,6,1,15,Matches
952,Iván Fresneda,es ESP,DF,Valladolid,es La Liga,17,2004,19.4,710,922,77.0,11295,3707,366,413,88.6,264,336,78.6,56,108,51.9,0,1.5,1.2,-1.5,18,55,16,11,62,Matches
953,Remo Freuler,ch SUI,MF,Nott'ham Forest,eng Premier League,30,1992,24.0,664,836,79.4,9828,3216,371,429,86.5,238,285,83.5,30,66,45.5,0,0.8,0.7,-0.8,12,47,6,3,54,Matches
954,Michael Frey,ch SUI,FW,Schalke 04,de Bundesliga,28,1994,9.6,127,222,57.2,1706,507,81,129,62.8,33,49,67.3,4,12,33.3,3,1.8,1.3,+1.2,10,14,5,2,22,Matches
955,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,24,1998,28.8,1407,1731,81.3,30355,10867,436,468,93.2,692,784,88.3,260,424,61.3,0,0.4,1.6,-0.4,8,114,18,6,115,Matches
956,Marvin Friedrich,de GER,DF,M'Gladbach,de Bundesliga,26,1995,13.9,830,965,86.0,15811,5285,281,301,93.4,481,517,93.0,64,125,51.2,0,0.5,0.6,-0.5,5,21,1,0,35,Matches
957,Jeremie Frimpong,nl NED,"DF,MF",Leverkusen,de Bundesliga,21,2000,30.1,982,1232,79.7,12784,3814,684,768,89.1,230,302,76.2,30,69,43.5,7,6.2,6.3,+0.8,45,39,27,11,62,Matches
958,Chris Führich,de GER,"FW,MF",Stuttgart,de Bundesliga,24,1998,20.9,552,704,78.4,8781,2032,300,342,87.7,195,236,82.6,43,78,55.1,2,4.8,3.5,-2.8,24,43,21,3,83,Matches
959,Angelo Fulgini,fr FRA,"MF,FW",Lens,fr Ligue 1,25,1996,9.5,380,501,75.8,5810,1938,194,221,87.8,127,165,77.0,32,76,42.1,1,2.8,3.4,-1.8,27,31,10,1,43,Matches
960,Angelo Fulgini,fr FRA,MF,Mainz 05,de Bundesliga,25,1996,5.8,188,238,79.0,2496,683,123,139,88.5,48,69,69.6,6,15,40.0,1,0.8,0.4,+0.2,8,13,10,1,29,Matches
961,Niclas Füllkrug,de GER,FW,Werder Bremen,de Bundesliga,29,1993,27.5,581,929,62.5,9105,1989,323,457,70.7,167,271,61.6,59,91,64.8,5,3.6,3.4,+1.4,34,48,27,1,90,Matches
962,Matteo Gabbia,it ITA,DF,Milan,it Serie A,22,1999,6.8,289,359,80.5,6382,2047,78,92,84.8,147,163,90.2,59,91,64.8,0,0.0,0.0,0.0,0,14,0,0,15,Matches
963,Manolo Gabbiadini,it ITA,"FW,MF",Sampdoria,it Serie A,30,1991,26.2,428,625,68.5,5770,1470,263,332,79.2,116,167,69.5,19,45,42.2,2,4.5,4.1,-2.5,27,33,28,2,55,Matches
