,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net
42,47,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,it Serie A,27,1992,32,6,1056,11.7,0.0,0.09,0.0,0.09,0.1,0.16,0.1,0.16,26.0,15.0,57.7,11.0,42.3,44.62,1.71,9.91,24.7,11.28,1.79,44.62,2.22,1.28,0.94,23.08,118.03,51.54,0.94,0.94,0.26,2.22,1.11,24.1,2.65,1.62,0.09,293.0,361.0,81.2,4459.0,907.0,149.0,181.0,82.3,113.0,124.0,91.1,15.0,22.0,68.2,0.09,0.07,0.03,0.02,1.03,1.71,0.6,0.0,2.22,1.02,0.09,0.0,0.0,0.1,-1.2,-1.2
43,48,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,25,1995,16,14,1184,13.2,0.08,0.08,0.08,0.08,0.01,0.04,0.01,0.04,10.0,6.0,60.0,4.0,40.0,65.38,5.83,28.03,34.32,3.41,0.38,65.38,0.76,0.45,0.3,39.17,184.92,94.47,0.76,0.3,0.08,0.76,0.08,43.86,1.06,0.53,0.0,600.0,735.0,81.6,11026.0,4298.0,216.0,246.0,87.8,329.0,357.0,92.2,49.0,112.0,43.8,0.0,0.03,0.04,-0.03,0.15,2.5,0.3,0.08,4.24,0.15,0.15,0.5,0.5,0.04,0.9,0.9
44,49,David Alaba,at AUT,"DF,MF",Bayern Munich,de Bundesliga,28,1992,32,30,2675,29.7,0.07,0.2,0.07,0.2,0.04,0.11,0.04,0.11,19.0,16.0,84.2,3.0,15.8,85.49,4.92,28.15,47.0,11.08,0.81,85.49,0.64,0.54,0.1,55.69,326.3,185.59,1.89,1.28,0.07,0.67,0.4,62.49,2.36,2.02,0.24,1929.0,2290.0,84.2,35563.0,12318.0,736.0,817.0,90.1,1003.0,1125.0,89.2,172.0,283.0,60.8,0.13,0.07,0.1,0.06,0.94,7.14,1.18,0.13,8.15,0.71,0.2,0.1,0.33,0.06,0.8,0.8
45,50,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,22,1998,22,17,1505,16.7,0.0,0.12,0.0,0.12,0.01,0.09,0.01,0.09,36.0,18.0,50.0,18.0,50.0,67.49,2.75,22.51,31.74,13.65,0.54,67.49,2.16,1.08,1.08,32.63,137.25,80.84,2.1,1.32,0.24,1.56,1.02,36.23,2.81,1.25,0.18,718.0,913.0,78.6,11430.0,4676.0,375.0,414.0,90.6,274.0,340.0,80.6,52.0,106.0,49.1,0.12,0.08,0.07,0.04,0.3,3.83,0.48,0.12,3.89,0.3,0.0,0.0,0.0,0.04,-0.2,-0.2
46,51,Jony Álamo,es ESP,MF,Elche,es La Liga,18,2001,1,1,73,0.8,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.03,4.0,4.0,100.0,0.0,0.0,31.25,0.0,13.75,12.5,5.0,1.25,31.25,5.0,5.0,0.0,16.25,97.5,38.75,1.25,0.0,0.0,1.25,1.25,16.25,1.25,1.23,1.23,14.0,16.0,87.5,255.0,64.0,5.0,6.0,83.3,7.0,8.0,87.5,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,1.25,1.23,0.0,0.0,0.0,0.03,0.0,0.0
47,52,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,27,1992,25,12,1245,13.8,0.8,0.94,0.65,0.8,0.52,0.59,0.41,0.48,21.0,16.0,76.2,5.0,23.8,33.48,1.01,2.9,14.06,16.88,5.36,33.33,1.52,1.16,0.36,16.38,66.74,20.58,0.51,0.36,0.29,3.33,1.16,26.16,5.43,2.17,0.22,226.0,308.0,73.4,2804.0,292.0,152.0,188.0,80.9,49.0,64.0,76.6,9.0,16.0,56.3,0.14,0.07,0.04,0.08,1.09,1.09,0.22,0.0,1.52,2.82,1.3,0.23,0.5,0.14,3.8,3.3
48,53,Jordi Alba,es ESP,"DF,FW",Barcelona,es La Liga,31,1989,35,34,3025,33.6,0.09,0.24,0.09,0.24,0.06,0.28,0.06,0.28,32.0,17.0,53.1,15.0,46.9,95.21,2.29,18.93,38.01,38.69,3.51,95.21,0.95,0.51,0.45,58.69,221.07,105.71,1.43,1.31,0.42,0.95,0.42,71.1,10.54,2.86,0.27,2479.0,2929.0,84.6,34728.0,9855.0,1520.0,1643.0,92.5,728.0,867.0,84.0,117.0,192.0,60.9,0.15,0.23,0.29,-0.08,1.55,4.43,2.26,0.48,5.86,0.8,0.3,0.11,0.3,0.07,1.1,1.1
49,54,Luis Alberto,es ESP,MF,Lazio,it Serie A,27,1992,34,33,2618,29.1,0.31,0.38,0.31,0.38,0.18,0.45,0.17,0.44,95.0,51.0,53.7,44.0,46.3,77.46,0.48,8.25,42.75,28.08,2.16,77.46,3.26,1.75,1.51,46.19,295.12,194.33,4.91,4.26,0.65,1.58,1.34,54.19,4.54,5.4,0.24,1493.0,1946.0,76.7,25097.0,9846.0,712.0,808.0,88.1,575.0,702.0,81.9,157.0,308.0,51.0,0.07,0.27,0.24,-0.2,2.75,9.69,2.85,0.21,10.34,2.37,1.0,0.13,0.31,0.07,3.9,4.0
50,55,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,34,1985,35,35,3115,34.6,0.0,0.0,0.0,0.0,0.03,0.06,0.03,0.06,6.0,4.0,66.7,2.0,33.3,67.25,8.27,34.28,31.73,1.59,0.32,67.25,0.17,0.12,0.06,41.04,256.27,157.83,0.55,0.38,0.03,0.29,0.17,47.23,0.06,0.52,0.03,1829.0,2065.0,88.6,37606.0,12938.0,519.0,557.0,93.2,1047.0,1126.0,93.0,242.0,333.0,72.7,0.0,0.03,0.03,-0.03,0.12,2.66,0.09,0.03,3.93,0.23,0.03,0.0,0.0,0.11,-0.9,-0.9
51,56,Marc Albrighton,eng ENG,"DF,FW",Leicester City,eng Premier League,30,1989,31,17,1746,19.4,0.05,0.31,0.05,0.31,0.06,0.24,0.06,0.24,66.0,37.0,56.1,29.0,43.9,59.95,1.91,12.68,23.81,24.54,1.91,59.95,3.4,1.91,1.49,31.7,180.1,81.24,2.37,1.7,0.36,1.7,1.49,37.37,7.16,3.97,0.62,627.0,933.0,67.2,10197.0,3898.0,345.0,408.0,84.6,193.0,262.0,73.7,67.0,157.0,42.7,0.26,0.18,0.2,0.08,1.96,2.78,1.91,0.72,4.33,1.08,0.46,0.05,0.11,0.06,-0.2,-0.2
52,57,Paco Alcácer,es ESP,FW,Villarreal,es La Liga,26,1993,27,19,1544,17.2,0.35,0.58,0.29,0.52,0.53,0.69,0.43,0.6,11.0,8.0,72.7,3.0,27.3,22.15,0.52,1.92,9.71,10.58,4.01,22.03,0.64,0.47,0.17,11.28,36.28,15.52,0.7,0.17,0.47,1.8,0.52,15.52,4.48,1.57,0.52,193.0,270.0,71.5,2269.0,375.0,106.0,135.0,78.5,40.0,58.0,69.0,10.0,14.0,71.4,0.23,0.16,0.15,0.07,0.87,0.17,0.41,0.0,0.76,2.04,0.93,0.14,0.31,0.21,-3.0,-2.5
53,58,Pedro Alcalá,es ESP,DF,Cádiz,es La Liga,31,1989,13,8,909,10.1,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,1.0,1.0,100.0,0.0,0.0,38.51,7.43,22.57,15.64,0.5,0.4,38.51,0.1,0.1,0.0,17.33,82.77,42.87,0.1,0.4,0.0,0.0,0.0,18.12,0.0,0.1,0.0,205.0,282.0,72.7,4573.0,1737.0,46.0,57.0,80.7,115.0,129.0,89.1,39.0,83.0,47.0,0.0,0.0,0.0,0.0,0.0,1.39,0.0,0.0,1.09,0.2,0.0,0.0,0.0,0.06,-0.1,-0.1
54,59,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,29,1991,24,20,1854,20.6,0.05,0.05,0.05,0.05,0.06,0.17,0.06,0.17,48.0,33.0,68.8,15.0,31.3,94.47,1.5,14.37,59.51,21.26,0.78,94.47,2.33,1.6,0.73,60.78,284.51,142.23,1.31,2.82,0.19,1.12,0.87,71.6,1.21,3.93,0.15,1545.0,1735.0,89.0,26781.0,7745.0,704.0,746.0,94.4,597.0,658.0,90.7,177.0,221.0,80.1,0.0,0.11,0.11,-0.11,1.46,9.95,1.17,0.0,9.85,1.07,0.24,0.05,0.2,0.06,-0.2,-0.2
55,60,Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,29,1991,30,25,2165,24.1,0.04,0.04,0.04,0.04,0.07,0.1,0.07,0.1,19.0,14.0,73.7,5.0,26.3,57.39,2.53,13.98,36.39,7.72,0.95,57.39,0.79,0.58,0.21,31.49,163.57,78.46,1.04,1.08,0.04,1.04,0.58,34.9,0.87,1.16,0.08,930.0,1131.0,82.2,18393.0,5237.0,384.0,433.0,88.7,371.0,404.0,91.8,157.0,237.0,66.2,0.0,0.02,0.04,-0.02,0.37,4.15,0.46,0.12,4.44,1.16,0.12,0.04,0.33,0.06,-0.8,-0.8
56,61,Omar Alderete,py PAR,DF,Hertha BSC,de Bundesliga,23,1996,17,14,1299,14.4,0.0,0.0,0.0,0.0,0.02,0.03,0.02,0.03,18.0,15.0,83.3,3.0,16.7,73.47,7.43,40.69,31.88,1.46,0.69,73.47,1.25,1.04,0.21,45.35,219.58,127.36,0.56,0.42,0.0,0.42,0.21,49.86,0.21,0.48,0.0,732.0,916.0,79.9,15862.0,7234.0,183.0,221.0,82.8,433.0,490.0,88.4,114.0,187.0,61.0,0.0,0.01,0.04,-0.01,0.21,3.06,0.28,0.07,3.82,0.42,0.14,0.0,0.0,0.05,-0.3,-0.3
57,62,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,31,1989,25,25,2240,24.9,0.04,0.04,0.04,0.04,0.03,0.06,0.03,0.06,4.0,4.0,100.0,0.0,0.0,67.75,10.72,37.43,29.16,1.41,0.56,67.75,0.16,0.16,0.0,39.64,180.12,95.18,0.12,0.2,0.0,0.08,0.08,44.74,0.04,0.88,0.12,1199.0,1453.0,82.5,24372.0,8025.0,365.0,398.0,91.7,658.0,713.0,92.3,157.0,303.0,51.8,0.0,0.03,0.03,-0.03,0.32,2.57,0.2,0.04,2.37,0.4,0.12,0.1,0.33,0.07,0.3,0.3
58,63,Iván Alejo,es ESP,"MF,FW",Cádiz,es La Liga,25,1995,22,6,827,9.2,0.11,0.22,0.11,0.22,0.12,0.21,0.12,0.21,25.0,13.0,52.0,12.0,48.0,37.83,1.52,6.96,11.52,20.11,2.17,37.83,2.72,1.41,1.3,21.96,220.76,111.96,5.0,2.72,0.54,2.93,1.52,23.8,8.59,2.29,0.22,127.0,229.0,55.5,1816.0,637.0,74.0,97.0,76.3,39.0,61.0,63.9,7.0,35.0,20.0,0.11,0.09,0.09,0.02,1.09,0.65,1.41,1.09,1.41,1.41,0.44,0.08,0.25,0.08,-0.1,-0.1
59,67,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,21,1998,36,34,3031,33.7,0.06,0.27,0.06,0.27,0.08,0.33,0.08,0.33,61.0,32.0,52.5,29.0,47.5,98.46,2.17,20.74,44.33,34.15,2.4,98.46,1.81,0.95,0.86,59.11,280.77,161.48,2.91,2.82,0.71,0.92,0.65,65.34,7.39,3.89,0.39,2245.0,3015.0,74.5,40719.0,15754.0,1064.0,1184.0,89.9,897.0,1145.0,78.3,256.0,545.0,47.0,0.21,0.26,0.22,-0.05,2.28,5.73,3.0,0.86,7.45,1.63,0.36,0.04,0.17,0.05,-0.6,-0.6
60,68,Alfon,es ESP,MF,Celta Vigo,es La Liga,21,1999,2,0,34,0.4,0.0,0.0,0.0,0.0,0.17,0.35,0.17,0.35,2.0,1.0,50.0,1.0,50.0,52.5,0.0,0.0,15.0,37.5,5.0,52.5,5.0,2.5,2.5,50.0,202.5,97.5,0.0,2.5,0.0,7.5,0.0,50.0,12.5,2.65,0.0,16.0,16.0,100.0,172.0,31.0,12.0,12.0,100.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.25,0.0,-0.25,2.5,0.0,2.5,0.0,2.5,2.65,2.65,0.0,0.0,0.06,-0.1,-0.1
61,69,Mohamed Ali Cho,fr FRA,"FW,MF",Angers,fr Ligue 1,16,2004,21,1,348,3.9,0.0,0.0,0.0,0.0,0.49,0.51,0.49,0.51,11.0,5.0,45.5,6.0,54.5,44.36,0.0,3.33,16.92,25.13,4.1,44.36,2.82,1.28,1.54,29.23,192.31,97.95,3.85,2.56,0.51,4.1,3.08,31.03,6.67,1.04,0.0,67.0,111.0,60.4,894.0,257.0,45.0,60.0,75.0,12.0,28.0,42.9,5.0,8.0,62.5,0.0,0.03,0.05,-0.03,0.51,0.77,0.51,0.26,1.03,2.59,0.0,0.0,0.0,0.19,-1.9,-1.9
62,70,Ezgjan Alioski,mk MKD,"DF,MF",Leeds United,eng Premier League,28,1992,36,29,2461,27.3,0.07,0.18,0.07,0.18,0.06,0.18,0.06,0.18,26.0,11.0,42.3,15.0,57.7,71.47,2.75,20.51,33.04,18.42,1.5,71.47,0.95,0.4,0.55,36.89,201.76,120.51,2.82,1.58,0.18,1.36,0.55,43.85,4.47,2.6,0.18,1321.0,1670.0,79.1,20073.0,7163.0,703.0,788.0,89.2,521.0,619.0,84.2,58.0,147.0,39.5,0.11,0.12,0.08,-0.01,1.03,3.19,1.06,0.44,4.84,0.91,0.29,0.08,0.25,0.06,0.4,0.4
63,71,Rachid Alioui,ma MAR,FW,Angers,fr Ligue 1,28,1992,1,0,15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,15.0,15.0,25.0,10.0,55.0,0.0,0.0,0.0,30.0,25.0,0.0,0.0,0.0,0.0,5.0,5.0,45.0,5.0,0.0,0.0,8.0,8.0,100.0,92.0,21.0,6.0,6.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,74,Allan,br BRA,MF,Everton,eng Premier League,29,1991,24,23,2051,22.8,0.0,0.0,0.0,0.0,0.01,0.05,0.01,0.05,49.0,31.0,63.3,18.0,36.7,57.46,2.98,16.75,35.79,5.96,0.13,57.46,2.15,1.36,0.79,31.62,185.09,101.49,1.32,1.36,0.09,0.92,0.79,36.45,0.35,1.71,0.09,908.0,1068.0,85.0,14950.0,4370.0,430.0,468.0,91.9,354.0,405.0,87.4,82.0,116.0,70.7,0.0,0.04,0.04,-0.04,0.75,3.86,0.7,0.04,4.04,0.31,0.09,0.0,0.0,0.04,-0.3,-0.3
65,75,Dele Alli,eng ENG,MF,Tottenham,eng Premier League,24,1996,15,7,620,6.9,0.0,0.15,0.0,0.15,0.3,0.47,0.3,0.47,25.0,11.0,44.0,14.0,56.0,64.35,1.01,9.28,34.93,21.16,3.33,64.35,3.62,1.59,2.03,40.0,230.14,92.9,2.17,2.61,0.72,1.88,2.32,43.91,4.35,3.19,0.0,275.0,345.0,79.7,3878.0,882.0,151.0,177.0,85.3,99.0,109.0,90.8,9.0,20.0,45.0,0.14,0.17,0.13,-0.03,1.3,2.17,1.01,0.14,3.77,1.74,0.58,0.0,0.0,0.17,-2.0,-2.0
66,76,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,eng Premier League,26,1994,34,28,2429,27.0,0.15,0.19,0.15,0.19,0.12,0.23,0.12,0.23,73.0,39.0,53.4,34.0,46.6,43.67,1.22,8.52,20.63,15.59,1.48,43.67,2.7,1.44,1.26,28.63,204.3,93.19,2.59,1.78,0.52,1.78,1.26,29.33,4.04,2.82,0.22,708.0,895.0,79.1,10715.0,2430.0,369.0,422.0,87.4,245.0,289.0,84.8,51.0,92.0,55.4,0.04,0.11,0.08,-0.07,1.15,2.37,0.85,0.26,3.33,1.22,0.52,0.12,0.29,0.1,0.8,0.8
67,77,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,29,1990,13,11,960,10.7,0.19,0.19,0.19,0.19,0.17,0.3,0.17,0.3,17.0,9.0,52.9,8.0,47.1,68.13,2.99,18.6,28.04,22.24,3.55,68.13,1.59,0.84,0.75,33.83,169.63,102.34,2.24,1.68,0.37,1.21,0.84,42.06,6.92,3.38,0.28,493.0,610.0,80.8,7494.0,2506.0,278.0,306.0,90.8,184.0,221.0,83.3,24.0,49.0,49.0,0.0,0.12,0.09,-0.12,1.4,2.71,0.75,0.09,3.93,2.06,0.84,0.09,0.22,0.08,0.2,0.2
68,78,Sergio Álvarez,es ESP,"MF,DF",Eibar,es La Liga,28,1992,27,17,1568,17.4,0.0,0.0,0.0,0.0,0.02,0.04,0.02,0.04,10.0,8.0,80.0,2.0,20.0,49.94,2.01,10.75,31.26,8.22,1.09,49.94,0.57,0.46,0.11,22.53,100.8,35.86,0.52,0.63,0.06,1.21,0.69,26.38,0.86,1.09,0.0,531.0,698.0,76.1,9925.0,2527.0,199.0,257.0,77.4,244.0,288.0,84.7,72.0,114.0,63.2,0.0,0.02,0.01,-0.02,0.34,2.47,0.11,0.06,2.82,0.34,0.11,0.0,0.0,0.07,-0.4,-0.4
69,79,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,25,1995,23,22,1948,21.6,0.05,0.05,0.05,0.05,0.03,0.05,0.03,0.05,12.0,11.0,91.7,1.0,8.3,59.91,5.51,28.1,30.05,2.22,0.69,59.91,0.56,0.51,0.05,31.53,208.89,121.34,0.88,0.51,0.0,0.37,0.09,35.6,0.09,0.55,0.0,907.0,1107.0,81.9,18676.0,6666.0,301.0,349.0,86.2,441.0,485.0,90.9,151.0,226.0,66.8,0.0,0.02,0.02,-0.02,0.28,2.45,0.14,0.09,3.01,0.46,0.05,0.1,1.0,0.06,0.4,0.4
70,80,Bruno Alves,pt POR,DF,Parma,it Serie A,38,1981,19,18,1632,18.1,0.06,0.06,0.06,0.06,0.02,0.03,0.02,0.03,2.0,1.0,50.0,1.0,50.0,60.55,9.56,33.76,24.64,2.27,0.94,60.55,0.11,0.06,0.06,35.14,161.05,79.83,0.0,0.22,0.06,0.06,0.06,39.83,0.33,0.5,0.0,790.0,931.0,84.9,19031.0,7295.0,142.0,160.0,88.8,456.0,499.0,91.4,190.0,256.0,74.2,0.0,0.01,0.01,-0.01,0.11,2.38,0.17,0.06,2.76,0.55,0.17,0.1,0.33,0.04,0.6,0.6
71,81,Steven Alzate,co COL,MF,Brighton,eng Premier League,21,1998,15,10,896,10.0,0.1,0.1,0.1,0.1,0.08,0.14,0.08,0.14,16.0,8.0,50.0,8.0,50.0,53.6,1.7,10.5,30.8,12.8,1.2,53.6,1.6,0.8,0.8,32.3,163.8,80.7,1.6,0.8,0.1,1.3,0.9,39.3,1.6,2.41,0.1,403.0,449.0,89.8,6190.0,1326.0,216.0,235.0,91.9,142.0,150.0,94.7,30.0,35.0,85.7,0.0,0.06,0.03,-0.06,1.1,3.7,0.6,0.1,3.9,0.7,0.2,0.14,0.5,0.12,0.2,0.2
72,82,Ibrahim Amadou,fr FRA,MF,Angers,fr Ligue 1,27,1993,24,20,1504,16.7,0.0,0.0,0.0,0.0,0.09,0.1,0.09,0.1,15.0,10.0,66.7,5.0,33.3,50.12,2.04,12.46,32.87,5.21,0.72,50.12,0.9,0.6,0.3,28.56,115.51,53.77,0.84,0.54,0.18,0.84,1.02,31.98,0.84,1.5,0.24,582.0,691.0,84.2,9479.0,3023.0,290.0,326.0,89.0,240.0,272.0,88.2,37.0,59.0,62.7,0.0,0.01,0.01,-0.01,0.24,3.11,0.06,0.0,3.77,0.9,0.3,0.0,0.0,0.1,-1.5,-1.5
73,83,Romain Amalfitano,fr FRA,"FW,DF",Dijon,fr Ligue 1,30,1989,2,1,116,1.3,0.0,0.0,0.0,0.0,0.04,0.06,0.04,0.06,1.0,0.0,0.0,1.0,100.0,52.31,2.31,9.23,27.69,16.15,0.0,52.31,0.77,0.0,0.77,39.23,218.46,122.31,2.31,1.54,0.0,0.77,1.54,36.92,6.15,1.55,0.0,44.0,57.0,77.2,877.0,276.0,16.0,16.0,100.0,21.0,29.0,72.4,7.0,10.0,70.0,0.0,0.0,0.0,0.0,0.77,4.62,0.0,0.0,6.15,1.55,0.0,0.0,0.0,0.02,0.0,0.0
74,84,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,es La Liga,18,2001,1,0,45,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,8.0,22.0,6.0,0.0,36.0,0.0,0.0,0.0,24.0,226.0,128.0,4.0,0.0,0.0,2.0,0.0,20.0,2.0,0.0,0.0,9.0,14.0,64.3,130.0,36.0,5.0,6.0,83.3,3.0,4.0,75.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,85,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,25,1994,12,8,722,8.0,0.12,0.12,0.12,0.12,0.05,0.05,0.05,0.05,3.0,1.0,33.3,2.0,66.7,71.5,7.62,35.75,32.0,4.12,0.75,71.5,0.38,0.12,0.25,37.62,161.38,85.25,0.5,0.5,0.0,0.62,0.38,43.0,0.0,0.62,0.0,414.0,493.0,84.0,7047.0,2296.0,178.0,195.0,91.3,203.0,233.0,87.1,26.0,43.0,60.5,0.0,0.0,0.01,0.0,0.0,1.88,0.25,0.0,3.0,0.37,0.12,0.33,1.0,0.12,0.6,0.6
76,86,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,26,1994,13,10,813,9.0,0.11,0.11,0.11,0.11,0.03,0.06,0.03,0.06,20.0,12.0,60.0,8.0,40.0,63.22,4.0,22.78,28.89,12.44,0.89,63.22,2.22,1.33,0.89,30.56,170.22,75.11,1.89,2.11,0.22,1.44,1.0,33.33,3.67,1.88,0.44,343.0,442.0,77.6,5892.0,1736.0,158.0,193.0,81.9,138.0,166.0,83.1,39.0,47.0,83.0,0.0,0.03,0.03,-0.03,0.56,1.22,0.67,0.22,2.78,0.44,0.11,0.25,1.0,0.06,0.8,0.8
77,87,Thierry Ambrose,gp GLP,FW,Metz,fr Ligue 1,23,1997,23,5,753,8.4,0.0,0.12,0.0,0.12,0.12,0.29,0.12,0.29,31.0,18.0,58.1,13.0,41.9,40.0,0.6,1.55,19.52,19.52,4.17,40.0,3.69,2.14,1.55,26.55,171.9,69.05,3.1,2.02,1.07,3.93,3.1,32.98,9.17,2.98,0.24,164.0,243.0,67.5,2580.0,643.0,83.0,113.0,73.5,51.0,65.0,78.5,16.0,30.0,53.3,0.12,0.17,0.12,-0.05,1.31,2.5,1.07,0.24,3.57,2.27,0.72,0.0,0.0,0.05,-1.0,-1.0
78,88,Wisdom Amey,it ITA,DF,Bologna,it Serie A,14,2005,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,,,inf,inf,,inf,,,,inf,inf,inf,,,,,,inf,,45.0,0.0,5.0,5.0,100.0,102.0,7.0,2.0,2.0,100.0,2.0,2.0,100.0,1.0,1.0,100.0,,,,,,inf,,,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,89,Nadiem Amiri,de GER,MF,Leverkusen,de Bundesliga,23,1996,29,20,1890,21.0,0.1,0.38,0.1,0.38,0.1,0.25,0.1,0.25,39.0,21.0,53.8,18.0,46.2,64.33,0.9,7.52,36.38,21.1,1.43,64.33,1.86,1.0,0.86,37.0,206.76,97.14,2.14,1.62,0.38,2.38,1.1,48.14,3.9,3.81,0.48,930.0,1139.0,81.7,15414.0,3793.0,464.0,512.0,90.6,325.0,377.0,86.2,102.0,168.0,60.7,0.29,0.15,0.18,0.14,1.81,4.57,1.29,0.14,5.38,2.0,0.67,0.05,0.14,0.05,-0.2,-0.2
80,90,Ethan Ampadu,wls WAL,"DF,MF",Sheffield Utd,eng Premier League,19,2000,25,23,2089,23.2,0.0,0.0,0.0,0.0,0.01,0.07,0.01,0.07,15.0,13.0,86.7,2.0,13.3,59.22,5.95,22.24,28.88,8.71,0.26,59.22,0.65,0.56,0.09,29.22,175.13,102.76,1.08,1.21,0.0,0.69,0.22,32.97,0.99,0.86,0.0,870.0,1087.0,80.0,15680.0,5536.0,370.0,424.0,87.3,378.0,446.0,84.8,102.0,158.0,64.6,0.0,0.05,0.05,-0.05,0.47,3.28,0.6,0.09,4.31,0.3,0.09,0.0,0.0,0.05,-0.3,-0.3
81,91,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,23,1996,31,28,2441,27.1,0.0,0.0,0.0,0.0,0.02,0.04,0.02,0.04,71.0,47.0,66.2,24.0,33.8,59.15,1.22,9.96,40.26,9.82,0.44,59.15,2.62,1.73,0.89,38.78,229.23,92.62,1.4,1.22,0.11,1.22,1.77,42.18,1.7,1.33,0.04,1210.0,1378.0,87.8,23407.0,5627.0,469.0,531.0,88.3,540.0,582.0,92.8,179.0,204.0,87.7,0.0,0.02,0.03,-0.02,0.48,5.28,0.41,0.15,5.57,0.37,0.11,0.0,0.0,0.04,-0.4,-0.4
82,92,Jon Ander Garrido,es ESP,MF,Cádiz,es La Liga,30,1989,23,7,800,8.9,0.0,0.0,0.0,0.0,0.03,0.04,0.03,0.04,3.0,2.0,66.7,1.0,33.3,35.62,2.7,11.35,20.11,4.27,0.79,35.62,0.34,0.22,0.11,12.58,40.9,14.49,0.0,0.22,0.0,0.9,0.56,15.06,0.34,1.13,0.23,180.0,230.0,78.3,2990.0,1025.0,78.0,96.0,81.3,74.0,92.0,80.4,17.0,21.0,81.0,0.0,0.01,0.01,-0.01,0.22,2.47,0.11,0.11,2.47,0.56,0.11,0.0,0.0,0.06,-0.3,-0.3
83,95,Djavan Anderson,nl NED,DF,Lazio,it Serie A,25,1995,3,1,72,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,100.0,46.25,1.25,8.75,18.75,18.75,0.0,46.25,2.5,0.0,2.5,25.0,145.0,46.25,2.5,0.0,0.0,1.25,1.25,25.0,5.0,0.0,0.0,23.0,32.0,71.9,265.0,37.0,15.0,19.0,78.9,7.0,8.0,87.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
