,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net
2006,2378,Nico Schulz,de GER,DF,Dortmund,de Bundesliga,27,1993,13,6,610,6.8,0.0,0.0,0.0,0.0,0.01,0.07,0.01,0.07,3.0,0.0,0.0,3.0,100.0,78.09,4.71,23.38,36.62,18.82,1.76,78.09,0.44,0.0,0.44,37.21,214.26,117.5,3.38,2.21,0.44,1.62,1.03,50.88,5.29,1.48,0.44,375.0,467.0,80.3,5633.0,1742.0,197.0,218.0,90.4,142.0,165.0,86.1,19.0,40.0,47.5,0.0,0.06,0.07,-0.06,0.88,3.68,0.59,0.15,4.41,0.3,0.0,0.0,0.0,0.04,-0.1,-0.1
2007,2380,Christopher Scott,de GER,"MF,FW",Bayern Munich,de Bundesliga,18,2002,2,0,34,0.4,0.0,0.0,0.0,0.0,0.08,0.08,0.08,0.08,1.0,1.0,100.0,0.0,0.0,35.0,2.5,7.5,12.5,15.0,0.0,35.0,2.5,2.5,0.0,25.0,230.0,157.5,5.0,2.5,0.0,2.5,5.0,25.0,7.5,0.0,0.0,7.0,9.0,77.8,70.0,19.0,5.0,5.0,100.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.65,0.0,0.0,0.0,0.03,0.0,0.0
2008,2381,Matteo Scozzarella,it ITA,MF,Parma,it Serie A,32,1988,3,3,153,1.7,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,1.0,0.0,0.0,1.0,100.0,72.94,2.94,14.71,42.94,16.47,0.0,72.94,0.59,0.0,0.59,41.18,168.82,76.47,0.59,0.0,0.0,0.59,1.18,47.06,1.18,6.51,0.0,84.0,106.0,79.2,1719.0,476.0,27.0,30.0,90.0,41.0,45.0,91.1,16.0,31.0,51.6,0.0,0.29,0.24,-0.29,3.53,4.71,0.0,0.0,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,2383,Jacopo Segre,it ITA,MF,Torino,it Serie A,23,1997,9,1,191,2.1,0.0,0.0,0.0,0.0,0.1,0.12,0.1,0.12,5.0,4.0,80.0,1.0,20.0,60.48,0.48,9.05,43.33,8.57,2.38,60.48,2.38,1.9,0.48,42.86,223.81,106.67,0.95,0.48,0.0,0.48,0.95,48.1,0.95,2.83,0.94,94.0,106.0,88.7,1700.0,429.0,40.0,42.0,95.2,35.0,41.0,85.4,16.0,17.0,94.1,0.0,0.0,0.0,0.0,0.48,4.29,0.0,0.0,1.9,1.88,0.47,0.0,0.0,0.05,-0.2,-0.2
2010,2384,Davie Selke,de GER,FW,Werder Bremen,de Bundesliga,25,1995,23,7,813,9.0,0.33,0.44,0.22,0.33,0.41,0.46,0.32,0.37,11.0,2.0,18.2,9.0,81.8,35.11,1.11,3.56,15.44,16.78,5.78,35.0,1.22,0.22,1.0,16.78,91.0,36.78,1.11,0.22,0.33,2.78,1.56,27.78,5.11,2.21,0.11,112.0,217.0,51.6,1389.0,351.0,69.0,118.0,58.5,32.0,56.0,57.1,2.0,7.0,28.6,0.11,0.04,0.07,0.07,0.89,0.89,0.56,0.11,1.67,2.99,1.33,0.07,0.17,0.11,-0.7,-0.9
2011,2385,Malik Sellouki,fr FRA,"FW,MF",Nice,fr Ligue 1,20,2000,4,0,66,0.7,1.36,1.36,1.36,1.36,0.31,0.31,0.31,0.31,6.0,2.0,33.3,4.0,66.7,75.71,0.0,2.86,28.57,44.29,4.29,75.71,8.57,2.86,5.71,52.86,262.86,117.14,4.29,2.86,0.0,10.0,0.0,51.43,21.43,2.69,0.0,18.0,30.0,60.0,209.0,60.0,15.0,18.0,83.3,3.0,5.0,60.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,0.0,0.0,4.29,5.45,1.36,0.25,1.0,0.06,0.8,0.8
2012,2387,Nélson Semedo,pt POR,"DF,MF",Wolves,eng Premier League,26,1993,34,34,2983,33.1,0.03,0.06,0.03,0.06,0.04,0.08,0.04,0.08,103.0,62.0,60.2,41.0,39.8,71.66,3.93,18.31,33.84,20.33,1.39,71.66,3.11,1.87,1.24,38.91,238.43,133.66,3.35,2.36,0.33,1.6,0.82,42.87,4.68,2.11,0.21,1586.0,1976.0,80.3,22838.0,6783.0,985.0,1082.0,91.0,459.0,581.0,79.0,92.0,167.0,55.1,0.03,0.04,0.08,-0.01,0.63,3.53,0.6,0.3,4.17,0.69,0.33,0.04,0.09,0.06,-0.3,-0.3
2013,2388,Léo Sena,br BRA,MF,Spezia,it Serie A,24,1995,16,8,885,9.8,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.02,43.0,36.0,83.7,7.0,16.3,73.67,1.22,11.63,49.59,14.29,0.2,73.67,4.39,3.67,0.71,52.24,403.78,236.94,3.06,3.47,0.2,1.02,1.12,54.69,1.22,2.14,0.1,543.0,624.0,87.0,11724.0,3219.0,174.0,193.0,90.2,236.0,261.0,90.4,121.0,144.0,84.0,0.0,0.01,0.05,-0.01,0.2,11.53,0.51,0.1,9.39,0.2,0.0,0.0,0.0,0.04,-0.1,-0.1
2014,2389,Stefano Sensi,it ITA,MF,Inter,it Serie A,24,1995,18,4,603,6.7,0.0,0.0,0.0,0.0,0.17,0.3,0.17,0.3,14.0,7.0,50.0,7.0,50.0,75.22,0.9,11.64,33.73,30.9,1.94,75.22,2.09,1.04,1.04,44.48,228.36,110.6,1.79,1.94,0.3,2.24,0.75,56.72,5.97,5.07,0.6,354.0,432.0,81.9,5867.0,1586.0,174.0,190.0,91.6,134.0,160.0,83.8,33.0,57.0,57.9,0.0,0.13,0.16,-0.13,1.64,5.97,1.64,0.3,8.66,2.69,1.04,0.0,0.0,0.06,-1.1,-1.1
2015,2390,Jaime Seoane,es ESP,MF,Huesca,es La Liga,23,1997,29,23,2064,22.9,0.04,0.09,0.04,0.09,0.06,0.11,0.06,0.11,35.0,20.0,57.1,15.0,42.9,47.47,1.35,10.48,26.42,11.27,1.57,47.47,1.53,0.87,0.66,27.9,165.63,82.18,1.83,1.44,0.17,1.7,0.92,31.48,2.05,1.92,0.09,663.0,877.0,75.6,11828.0,2704.0,292.0,342.0,85.4,243.0,288.0,84.4,90.0,153.0,58.8,0.04,0.05,0.06,-0.0,0.48,2.88,0.39,0.22,3.8,1.05,0.39,0.04,0.11,0.06,-0.5,-0.5
2016,2392,Suat Serdar,de GER,MF,Schalke 04,de Bundesliga,23,1997,25,24,1953,21.7,0.05,0.18,0.05,0.18,0.1,0.16,0.1,0.16,63.0,39.0,61.9,24.0,38.1,41.43,2.03,8.62,24.24,9.35,2.03,41.43,2.9,1.8,1.11,23.27,148.94,74.75,2.03,1.06,0.28,2.49,1.89,24.24,2.4,1.66,0.09,455.0,609.0,74.7,8383.0,2163.0,186.0,237.0,78.5,196.0,233.0,84.1,59.0,80.0,73.8,0.14,0.06,0.04,0.08,0.65,2.26,0.51,0.0,3.09,1.47,0.41,0.03,0.11,0.07,-1.1,-1.1
2017,2393,Jean Seri,ci CIV,MF,Bordeaux,fr Ligue 1,29,1991,12,9,707,7.9,0.0,0.0,0.0,0.0,0.02,0.05,0.02,0.05,22.0,16.0,72.7,6.0,27.3,75.57,2.15,16.96,49.49,10.0,0.63,75.57,2.78,2.03,0.76,46.2,187.47,86.33,1.14,1.01,0.13,1.77,0.51,52.91,0.63,2.04,0.13,440.0,516.0,85.3,8114.0,2026.0,179.0,201.0,89.1,200.0,215.0,93.0,49.0,76.0,64.5,0.0,0.03,0.04,-0.03,0.63,3.04,0.51,0.25,5.82,0.51,0.0,0.0,0.0,0.04,-0.2,-0.2
2018,2394,Femi Seriki,eng ENG,MF,Sheffield Utd,eng Premier League,18,2002,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,2395,Ryan Sessegnon,eng ENG,"DF,FW",Hoffenheim,de Bundesliga,20,2000,23,17,1574,17.5,0.11,0.29,0.11,0.29,0.05,0.14,0.05,0.14,36.0,12.0,33.3,24.0,66.7,66.11,3.49,18.46,28.91,19.2,1.49,66.11,2.06,0.69,1.37,33.6,172.46,91.49,2.57,1.77,0.29,1.49,0.51,37.31,5.89,1.77,0.23,716.0,934.0,76.7,11844.0,4169.0,343.0,393.0,87.3,316.0,397.0,79.6,45.0,93.0,48.4,0.17,0.1,0.12,0.07,0.91,2.46,1.43,0.74,3.89,0.29,0.11,0.4,1.0,0.16,1.2,1.2
2020,2396,Nils Seufert,de GER,"MF,FW",Arminia,de Bundesliga,23,1997,13,2,343,3.8,0.0,0.26,0.0,0.26,0.01,0.1,0.01,0.1,5.0,4.0,80.0,1.0,20.0,56.32,1.58,10.0,30.0,16.84,1.32,56.32,1.32,1.05,0.26,31.05,122.63,44.47,0.26,0.79,0.0,1.84,1.32,35.53,2.11,2.1,0.26,146.0,178.0,82.0,2112.0,548.0,75.0,84.0,89.3,53.0,65.0,81.5,7.0,11.0,63.6,0.26,0.08,0.11,0.18,1.32,3.95,0.26,0.0,5.0,0.26,0.0,0.0,0.0,0.04,0.0,0.0
2021,2397,Edgar Sevikyan,ru RUS,MF,Levante,es La Liga,18,2001,1,0,8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,60.0,0.0,30.0,30.0,10.0,0.0,60.0,10.0,10.0,0.0,50.0,190.0,160.0,0.0,0.0,0.0,0.0,0.0,40.0,10.0,0.0,0.0,3.0,5.0,60.0,29.0,0.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2398,Stephan El Shaarawy,it ITA,"MF,FW",Roma,it Serie A,27,1992,10,6,572,6.4,0.16,0.31,0.16,0.31,0.21,0.38,0.21,0.38,20.0,9.0,45.0,11.0,55.0,47.81,0.47,5.31,17.5,25.78,5.47,47.81,3.12,1.41,1.72,31.41,210.31,103.28,4.22,2.66,1.56,2.03,0.62,37.19,9.53,4.72,0.16,186.0,240.0,77.5,3004.0,543.0,96.0,119.0,80.7,71.0,83.0,85.5,13.0,17.0,76.5,0.16,0.17,0.16,-0.02,2.66,1.41,1.72,0.47,3.44,2.52,1.1,0.06,0.14,0.08,-0.3,-0.3
2023,2399,Jamie Shackleton,eng ENG,"MF,DF",Leeds United,eng Premier League,20,1999,13,3,461,5.1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,3.0,3.0,100.0,0.0,0.0,49.8,2.16,12.75,23.92,13.53,1.76,49.8,0.59,0.59,0.0,23.73,120.39,51.96,1.37,0.59,0.39,1.37,0.2,31.37,4.12,1.56,0.2,191.0,214.0,89.3,2655.0,586.0,115.0,124.0,92.7,66.0,69.0,95.7,5.0,8.0,62.5,0.0,0.02,0.06,-0.02,0.39,1.96,0.0,0.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2400,Xherdan Shaqiri,ch SUI,"MF,FW",Liverpool,eng Premier League,28,1991,14,5,556,6.2,0.0,0.32,0.0,0.32,0.08,0.48,0.08,0.48,9.0,6.0,66.7,3.0,33.3,76.94,0.32,7.1,32.9,38.06,1.94,76.94,1.45,0.97,0.48,49.52,175.16,70.48,0.81,1.45,0.0,2.1,1.13,58.71,5.16,5.18,0.32,361.0,428.0,84.3,5174.0,1362.0,201.0,221.0,91.0,114.0,134.0,85.1,23.0,35.0,65.7,0.32,0.4,0.29,-0.08,3.06,3.87,4.19,0.65,8.71,1.78,0.0,0.0,0.0,0.04,-0.5,-0.5
2025,2401,Billy Sharp,eng ENG,FW,Sheffield Utd,eng Premier League,34,1986,16,7,735,8.2,0.37,0.37,0.12,0.12,0.37,0.44,0.18,0.24,12.0,5.0,41.7,7.0,58.3,22.8,0.12,0.73,7.56,14.51,3.78,22.56,1.46,0.61,0.85,12.07,62.56,15.61,1.1,0.61,0.61,2.2,1.95,16.71,7.93,0.73,0.0,85.0,123.0,69.1,1003.0,155.0,53.0,69.0,76.8,24.0,33.0,72.7,0.0,1.0,0.0,0.0,0.06,0.07,-0.06,0.49,0.12,0.37,0.0,1.34,0.86,0.49,0.14,0.25,0.21,0.0,-0.5
2026,2402,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,25,1995,32,30,2654,29.5,0.03,0.2,0.03,0.2,0.02,0.24,0.02,0.24,56.0,36.0,64.3,20.0,35.7,78.31,2.85,18.34,31.39,29.73,2.1,78.31,1.9,1.22,0.68,42.34,267.05,159.29,3.73,2.95,0.58,0.85,0.71,48.47,7.08,3.9,0.31,1650.0,2068.0,79.8,23339.0,9202.0,989.0,1082.0,91.4,483.0,588.0,82.1,99.0,212.0,46.7,0.17,0.22,0.2,-0.05,2.44,3.49,1.42,0.47,4.98,0.37,0.2,0.09,0.17,0.05,0.4,0.4
2027,2403,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,28,1992,30,29,2617,29.1,0.03,0.14,0.03,0.14,0.09,0.19,0.09,0.19,26.0,20.0,76.9,6.0,23.1,59.38,2.68,16.12,34.19,9.76,0.76,59.38,0.89,0.69,0.21,32.03,153.4,65.91,0.69,0.76,0.0,0.65,0.17,37.35,0.82,2.48,0.28,1092.0,1499.0,72.8,23397.0,7464.0,389.0,457.0,85.1,450.0,552.0,81.5,227.0,416.0,54.6,0.1,0.1,0.08,0.0,1.27,4.91,0.72,0.14,4.54,1.44,0.31,0.02,0.11,0.06,-1.5,-1.5
2028,2404,Eldor Shomurodov,uz UZB,FW,Genoa,it Serie A,25,1995,31,16,1677,18.6,0.43,0.48,0.43,0.48,0.31,0.41,0.31,0.41,34.0,15.0,44.1,19.0,55.9,38.6,0.81,3.71,17.69,17.96,4.35,38.6,1.83,0.81,1.02,21.94,120.11,55.75,1.77,1.02,0.59,4.09,1.61,29.03,7.15,2.58,0.32,329.0,483.0,68.1,4089.0,754.0,202.0,258.0,78.3,78.0,117.0,66.7,12.0,20.0,60.0,0.05,0.1,0.06,-0.05,1.08,0.91,0.48,0.11,1.72,2.09,0.91,0.21,0.47,0.15,2.3,2.3
2029,2405,Shola Shoretire,eng ENG,FW,Manchester Utd,eng Premier League,16,2004,2,0,11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,10.0,60.0,40.0,0.0,100.0,0.0,0.0,0.0,60.0,260.0,100.0,0.0,0.0,0.0,20.0,0.0,90.0,20.0,0.0,0.0,5.0,6.0,83.3,57.0,6.0,3.0,3.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030,2406,Mahame Siby,ml MLI,MF,Strasbourg,fr Ligue 1,24,1996,7,0,21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,65.0,0.0,20.0,40.0,5.0,0.0,65.0,5.0,5.0,0.0,45.0,105.0,70.0,0.0,0.0,0.0,5.0,0.0,50.0,5.0,0.0,0.0,9.0,11.0,81.8,159.0,85.0,4.0,4.0,100.0,4.0,5.0,80.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2031,2407,Abdoulaye Sidibé,fr FRA,MF,Saint-Étienne,fr Ligue 1,18,2002,1,0,11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,20.0,0.0,10.0,0.0,30.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2032,2408,Djibril Sidibé,fr FRA,DF,Monaco,fr Ligue 1,28,1992,30,21,1980,22.0,0.0,0.09,0.0,0.09,0.01,0.12,0.01,0.12,15.0,8.0,53.3,7.0,46.7,92.95,3.05,23.73,53.82,16.41,0.14,92.95,0.68,0.36,0.32,49.55,249.18,155.77,2.32,1.41,0.0,0.91,0.27,57.59,1.68,2.5,0.14,1525.0,1853.0,82.3,26531.0,9216.0,665.0,712.0,93.4,708.0,835.0,84.8,130.0,247.0,52.6,0.09,0.11,0.13,-0.02,1.14,5.27,1.09,0.45,6.23,0.23,0.05,0.0,0.0,0.04,-0.2,-0.2
2033,2409,Sidnei,br BRA,DF,Betis,es La Liga,30,1989,11,7,697,7.7,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.04,2.0,1.0,50.0,1.0,50.0,77.79,7.01,42.21,34.03,1.69,0.65,77.79,0.26,0.13,0.13,47.4,226.1,94.29,0.52,0.78,0.0,0.65,0.13,53.38,0.13,0.13,0.0,472.0,522.0,90.4,8718.0,2818.0,169.0,176.0,96.0,239.0,257.0,93.0,49.0,67.0,73.1,0.0,0.0,0.0,0.0,0.0,1.17,0.13,0.0,1.04,0.13,0.0,0.0,0.0,0.32,-0.3,-0.3
2034,2410,Kaj Sierhuis,nl NED,"FW,MF",Reims,fr Ligue 1,22,1998,24,6,652,7.2,0.0,0.14,0.0,0.14,0.13,0.2,0.13,0.2,15.0,10.0,66.7,5.0,33.3,33.47,0.69,2.5,14.31,16.81,4.03,33.47,2.08,1.39,0.69,17.08,64.03,25.14,0.56,0.42,0.14,2.92,1.94,25.14,5.28,2.48,0.14,101.0,165.0,61.2,1700.0,406.0,52.0,79.0,65.8,37.0,53.0,69.8,9.0,15.0,60.0,0.14,0.07,0.08,0.07,1.25,2.22,0.97,0.14,3.06,1.93,0.41,0.0,0.0,0.07,-0.9,-0.9
2035,2411,Tim Siersleben,de GER,DF,Wolfsburg,de Bundesliga,20,2000,1,0,34,0.4,0.0,0.0,0.0,0.0,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,72.5,2.5,32.5,37.5,2.5,2.5,72.5,0.0,0.0,0.0,32.5,115.0,27.5,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,21.0,25.0,84.0,409.0,107.0,5.0,7.0,71.4,14.0,15.0,93.3,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,2.65,0.0,0.0,0.0,0.05,-0.1,-0.1
2036,2412,Gylfi Sigurðsson,is ISL,"MF,FW",Everton,eng Premier League,30,1989,36,24,2253,25.0,0.24,0.44,0.12,0.32,0.26,0.41,0.13,0.29,26.0,14.0,53.8,12.0,46.2,48.68,1.48,8.72,23.12,17.12,1.88,48.52,1.04,0.56,0.48,23.0,103.76,36.0,0.96,1.04,0.16,1.8,1.12,29.88,3.12,2.99,0.28,758.0,963.0,78.7,12289.0,3249.0,378.0,429.0,88.1,268.0,307.0,87.3,69.0,141.0,48.9,0.2,0.15,0.14,0.05,1.76,2.2,0.88,0.2,3.24,1.8,0.52,0.07,0.23,0.07,-0.5,-0.4
2037,2415,Adrien Silva,pt POR,MF,Sampdoria,it Serie A,31,1989,24,18,1599,17.8,0.06,0.11,0.06,0.11,0.03,0.07,0.03,0.07,25.0,17.0,68.0,8.0,32.0,63.03,2.02,13.82,40.67,9.38,0.28,63.03,1.4,0.96,0.45,32.47,131.91,60.84,0.45,0.73,0.06,1.18,0.96,39.94,1.07,1.8,0.17,822.0,948.0,86.7,15307.0,4370.0,350.0,400.0,87.5,318.0,352.0,90.3,130.0,152.0,85.5,0.06,0.04,0.04,0.01,0.62,5.17,0.39,0.06,5.28,0.34,0.06,0.17,1.0,0.08,0.5,0.5
2038,2416,André Silva,pt POR,FW,Eint Frankfurt,de Bundesliga,24,1995,32,32,2760,30.7,0.91,1.14,0.68,0.91,0.83,0.99,0.65,0.81,57.0,26.0,45.6,31.0,54.4,36.29,0.65,1.6,14.72,20.26,6.22,36.06,1.86,0.85,1.01,18.6,97.43,38.4,1.5,1.01,0.98,2.83,1.56,27.3,8.31,2.87,0.49,561.0,774.0,72.5,7354.0,1308.0,338.0,437.0,77.3,171.0,214.0,79.9,17.0,28.0,60.7,0.23,0.15,0.16,0.07,1.01,1.17,0.62,0.07,2.18,3.59,1.73,0.19,0.4,0.19,2.4,0.9
2039,2417,Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,25,1994,26,24,2065,22.9,0.09,0.35,0.09,0.35,0.12,0.29,0.12,0.29,65.0,41.0,63.1,24.0,36.9,70.79,0.57,7.64,32.05,32.01,3.62,70.79,2.84,1.79,1.05,48.73,317.12,174.76,5.37,4.54,1.22,1.44,1.0,56.94,7.55,3.66,0.52,1287.0,1434.0,89.7,18862.0,3005.0,718.0,758.0,94.7,419.0,461.0,90.9,78.0,98.0,79.6,0.26,0.17,0.12,0.1,1.14,3.1,1.35,0.04,5.07,1.22,0.57,0.07,0.15,0.1,-0.8,-0.8
2040,2418,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,23,1997,31,26,2368,26.3,0.0,0.15,0.0,0.15,0.02,0.15,0.02,0.15,27.0,17.0,63.0,10.0,37.0,63.73,1.41,14.79,29.05,20.72,1.52,63.73,1.03,0.65,0.38,35.21,198.1,120.8,3.23,2.32,0.46,1.44,0.27,39.28,7.03,2.17,0.38,1177.0,1489.0,79.0,18880.0,5275.0,583.0,654.0,89.1,508.0,640.0,79.4,61.0,128.0,47.7,0.15,0.13,0.14,0.02,0.99,2.7,1.52,0.42,3.65,0.19,0.04,0.0,0.0,0.1,-0.5,-0.5
2041,2419,David Silva,es ESP,MF,Real Sociedad,es La Liga,34,1986,21,17,1399,15.5,0.13,0.45,0.13,0.45,0.16,0.37,0.16,0.37,47.0,31.0,66.0,16.0,34.0,65.1,0.65,4.97,35.23,25.87,3.42,65.1,3.03,2.0,1.03,39.61,245.29,114.84,3.35,2.9,0.77,1.1,1.03,49.1,4.9,4.51,0.84,720.0,866.0,83.1,11406.0,2961.0,385.0,433.0,88.9,234.0,276.0,84.8,72.0,87.0,82.8,0.32,0.21,0.23,0.11,1.81,5.1,2.97,0.06,9.1,1.29,0.19,0.1,0.67,0.12,-0.4,-0.4
2042,2420,Fábio Silva,pt POR,FW,Wolves,eng Premier League,18,2002,32,11,1369,15.2,0.26,0.46,0.2,0.39,0.35,0.41,0.29,0.36,21.0,7.0,33.3,14.0,66.7,33.36,0.59,2.83,15.26,15.33,5.13,33.29,1.38,0.46,0.92,17.5,78.88,34.34,0.92,0.53,0.33,2.96,1.38,23.88,4.87,1.91,0.2,237.0,330.0,71.8,2728.0,325.0,153.0,190.0,80.5,52.0,77.0,67.5,5.0,14.0,35.7,0.2,0.07,0.03,0.13,0.72,0.46,0.33,0.0,1.12,3.09,1.05,0.06,0.19,0.1,-1.3,-1.5
2043,2421,Florent da Silva,fr FRA,FW,Lyon,fr Ligue 1,17,2003,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,,,,inf,,inf,,,,inf,inf,inf,,inf,,,,inf,,0.0,0.0,1.0,1.0,100.0,8.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2044,2422,Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,29,1991,4,4,355,3.9,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,5.0,2.0,40.0,3.0,60.0,67.18,2.31,18.72,38.21,10.26,0.26,67.18,1.28,0.51,0.77,37.95,135.64,59.74,1.03,0.51,0.0,0.51,0.26,39.49,4.36,1.77,0.0,185.0,227.0,81.5,3146.0,960.0,91.0,99.0,91.9,75.0,91.0,82.4,14.0,24.0,58.3,0.0,0.05,0.08,-0.05,0.77,4.1,1.28,1.28,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2045,2423,Gastón Silva,uy URU,DF,Huesca,es La Liga,26,1994,12,6,600,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.15,5.07,26.87,31.34,2.24,0.3,60.15,0.0,0.0,0.0,33.88,196.72,136.12,1.94,0.3,0.0,0.3,0.3,38.96,0.15,0.9,0.0,290.0,347.0,83.6,5574.0,2235.0,101.0,111.0,91.0,151.0,173.0,87.3,29.0,49.0,59.2,0.0,0.0,0.01,0.0,0.15,4.03,0.15,0.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2046,2425,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,35,1984,23,23,1935,21.5,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.09,3.0,2.0,66.7,1.0,33.3,99.35,11.3,43.44,53.53,2.47,0.88,99.35,0.14,0.09,0.05,63.91,354.6,221.26,0.28,0.6,0.0,0.37,0.09,76.0,0.05,1.16,0.05,1809.0,1952.0,92.7,34651.0,13251.0,615.0,647.0,95.1,997.0,1035.0,96.3,176.0,233.0,75.5,0.0,0.01,0.02,-0.01,0.23,4.98,0.37,0.0,3.81,0.6,0.19,0.15,0.5,0.13,0.3,0.3
2047,2427,Mohamed Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,20,2000,19,19,1615,17.9,0.06,0.11,0.06,0.11,0.07,0.12,0.07,0.12,13.0,10.0,76.9,3.0,23.1,56.82,4.8,23.41,28.88,5.7,1.4,56.82,0.73,0.56,0.17,35.75,199.05,114.13,1.01,0.73,0.22,0.67,0.56,34.92,1.17,1.0,0.17,699.0,851.0,82.1,14910.0,5172.0,223.0,254.0,87.8,343.0,385.0,89.1,127.0,190.0,66.8,0.06,0.05,0.05,0.01,0.22,3.69,0.56,0.06,4.08,0.78,0.22,0.07,0.25,0.1,-0.3,-0.3
