,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per_90,Pass_Dead_Shot_per_90,Take_Ons_Shot_per_90,Shot-Shot_per_90,Fouls_drawn_Shot_per_90,Defensive_Shot_per_90,Pass_Live_Goal_per_90,Pass_Dead_Goal_per_90,Take_Ons_Goal_per_90,Shot_Goal_per_90,Fouls_Drawn_Goal_per_90,Defensive_Goal_per_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Passes_Attempted_per_90,Live_Ball_Passes_per_90,Dead_Ball_Passes_per_90,Free_Kick_Passes_per_90,Through_Balls_per_90,Switches_per_90,Crosses_per_90,Throw_Ins_Taken_per_90,Corner_Kicks_per_90,In_Corner_Kicks_per_90,Out_Corner_Kicks_per_90,Str_Corner_Kicks_per_90,Passes_Cmp_per_90,Passes_Off_per_90,Passes_Blocked_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net,Percentage_of_Aerials_Won,Yellow_Cards_per_90,Red_Cards_per_90,Second_Yellow_Card_per_90,Fouls_Committed_per_90,Fouls_Drawn_per_90,Offsides_per_90,Interceptions_per_90,Tackles_Won_per_90,Penalty_Kicks_Won_per_90,Penalty_Kicks_Conceded_per_90,Ball_Recoveries_per_90,Aerials_Won_per_90,Aerials_Lost_per_90,Tackles_per_90,Tackles_Def_3rd_per_90,Tackles_Mid_3rd_per_90,Tackles_Att_3rd_per_90,Dribblers_Tackled_per_90,Dribblers_Challenged_per_90,Dribblers_Tackle_Lost_per_90,Blocks_per_90,Shots_Blocked_per_90,Tackles+Interceptions_per_90,Clearances_per_90,Errors_Shots_per_90,Dribblers_Tackle_W%,Seasons at top 5,Seasons in PL,Seasons in Liga,Seasons in Serie A,Seasons in Ligue 1,Seasons in Bundesliga
595,714,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,26.0,1998.0,17,14,1179,13.1,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,10.0,6.0,60.0,3.0,30.0,52.67,3.89,17.1,30.69,5.42,0.15,52.67,0.76,0.46,0.23,29.47,130.46,50.08,0.76,0.53,0.08,1.37,0.53,30.53,0.69,1.07,0.08,0.69,0.0,0.08,0.15,0.15,0.0,0.08,0.0,0.0,0.0,0.0,0.0,471.0,543.0,86.7,8542.0,2065.0,193.0,208.0,92.8,231.0,251.0,92.0,42.0,70.0,60.0,0.0,0.0,0.02,0.0,0.08,2.67,0.08,0.08,3.05,41.45,39.39,1.83,1.68,0.15,0.31,0.15,0.0,0.0,0.0,0.0,0.0,35.95,0.23,0.23,0.92,0.0,0.0,0.0,0.05,-0.6,-0.6,33.3,0.38,0.0,0.0,1.37,1.83,0.0,1.15,1.6,0.0,0.15,7.71,0.69,1.37,2.21,0.84,1.37,0.0,0.84,2.14,1.3,1.07,0.69,3.36,1.76,0.0,39.3,1,0,0,0,0,1
597,716,Alberto Dossena,it ITA,DF,Cagliari,it Serie A,25.0,1998.0,27,25,2272,25.2,0.08,0.2,0.08,0.2,0.08,0.16,0.08,0.16,5.0,3.0,60.0,2.0,40.0,54.52,9.01,30.2,23.1,1.63,1.03,54.52,0.2,0.12,0.08,25.16,117.58,66.83,0.16,0.16,0.0,0.6,0.36,27.42,0.08,0.83,0.12,0.63,0.0,0.0,0.12,0.0,0.08,0.12,0.0,0.0,0.0,0.0,0.0,844.0,1036.0,81.5,17808.0,5994.0,234.0,269.0,87.0,477.0,540.0,88.3,126.0,205.0,61.5,0.12,0.08,0.04,0.04,0.36,2.06,0.12,0.0,2.74,41.11,39.72,1.35,1.23,0.12,0.44,0.04,0.08,0.0,0.0,0.0,0.0,33.49,0.04,0.32,0.71,0.2,0.11,0.4,0.11,0.0,0.0,59.6,0.16,0.0,0.0,1.11,1.19,0.0,1.43,1.23,0.0,0.0,6.31,3.21,2.18,1.9,1.47,0.44,0.0,1.15,1.79,0.63,1.71,0.99,3.33,5.32,0.08,64.4,1,0,0,1,0,0
604,723,Alfie Doughty,eng ENG,DF,Luton Town,eng Premier League,24.0,1999.0,25,22,1905,21.2,0.05,0.33,0.05,0.33,0.04,0.25,0.04,0.25,45.0,23.0,51.1,17.0,37.8,62.78,2.41,15.71,20.52,27.55,2.64,62.78,2.12,1.08,0.8,27.55,176.23,89.67,3.11,1.65,1.08,1.46,0.47,30.05,5.33,4.01,0.57,1.84,1.79,0.14,0.19,0.05,0.0,0.19,0.24,0.05,0.09,0.0,0.0,740.0,1127.0,65.7,13994.0,5446.0,336.0,388.0,86.6,270.0,365.0,74.0,114.0,292.0,39.0,0.28,0.2,0.17,0.08,2.5,2.45,1.18,0.61,3.44,53.16,37.31,15.61,2.55,0.0,0.38,10.85,8.16,4.91,2.31,2.36,0.24,34.91,0.24,2.17,0.94,0.14,0.05,0.33,0.05,0.1,0.1,66.7,0.14,0.0,0.0,0.9,0.19,0.52,0.9,1.13,0.0,0.0,5.85,0.94,0.47,1.89,0.9,0.57,0.42,1.04,2.45,1.42,1.18,0.05,2.78,1.37,0.05,42.3,1,1,0,0,0,0
605,724,Douglas,br BRA,MF,Nantes,fr Ligue 1,27.0,1997.0,19,18,1466,16.3,0.0,0.0,0.0,0.0,0.06,0.13,0.06,0.13,6.0,1.0,16.7,3.0,50.0,65.77,3.13,16.63,39.63,10.18,0.74,65.77,0.37,0.06,0.18,46.69,224.29,93.31,0.67,0.86,0.06,0.8,0.31,42.15,0.8,2.09,0.12,1.47,0.31,0.0,0.06,0.18,0.06,0.12,0.0,0.0,0.0,0.0,0.0,771.0,893.0,86.3,13237.0,3821.0,338.0,374.0,90.4,337.0,374.0,90.1,68.0,102.0,66.7,0.0,0.07,0.09,-0.07,0.98,4.54,0.55,0.0,5.77,54.79,52.27,2.45,1.66,0.25,0.37,1.1,0.12,0.67,0.49,0.12,0.0,47.3,0.06,0.55,0.86,0.25,0.0,0.0,0.08,-1.1,-1.1,30.8,0.37,0.0,0.0,2.64,1.29,0.0,1.47,2.39,0.0,0.06,6.69,0.49,1.1,3.93,1.96,1.6,0.37,1.6,3.07,1.47,1.29,0.43,5.4,1.29,0.0,52.0,1,0,0,0,1,0
609,728,Artem Dovbyk,ua UKR,FW,Girona,es La Liga,26.0,1997.0,25,21,1655,18.4,0.76,1.03,0.6,0.87,0.63,0.83,0.5,0.7,15.0,11.0,73.3,4.0,26.7,21.58,0.98,1.74,7.55,12.34,6.25,21.41,0.82,0.6,0.22,12.72,48.8,14.57,0.43,0.27,0.33,1.85,1.63,17.07,4.08,2.12,0.38,1.52,0.0,0.16,0.33,0.11,0.0,0.33,0.0,0.0,0.05,0.0,0.0,180.0,256.0,70.3,2057.0,286.0,121.0,152.0,79.6,35.0,54.0,64.8,4.0,5.0,80.0,0.27,0.2,0.14,0.07,1.03,0.11,0.43,0.0,0.82,13.91,12.55,1.09,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,9.78,0.27,0.54,2.72,1.2,0.22,0.5,0.18,2.5,1.9,46.7,0.05,0.0,0.0,0.98,0.43,0.87,0.0,0.11,0.0,0.0,0.87,1.52,1.74,0.16,0.11,0.0,0.05,0.0,0.05,0.05,0.38,0.05,0.16,0.82,0.0,0.0,1,0,1,0,0,0
615,736,Rubén Duarte,es ESP,DF,Alavés,es La Liga,28.0,1995.0,22,16,1436,16.0,0.13,0.13,0.13,0.13,0.04,0.11,0.04,0.11,5.0,3.0,60.0,1.0,20.0,50.81,4.38,20.19,21.31,9.75,0.69,50.81,0.31,0.19,0.06,20.25,100.19,51.62,0.88,0.75,0.12,0.56,0.25,24.06,1.88,1.44,0.0,0.94,0.31,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,657.0,69.1,8693.0,4058.0,188.0,216.0,87.0,203.0,273.0,74.4,58.0,144.0,40.3,0.0,0.07,0.06,-0.07,0.75,3.0,0.69,0.5,3.88,41.06,33.31,7.38,2.19,0.0,0.38,3.5,5.19,0.0,0.0,0.0,0.0,28.38,0.38,0.31,0.81,0.25,0.15,0.5,0.05,1.4,1.4,42.9,0.31,0.0,0.0,1.5,1.38,0.0,1.25,1.19,0.0,0.0,5.12,1.12,1.5,2.0,1.0,0.88,0.12,0.94,1.38,0.44,1.06,0.31,3.25,3.25,0.0,68.2,1,0,1,0,0,0
627,749,Aron Dønnum,no NOR,"FW,MF",Toulouse,fr Ligue 1,25.0,1998.0,20,15,1264,14.0,0.0,0.07,0.0,0.07,0.06,0.21,0.06,0.21,59.0,25.0,42.4,27.0,45.8,45.57,1.21,6.57,19.64,20.14,2.71,45.57,4.21,1.79,1.93,34.79,252.14,117.21,4.0,2.07,1.21,2.29,1.14,32.93,6.86,3.35,0.21,1.86,0.29,0.21,0.43,0.43,0.14,0.14,0.0,0.0,0.0,0.07,0.0,356.0,473.0,75.3,6189.0,1832.0,171.0,205.0,83.4,136.0,172.0,79.1,40.0,66.0,60.6,0.07,0.15,0.2,-0.08,1.57,2.0,1.43,0.14,4.0,33.79,32.14,1.57,0.36,0.29,0.71,1.93,0.64,0.57,0.14,0.36,0.0,25.43,0.07,1.0,1.28,0.64,0.0,0.0,0.05,-0.9,-0.9,35.3,0.5,0.0,0.0,1.71,2.14,0.21,0.57,0.57,0.07,0.0,4.36,0.43,0.79,0.93,0.14,0.5,0.29,0.36,1.36,1.0,0.79,0.0,1.5,1.07,0.07,26.3,1,0,0,0,1,0
629,751,Festy Ebosele,ie IRL,DF,Udinese,it Serie A,21.0,2002.0,26,20,1584,17.6,0.0,0.0,0.0,0.0,0.04,0.15,0.04,0.15,99.0,45.0,45.5,34.0,34.3,36.36,1.93,8.64,12.56,16.19,2.5,36.36,5.62,2.56,1.93,21.19,194.72,98.47,3.58,2.27,1.59,3.01,1.76,20.68,5.17,2.95,0.23,1.65,0.06,0.51,0.11,0.62,0.0,0.0,0.0,0.06,0.0,0.17,0.0,250.0,375.0,66.7,4167.0,1480.0,124.0,161.0,77.0,88.0,132.0,66.7,26.0,47.0,55.3,0.0,0.1,0.09,-0.1,0.85,1.08,0.57,0.28,1.76,21.31,18.24,3.01,0.11,0.06,0.23,2.27,2.9,0.0,0.0,0.0,0.0,14.2,0.06,1.08,0.8,0.28,0.0,0.0,0.05,-0.7,-0.7,46.4,0.34,0.06,0.06,1.53,2.33,0.06,0.4,1.14,0.06,0.17,3.69,0.74,0.85,1.82,1.25,0.51,0.06,1.14,1.93,0.8,1.65,0.06,2.22,1.53,0.0,58.8,1,0,0,1,0,0
641,766,Anthony Elanga,se SWE,FW,Nott'ham Forest,eng Premier League,21.0,2002.0,26,19,1813,20.1,0.25,0.6,0.25,0.6,0.29,0.57,0.29,0.57,55.0,19.0,34.5,30.0,54.5,37.31,0.85,6.37,12.39,19.15,4.93,37.31,2.74,0.95,1.49,22.54,176.67,95.07,3.73,2.04,1.69,2.69,0.85,26.47,7.66,2.28,0.45,1.64,0.0,0.2,0.3,0.1,0.05,0.4,0.0,0.0,0.0,0.0,0.05,333.0,501.0,66.5,4424.0,1036.0,211.0,271.0,77.9,96.0,148.0,64.9,9.0,17.0,52.9,0.35,0.28,0.15,0.07,1.19,0.8,0.9,0.2,1.64,24.93,24.33,0.5,0.0,0.2,0.05,2.24,0.15,0.0,0.0,0.0,0.0,16.57,0.1,1.59,2.23,0.99,0.11,0.25,0.13,-0.9,-0.9,32.6,0.05,0.0,0.0,0.3,0.95,0.9,0.35,0.85,0.0,0.0,3.53,0.75,1.54,1.39,0.8,0.3,0.3,0.7,1.39,0.7,1.0,0.1,1.74,0.75,0.05,50.0,1,1,0,0,0,0
648,775,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,21.0,2003.0,20,16,1456,16.2,0.31,0.37,0.31,0.37,0.39,0.41,0.39,0.41,26.0,8.0,30.8,16.0,61.5,22.16,1.3,2.16,10.19,10.31,3.83,22.16,1.6,0.49,0.99,15.12,89.94,26.54,1.23,0.93,0.62,2.16,1.54,15.31,4.69,1.11,0.12,0.62,0.0,0.19,0.06,0.25,0.0,0.06,0.0,0.0,0.0,0.06,0.0,146.0,201.0,72.6,1914.0,287.0,76.0,110.0,69.1,54.0,67.0,80.6,1.0,3.0,33.3,0.06,0.02,0.01,0.04,0.43,0.37,0.06,0.0,0.49,12.41,11.67,0.74,0.06,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,9.01,0.0,0.56,1.92,0.8,0.16,0.38,0.2,-1.3,-1.3,35.2,0.19,0.0,0.0,1.05,1.05,0.56,0.12,0.25,0.06,0.0,2.1,1.54,2.84,0.43,0.12,0.19,0.12,0.25,0.49,0.25,0.49,0.12,0.56,1.17,0.0,50.0,1,0,0,0,1,0
663,792,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,25.0,1998.0,17,14,1226,13.6,0.44,0.51,0.37,0.44,0.36,0.53,0.3,0.47,83.0,43.0,51.8,36.0,43.4,53.82,0.59,5.37,20.88,28.68,4.34,53.75,6.1,3.16,2.65,33.6,206.03,93.31,2.87,2.87,1.62,2.94,1.91,36.1,5.07,4.69,0.29,1.69,1.54,0.29,0.51,0.59,0.07,0.15,0.0,0.0,0.0,0.15,0.0,395.0,519.0,76.1,6418.0,1800.0,193.0,224.0,86.2,152.0,181.0,84.0,37.0,82.0,45.1,0.07,0.17,0.18,-0.1,2.43,2.06,1.62,0.07,4.04,38.16,30.66,7.28,2.65,0.29,0.15,5.15,0.37,3.31,1.47,1.1,0.22,29.04,0.22,0.74,3.52,1.39,0.1,0.26,0.09,1.1,0.9,34.8,0.15,0.0,0.0,1.32,2.21,0.15,0.44,0.66,0.07,0.07,5.59,0.59,1.1,1.69,0.07,0.81,0.81,0.74,1.54,0.81,0.81,0.07,2.13,0.29,0.0,47.6,1,1,0,0,0,0
675,814,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,26.0,1997.0,23,23,2021,22.5,0.09,0.09,0.09,0.09,0.05,0.07,0.05,0.07,6.0,5.0,83.3,1.0,16.7,64.13,9.29,33.82,27.87,2.76,1.42,64.13,0.27,0.22,0.04,35.51,172.31,87.2,0.8,0.31,0.04,0.49,0.13,38.49,0.18,0.53,0.0,0.36,0.04,0.0,0.0,0.04,0.09,0.0,0.0,0.0,0.0,0.0,0.0,977.0,1192.0,82.0,18272.0,6839.0,358.0,406.0,88.2,522.0,582.0,89.7,86.0,179.0,48.0,0.0,0.02,0.05,-0.02,0.22,2.76,0.13,0.0,3.11,52.98,49.64,3.2,1.29,0.0,0.36,0.09,0.13,0.0,0.0,0.0,0.0,43.42,0.13,0.22,0.4,0.13,0.22,0.67,0.14,0.8,0.8,58.8,0.18,0.04,0.04,0.89,0.71,0.0,1.6,0.53,0.04,0.0,5.2,3.11,2.18,1.07,0.53,0.4,0.13,0.4,0.76,0.36,0.84,0.58,2.67,5.69,0.04,52.9,1,0,0,0,0,1
687,830,João Ferreira,pt POR,DF,Udinese,it Serie A,22.0,2001.0,24,14,1392,15.5,0.0,0.06,0.0,0.06,0.01,0.06,0.01,0.06,25.0,15.0,60.0,8.0,32.0,54.0,5.42,22.77,24.77,7.16,0.52,54.0,1.61,0.97,0.52,26.32,141.29,79.87,0.97,1.16,0.13,1.1,0.45,26.52,2.45,1.81,0.13,1.23,0.26,0.0,0.0,0.06,0.26,0.06,0.06,0.0,0.0,0.0,0.0,502.0,655.0,76.6,9238.0,4097.0,222.0,258.0,86.0,198.0,244.0,81.1,67.0,118.0,56.8,0.06,0.06,0.05,0.01,0.65,3.35,0.58,0.39,3.1,42.26,34.71,7.48,1.29,0.06,0.65,1.03,6.19,0.0,0.0,0.0,0.0,32.39,0.06,0.71,0.19,0.0,0.0,0.0,0.04,-0.1,-0.1,54.2,0.52,0.0,0.0,1.68,0.58,0.13,1.48,2.0,0.06,0.06,5.1,0.84,0.71,2.71,1.87,0.71,0.13,1.55,2.52,0.97,1.29,0.32,4.19,3.94,0.0,61.5,1,0,0,1,0,0
692,835,Max Finkgräfe,de GER,DF,Köln,de Bundesliga,19.0,2004.0,15,10,994,11.0,0.09,0.09,0.09,0.09,0.07,0.13,0.07,0.13,40.0,24.0,60.0,15.0,37.5,60.64,3.45,19.09,27.82,15.73,1.55,60.64,3.64,2.18,1.36,27.55,203.0,105.55,2.64,1.82,0.73,1.73,1.27,27.18,2.82,1.72,0.0,1.09,0.27,0.09,0.0,0.09,0.18,0.0,0.0,0.0,0.0,0.0,0.0,367.0,504.0,72.8,6051.0,2121.0,181.0,220.0,82.3,162.0,208.0,77.9,20.0,53.0,37.7,0.0,0.05,0.05,-0.05,0.91,2.18,0.55,0.27,2.09,45.82,35.55,10.27,1.18,0.09,0.18,2.73,8.82,0.27,0.09,0.09,0.0,33.36,0.0,2.0,0.63,0.27,0.14,0.33,0.12,0.2,0.2,46.9,0.09,0.0,0.0,0.82,0.64,0.0,1.27,2.0,0.0,0.0,6.45,1.36,1.55,3.55,2.18,1.36,0.0,2.09,4.18,2.09,2.18,0.36,4.82,2.36,0.0,50.0,1,0,0,0,0,1
695,839,Alessandro Florenzi,it ITA,DF,Milan,it Serie A,32.0,1991.0,24,13,1200,13.3,0.0,0.15,0.0,0.15,0.05,0.18,0.05,0.18,7.0,0.0,0.0,6.0,85.7,75.11,3.38,20.83,37.59,16.99,0.83,75.11,0.53,0.0,0.45,42.33,219.55,119.92,1.43,1.5,0.08,0.98,0.3,47.67,2.71,3.82,0.22,2.56,0.83,0.0,0.3,0.08,0.08,0.15,0.08,0.0,0.0,0.0,0.0,726.0,881.0,82.4,13163.0,4430.0,305.0,324.0,94.1,323.0,370.0,87.3,82.0,153.0,53.6,0.15,0.13,0.14,0.02,1.88,4.66,0.9,0.45,5.26,66.24,55.26,10.83,2.56,0.0,0.98,5.19,6.09,2.18,1.2,0.75,0.0,54.59,0.15,0.83,1.42,0.45,0.0,0.0,0.04,-0.7,-0.7,30.0,0.38,0.0,0.0,0.75,0.53,0.08,1.13,1.28,0.0,0.0,5.04,0.45,1.05,2.63,1.58,0.75,0.3,1.5,3.08,1.58,0.98,0.53,3.76,1.35,0.08,48.8,1,0,0,1,0,0
699,844,Jonas Föhrenbach,de GER,DF,Heidenheim,de Bundesliga,28.0,1996.0,23,22,1971,21.9,0.0,0.0,0.0,0.0,0.02,0.05,0.02,0.05,17.0,3.0,17.6,13.0,76.5,54.89,3.93,20.18,23.74,11.55,0.68,54.89,0.78,0.14,0.59,24.57,124.98,74.7,1.42,1.14,0.0,0.68,0.41,27.35,2.33,1.51,0.14,1.19,0.18,0.05,0.05,0.05,0.0,0.09,0.05,0.0,0.0,0.0,0.0,733.0,1025.0,71.5,14326.0,6446.0,265.0,323.0,82.0,368.0,473.0,77.8,92.0,180.0,51.1,0.0,0.03,0.05,-0.03,0.55,2.28,0.78,0.37,3.01,46.8,36.71,9.91,0.55,0.0,0.5,2.47,9.32,0.05,0.05,0.0,0.0,33.47,0.18,1.19,0.41,0.0,0.0,0.0,0.04,-0.3,-0.3,60.5,0.09,0.0,0.0,0.55,0.37,0.05,0.91,0.87,0.0,0.0,5.07,1.05,0.68,1.37,0.82,0.37,0.18,0.64,1.32,0.68,1.19,0.73,2.28,2.1,0.0,48.3,1,0,0,0,0,1
701,846,Michael Folorunsho,ng NGA,"MF,FW",Hellas Verona,it Serie A,26.0,1998.0,25,25,2108,23.4,0.13,0.17,0.13,0.17,0.09,0.13,0.09,0.13,53.0,19.0,35.8,30.0,56.6,38.89,2.22,8.08,20.43,11.32,1.54,38.89,2.26,0.81,1.28,21.88,137.18,61.2,1.92,1.28,0.21,1.84,1.28,22.95,3.46,1.41,0.09,0.98,0.0,0.17,0.04,0.21,0.0,0.0,0.0,0.09,0.0,0.0,0.0,385.0,607.0,63.4,6647.0,1645.0,175.0,239.0,73.2,153.0,215.0,71.2,41.0,91.0,45.1,0.04,0.05,0.03,-0.0,0.6,1.15,0.3,0.17,1.75,25.94,24.91,0.9,0.51,0.04,0.43,1.92,0.38,0.0,0.0,0.0,0.0,16.45,0.13,0.85,1.41,0.43,0.09,0.3,0.06,1.0,1.0,46.6,0.17,0.0,0.0,1.5,2.39,0.3,0.73,1.03,0.04,0.0,5.17,2.05,2.35,1.71,0.73,0.68,0.3,0.73,2.14,1.41,1.62,0.43,2.44,1.41,0.09,34.0,1,0,0,1,0,0
707,854,Lyle Foster,za RSA,FW,Burnley,eng Premier League,23.0,2000.0,14,13,1128,12.5,0.32,0.56,0.32,0.56,0.16,0.27,0.16,0.27,20.0,10.0,50.0,8.0,40.0,31.84,2.0,4.48,14.56,13.28,3.52,31.84,1.6,0.8,0.64,17.84,116.32,60.0,2.56,1.52,1.6,3.2,1.68,21.52,4.0,1.68,0.32,1.44,0.0,0.08,0.08,0.08,0.0,0.32,0.0,0.0,0.0,0.0,0.0,167.0,254.0,65.7,2439.0,375.0,100.0,141.0,70.9,51.0,70.0,72.9,9.0,14.0,64.3,0.24,0.1,0.05,0.14,0.8,0.8,0.32,0.0,1.28,20.32,18.8,1.36,0.08,0.08,0.32,0.24,0.08,0.0,0.0,0.0,0.0,13.36,0.16,0.72,1.6,0.72,0.2,0.44,0.1,2.0,2.0,29.7,0.0,0.08,0.0,1.36,0.72,0.96,0.16,0.56,0.0,0.0,3.04,2.64,6.24,1.2,0.24,0.4,0.56,0.32,0.96,0.64,0.88,0.24,1.36,1.52,0.0,33.3,1,1,0,0,0,0
711,858,Bartol Franjić,hr CRO,MF,Darmstadt 98,de Bundesliga,24.0,2000.0,17,11,978,10.9,0.0,0.09,0.0,0.09,0.02,0.04,0.02,0.04,10.0,5.0,50.0,5.0,50.0,51.01,2.94,13.58,31.65,6.33,0.55,51.01,0.92,0.46,0.46,25.23,134.86,64.22,1.01,0.73,0.09,1.1,0.55,31.47,1.19,1.29,0.18,1.1,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,377.0,449.0,84.0,6572.0,1402.0,169.0,199.0,84.9,167.0,184.0,90.8,34.0,45.0,75.6,0.09,0.02,0.03,0.07,0.18,3.12,0.18,0.09,3.67,41.19,39.91,1.28,1.1,0.0,0.09,0.37,0.18,0.0,0.0,0.0,0.0,34.59,0.0,0.83,0.28,0.0,0.0,0.0,0.08,-0.2,-0.2,43.8,0.28,0.0,0.0,1.56,0.18,0.0,2.39,0.83,0.0,0.0,4.77,1.28,1.65,1.01,0.18,0.73,0.09,0.46,1.65,1.19,0.83,0.18,3.39,2.02,0.09,27.8,1,0,0,0,0,1
716,863,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,22.0,2001.0,26,25,2225,24.7,0.04,0.2,0.04,0.2,0.05,0.09,0.05,0.09,19.0,12.0,63.2,6.0,31.6,47.65,1.9,11.3,26.19,10.61,1.34,47.65,0.77,0.49,0.24,21.5,108.87,46.52,1.21,0.61,0.12,1.5,0.4,24.17,2.11,1.82,0.2,1.38,0.0,0.04,0.12,0.2,0.08,0.16,0.0,0.0,0.04,0.0,0.0,683.0,871.0,78.4,9986.0,2648.0,391.0,452.0,86.5,223.0,278.0,80.2,33.0,61.0,54.1,0.16,0.04,0.05,0.13,0.45,2.11,0.53,0.04,3.48,35.26,33.97,1.26,0.24,0.04,0.16,0.4,0.77,0.0,0.0,0.0,0.0,27.65,0.04,0.97,0.81,0.12,0.05,0.33,0.06,-0.2,-0.2,57.5,0.24,0.0,0.0,1.58,1.13,0.04,1.3,2.06,0.0,0.04,6.07,0.93,0.69,3.97,1.3,2.15,0.53,1.78,2.71,0.93,1.58,0.32,5.26,1.13,0.04,65.7,1,0,0,1,0,0
718,865,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,25.0,1998.0,18,18,1567,17.4,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,6.0,5.0,83.3,1.0,16.7,58.56,9.25,33.91,23.91,1.61,0.17,58.56,0.34,0.29,0.06,31.84,155.0,75.69,0.06,0.29,0.0,0.57,0.17,33.39,0.11,0.23,0.06,0.23,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,678.0,800.0,84.8,13985.0,4665.0,191.0,211.0,90.5,395.0,422.0,93.6,89.0,149.0,59.7,0.0,0.01,0.02,-0.01,0.06,2.18,0.23,0.06,2.82,45.98,43.79,1.9,1.55,0.0,0.11,0.17,0.29,0.0,0.0,0.0,0.0,38.97,0.29,0.29,0.29,0.0,0.0,0.0,0.02,-0.1,-0.1,53.6,0.23,0.0,0.0,1.21,0.63,0.0,1.38,1.32,0.0,0.0,6.15,1.72,1.49,2.07,1.38,0.69,0.0,1.61,2.18,0.57,2.18,1.38,3.45,5.46,0.0,73.7,1,0,0,0,0,1
725,878,Roberto Gagliardini,it ITA,"MF,DF",Monza,it Serie A,29.0,1994.0,25,24,1921,21.3,0.05,0.14,0.05,0.14,0.12,0.19,0.12,0.19,16.0,8.0,50.0,6.0,37.5,68.22,3.8,17.18,39.44,12.54,1.6,68.22,0.75,0.38,0.28,41.31,239.34,120.19,1.64,1.46,0.09,0.99,0.47,47.09,1.22,2.2,0.09,1.92,0.09,0.0,0.05,0.14,0.0,0.09,0.0,0.0,0.0,0.0,0.0,1107.0,1223.0,90.5,19535.0,4573.0,468.0,502.0,93.2,537.0,572.0,93.9,82.0,108.0,75.9,0.09,0.07,0.09,0.02,0.85,4.51,0.38,0.0,4.84,57.42,55.26,2.07,1.6,0.09,0.61,0.19,0.33,0.14,0.0,0.0,0.0,51.97,0.09,0.38,1.45,0.37,0.03,0.13,0.08,-1.6,-1.6,53.7,0.19,0.0,0.0,1.03,0.85,0.05,1.31,1.22,0.0,0.05,5.77,1.69,1.46,2.35,1.03,0.99,0.33,1.17,1.83,0.66,1.17,0.33,3.66,1.5,0.0,64.1,1,0,0,1,0,0
