,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per_90,Pass_Dead_Shot_per_90,Take_Ons_Shot_per_90,Shot-Shot_per_90,Fouls_drawn_Shot_per_90,Defensive_Shot_per_90,Pass_Live_Goal_per_90,Pass_Dead_Goal_per_90,Take_Ons_Goal_per_90,Shot_Goal_per_90,Fouls_Drawn_Goal_per_90,Defensive_Goal_per_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Passes_Attempted_per_90,Live_Ball_Passes_per_90,Dead_Ball_Passes_per_90,Free_Kick_Passes_per_90,Through_Balls_per_90,Switches_per_90,Crosses_per_90,Throw_Ins_Taken_per_90,Corner_Kicks_per_90,In_Corner_Kicks_per_90,Out_Corner_Kicks_per_90,Str_Corner_Kicks_per_90,Passes_Cmp_per_90,Passes_Off_per_90,Passes_Blocked_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net,Percentage_of_Aerials_Won,Yellow_Cards_per_90,Red_Cards_per_90,Second_Yellow_Card_per_90,Fouls_Committed_per_90,Fouls_Drawn_per_90,Offsides_per_90,Interceptions_per_90,Tackles_Won_per_90,Penalty_Kicks_Won_per_90,Penalty_Kicks_Conceded_per_90,Ball_Recoveries_per_90,Aerials_Won_per_90,Aerials_Lost_per_90,Tackles_per_90,Tackles_Def_3rd_per_90,Tackles_Mid_3rd_per_90,Tackles_Att_3rd_per_90,Dribblers_Tackled_per_90,Dribblers_Challenged_per_90,Dribblers_Tackle_Lost_per_90,Blocks_per_90,Shots_Blocked_per_90,Tackles+Interceptions_per_90,Clearances_per_90,Errors_Shots_per_90,Dribblers_Tackle_W%,Seasons at top 5,Seasons in PL,Seasons in Liga,Seasons in Serie A,Seasons in Ligue 1,Seasons in Bundesliga
1989,2376,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,30.0,1993.0,18,13,1096,12.2,0.08,0.25,0.08,0.25,0.02,0.25,0.02,0.25,33.0,14.0,42.4,15.0,45.5,63.52,1.8,14.92,27.21,22.05,2.7,63.52,2.7,1.15,1.23,39.51,368.2,208.28,7.38,4.43,1.64,1.07,0.16,42.38,4.84,3.13,0.33,2.7,0.08,0.25,0.08,0.0,0.0,0.25,0.0,0.08,0.0,0.0,0.0,534.0,690.0,77.4,9264.0,2432.0,242.0,270.0,89.6,243.0,302.0,80.5,42.0,84.0,50.0,0.16,0.23,0.22,-0.07,1.97,2.05,3.03,1.31,3.2,56.56,48.11,8.03,0.33,0.25,0.41,5.74,7.7,0.0,0.0,0.0,0.0,43.77,0.41,1.07,0.66,0.25,0.13,0.33,0.03,0.8,0.8,60.0,0.0,0.0,0.0,0.66,0.33,0.08,0.25,0.33,0.0,0.0,5.33,0.49,0.33,0.9,0.57,0.33,0.0,0.49,1.15,0.66,0.49,0.16,1.15,0.98,0.0,42.9,1,0,0,1,0,0
1993,2383,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,28.0,1995.0,20,20,1705,18.9,0.05,0.05,0.05,0.05,0.07,0.08,0.07,0.08,1.0,0.0,0.0,1.0,100.0,51.8,9.84,32.43,18.15,1.43,0.9,51.8,0.05,0.0,0.05,23.23,94.87,43.02,0.26,0.11,0.05,0.16,0.0,25.29,0.05,0.26,0.05,0.26,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,645.0,750.0,86.0,11913.0,4364.0,233.0,260.0,89.6,367.0,402.0,91.3,40.0,72.0,55.6,0.0,0.01,0.01,-0.01,0.11,1.53,0.05,0.0,1.75,39.68,38.78,0.79,0.74,0.0,0.11,0.05,0.05,0.0,0.0,0.0,0.0,34.13,0.11,0.11,0.63,0.26,0.08,0.2,0.12,-0.4,-0.4,69.0,0.11,0.0,0.0,0.58,0.48,0.0,1.16,1.16,0.0,0.05,5.93,3.07,1.38,1.32,1.06,0.21,0.05,0.63,1.06,0.42,1.38,1.16,2.49,6.77,0.11,60.0,1,0,1,0,0,0
1995,2386,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,27.0,1996.0,17,14,979,10.9,0.0,0.46,0.0,0.46,0.03,0.31,0.03,0.31,7.0,5.0,71.4,2.0,28.6,78.62,3.67,17.89,41.19,20.0,0.37,78.62,0.64,0.46,0.18,40.55,202.39,106.61,2.94,2.48,0.09,1.19,0.55,49.27,3.94,2.86,0.83,2.48,0.0,0.09,0.09,0.18,0.0,0.73,0.0,0.09,0.0,0.0,0.0,645.0,749.0,86.1,12208.0,3503.0,277.0,302.0,91.7,260.0,293.0,88.7,96.0,124.0,77.4,0.46,0.28,0.19,0.17,1.19,5.41,2.11,0.64,7.16,68.72,57.25,11.28,2.11,0.18,1.56,2.02,9.17,0.0,0.0,0.0,0.0,59.17,0.18,1.19,1.2,0.37,0.0,0.0,0.02,-0.3,-0.3,36.0,0.28,0.09,0.09,1.38,1.01,0.0,1.19,0.73,0.0,0.0,4.04,0.83,1.47,1.47,0.55,0.73,0.18,0.92,2.57,1.65,1.56,0.64,2.66,2.29,0.0,35.7,1,0,0,0,0,1
2004,2398,Kevin Strootman,nl NED,MF,Genoa,it Serie A,34.0,1990.0,18,12,907,10.1,0.0,0.2,0.0,0.2,0.01,0.13,0.01,0.13,5.0,3.0,60.0,1.0,20.0,57.92,2.67,13.37,34.95,10.0,0.59,57.92,0.5,0.3,0.1,32.57,138.32,68.22,1.19,1.29,0.0,0.69,0.79,38.71,1.58,3.07,0.5,2.48,0.4,0.0,0.0,0.1,0.1,0.5,0.0,0.0,0.0,0.0,0.0,406.0,499.0,81.4,6786.0,2170.0,194.0,226.0,85.8,161.0,187.0,86.1,34.0,58.0,58.6,0.2,0.12,0.14,0.08,1.78,3.47,0.89,0.5,4.46,49.41,46.73,2.67,1.58,0.1,0.1,1.78,0.69,0.4,0.2,0.1,0.0,40.2,0.0,0.69,0.1,0.0,0.0,0.0,0.08,-0.1,-0.1,35.7,0.4,0.0,0.0,1.29,0.5,0.0,0.3,1.49,0.0,0.0,5.74,0.5,0.89,2.97,1.29,1.39,0.3,1.19,2.57,1.39,1.49,0.4,3.27,1.78,0.0,46.2,1,0,0,1,0,0
2006,2400,Álex Suárez,es ESP,DF,Las Palmas,es La Liga,30.0,1993.0,22,21,1785,19.8,0.05,0.05,0.05,0.05,0.02,0.03,0.02,0.03,8.0,5.0,62.5,1.0,12.5,63.33,5.45,23.89,35.3,4.65,0.51,63.33,0.4,0.25,0.05,32.22,144.75,72.98,0.61,0.61,0.0,0.51,0.4,41.06,0.4,0.76,0.05,0.61,0.05,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,931.0,1082.0,86.0,16096.0,6342.0,437.0,472.0,92.6,396.0,446.0,88.8,77.0,132.0,58.3,0.0,0.01,0.03,-0.01,0.3,3.94,0.35,0.15,4.24,54.65,47.78,6.82,2.47,0.05,0.1,0.51,3.94,0.0,0.0,0.0,0.0,47.02,0.05,0.25,0.2,0.15,0.25,0.33,0.1,0.6,0.6,48.4,0.25,0.0,0.0,0.96,1.21,0.05,0.66,1.26,0.0,0.05,4.19,1.52,1.62,2.02,1.11,0.71,0.2,1.21,1.36,0.15,1.16,0.56,2.68,3.48,0.0,88.9,1,0,1,0,0,0
2013,2407,Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,it Serie A,21.0,2002.0,21,17,1509,16.8,0.06,0.24,0.0,0.18,0.14,0.27,0.08,0.21,58.0,32.0,55.2,20.0,34.5,35.89,0.48,4.4,18.04,14.82,1.73,35.83,3.45,1.9,1.19,22.02,158.33,70.0,1.96,1.85,0.65,2.5,1.79,21.9,3.27,2.62,0.18,1.31,0.48,0.3,0.24,0.24,0.06,0.06,0.06,0.0,0.06,0.0,0.0,303.0,411.0,73.7,5945.0,1491.0,115.0,135.0,85.2,124.0,147.0,84.4,53.0,91.0,58.2,0.18,0.12,0.11,0.05,1.07,1.67,0.83,0.24,2.8,24.46,19.88,4.4,1.31,0.06,0.54,3.21,0.36,1.19,0.24,0.89,0.0,18.04,0.18,0.95,2.09,0.66,0.0,0.0,0.04,-1.4,-1.4,40.0,0.3,0.0,0.0,1.85,2.56,0.06,0.3,1.01,0.0,0.0,4.52,0.24,0.36,1.55,0.48,0.71,0.36,0.54,1.73,1.19,0.65,0.0,1.85,0.3,0.0,31.0,1,0,0,1,0,0
2014,2408,Suso,es ESP,"MF,FW",Sevilla,es La Liga,30.0,1993.0,22,13,1189,13.2,0.08,0.3,0.08,0.3,0.09,0.33,0.09,0.33,38.0,23.0,60.5,11.0,28.9,64.55,0.38,6.29,25.0,34.09,1.82,64.55,2.88,1.74,0.83,41.36,230.15,106.82,2.73,2.42,0.45,2.35,1.44,47.35,7.12,5.75,0.68,3.86,1.52,0.15,0.15,0.08,0.0,0.45,0.15,0.08,0.0,0.0,0.0,552.0,724.0,76.2,9763.0,3143.0,286.0,319.0,89.7,178.0,229.0,77.7,76.0,131.0,58.0,0.23,0.24,0.31,-0.02,2.58,4.17,2.5,0.91,6.97,54.85,48.11,6.44,2.42,0.08,1.44,8.56,0.83,2.88,1.21,1.21,0.0,41.82,0.3,1.82,1.82,0.45,0.04,0.17,0.05,-0.2,-0.2,42.9,0.3,0.08,0.0,1.21,2.05,0.15,0.23,0.98,0.0,0.0,5.0,0.45,0.61,1.44,0.91,0.53,0.0,0.38,1.06,0.68,0.61,0.0,1.67,0.23,0.0,35.7,1,0,1,0,0,0
2018,2413,Abakar Sylla,ci CIV,DF,Strasbourg,fr Ligue 1,21.0,2002.0,15,13,1227,13.6,0.07,0.07,0.07,0.07,0.07,0.1,0.07,0.1,9.0,6.0,66.7,3.0,33.3,73.53,11.4,38.01,33.16,2.72,1.1,73.53,0.66,0.44,0.22,50.29,270.88,131.1,0.22,0.15,0.0,0.96,0.15,44.56,0.15,0.51,0.07,0.44,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,713.0,827.0,86.2,13122.0,4269.0,276.0,304.0,90.8,357.0,392.0,91.1,67.0,111.0,60.4,0.0,0.02,0.01,-0.02,0.15,1.4,0.15,0.0,3.01,60.81,56.1,4.63,1.32,0.0,0.22,0.15,0.96,0.0,0.0,0.0,0.0,52.43,0.07,0.37,0.66,0.29,0.11,0.25,0.11,0.0,0.0,52.9,0.15,0.0,0.0,1.54,0.22,0.07,1.54,1.54,0.0,0.0,6.91,1.32,1.18,3.53,1.99,1.18,0.37,1.84,2.28,0.44,2.13,0.51,5.07,3.6,0.15,80.6,1,0,0,0,1,0
2020,2415,Issiaga Sylla,gn GUI,"DF,FW",Montpellier,fr Ligue 1,30.0,1994.0,14,14,1172,13.0,0.08,0.15,0.08,0.15,0.09,0.22,0.09,0.22,18.0,10.0,55.6,8.0,44.4,55.85,3.92,15.92,26.62,14.08,2.08,55.85,1.38,0.77,0.62,32.69,186.38,95.62,1.69,1.0,0.15,1.69,0.77,28.69,3.62,2.15,0.08,1.46,0.38,0.08,0.15,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,439.0,596.0,73.7,7498.0,3277.0,207.0,256.0,80.9,178.0,218.0,81.7,41.0,89.0,46.1,0.08,0.12,0.07,-0.05,1.08,2.0,0.62,0.46,2.69,45.85,36.0,9.62,0.54,0.0,0.08,2.92,9.08,0.0,0.0,0.0,0.0,33.77,0.23,1.69,0.84,0.31,0.09,0.25,0.11,-0.2,-0.2,53.3,0.15,0.0,0.0,1.31,0.77,0.15,1.31,1.08,0.0,0.0,5.62,1.23,1.08,1.77,1.23,0.38,0.15,0.92,2.15,1.23,1.15,0.31,3.08,2.69,0.0,42.9,1,0,0,0,1,0
2025,2423,Musa Al-Taamari,jo JOR,FW,Montpellier,fr Ligue 1,26.0,1997.0,20,19,1580,17.6,0.23,0.28,0.23,0.28,0.2,0.35,0.2,0.35,95.0,39.0,41.1,48.0,50.5,39.26,0.45,4.38,14.77,21.25,4.55,39.26,5.4,2.22,2.73,29.32,228.75,106.19,3.98,2.78,2.27,3.35,1.59,27.78,7.5,3.36,0.34,1.48,0.06,0.62,0.34,0.74,0.11,0.06,0.0,0.17,0.0,0.11,0.0,324.0,457.0,70.9,4402.0,1213.0,199.0,248.0,80.2,89.0,122.0,73.0,13.0,23.0,56.5,0.06,0.15,0.08,-0.1,0.85,1.08,1.25,0.0,2.56,25.97,24.15,1.65,0.23,0.17,0.17,1.25,1.02,0.17,0.06,0.0,0.0,18.41,0.17,1.76,2.45,1.03,0.09,0.22,0.08,0.6,0.6,34.6,0.0,0.0,0.0,0.45,2.22,0.4,0.23,0.8,0.11,0.0,4.72,0.51,0.97,0.97,0.51,0.17,0.28,0.45,1.08,0.62,0.91,0.06,1.19,0.28,0.0,42.1,1,0,0,0,1,0
2039,2437,Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,30.0,1993.0,19,18,1633,18.1,0.06,0.11,0.06,0.11,0.01,0.05,0.01,0.05,13.0,7.0,53.8,5.0,38.5,60.11,4.86,20.72,27.24,12.6,0.39,60.11,0.72,0.39,0.28,28.62,123.54,53.04,1.1,0.5,0.11,0.61,0.5,33.48,2.1,1.16,0.11,0.99,0.0,0.0,0.11,0.06,0.0,0.06,0.0,0.0,0.06,0.0,0.0,704.0,914.0,77.0,11997.0,3939.0,362.0,410.0,88.3,270.0,341.0,79.2,61.0,123.0,49.6,0.06,0.05,0.05,0.01,0.44,2.93,0.61,0.44,3.2,50.5,42.21,8.07,0.72,0.0,0.33,2.32,7.35,0.0,0.0,0.0,0.0,38.9,0.22,1.05,0.39,0.06,0.14,1.0,0.02,0.9,0.9,53.3,0.33,0.0,0.0,0.94,0.66,0.06,0.83,0.83,0.0,0.0,3.92,1.77,1.55,1.55,0.77,0.66,0.11,0.72,1.55,0.83,1.16,0.44,2.38,3.31,0.0,46.4,1,1,0,0,0,0
2040,2438,Loum Tchaouna,fr FRA,"FW,MF",Salernitana,it Serie A,20.0,2003.0,22,12,1148,12.8,0.16,0.39,0.16,0.39,0.11,0.19,0.11,0.19,34.0,9.0,26.5,21.0,61.8,45.0,0.86,5.94,20.08,19.84,3.28,45.0,2.66,0.7,1.64,27.34,160.31,74.06,3.44,1.88,1.33,2.5,1.17,32.58,5.39,2.43,0.31,2.03,0.0,0.08,0.23,0.08,0.0,0.23,0.0,0.08,0.0,0.0,0.0,272.0,430.0,63.3,4023.0,1134.0,159.0,212.0,75.0,79.0,121.0,65.3,20.0,47.0,42.6,0.23,0.07,0.06,0.16,0.94,1.41,1.02,0.39,2.03,33.59,31.72,1.64,0.08,0.0,0.55,3.59,0.62,0.39,0.16,0.08,0.0,21.25,0.23,1.8,1.49,0.47,0.11,0.33,0.08,0.5,0.5,23.8,0.16,0.0,0.0,0.7,1.09,0.23,0.16,0.23,0.0,0.0,3.36,0.78,2.5,0.86,0.16,0.62,0.08,0.47,1.02,0.55,1.17,0.08,1.02,0.94,0.08,46.2,1,0,0,1,0,0
2041,2439,Jackson Tchatchoua,be BEL,DF,Hellas Verona,it Serie A,22.0,2001.0,19,14,1292,14.4,0.0,0.14,0.0,0.14,0.0,0.09,0.0,0.09,12.0,5.0,41.7,6.0,50.0,50.76,3.61,16.25,24.38,10.62,0.49,50.76,0.83,0.35,0.42,22.22,129.79,68.06,1.81,1.18,0.28,0.35,0.28,23.12,3.96,2.02,0.14,1.67,0.14,0.07,0.0,0.07,0.07,0.14,0.0,0.0,0.0,0.0,0.0,464.0,612.0,75.8,7403.0,2863.0,240.0,267.0,89.9,177.0,235.0,75.3,33.0,76.0,43.4,0.14,0.09,0.11,0.05,0.97,2.85,1.53,1.25,3.33,42.5,34.44,8.06,0.28,0.0,0.14,3.75,7.78,0.0,0.0,0.0,0.0,32.22,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8,0.07,0.0,0.0,0.69,0.42,0.07,0.9,1.46,0.0,0.07,4.72,0.49,0.62,2.01,1.46,0.49,0.07,1.25,2.5,1.25,1.04,0.42,2.92,2.92,0.07,50.0,1,0,0,1,0,0
2051,2454,Teddy Teuma,mt MLT,MF,Reims,fr Ligue 1,30.0,1993.0,22,20,1708,19.0,0.32,0.42,0.26,0.37,0.15,0.32,0.1,0.28,38.0,20.0,52.6,15.0,39.5,78.26,0.74,10.84,44.05,24.53,1.58,78.21,2.0,1.05,0.79,56.95,301.37,126.58,1.37,1.68,0.21,1.95,0.63,54.05,4.89,4.16,0.42,2.74,0.95,0.21,0.16,0.05,0.05,0.21,0.11,0.05,0.0,0.0,0.05,998.0,1274.0,78.3,17337.0,4949.0,450.0,521.0,86.4,393.0,467.0,84.2,108.0,205.0,52.7,0.11,0.17,0.19,-0.07,1.74,5.53,1.37,0.32,6.58,67.05,58.0,8.68,3.84,0.32,0.84,6.42,0.68,3.47,1.53,1.63,0.0,52.53,0.37,1.53,1.95,0.69,0.14,0.38,0.05,3.2,3.0,36.4,0.26,0.0,0.0,1.47,1.32,0.0,0.89,1.68,0.0,0.0,6.21,0.42,0.74,2.32,0.79,1.0,0.53,1.05,2.53,1.47,1.47,0.21,3.21,0.26,0.0,41.7,1,0,0,0,1,0
2052,2455,Florian Thauvin,fr FRA,FW,Udinese,it Serie A,31.0,1993.0,25,15,1352,15.0,0.27,0.4,0.2,0.33,0.27,0.53,0.21,0.47,69.0,29.0,42.0,32.0,46.4,42.27,0.07,3.67,18.6,21.33,4.33,42.2,4.6,1.93,2.13,27.33,204.8,109.8,3.93,3.27,1.53,2.87,2.07,30.13,5.73,4.0,0.13,2.87,0.33,0.27,0.4,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,327.0,459.0,71.2,5640.0,1869.0,166.0,198.0,83.8,104.0,147.0,70.7,42.0,73.0,57.5,0.13,0.26,0.25,-0.13,2.07,2.27,2.2,0.93,3.8,30.6,26.4,3.93,0.4,0.13,0.33,4.4,0.6,1.07,0.0,0.6,0.07,21.8,0.27,0.87,2.73,0.87,0.07,0.23,0.08,0.0,-0.2,30.0,0.27,0.0,0.0,0.73,1.33,0.33,0.2,0.2,0.0,0.0,3.47,0.6,1.4,0.4,0.13,0.2,0.07,0.27,0.8,0.53,0.47,0.0,0.6,0.07,0.0,33.3,1,0,0,1,0,0
2055,2458,Malick Thiaw,de GER,DF,Milan,it Serie A,22.0,2001.0,14,13,1114,12.4,0.0,0.08,0.0,0.08,0.03,0.03,0.03,0.03,9.0,7.0,77.8,1.0,11.1,76.13,5.24,33.63,40.16,2.5,0.4,76.13,0.73,0.56,0.08,51.21,276.29,147.02,1.13,0.48,0.0,0.32,0.4,56.37,0.0,0.97,0.16,0.89,0.0,0.0,0.08,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,759.0,836.0,90.8,14411.0,4495.0,240.0,260.0,92.3,463.0,485.0,95.5,51.0,77.0,66.2,0.08,0.01,0.02,0.07,0.32,3.39,0.16,0.0,3.95,67.42,65.97,1.37,0.73,0.0,0.08,0.0,0.32,0.0,0.0,0.0,0.0,61.21,0.08,0.4,0.24,0.0,0.0,0.0,0.1,-0.3,-0.3,57.1,0.24,0.08,0.0,1.45,0.48,0.0,0.73,1.13,0.0,0.08,4.68,1.94,1.45,1.45,0.56,0.73,0.16,0.56,1.13,0.56,1.45,0.65,2.18,2.9,0.0,50.0,1,0,0,1,0,0
2056,2459,Jan Thielmann,de GER,"FW,MF",Köln,de Bundesliga,21.0,2002.0,15,13,1070,11.9,0.08,0.08,0.08,0.08,0.16,0.21,0.16,0.21,15.0,9.0,60.0,4.0,26.7,37.23,1.68,7.14,16.05,14.87,2.44,37.23,1.26,0.76,0.34,21.01,150.08,69.66,2.94,2.1,0.76,2.44,1.34,22.44,4.03,2.69,0.08,1.68,0.0,0.17,0.42,0.34,0.08,0.0,0.0,0.0,0.08,0.0,0.0,192.0,295.0,65.1,3212.0,892.0,92.0,128.0,71.9,81.0,108.0,75.0,16.0,31.0,51.6,0.0,0.05,0.05,-0.05,0.92,1.09,0.59,0.25,3.03,24.79,22.18,2.44,0.17,0.17,0.0,2.1,1.43,0.0,0.0,0.0,0.0,16.13,0.17,1.43,2.27,0.93,0.04,0.09,0.07,-0.9,-0.9,36.1,0.25,0.08,0.0,1.85,1.6,0.5,0.34,1.09,0.0,0.0,3.7,1.09,1.93,1.68,0.67,0.67,0.34,0.59,1.34,0.76,2.27,0.25,2.02,1.26,0.0,43.8,1,0,0,0,0,1
2064,2467,Cheikh Tidiane Sabaly,sn SEN,"FW,MF",Metz,fr Ligue 1,25.0,1999.0,21,16,1221,13.6,0.22,0.22,0.22,0.22,0.16,0.23,0.16,0.23,62.0,27.0,43.5,33.0,53.2,37.28,1.47,7.87,16.91,13.46,2.79,37.28,4.56,1.99,2.43,27.13,196.18,79.04,2.28,1.84,0.81,2.06,1.25,23.68,5.0,2.29,0.15,1.69,0.0,0.29,0.07,0.22,0.0,0.15,0.0,0.0,0.0,0.0,0.0,254.0,327.0,77.7,3994.0,888.0,121.0,153.0,79.1,110.0,135.0,81.5,14.0,17.0,82.4,0.0,0.07,0.04,-0.07,0.51,1.54,0.15,0.0,2.13,24.04,23.82,0.22,0.0,0.07,0.07,0.88,0.22,0.0,0.0,0.0,0.0,18.68,0.0,0.88,1.25,0.59,0.18,0.38,0.13,0.8,0.8,21.1,0.22,0.0,0.0,1.4,1.84,0.37,0.59,1.32,0.07,0.07,5.59,0.29,1.1,2.72,1.54,0.81,0.37,1.18,2.87,1.69,1.4,0.15,3.31,0.96,0.0,41.0,1,0,0,0,1,0
2067,2470,Phillip Tietz,de GER,FW,Augsburg,de Bundesliga,26.0,1997.0,24,21,1616,18.0,0.39,0.5,0.39,0.5,0.38,0.47,0.38,0.47,27.0,10.0,37.0,14.0,51.9,31.44,1.67,4.11,12.89,14.72,4.78,31.44,1.5,0.56,0.78,16.39,63.94,23.33,0.72,0.61,0.33,2.72,0.83,21.11,4.33,2.17,0.28,1.72,0.0,0.06,0.28,0.11,0.0,0.22,0.0,0.0,0.06,0.0,0.0,218.0,360.0,60.6,3106.0,781.0,129.0,188.0,68.6,64.0,101.0,63.4,13.0,23.0,56.5,0.11,0.08,0.09,0.03,1.11,1.06,0.44,0.06,1.67,20.0,19.44,0.39,0.0,0.17,0.11,0.33,0.0,0.0,0.0,0.0,0.0,12.11,0.17,0.56,2.34,0.95,0.17,0.41,0.16,0.1,0.1,43.7,0.0,0.0,0.0,1.61,0.72,0.67,0.28,0.5,0.0,0.0,3.83,3.83,4.94,0.83,0.39,0.39,0.06,0.22,0.5,0.28,0.83,0.17,1.11,1.67,0.0,44.4,1,0,0,0,0,1
2077,2480,Raúl de Tomás,es ESP,FW,Rayo Vallecano,es La Liga,29.0,1994.0,20,13,1072,11.9,0.08,0.25,0.0,0.17,0.23,0.34,0.17,0.27,38.0,17.0,44.7,16.0,42.1,30.92,0.92,2.61,15.88,12.69,4.03,30.84,3.19,1.43,1.34,18.91,87.65,28.74,0.84,0.34,0.34,3.19,2.02,24.2,4.87,1.43,0.25,0.67,0.0,0.08,0.5,0.17,0.0,0.25,0.0,0.0,0.0,0.0,0.0,174.0,226.0,77.0,2856.0,403.0,90.0,107.0,84.1,53.0,64.0,82.8,20.0,26.0,76.9,0.17,0.1,0.03,0.07,0.5,0.92,0.25,0.0,1.76,18.99,17.39,1.34,0.08,0.0,0.42,0.67,0.0,0.0,0.0,0.0,0.0,14.62,0.25,0.59,2.52,0.76,0.0,0.0,0.07,-1.8,-2.0,37.5,0.34,0.0,0.0,1.85,1.93,0.59,0.08,0.34,0.0,0.0,2.52,1.76,2.94,0.67,0.34,0.17,0.17,0.17,0.42,0.25,0.25,0.0,0.76,0.59,0.0,40.0,1,0,1,0,0,0
2085,2488,Raúl Torrente,es ESP,DF,Granada,es La Liga,22.0,2001.0,14,11,1035,11.5,0.0,0.0,0.0,0.0,0.01,0.05,0.01,0.05,1.0,0.0,0.0,1.0,100.0,66.52,9.04,43.57,21.91,1.13,0.7,66.52,0.09,0.0,0.09,39.22,206.09,103.65,0.17,0.09,0.09,0.0,0.09,43.48,0.17,0.52,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,641.0,79.4,10391.0,4083.0,169.0,183.0,92.3,275.0,308.0,89.3,63.0,145.0,43.4,0.0,0.03,0.02,-0.03,0.26,2.78,0.0,0.0,2.26,55.74,53.74,1.91,1.48,0.0,0.17,0.17,0.09,0.0,0.0,0.0,0.0,44.26,0.09,0.09,0.26,0.0,0.0,0.0,0.05,-0.2,-0.2,58.6,0.26,0.0,0.0,1.22,0.61,0.09,0.78,1.3,0.0,0.09,4.35,1.48,1.04,2.09,1.48,0.61,0.0,1.39,1.74,0.35,1.13,0.7,2.87,4.61,0.17,80.0,1,0,1,0,0,0
2092,2495,Abdoulaye Touré,gn GUI,MF,Le Havre,fr Ligue 1,30.0,1994.0,21,19,1611,17.9,0.06,0.06,0.0,0.0,0.11,0.15,0.06,0.1,31.0,23.0,74.2,7.0,22.6,59.11,2.68,15.03,37.32,7.43,0.73,59.05,1.73,1.28,0.39,44.53,226.15,96.65,0.95,1.4,0.11,1.06,1.34,39.89,0.89,1.95,0.0,1.62,0.0,0.11,0.0,0.17,0.06,0.0,0.0,0.0,0.0,0.0,0.0,740.0,874.0,84.7,13175.0,3894.0,282.0,331.0,85.2,356.0,400.0,89.0,67.0,85.0,78.8,0.0,0.04,0.03,-0.04,0.56,4.75,0.28,0.0,5.98,48.83,48.32,0.39,0.34,0.0,0.11,0.17,0.06,0.0,0.0,0.0,0.0,41.34,0.11,0.78,1.28,0.34,0.0,0.0,0.05,-0.9,-1.1,49.0,0.17,0.0,0.0,0.95,1.4,0.0,1.12,1.23,0.0,0.0,6.87,1.4,1.45,1.79,0.84,0.84,0.11,1.12,2.35,1.23,1.28,0.28,2.91,1.06,0.0,47.6,1,0,0,0,1,0
