,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_Against,Goals_Against_per90,Shots_on_Target_Against,Saves,Save%,W,D,L,CS,CS%,PK_attempts,PK_Allowed,PKs_Saved,PK_missed,Save%(Penalty Kicks),Gk_free_kick_goals_against,Gk_corner_kick_goals_against,Gk_own_goals_against,Gk_psxg,Gk_psxg_per_shot_on_target_against,Gk_psxg_diff,Gk_psxg_net_per90,Gk_passes_completed_launched,Gk_passes_attempted_launched,Gk_passes_pct_launched,Gk_passes,Gk_passes_throws,Gk_pct_passes_launched,Gk_passes_length_avg,Gk_goal_kicks,Gk_pct_goal_kicks_launched,Gk_goal_kick_length_avg,Gk_crosses_faced,Gk_crosses_stopped,Gk_crosses_stopped_pct,Gk_def_actions_outside_pen_area,Gk_def_actions_outside_pen_area_per90,Gk_avg_distance_def_actions,Gk_goal_kicks_launched,Gk_passes_launched,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists,xAG,xA,A-xAG,Key_Passes,Passes_1/3,Passes_Penalty_Area,Crosses_Penalty_Area,Progressive_Passes,Goal_Creating_Action,Shot_Creating_Action,Shot_Creating_Action_per90,Goal_Creating_Action_90,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Tocuhes_Live_Balls,Carries,Passes_Received,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Tocuhes_Live_Balls_per_90,Carries_per_90,Passes_Received_per_90,Seasons at top 5,Seasons in PL,Seasons in Liga,Seasons in Serie A,Seasons in Ligue 1,Seasons in Bundesliga,Goal_Creating_Action_per90
89,Luís Maximiano,pt POR,GK,Almería,es La Liga,25-064,1999.0,24.0,24.0,2160.0,24.0,46.0,1.92,123.0,76.0,65.9,0.0,9.0,15.0,4.0,16.7,7.0,4.0,1.0,2.0,20.0,0.0,6.0,0.0,45.1,0.33,-0.9,-0.04,115.0,408.0,28.2,703.0,112.0,40.0,35.9,200.0,63.5,47.0,411.0,22.0,5.4,27.0,1.13,14.2,127.0,281.0,581.0,907.0,64.1,16061.0,11981.0,99.0,99.0,100.0,297.0,306.0,97.1,185.0,498.0,37.1,0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,1.0,0.04,0.04,775.0,952.0,14.0,966.0,503.0,393.0,32.29,39.67,0.58,40.25,20.96,16.38,,,,,,,
95,Kevin Müller,de GER,GK,Heidenheim,de Bundesliga,32-360,1991.0,24.0,24.0,2160.0,24.0,42.0,1.75,128.0,88.0,72.7,7.0,7.0,10.0,5.0,20.8,10.0,7.0,1.0,2.0,12.5,0.0,5.0,3.0,38.5,0.25,-0.5,-0.02,192.0,452.0,42.5,822.0,104.0,38.3,37.0,213.0,64.3,47.9,366.0,19.0,5.2,15.0,0.63,13.6,136.0,314.0,759.0,1036.0,73.3,24788.0,17297.0,47.0,48.0,97.9,382.0,384.0,99.5,330.0,603.0,54.7,0,0.0,0.1,0.0,1.0,21.0,0.0,0.0,0.0,0.0,4.0,0.17,0.0,871.0,1100.0,8.0,1108.0,621.0,502.0,36.29,45.83,0.33,46.17,25.88,20.92,,,,,,,
102,Moritz Nicolas,de GER,GK,M'Gladbach,de Bundesliga,26-140,1997.0,22.0,22.0,1980.0,22.0,39.0,1.77,130.0,91.0,73.1,6.0,7.0,9.0,3.0,13.6,4.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,38.8,0.27,-0.2,-0.01,90.0,249.0,36.1,718.0,108.0,26.5,29.9,121.0,48.8,41.7,368.0,19.0,5.2,15.0,0.68,12.5,59.0,190.0,659.0,845.0,78.0,16757.0,10624.0,118.0,118.0,100.0,367.0,375.0,97.9,172.0,344.0,50.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,0.41,0.0,751.0,895.0,4.0,899.0,586.0,469.0,34.14,40.68,0.18,40.86,26.64,21.32,,,,,,,
104,Ørjan Nyland,no NOR,GK,Sevilla,es La Liga,33-181,1990.0,13.0,13.0,1170.0,13.0,13.0,1.0,50.0,38.0,78.0,4.0,7.0,2.0,3.0,23.1,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,13.1,0.22,1.1,0.08,84.0,246.0,34.1,305.0,62.0,52.8,40.8,104.0,81.7,58.7,193.0,11.0,5.7,11.0,0.85,13.8,84.0,161.0,243.0,412.0,59.0,8180.0,6893.0,42.0,42.0,100.0,90.0,91.0,98.9,108.0,273.0,39.6,0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,3.0,0.23,0.0,354.0,436.0,1.0,437.0,236.0,153.0,27.23,33.54,0.08,33.62,18.15,11.77,,,,,,,
107,Maduka Okoye,ng NGA,GK,Udinese,it Serie A,24-194,1999.0,10.0,10.0,900.0,10.0,13.0,1.3,42.0,29.0,71.4,2.0,4.0,4.0,3.0,30.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,12.1,0.27,-0.9,-0.09,40.0,109.0,36.7,132.0,21.0,55.3,39.8,63.0,57.1,42.0,154.0,5.0,3.2,1.0,0.1,8.0,35.0,72.0,121.0,196.0,61.7,3715.0,3106.0,33.0,33.0,100.0,40.0,40.0,100.0,47.0,120.0,39.2,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,209.0,0.0,209.0,100.0,63.0,19.4,20.9,0.0,20.9,10.0,6.3,,,,,,,
112,Alexandre Oukidja,dz ALG,GK,Metz,fr Ligue 1,35-234,1988.0,24.0,24.0,2087.0,23.2,36.0,1.55,126.0,90.0,74.6,5.0,5.0,14.0,4.0,16.7,4.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,30.9,0.22,-5.1,-0.22,156.0,437.0,35.7,483.0,84.0,55.7,41.5,189.0,88.9,59.0,377.0,27.0,7.2,17.0,0.73,10.5,168.0,269.0,371.0,674.0,55.0,13616.0,11123.0,36.0,37.0,97.3,136.0,141.0,96.5,198.0,492.0,40.2,0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,3.0,0.0,2.0,0.09,0.0,614.0,747.0,5.0,752.0,416.0,207.0,26.47,32.2,0.22,32.41,17.93,8.92,,,,,,,
115,Iñaki Peña ,es ESP,GK,Barcelona,es La Liga,25-007,1999.0,10.0,10.0,900.0,10.0,17.0,1.7,39.0,22.0,56.4,6.0,2.0,2.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,0.36,-3.1,-0.31,21.0,49.0,42.9,249.0,46.0,13.3,23.7,48.0,33.3,35.5,116.0,2.0,1.7,5.0,0.5,10.6,15.0,33.0,259.0,297.0,87.2,5660.0,3681.0,76.0,76.0,100.0,145.0,146.0,99.3,37.0,74.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.0,313.0,1.0,314.0,187.0,165.0,27.9,31.3,0.1,31.4,18.7,16.5,,,,,,,
120,Đorđe Petrović,rs SRB,GK,Chelsea,eng Premier League,24-153,1999.0,11.0,10.0,907.0,10.1,18.0,1.79,57.0,40.0,70.2,5.0,2.0,3.0,2.0,20.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,14.4,0.24,-2.6,-0.26,36.0,110.0,32.7,298.0,48.0,25.8,28.8,61.0,54.1,41.3,148.0,7.0,4.7,14.0,1.39,17.1,33.0,76.0,279.0,361.0,77.3,6625.0,4261.0,81.0,81.0,100.0,139.0,140.0,99.3,58.0,137.0,42.3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,338.0,385.0,1.0,386.0,228.0,208.0,33.47,38.12,0.1,38.22,22.57,20.59,,,,,,,
132,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,18-364,2005.0,24.0,24.0,2160.0,24.0,32.0,1.33,99.0,67.0,71.7,7.0,8.0,9.0,4.0,16.7,4.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,34.0,0.3,2.0,0.08,68.0,222.0,30.6,527.0,67.0,28.7,29.7,127.0,55.9,41.9,384.0,4.0,1.0,12.0,0.5,10.2,70.0,151.0,474.0,654.0,72.5,11729.0,7934.0,116.0,116.0,100.0,236.0,244.0,96.7,120.0,290.0,41.4,0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.08,0.0,581.0,715.0,6.0,721.0,456.0,343.0,24.21,29.79,0.25,30.04,19.0,14.29,,,,,,,
139,Marcel Schuhen,de GER,GK,Darmstadt 98,de Bundesliga,31-056,1993.0,23.0,23.0,2070.0,23.0,57.0,2.48,147.0,90.0,61.9,2.0,6.0,15.0,2.0,8.7,2.0,1.0,1.0,0.0,50.0,1.0,6.0,1.0,50.6,0.34,-5.4,-0.23,167.0,416.0,40.1,931.0,129.0,33.9,34.0,194.0,51.5,43.1,308.0,14.0,4.5,40.0,1.74,17.0,99.0,315.0,833.0,1128.0,73.8,23765.0,17021.0,133.0,134.0,99.3,417.0,424.0,98.3,282.0,566.0,49.8,0,0.0,0.1,0.0,0.0,30.0,3.0,0.0,5.0,0.0,7.0,0.3,0.0,890.0,1145.0,36.0,1181.0,681.0,606.0,38.7,49.78,1.57,51.35,29.61,26.35,,,,,,,
142,Simone Scuffet,it ITA,GK,Cagliari,it Serie A,27-283,1996.0,20.0,20.0,1800.0,20.0,35.0,1.75,82.0,48.0,59.8,5.0,6.0,9.0,2.0,10.0,2.0,2.0,0.0,0.0,0.0,1.0,7.0,1.0,29.4,0.34,-4.6,-0.23,109.0,276.0,39.5,468.0,80.0,38.2,34.9,161.0,60.2,45.0,293.0,14.0,4.8,16.0,0.8,12.3,96.0,178.0,444.0,629.0,70.6,13094.0,9788.0,72.0,73.0,98.6,202.0,203.0,99.5,169.0,352.0,48.0,0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,2.0,0.1,0.0,575.0,675.0,3.0,678.0,293.0,246.0,28.75,33.75,0.15,33.9,14.65,12.3,,,,,,,
146,Antonio Sivera,es ESP,GK,Alavés,es La Liga,27-211,1996.0,27.0,27.0,2430.0,27.0,33.0,1.22,105.0,74.0,75.2,7.0,8.0,12.0,6.0,22.2,7.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,33.6,0.26,2.6,0.1,201.0,521.0,38.6,620.0,89.0,60.0,43.9,233.0,63.9,45.7,401.0,18.0,4.5,23.0,0.85,13.7,148.0,372.0,510.0,855.0,59.6,17864.0,14061.0,93.0,93.0,100.0,165.0,168.0,98.2,249.0,589.0,42.3,0,0.1,0.1,-0.1,3.0,34.0,2.0,0.0,0.0,0.0,12.0,0.44,0.0,731.0,900.0,23.0,923.0,411.0,299.0,27.07,33.33,0.85,34.19,15.22,11.07,,,,,,,
159,James Trafford,eng ENG,GK,Burnley,eng Premier League,21-151,2002.0,27.0,27.0,2430.0,27.0,60.0,2.22,162.0,104.0,66.0,3.0,4.0,20.0,2.0,7.4,5.0,5.0,0.0,0.0,0.0,0.0,10.0,2.0,53.2,0.3,-4.8,-0.18,132.0,562.0,23.5,1274.0,158.0,32.9,30.9,185.0,77.3,53.6,399.0,30.0,7.5,41.0,1.52,14.8,143.0,419.0,978.0,1470.0,66.5,22711.0,15734.0,314.0,319.0,98.4,433.0,446.0,97.1,226.0,686.0,32.9,0,0.0,0.1,0.0,0.0,24.0,1.0,0.0,5.0,1.0,7.0,0.26,0.04,998.0,1492.0,68.0,1560.0,971.0,896.0,36.96,55.26,2.52,57.78,35.96,33.19,,,,,,,
161,Stefano Turati,it ITA,GK,Frosinone,it Serie A,22-186,2001.0,24.0,24.0,2160.0,24.0,51.0,2.12,121.0,70.0,61.2,5.0,5.0,14.0,2.0,8.3,6.0,4.0,1.0,1.0,20.0,0.0,8.0,1.0,38.4,0.29,-11.6,-0.48,56.0,223.0,25.1,762.0,117.0,24.0,27.7,113.0,35.4,33.6,339.0,16.0,4.7,18.0,0.75,13.9,40.0,182.0,669.0,877.0,76.3,14451.0,10703.0,215.0,215.0,100.0,339.0,347.0,97.7,111.0,309.0,35.9,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,836.0,930.0,5.0,935.0,590.0,535.0,34.83,38.75,0.21,38.96,24.58,22.29,,,,,,,
162,Matt Turner,us USA,GK,Nott'ham Forest,eng Premier League,29-259,1994.0,17.0,17.0,1530.0,17.0,28.0,1.65,80.0,52.0,67.5,4.0,5.0,8.0,2.0,11.8,2.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,22.1,0.26,-5.9,-0.35,126.0,280.0,45.0,436.0,99.0,42.7,35.7,136.0,69.1,47.0,296.0,30.0,10.1,18.0,1.06,13.3,93.0,186.0,398.0,578.0,68.9,12363.0,9869.0,87.0,87.0,100.0,147.0,151.0,97.4,162.0,330.0,49.1,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,0.24,0.0,489.0,611.0,6.0,616.0,319.0,230.0,28.76,35.94,0.35,36.24,18.76,13.53,,,,,,,
164,Álvaro Vallés,es ESP,GK,Las Palmas,es La Liga,26-228,1997.0,27.0,27.0,2430.0,27.0,29.0,1.07,114.0,84.0,78.1,10.0,7.0,10.0,7.0,25.9,6.0,4.0,1.0,1.0,20.0,0.0,5.0,0.0,36.0,0.28,7.0,0.26,109.0,355.0,30.7,1354.0,142.0,22.4,27.6,118.0,44.1,39.9,419.0,25.0,6.0,76.0,2.81,18.0,52.0,303.0,1182.0,1481.0,79.8,26103.0,18814.0,363.0,364.0,99.7,576.0,593.0,97.1,238.0,510.0,46.7,0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,1.0,4.0,0.15,0.04,957.0,1523.0,62.0,1583.0,959.0,1016.0,35.44,56.41,2.3,58.63,35.52,37.63,,,,,,,
165,Bart Verbruggen,nl NED,GK,Brighton,eng Premier League,21-204,2002.0,12.0,12.0,1080.0,12.0,16.0,1.33,47.0,31.0,70.2,5.0,5.0,2.0,1.0,8.3,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,13.6,0.25,-2.4,-0.2,25.0,58.0,43.1,464.0,70.0,11.2,22.3,46.0,13.0,19.1,121.0,9.0,7.4,12.0,1.0,14.3,5.0,51.0,468.0,510.0,91.8,9107.0,6121.0,191.0,193.0,99.0,206.0,209.0,98.6,68.0,104.0,65.4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.17,0.0,449.0,522.0,7.0,529.0,383.0,343.0,37.42,43.5,0.58,44.08,31.92,28.58,,,,,,,
170,Michael Zetterer,de GER,GK,Werder Bremen,de Bundesliga,28-241,1995.0,17.0,17.0,1530.0,17.0,20.0,1.18,72.0,53.0,75.0,6.0,6.0,5.0,5.0,29.4,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,22.1,0.3,3.1,0.18,93.0,199.0,46.7,613.0,117.0,28.1,32.6,81.0,33.3,36.3,250.0,23.0,9.2,18.0,1.06,14.7,26.0,172.0,565.0,700.0,80.7,16188.0,11075.0,69.0,70.0,98.6,265.0,272.0,97.4,231.0,352.0,65.6,0,0.2,0.1,-0.2,3.0,14.0,1.0,0.0,3.0,0.0,4.0,0.24,0.0,633.0,736.0,7.0,743.0,516.0,403.0,37.24,43.29,0.41,43.71,30.35,23.71,,,,,,,
